gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,9mo.2mo.log_ratio.DMR,18mo.2mo.log_ratio.DMR,count.DMR,18mo.9mo.Q.std.loops,18mo.9mo.T.min.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,Qanova.min.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,loop_size.log.mean.loops,loop_size.log.min.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.min.atac,log2_distance.std.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Bcl7b,13572.0,-0.0874628412498088,4,1.0,1.0,0.1754662607504244,0.2319935556837848,0.1909938699042075,2.0,0.119393701973399,0.119393701973399,0.5145731728235754,0.2687412821041886,-0.4150374992773411,0.2319935556837848,0.2319935556837848,0.2319935556837848,0.0,2.0,0.5145731728235754,0.119393701973399,0.1666394978115515,0.1666394978115515,0.1666394978115515,3,-0.6835263350397721,-1.405992359226696,1,0.0008976102958889,-0.16029067,-0.00037136135,17.310666029755627,0.001124128625,-0.0009433556,-0.0001773669999999,0.0008269323155303,0.50795174,0.01942203,0.006140441,16.98323564310217,16.095067301607052,13.991078907556084,0.0009582463,-0.0330780972997425,0.0499271705903709,0.0168490732906283,0.1938061246447265,0.1611362600006149,0.1375976847937941,9.54689445988783,1.1303020546014744,12.259449046285717,0.145242261882136,4,0.1906609633240075,0.2287626553361741,0.2187308482411964,0.2717792200883701,0.4571308323098852
Cactin,5139.0,-0.4226910718214993,16,6.0,5.0,0.5061234065072664,0.1568103635320312,0.1633816386978344,2.0,-0.0378560191772727,0.2112362610041582,-0.5693294439371624,0.3167208146861302,-0.7293524100548243,0.3337686057865277,-0.0220075279602642,0.1553136553158664,0.033166863935123,1.0,-0.0339473319232581,0.0850498182999716,0.0888224473545973,0.2403634736158381,0.220492713630918,0,0.0,0.0,0,0.0,-0.0120726499999999,-0.0013750109999999,15.380122809233894,-0.001176428,-0.0013750109999999,-0.0013750109999999,0.0,0.3540178,-0.0120726499999999,-0.03981393,15.380122809233894,15.380122809233894,14.221511601331745,-0.001176428,0.0109782420137537,0.0377576651073345,0.0487359071210883,0.0784434843817938,0.0651517471667089,0.0415000269451444,9.521600439723922,0.7759268312582366,11.037546953962249,0.0682993132075925,3,0.0063869361281581,-0.0141755481794703,0.0910482764664852,0.1230009555044319,0.1459772872014637
Iscu,5540.0,0.0264722113611428,7,2.0,2.0,0.805321652566819,0.3263907983788074,0.0,0.0,-0.0520462438723603,-0.0256625329987487,-0.5145731728235754,0.0,0.0,0.3263907983788074,0.3263907983788074,0.3263907983788074,0.0,3.0,-0.5145731728235754,-0.0388543884355545,0.3007282653800587,0.3007282653800587,0.3007282653800587,3,0.0,0.0,0,0.0007920476293704,-0.13100508,-0.0004506735499999,19.35256074948321,-0.0001352041310416,-0.0012166629999999,-0.0003589388354166,0.0005279271218792,0.00841566,-0.01798531943125,-0.0394386353270833,18.124162930101097,15.847546776852514,13.391780606013166,-0.00131500604,0.0619456016390054,0.1024736165838701,0.1644192182228755,0.130069854482099,-0.0432879864101506,0.0821630868013702,8.603626344986562,1.0859094763599075,10.765700487651184,0.2666511790625317,3,0.2809019783334978,0.1082488070447034,0.1296531077636665,0.0519283391233399,0.3804446706635471
Fam20b,40554.0,0.0,2,0.0,0.0,0.0,-0.2191671137928763,0.0,0.0,0.0874917360720539,0.0874917360720539,0.6520766965721987,0.0,0.0,-0.1900815517168732,-0.2482526758688794,-0.2191671137928763,0.7776075786549645,0.0,0.6520766965721987,0.0874917360720539,-0.1025898156448192,-0.1025898156448192,-0.1025898156448192,2,-0.3169360505470165,-0.9281322610663344,2,0.0009193614523143,-0.11902146,0.0006320779999999,19.29460280124017,0.0007883977259259,-0.0014580395,0.0004415482777777,0.0009032266499953,0.017491905,0.0304630984703703,0.0620973098518518,18.092173775030965,16.747143998186747,14.363997822358366,-0.0005618843,-0.0190617231444793,-0.0207183791728609,-0.0397801023173402,0.0248098487960851,-0.0080047679336496,0.4434301300864511,11.124121311829253,1.2378461486238364,13.896332403909952,-0.0697883377718463,4,-0.1436794645532626,0.2631788704646615,0.1298676024423122,0.5407447118576022,0.094377774298763
Nr4a2,17173.0,0.0,5,0.0,1.0,0.0,-0.0867470215687058,0.0,0.0,-0.3040400316452274,0.0059327753807201,-0.1577509128608445,-0.2866894943128661,-0.5849625007091332,0.2551321152070605,-0.2752618784082701,-0.0630957837827038,0.0,0.0,0.3625700793801285,-0.1870918004316556,-0.4675946452729529,-0.2643717327560936,-0.3300580781207416,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114487765791391,0.1751127080503656,0.1865614846295047,-0.0438031906514347,-0.0860852544256448,0.1985623733266386,11.02167404285844,0.9823381579275544,13.282654089726435,-0.1342172516330368,7,-0.529767640517538,-0.1319773211287279,0.3407936940252061,0.3155178921881473,0.3928542298877142
Wnt5a,22698.0,0.0,1,0.0,0.0,0.0,-0.088828189722693,0.0,0.0,0.0,0.0,0.3219280948801484,0.0,0.0,-0.088828189722693,-0.088828189722693,-0.088828189722693,-0.3219280948801484,1.0,0.3219280948801484,0.0,0.0170600678521566,0.0170600678521566,0.0170600678521566,5,0.0,0.0,0,0.0008340179479657,-0.12777706,-7.042060000000006e-05,20.44081139216127,0.0002589273920879,-0.0019092169999999,-5.307262417582417e-05,0.0007347131562334,0.05569575,0.0122189840692307,0.0028978809043956,18.931142106874447,16.625509089020923,14.247259993941253,-0.0014797310999999,-0.0031016270432706,0.0969116833430512,0.0938100562997805,-0.0639568520808127,-0.0712465204817258,0.2838546942739298,11.1674181458318,0.607569330548983,13.05833002620567,0.4063924027881077,11,0.0768243069707774,-0.0354901611009081,0.3620883794693038,0.1515689701757952,0.9866842130774828
Btg2,3950.0,-0.6780719051104738,8,4.0,4.0,0.3421480182364784,0.2430129222347217,0.1163959435969952,4.0,0.1238333419533237,0.1238333419533237,0.0,0.0639663606357101,-0.4150374992768402,0.2430129222347217,0.2430129222347217,0.2430129222347217,-0.1699250014403088,2.0,0.0,0.1238333419533237,0.0,0.0,0.0,0,0.0,0.0,0,0.0006418478720821,-0.011491507,-0.00099483605,19.43745949905413,-0.0004492488,-0.0012246329,-0.000921745575,0.0003239302619111,1.2340947,0.049713209125,-0.07356622425,18.95045354254549,17.55112243830579,13.684967725143876,-0.0007645887999999,-0.0048689231821642,0.1582337273724685,0.1533648041903042,0.0018907952726149,0.0356811391801746,0.1827789471496625,10.4676055500831,0.5885767266520402,11.812979471251522,0.0403735040609005,4,-0.1183276345942223,0.0403970969417942,0.1572984096596455,0.0389485578996163,0.1963259819232892
Sec23a,53634.0,0.0,1,0.0,0.0,0.0,-0.2399563790368439,0.0,0.0,-0.0473954171076291,0.0932888870323802,0.1074210688089375,0.0,0.0,-0.0853888033194003,-0.3956091358140412,-0.2433695256309613,-0.3479233034174966,1.0,0.8744691179052118,0.0162529675298689,-0.6557592632908684,-0.3658678297370702,-0.294836022463067,6,-0.6698013130738188,-1.0666702421981968,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000392009974634,0.0235191690649251,0.0239111790395591,0.1143873928999218,0.1387653678299384,0.373591704004539,9.779719355143568,1.4967983583221696,13.846959440011371,-0.1959086521022116,8,-0.8662381426693437,-0.1219432639530099,0.2290304240525074,0.2630677808963311,0.2324276699582848
Igdcc3,44683.0,-0.3439544012161839,9,6.0,4.0,0.1231509522631087,0.1357760901947187,0.1480925404500586,4.0,-0.0578481755909718,0.3004780537569442,-0.3625700793801285,-0.110132056358453,-0.9434164716283058,0.1357760901947187,0.1357760901947187,0.1357760901947187,0.0,0.0,-0.3625700793801285,0.1180018774253637,0.2471518443048377,0.2471518443048377,0.2471518443048377,0,0.0,0.0,0,0.0014212960962901,-0.12495938,-0.0010836552999999,17.948715132121407,0.0001315515142857,-0.0040147035,-0.0007745526857142,0.0015135313004126,0.031010576,0.0126590233761904,-0.0708164593809523,15.762213163776131,13.665002744086229,14.912795797471484,-0.001514197,0.0361889517220011,0.0312091466715516,0.0673980983935528,-0.0769995150290717,-0.0402482340180564,0.2271451870469267,10.727069558023793,1.902900829913832,14.552669097514276,0.2915385944848235,5,0.1880862824214504,0.0722297583763815,0.1265461072832162,0.218129881081745,0.4339048070585098
Prnp,28501.0,-0.2937312030558532,9,2.0,2.0,0.0972479676508845,0.0504736176000673,0.0,0.0,-0.3013170652267845,0.1770221555163766,0.3256641244992702,0.0,0.0,0.2946872675056857,-0.2895238180129107,0.0171316206919922,0.9999999999855732,0.0,1.2630344058169625,0.0128269343334338,-0.4991520805936424,0.0299585550254261,0.1023017562791819,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0325882404743838,0.1296479108498178,0.097059670375434,0.1367023044923435,0.0193635199303203,0.4167342299920101,10.037546953962316,0.994622243291176,12.951831086888268,0.0968970545731237,6,-0.73372095502294,-0.3422347426763623,0.1559600644887572,0.5295611676931901,0.2533817551416788
