gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.9mo.Q.max.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.max.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.9mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Htt,-0.30986766148358585,0.0,0.0,0.018319923616945743,-0.010802203193306922,0.0,0.0,0.0,0.0,0.0,0.0,0.0004917873442173004,0.0,0.0,0.0,0.0,0.0,0.0013058772683143616,0.0,0.0,-0.004859877899289131,0.010736612938344478,-0.012748315632343292,-0.01043144702911377,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,-0.05599161179736257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028008010908961295,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00011850005015730858,-0.00793178953230381,0.0,0.0,-0.008742111250758171,0.0,0.0,0.0,0.0,-0.0005909401457756758,0.0,0.0,0.0,-0.003247445169836283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0843499050848186,-0.047102994453161955,-0.05929217865690589,-0.060641531608998774,-0.03327239666134119,0.12153423208743334,-0.0038893166184425353,0.0006482699513435364,0.0007285701530054212,0.0,0.007343533821403981,-0.0008273161854594946,0.0,0.023535920269787312,0.0,-0.005883773434907198,-0.026581803672015666,-0.07807745216414333,-0.002782282568514347,0.13052195362048225,-0.003830835185945034,1.0,2.0
Commd8,-0.18694251973181963,0.0,0.0,0.018319923616945743,0.022659794054925443,0.0,0.0,0.0,0.0,0.0,0.0,0.0004917873442173004,0.0,0.0,0.0,0.0,0.0,-0.004918804382905364,0.00040010057389736173,0.0,-0.004859877899289131,0.026134310625493526,-0.012748315632343292,-0.01043144702911377,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,-0.11053035547956824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028008010908961295,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00011850005015730858,-0.002115143835544586,0.0,0.0,0.027281415574252607,0.0,0.0,0.0,0.0,-0.004018392898142337,0.0,0.0,0.0,0.00012989780399948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038225943762809036,-0.08913066400215029,-0.05764323914423585,-0.04929855665308423,-0.033336111530661586,0.10622066050767899,-0.0038893166184425353,0.0006482699513435364,0.0007285701530054212,0.0,0.005168794230557978,-0.0018910084292292596,0.0,0.023535920269787312,0.0,0.013691447200253606,-0.02583482041954994,0.09720270853489638,-0.002436412051320076,-0.08109084478463047,-0.003830835185945034,1.0,1.0
Tmem107,1.31506878468208,0.0,0.0,0.02716092173010111,0.022659794054925443,0.0,0.0,0.0,0.0,0.0,0.0,0.0003934298828244209,0.010833769273012876,0.0,0.0,0.0,0.0,0.004004690293222666,0.00020005028694868086,0.0,-0.0020172331854701043,-0.06441361986100674,-0.0015989413438364864,-0.001079115178436041,0.0016148827970027923,-0.0018302182666957378,0.0,0.0037020182609558104,0.0014961597323417664,0.014918256318196654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010566053334623576,0.0,0.0,-0.0005665915459394455,0.0,0.0,0.0011850005015730859,-0.0026439298316836357,0.0,0.0,0.00583309871610254,0.0,0.0,0.0,0.0,-0.0005200273310765624,0.0,0.0,0.0,-0.0025113576126750557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07299260984174907,0.10173319086432457,0.1180681263608858,0.009842101967660711,-0.027886084457859398,-0.2539415502455086,-0.00056179020088166,-0.0006050519552081823,0.0019870095048099756,0.0,-0.014091185772558674,-0.0005200273310765624,0.0,-0.017803610824048518,0.0,0.004557589627802372,-0.013595541138201953,-0.07187044007703662,-0.0003908898588269949,-0.03100420515751466,-0.003830835185945034,1.0,0.0
A430108G06Rik,1.5930767177045346,0.0,0.0,0.009240632926812396,-0.0033524078875780106,0.0,0.0,0.0,0.0,0.0,0.0,0.0003934298828244209,0.0,0.0,0.0,0.0,0.0,-0.003482339382171631,0.00020005028694868086,0.0,-0.0020172331854701043,0.029608469046652316,-0.0020094802556559445,-0.0014028497552499176,0.0016148827970027923,-0.0018302182666957378,0.0,0.0037020182609558104,0.0014961597323417664,0.019678189400583506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011927853892557324,0.0,0.0,-0.0005665915459394455,0.0,0.0,0.0,-0.00793178953230381,0.0,0.0,-0.005652227438986301,0.0,0.0,0.0,0.0,0.012646118772681802,0.0,0.0,0.0,9.896975592710078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048171787820756436,0.07121940259239637,-0.02700070379767567,-0.030251389428740366,-0.03572807584889233,-0.532995506580919,-0.0007130413828417659,-0.0006050519552081823,0.0004967523738741875,0.0,-0.007345395793090574,-0.00028365125879645345,0.0,-0.017803610824048518,0.0,0.008947071703150868,-0.013104845397174358,-0.09495026568416506,-8.36009718477726e-05,-0.02725584411993623,-0.002553890123963356,1.0,0.0
Atxn7l2,0.046128052175045016,0.0,0.0,0.02322599459439516,0.022659794054925443,0.0,0.0,0.0,0.0,0.0,0.0,0.0006557165086269379,0.0,0.0,0.0,0.0,0.0,0.005876447707414627,0.00040010057389736173,0.0,-0.004695948772132396,0.043678810074925425,-0.012748315632343292,-0.01043144702911377,0.0,-0.0006863318383693695,0.0,0.009625247269868851,0.0,-0.08605441922321916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04114719025790691,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00047400020062923434,-0.0014100959897041321,0.0,0.0,-0.010400097966194153,0.0,0.0,0.0,0.0,-0.004018392898142337,0.0,0.0,0.0,-0.0022732115536928175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05393801875412464,-0.08213633121922612,-0.0784557705745101,-0.014578078486956657,-0.04406590161845088,0.12757591847330332,-0.0038893166184425353,-0.0010804499499499798,0.0007285701530054212,0.0,-0.03504795040935278,-0.0018910084292292596,0.0,-0.02957547504454851,0.0,-0.005883773434907198,-0.026898099519312383,-0.012497758381068707,-0.002436412051320076,-0.07776564620435238,-0.003830835185945034,1.0,1.0
Pfas,-0.27797107042744756,0.0,0.0,0.018319923616945743,-0.010802203193306922,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031802250631153585,0.0,0.0,0.0,0.0,0.0,0.002176462113857269,0.0,0.0,-0.004761520428583026,-0.010910320859402418,-0.004429499497637153,-0.002877640537917614,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,0.07884306527674198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04114719025790691,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00047400020062923434,-0.00793178953230381,0.0,0.0,-0.030220573749393225,0.0,0.0,0.0,0.0,-0.0011818802915513516,0.0,0.0,0.0,-0.008962948541156947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522406278178096,-0.027508271634578706,-0.05782726718112827,-0.0030151350889354943,-0.05778163878247142,0.12538117930293083,-0.0015125120244920253,0.0006482699513435364,0.0007285701530054212,0.0,-0.017047963696531953,0.08561540635302663,0.0,0.023535920269787312,0.0,0.014214449301362038,-0.02777697265148163,-0.1069001793116331,-0.002782282568514347,-0.09674440470989794,-0.003830835185945034,1.0,1.0
Ogfod2,1.636801736857742,0.0,0.0,0.02239368128590286,-0.0033524078875780106,0.0,0.0,0.0,0.0,0.0,0.0,0.0003934298828244209,0.0,0.0,0.0,0.0,0.0,-0.0019588159024715424,0.00020005028694868086,0.0,-0.002082804832607508,0.043678810074925425,-0.002744129025377333,-0.0018884517252445222,0.0016148827970027923,-0.0004575545713305473,0.0,0.009625247269868851,0.0014961597323417664,0.03428046211134642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018889724742621183,0.0,0.0,-0.001133183054625988,0.0,0.0,-0.009717003665864468,-0.0026439298316836357,0.0,0.0,0.010550823919475079,0.0,0.0,0.0,0.0,0.032619895450770854,0.0,0.0,0.0,-0.00506601445376873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07299260984174907,-0.028393269325606527,-0.011853320635855197,0.013260915731079877,-0.024276884067803622,0.14878862470388413,-0.0009723291825503111,-0.0006050519552081823,0.0004967523738741875,0.0,-0.01664584261365235,-0.0004727521166205406,0.0,-0.017574110059067605,0.0,0.00879764252807945,-0.013624326717108488,-0.027961640860885383,-0.00027270182967185973,-0.04000471788458526,-0.003830835185945034,1.0,0.0
Eif2d,-0.2472378560807556,0.0,0.0,0.009421840817667544,0.051651914119720456,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013114329427480697,0.0,0.0,0.0,0.0,0.0,-0.0028729299921542405,0.00040010057389736173,0.0,-0.0061713108420372005,-0.010910320859402418,-0.004429499497637153,-0.002877640537917614,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,0.08001054100692272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028008010908961295,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00047400020062923434,-0.00793178953230381,0.0,0.0,-0.030220573749393225,0.0,0.0,0.0,0.0,-0.004018392898142337,0.0,0.0,0.0,-0.0034422918781638143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0843499050848186,-0.049262346113100645,-0.0433291595429182,-0.038255633604712784,-0.04345961004495621,0.12201456412672997,-0.0015125120244920253,0.0006482699513435364,0.0004967523738741875,0.0,0.0032517529278993608,-0.0018910084292292596,0.0,-0.03023119155317545,0.0,0.0394119418412447,-0.030801372453570366,-0.07790333519689739,-0.002436412051320076,-0.10437065867241473,-0.003830835185945034,1.0,1.0
Map2,-0.32606361351907254,0.0,0.0,0.02322599459439516,0.051651914119720456,0.0,0.0,0.0,0.0,0.0,0.0,0.0004917873442173004,0.0,0.0,0.0,0.0,0.0,-0.00282940074801445,0.0,0.0,-0.004859877899289131,0.0007281094416975976,-0.004429499497637153,-0.002877640537917614,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,0.04026715654879808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028008010908961295,0.0,0.0,-0.002549661844968796,0.0,0.0,0.00011850005015730858,-0.0014100959897041321,0.0,0.0,-0.030220573749393225,0.0,0.0,0.0,0.0,-0.004018392898142337,0.0,0.0,0.0,-0.005996948615647852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04887877408415079,-0.08445381624624133,-0.05011620365083218,-0.09074297431856394,-0.04628897488117218,0.10436771512031555,-0.0015125120244920253,0.0006482699513435364,0.0007285701530054212,0.0,0.01047186868963763,-0.0018910084292292596,0.0,0.023535920269787312,0.0,-0.023852630369365215,-0.023801853209733964,0.04235596848651767,-0.004436914920806885,-0.09816338018979877,-0.003830835185945034,1.0,2.0
Suclg1,-0.23364676836878062,0.0,0.0,0.014107509381137789,0.051651914119720456,0.0,0.0,0.0,0.0,0.0,0.0,0.0010819321591407061,0.0,0.0,0.0,0.0,0.0,0.005876447707414627,0.0,0.0,-0.0008003136701881886,0.010736612938344478,-0.012748315632343292,-0.01043144702911377,0.0,-0.0006863318383693695,0.0,0.0022212108969688416,0.0,-0.14312801534309982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064936275049331015,0.0,0.0,-0.001133183054625988,0.0,0.0,0.00047400020062923434,0.009518147930502891,0.0,0.0,0.010550823919475079,0.0,0.0,0.0,0.0,-0.0005909401457756758,0.0,0.0,0.0,0.00012989780399948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04341465312987566,-0.009884414095431567,-0.0734995960118249,-0.03775378864258528,0.08259778751060366,0.10974914021790028,-0.0038893166184425353,0.0012965399026870729,-0.0053649256424978375,0.0,0.010471868687309325,-0.0008273161854594946,0.0,0.013515218645334243,0.0,-0.005883773434907198,-0.015237012263387441,0.07170865562511608,-0.002782282568514347,0.3160100943315774,0.004540249109268189,1.0,1.0
