gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Fdxacb1,-0.5598779716424178,0.03160693326499313,0.0,0.0018080233270302414,-0.006490297177806497,-0.007425752654671669,-0.006591074606403708,0.0019016377441585064,-0.007620547190308571,-0.014715336966328324,-0.02082938688341528,0.07266802907921374,-0.0037995702400803566,0.0,-0.03664160635264125,0.004023939445614815,-0.0014925754442811012,-0.020714873103424906,0.039970459612086416,0.020985424239188432,0.0,0.039033009111881255,-0.00786189324222505,0.0,-0.007367238998413086,0.014844552865251898,-0.02090675642248243,0.0214465867029503,0.0043498257594183085,0.00338870856910944,0.023193766567856072,0.0,-0.07764733521267772,1.0,1.0
Hdac2,0.035698135010898115,0.022868121564388274,0.0,-0.10598938131704927,0.014116199593991042,0.007491759350523352,-0.016544698998332025,-0.028518850449472666,-0.003128187004476786,-0.06438046764582396,0.015871133040636778,-0.05978315242100507,0.004417386390268802,0.0,-0.11106063386425376,0.07976798875257372,-0.010661253333091735,0.08827362412586809,0.045745977237820624,0.03340725695714355,0.0,0.039033009111881255,-0.009609177159145475,0.0,-0.01876252919435501,-0.04932544648181647,-0.059239813792519275,-0.06152033534599468,-0.007598028727807104,0.008660032860934735,-0.018475604197010397,0.0,-0.04871578087564558,1.0,0.0
Bbs7,0.2247497371188365,-0.07337956001982093,0.0,0.007851567513425835,0.06123715251684189,0.007491759350523352,-0.004026873782277107,-0.0024441478902008386,-0.0017052813246846198,-0.03508860591799021,-0.009816549625247717,-0.040657427380792796,0.0012974141538143159,0.0,0.022772851400077343,-0.00024276023730635644,-0.00174844560213387,0.13702838954515756,0.04391854856163263,-0.13990707628428936,0.0,0.010857068803161382,-0.009609177159145475,0.0,-0.015632299426943063,-0.02252667715307325,-0.049704355765134094,-0.03625778681831435,-0.014959215745329857,0.002259138971567154,0.074587568808347,0.0,-0.11389397606253623,1.0,0.0
Kcnc1,0.19341026803362182,0.03014103598892689,0.0,0.015782125499099492,-0.11479353108908981,-0.005000006798654795,-0.0027321338839828967,0.00015738250222057103,-0.0026470772176980972,0.03895937118679285,-0.010641508409753442,0.16720452542882414,-0.0057456915825605396,0.0,0.04445896975696087,0.002396005131304264,-0.0010661253100261092,0.026950349984690546,0.06724559529218822,0.024012665334157645,0.0,0.006350519254046958,0.021831767484545708,0.0,0.021200599540024997,0.07539850716479123,-0.01969358094036579,0.026927811193745585,0.012083991249091923,-0.0039534932561218735,0.030645578778348864,0.0,0.11697432455606759,1.0,2.0
Zc3h6,0.20226541311014443,0.01201347486814484,0.0,0.007986200619488954,-0.022149404976516962,-0.007376247637439519,-0.005197161398828029,-0.00012695963494479656,-0.0021419928222894667,-0.024304077439010145,0.02002350806258619,0.07333095469744876,-0.002780173160135746,0.0,0.03140389191103168,0.04521624499931932,-0.001833735629916191,0.09624076830688864,0.050822564088739454,0.024844612097367644,0.0,-0.0077856320515275,-0.007815268868580461,0.0,0.06325851954519748,0.00435817857272923,-0.043410031558014456,-0.08447931208647788,0.010001823976635934,-0.0039534932561218735,0.048066182527691126,0.0,0.06529572654515504,1.0,2.0
Ell,0.2624934042803943,-0.035622852370142934,0.0,0.007986200619488954,-0.004957799999974668,-0.01188120424747467,0.06643247447907924,-0.0016033431421965361,0.023702548863366247,-8.583872579038144e-05,0.017846819423139097,-0.041743532032705845,0.006270835287868977,0.0,-0.019153878542128952,-0.027715796437114477,-0.0015778655465692282,0.03371877014636993,0.09484281099401415,0.12130738446488977,0.0,0.006952687874436378,0.1161000619456172,0.0,0.06314258510246873,0.007469625705853105,0.06015178054571152,0.07628902963595464,0.00612602137029171,-0.0039534932561218735,-0.027896111523732545,0.0,0.0902213317900896,1.0,2.0
Manea,0.05894743014127016,-0.06555078994482756,0.0,0.047720114663243295,0.020094851981848478,0.024422475397586824,-0.019742430374026298,-0.003299295473843813,-0.005593615397810936,-0.04649561792612076,0.034315655464306476,-0.0662824378325604,0.004417386390268802,0.0,-0.062125409601721915,0.05134994195774198,-0.010661253333091735,-0.025113109084777534,0.03340999281033873,0.03142577524296939,0.0,-0.0268158920109272,-0.018850634023547173,0.0,-0.007483173441141844,-0.04692587418714538,-0.04450688506942242,-0.0629065966210328,-0.01577707483433187,-0.0032004469074308874,0.022474886495620013,0.0,-0.07118539558723569,1.0,1.0
Tprgl,-1.1184223682805896,0.006810994702391326,0.0,0.0006321317423135043,-0.015099882679060102,-0.006963705823291093,-0.006591074606403708,0.0006361661665141582,-0.0027436715364456176,-0.010187151595018804,-0.01916954349260777,-0.02712615221971646,-0.011336928717792034,0.0,-0.027128233413677663,-0.009813113734126092,-0.0009381903242319822,-0.015554001778364182,0.025674470020458102,0.009302751501090825,0.0,-0.00506469662708696,0.019053690312430264,0.0,-0.005505544915795326,0.02318135433830321,-0.03434705233667046,0.029833291899412872,0.0210665749758482,-0.001129569485783577,0.027270976677536963,0.0,-0.08645281203091144,1.0,0.0
Tapt1,0.21660416314844042,0.021518768421374262,0.0,0.01297269392409362,0.021756915608420968,0.024422475397586824,-0.018535554967820646,-0.017473370726220308,-0.0021419928222894667,-0.013714621737599374,-0.01879057445563376,-0.06493974393932149,-0.0029964088648557663,0.0,0.026747911815764382,-0.019373678104020655,-0.00174844560213387,-0.065138383442536,0.04782599751837552,-0.23317889945581555,0.0,-0.0077856320515275,-0.02861844975501299,0.0,0.0011575565487146377,-0.03082750564906746,0.04885032960679382,-0.022399915726855398,-0.010460094243753701,-0.001129569485783577,-0.09543717237189413,0.0,-0.08383858708664775,1.0,0.0
Aaas,-0.2627767137438059,0.035249071661382914,0.0,0.012364427916472777,0.009720232216641306,-0.012838301258161664,-0.003921630848199129,0.011741296122781932,-0.010085975527763366,0.042930891150608656,0.036046852371655405,0.17212044182000683,-0.007815375812351704,0.0,-0.07771917482838035,-0.021459058187901975,-0.010661253333091735,0.02876063304953277,0.038666467224247755,0.03080476694740355,0.0,-0.0268158920109272,-0.010693973153829575,0.0,-0.015516364984214305,0.022826393372379242,-0.016726914127357304,-0.006175572366919369,-0.00916460792766884,-0.01694354247301817,0.03792459969874471,0.0,-0.07993148854002356,1.0,1.0
Sntg2,0.29966659361263737,0.03958956114947796,0.0,0.009232494364259764,-0.051031753551214934,-0.03102314442396164,-0.018535554967820646,0.0012689019553363324,-0.0017052813246846198,0.02586540214717388,0.008022891553118826,-0.14907942053861917,0.001853448897600174,0.0,0.04640389792621136,-0.013585836708080024,-0.003411601111292839,-0.03317405084148049,0.061372898202389475,0.020224970672279595,0.0,0.010857068803161382,-0.04021888393908739,0.0,0.005684848763048649,0.0028388845594599843,0.008121963031589985,-0.03884491530479863,-0.046036421675235036,-0.0039534932561218735,0.009129123277962208,0.0,-0.1151554112136364,1.0,2.0
Trnau1ap,0.12522615331457929,0.02938209706917405,0.0,-0.10549992540851236,-0.0066554483119398355,-0.007310240948572755,-0.019742430374026298,0.017760745845735074,-0.007229412756860256,-0.04885482909157872,0.026396613037213683,0.05888212132733315,0.035308199673891066,0.0,-0.04225847998633981,-0.03493364067748189,-0.0029851509630680084,-0.013747862405143679,0.04656740430276841,0.04018646419048309,0.0,0.014425546342390589,0.01767701277509332,0.0,-0.007367238998413086,0.019237895412370563,-0.025274977777153252,0.122553245134186,0.023022247683256863,0.008660032860934735,0.03948296146234497,0.0,0.008500916501507163,1.0,1.0
Jpx,0.4911618277616799,0.033955499064177275,0.0,0.006134762847796083,0.020892207641154528,0.007491759350523352,-0.004026873782277107,0.037574808499775826,-0.0027321064472198486,-0.019562967363744976,0.049076304747723044,-0.036559448605403305,0.035308199673891066,0.0,0.010055245012044906,0.002431199215352535,-0.0029851509630680084,0.2010301322117448,0.060738095636479555,-0.008780751200392843,0.0,0.010857068803161382,-0.009609177159145475,0.0,0.07096084110438823,0.00949042707681656,-0.045806545848026875,0.11731656699907035,0.00522709870710969,0.002259138971567154,0.016787004740908742,0.0,-0.06621099157258868,1.0,2.0
Zfp710,0.33992877549491823,0.005011172611266375,0.0,0.016173829238396137,-0.22731500709429384,0.006204628888517618,0.06643247447907924,-0.0023529724217951297,-0.003168817758560181,-0.011539190104231238,0.025817278902977706,-0.06960085074417294,-0.002780173160135746,0.0,0.020399069851264356,-0.002120934100821614,-0.001833735629916191,-0.03481140473857522,0.024858506754972042,0.06382934865541756,0.0,-0.0077856320515275,0.016594083160161973,0.0,0.017455808520317077,0.015765831051394345,0.02759920774959028,0.03337841694708914,0.0306258487701416,-0.0016002234909683465,0.009827883495017887,0.0,0.06924448356032371,1.0,2.0
Gm14634,0.35306450990960003,0.033955499064177275,0.0,0.020058055873960257,-0.017257746327668428,0.024422475397586824,-0.018535554967820646,0.006998067777603864,-0.0027321064472198486,-0.02296158317476511,0.05113871672656387,-0.06950524684041738,0.035308199673891066,0.0,0.010973802879452705,-0.0022387702763080595,-0.0029851509630680084,-0.008915686374530196,0.07597650065552443,0.10327389242127538,0.0,0.010857068803161382,-0.018850634023547173,0.0,0.07096084110438823,0.00949042707681656,-0.022605846766382456,0.15038993631955236,0.03224140418693423,0.00338870856910944,0.01183154657483101,0.0,-0.03637759976089001,1.0,2.0
Iqgap2,0.18556073134765028,0.020104391309432687,0.0,-0.00020420772023499012,-0.008560178906191141,-0.007772287781117484,-0.00699648424051702,-0.01636923703830689,-0.001495651863515377,0.015942335342988372,0.013146937459241599,0.04268661522190086,-0.0029964088648557663,0.0,0.030300300165545194,-0.05243976444005966,-0.00174844560213387,-0.051744590140879156,-0.6713813446369022,-0.3452773389592767,0.0,-0.004999984167516232,-0.03655656726099551,0.0,0.004983392935246229,-0.02210410084342584,0.010489548852201552,-0.022361765468958766,-0.009626439791172742,-0.0021650082524865867,-0.060717110151890664,0.0,-0.037186907716095445,1.0,0.0
Prpf40b,0.15502282571280376,0.015415365770459176,0.0,0.01390744598582387,-0.0016095682745799421,-0.007310240948572755,-0.004089876832440495,0.001346449814736843,-0.007229412756860256,0.07737579848617315,-0.01526782541302964,0.18439396112109535,0.00821695663034916,0.0,-0.0199538062652573,0.0070439369417726995,-0.001663155574351549,0.09535311836749315,0.06707776768133045,0.055242940089665356,0.0,0.014425546342390589,0.03372606480494142,0.0,-0.0497873423807323,0.05976146096829325,-0.045335898250341414,0.037214529956690966,0.01692528561106883,0.0355814391002059,0.04039427164942026,0.0,0.19436894765123724,1.0,2.0
Elof1,-0.7981781674921513,0.01217058634851128,0.0,-0.004307694546878338,-0.005255872616544366,0.0077887894585728645,-0.006591074606403708,0.000137940994463861,-0.0027436715364456176,-0.011316721155308187,0.016994771659374238,-0.04158861284609884,0.008494973964989185,0.0,-0.009672029864741489,-0.0034649838786572217,-0.0009381903242319822,-0.02096909189131111,0.02335756367072463,0.00867665850557387,0.0,-0.00506469662708696,-0.0038765841582790016,0.0,-0.0071353701129555705,0.018487216010689735,-0.030360576431266963,0.04336329790530726,0.0210665749758482,0.002259138971567154,0.02104907521046698,0.0,-0.07902415026910603,1.0,0.0
Cox17,-0.6070914305280894,-0.11492544351611286,0.0,0.008047309546964244,0.007716959281824529,0.002739277647342533,-0.003921630848199129,-0.00030996345449239013,-0.00762012742459774,0.024062511050142347,-0.020070524686016143,0.0661043666175101,-0.011336928717792034,0.0,-0.024248350989073516,-0.005685859996592626,-0.0009381903242319822,0.022148579759523272,0.028429588354192674,0.038707432891242205,0.0,-0.011255540869897232,-0.0008925504237413406,0.0,0.002856664406135678,0.010653733504004776,-0.01154633313883096,0.0220088354148902,0.04861537989228964,0.006965678576380014,-0.023103257259353995,0.0,-0.15490295172668994,1.0,1.0
Dtwd2,0.319868279080838,0.021865898836404087,0.0,0.020058055873960257,0.09006932377815247,0.024422475397586824,-0.018535554967820646,0.0023580053262412548,-0.0021419928222894667,-0.035757428817451004,0.0518209673371166,-0.093292669178918,0.004417386390268802,0.0,-0.018934404738247396,-0.0022387702763080595,-0.010661253333091735,0.017930370895192026,0.04369725130032748,0.06035525074228645,0.0,-0.0077856320515275,-0.017704273164272307,0.0,0.005684848763048649,0.005540795703418553,-0.049505357667803764,-0.0830290804314427,-0.016574771162122488,-0.0016002234909683465,0.042962233182042835,0.0,-0.09617297340650112,1.0,2.0
Vstm5,0.07577324671670795,0.004341803397983313,0.0,0.0035873274016194044,0.0023607984883710744,0.006204628888517618,-0.019742430374026298,0.0018688309518620373,-0.010085975527763366,-0.030969979371875525,0.10075615677982569,-0.0606267054984346,0.00821695663034916,0.0,-0.014730638528708368,-0.0073213433695491405,-0.001663155574351549,0.013085767207667232,0.05785910837352276,0.03737845931202173,0.0,-0.0268158920109272,0.04382220663130283,0.0,-0.017313795685768126,0.020137530751526356,0.025766467303037645,0.10635251378174872,-0.00971750020980835,-0.0032004469074308874,-0.023237464120611548,0.0,0.09831733431667089,1.0,1.0
Bend4,0.08349649622105063,0.01962759017944336,0.0,0.002985260924324393,0.009762359429150819,0.024422475397586824,-0.019742430374026298,0.03457998407073319,-0.005593615397810936,-0.017047891225665808,0.01081003738567233,-0.06721533756935968,0.002409483566880226,0.0,-0.020257898953277616,-0.05040237239911221,-0.003198376037180424,0.008206894136965275,-0.016385794151574373,-0.09453686048742384,0.0,-0.0268158920109272,-0.04405068252235651,0.0,-0.01876252919435501,-0.12875407693441956,-0.020057204724289478,-0.025838291652034967,-0.014604438273236155,-0.0017884850781410932,-0.03534808342345059,0.0,-0.11187471371144056,1.0,1.0
Pcdhb19,-0.6122273086244241,0.008114719758741557,0.0,0.002732038889080286,-0.004537611501291394,0.0021947224775794895,-0.002895939564332366,0.003131065813358873,-0.010085975527763366,-0.014715336966328324,0.012923826277256013,-0.05721072506275959,0.00330531720072031,0.0,-0.013230965468101203,0.01715749206254259,-0.0006823201989755034,0.08378114187158645,0.02679374808911234,0.02849224449135363,0.0,-0.0268158920109272,0.0150424381531775,0.0,-0.05353213340044022,-0.0011071414547041058,-0.03870433044619858,0.03414738607243635,-0.01609321577940136,0.00338870856910944,-0.00462611231720075,0.0,0.19713548225350677,1.0,1.0
Tmem106c,-0.6733347540535033,0.02489970737718977,0.0,0.0018080233270302414,-0.004070082795806229,-0.0038283881777897476,0.01749211912974715,0.0011634459905326367,0.08206452384591102,0.024062511050142347,-0.018138165445998312,0.05345486929058097,0.008494973964989185,0.0,-0.034452079178299753,0.030585322538390757,-0.0009381903242319822,0.06267991206725128,0.03566438624635339,0.035276658134534955,0.0,-0.006679832709196489,0.006850120010785759,0.0,-0.015516364984214305,0.00794807639438659,-0.018742871917784214,0.06876989143900573,0.021661783014424146,0.006965678576380014,-0.014211908672004938,0.0,-0.08862595723941923,1.0,1.0
Ptprq,0.41446119935717435,0.012556380461901426,0.0,0.025212138281203805,0.06145440191961825,-0.03102314442396164,-0.018535554967820646,-0.0026410072389990093,-0.0021419928222894667,-0.015513014197349548,-0.01755064370110631,-0.08619854366639629,-0.002780173160135746,0.0,0.04543032549321652,0.08683802893036045,-0.001833735629916191,0.09003361273556948,0.05983693281654268,0.07555468685925007,0.0,-0.0077856320515275,-0.04021888393908739,0.0,0.060012355335056784,-0.05222066610120237,0.04962146567646414,-0.04239613906014711,-0.010460094243753701,-0.0016002234909683465,-0.03128867156803608,0.0,0.11187987193465233,1.0,0.0
Spon1,0.37528424090938645,0.025106687862426043,0.0,0.018005244079977275,-0.037857326176017524,-0.007310240948572755,-0.00634030181914568,-0.00012695963494479656,-0.003168817758560181,-0.015513014197349548,-0.05322227407246828,0.08931206223554909,-0.002780173160135746,0.0,0.028675569823244585,0.002328811325132847,-0.001833735629916191,-0.18066227091476322,0.08361959921661764,0.04082311315461993,0.0,-0.0077856320515275,0.008850034158676863,0.0,0.016261854823678732,-0.02319162096828222,0.056840161522850395,0.03371619315352291,-0.04765197709202766,-0.0016002234909683465,0.025618278346955778,0.0,0.08977441459894181,1.0,2.0
Znrf1,0.3221640217863023,0.015274626091122628,0.0,0.016816320326179267,-0.0367257703281939,-0.012838301258161664,-0.00634030181914568,0.010053316666744649,-0.0021419928222894667,0.023534281998872756,0.061752461446449164,0.03820798910222947,0.0012047417089343072,0.0,0.028185951764462515,-0.004807773139327764,-0.001833735629916191,-0.1446423521824181,0.05933891034219414,0.007514742719940841,0.0,-0.0077856320515275,-0.021963932290673255,0.0,0.012204149551689625,-0.01996445033699274,0.0421409728191793,-0.06333847407251597,-0.04765197709202766,-0.0021650082524865867,0.04820862639695406,0.0,0.13383475193753838,1.0,2.0
Gas5,-0.9120232287421822,0.017615105849690737,0.0,-0.004307694546878338,0.007932834443636239,-0.0051485218573361635,-0.004715072195976972,-0.0007057067239657044,-0.0017052813246846198,-0.018892473028972744,0.0125892748311162,0.029193784274393692,-0.0037995702400803566,0.0,-0.023151479933876545,-0.010503742541186512,0.038209932018071414,0.07205624177819119,0.03251738503575325,0.05527863879222423,0.0,0.010857068803161382,-0.005965934176929295,0.0,-0.014704823922365905,-0.09394701481796801,-0.029059631326235832,-0.010942341445479542,-0.004772634371183812,0.00338870856910944,-0.013545010793022812,0.0,-0.0885590856615454,1.0,0.0
Tars2,0.12553770723054186,-0.07162432445213199,0.0,0.006535085641662591,0.010963254738599063,-0.03102314442396164,0.07064250521361828,0.005197993298061192,-0.003128187004476786,0.10546981152147054,-0.040652712206356224,-0.0658543381630443,0.004417386390268802,0.0,-0.0872884804289788,0.03514318158500828,-0.010661253333091735,0.007997718816623091,0.05647657549008727,0.04944117435254156,0.0,0.039033009111881255,-0.031391905322670936,0.0,-0.015632299426943063,-0.001411653379909694,-0.013558229515329003,-0.032574847983196376,-0.0009151758626103401,0.0355814391002059,0.02770956953987479,0.0,-0.09274288092274219,1.0,1.0
Mpp1,0.17033467920729892,0.03576203335076571,0.0,0.0862605607882142,-0.006490297177806497,0.024422475397586824,-0.019742430374026298,0.001340766977518797,-0.007620547190308571,-0.04885482909157872,0.05698636397719383,-0.06948847259860486,0.035308199673891066,0.0,-0.008983331229537726,0.025311687048524618,-0.0029851509630680084,-0.02452502049971372,0.060040578488260506,0.06294137342832982,0.0,0.039033009111881255,-0.019791471138596535,0.0,0.07910996709018946,0.009127486236393452,-0.034728797785937786,0.11959211858920753,0.0043498257594183085,0.008660032860934735,0.006143278132658452,0.0,-0.011904456932097674,1.0,1.0
Syp,0.121431081648916,0.033955499064177275,0.0,0.0862605607882142,0.010963254738599063,0.024422475397586824,-0.019742430374026298,0.001340766977518797,-0.007620547190308571,-0.04885482909157872,0.05327941277530044,-0.06875555574893952,0.035308199673891066,0.0,0.012602437362074852,0.025311687048524618,-0.0029851509630680084,0.01050327337346971,0.06080029410775751,0.06557948937639595,0.0,0.039033009111881255,-0.019791471138596535,0.0,0.07096084110438823,0.00949042707681656,-0.022605846766382456,0.11889872500207276,-0.0009151758626103401,0.008660032860934735,0.008164974707178772,0.0,-0.03608580201864243,1.0,1.0
Itfg2,0.040160586941055954,-0.02176639672368765,0.0,-0.16759597158001271,-0.0037078994186595083,-0.006881197460461408,-0.006011257115751505,0.016769097871147096,-0.005593615397810936,-0.00866730060428381,0.00470601262524724,-0.04339533996535465,-0.004170260019600391,0.0,-0.01929527472704649,0.020118453797185794,-0.0036248261854052543,0.09019594451412559,0.04292511038016528,0.026408439059741794,0.0,-0.0268158920109272,0.02805747302249074,0.0,-0.05040190363302827,0.000443651108071208,-0.06574833752354607,-0.017183159089181572,-0.007979411417618393,-0.01694354247301817,-0.017641140995547176,0.0,0.14494192724116148,1.0,1.0
Fam199x,0.05767848315881565,0.034957721792161466,0.0,0.047720114663243295,0.007120256803464144,0.007491759350523352,-0.016544698998332025,0.001340766977518797,-0.007620547190308571,-0.04885482909157872,0.0322765496885404,-0.04212599825114012,0.035308199673891066,0.0,-0.06824595520272851,0.001824519820511341,-0.0029851509630680084,0.08548374878242612,0.055984887015074494,0.07324688585475086,0.0,0.039033009111881255,-0.009609177159145475,0.0,0.07096084110438823,-3.2715089619159696e-05,-0.045806545848026875,0.11402447543572634,-0.002362491504754871,0.008660032860934735,0.004428121238015592,0.0,-0.03609962295740843,1.0,1.0
Spata5,0.2711083026579581,0.005011172611266375,0.0,0.010139821656048298,-0.05092165278270841,0.024422475397586824,-0.018535554967820646,-0.0006697946228086948,-0.0017052813246846198,-0.015513014197349548,-0.043581500221043824,-0.1033972439635545,-0.002780173160135746,0.0,0.031402344540692864,-0.008824546970427036,-0.001833735629916191,-0.20568126805126666,0.056123205763287845,0.0006557972729206085,0.0,0.010857068803161382,-0.02861844975501299,0.0,0.012204149551689625,-0.01838388968259096,0.05227575863711536,-0.041435846365056934,-0.046036421675235036,-0.0016002234909683465,0.009129123277962208,0.0,0.01985770285129547,1.0,1.0
Slc35a3,0.2515012809447944,0.023672433122992515,0.0,0.005281186678912491,0.08952604871243239,-0.03102314442396164,-0.018535554967820646,0.025880855135619642,-0.0021419928222894667,0.06705338422209024,0.03461186498403549,-0.10429706033319235,-0.007815375812351704,0.0,-0.05741471314802766,-0.012873592674732209,-0.010661253333091735,-0.012517310143448413,0.07486117800697684,0.05646697678603232,0.0,-0.0077856320515275,-0.0323327424377203,0.0,-0.01876252919435501,0.00524945150129497,-0.015315670394338668,-0.04826292918762192,-0.016574771162122488,-0.0039534932561218735,0.042962233182042835,0.0,-0.07156316380947829,1.0,1.0
Lmntd1,0.3828805985953659,0.013398992568254471,0.0,0.029094837121665478,-0.04115734539926052,0.024422475397586824,-0.00634030181914568,-0.0021461781300604345,-0.0021419928222894667,-0.015513014197349548,-0.01678772833198309,-0.09349587135948241,-0.002780173160135746,0.0,0.03329922885168344,-0.0005284401588141919,-0.001833735629916191,0.10773197611793876,0.04408340737689286,0.014065852388739586,0.0,-0.0077856320515275,-0.022032589502632618,0.0,0.060012355335056784,-6.79554883390665e-05,0.050326102045364675,-0.03783481616061181,-0.04765197709202766,-0.0016002234909683465,-0.00972506806254387,0.0,0.27380469465628265,1.0,2.0
Camsap3,0.1984500867081806,0.031188631355762483,0.0,0.05660773858428001,0.009263888588175178,-0.007310240948572755,0.03420199599117041,0.011741296122781932,-0.00762012742459774,0.054596148021519186,0.06009155794046819,0.11746352704940363,0.035308199673891066,0.0,-0.04659025767818093,-0.007264191526919603,-0.0029851509630680084,-0.0009462124761193991,0.0598147795163095,0.05328298800624907,0.0,-0.011255540869897232,0.01767701277509332,0.0,-0.007367238998413086,0.03727301622740924,0.002320913393050432,0.08687683512922377,0.04967562821460888,-0.01694354247301817,0.03792459969874471,0.0,-0.054736566878855225,1.0,2.0
Cdh20,0.3912262988742441,0.037329828944057224,0.0,0.00980325841344893,0.09078497873619198,0.024422475397586824,-0.018535554967820646,0.0001315332157537341,-0.0021419928222894667,-0.015513014197349548,-0.01992356630973518,-0.09573540753684938,-0.004293823279440403,0.0,0.14805048543959856,0.1584130335226655,-0.003411601111292839,-0.0237726091966033,0.06604862762615085,0.06834566391073167,0.0,-0.0077856320515275,-0.027677612639963628,0.0,0.005684848763048649,-0.051119456659071145,0.04795012090355158,-0.014381703168619425,-0.016574771162122488,-0.0016002234909683465,0.03252705567516387,0.0,-0.08333209834992886,1.0,2.0
Dus4l,0.13047433527186514,0.019130949899554252,0.0,-0.013365093842148781,0.01393510790541768,-0.012838301258161664,0.07064250521361828,0.016284362338483335,-0.005593615397810936,0.08269016105681658,0.027761213936610147,0.09050446926848962,0.004417386390268802,0.0,-0.061886400850489735,0.008039370104670525,-0.010661253333091735,-0.02336874609813094,0.06723753282800317,0.07274071528110654,0.0,-0.0268158920109272,-0.013136953674256801,0.0,-0.007367238998413086,0.004992050626315176,-0.017541527445428074,-0.04334703972795978,-0.014604438273236155,-0.01694354247301817,-0.048518455503508445,0.0,-0.02313298486173153,1.0,1.0
Mrpl23,-0.5467843759991229,-0.0647526507312432,0.0,-0.0013847640622407199,-0.016334307240322234,0.0077887894585728645,-0.006591074606403708,-0.002814826020039618,-0.00762012742459774,-0.014715336966328324,0.016591608822345734,-0.03509182326262817,-0.011336928717792034,0.0,-0.011353710719849914,-0.00028273191303014757,-0.0009381903242319822,-0.01636436235625297,0.023602533978410067,0.015424451739527285,0.0,-0.011255540869897232,-0.009286397960968315,0.0,-0.0058533482439816,0.017189314546994863,-0.03185792844276875,0.035054548154585065,0.056183652356266975,0.00338870856910944,0.01627068694680929,0.0,-0.10566863690502942,1.0,1.0
Slc27a1,0.0974575566407293,0.037055605947971346,0.0,-0.1198462782241404,-0.0066554483119398355,-0.012838301258161664,-0.019742430374026298,-0.03315891290083527,-0.010085975527763366,0.054596148021519186,0.021822087410837413,0.11280407469253988,-0.04015805691480637,0.0,-0.10553043751046061,0.009533091597259045,-0.0029851509630680084,-0.012770339916460215,0.058635355066508056,0.041010563550516965,0.0,-0.0268158920109272,-0.013136953674256801,0.0,-0.007367238998413086,0.007829584772698581,-0.025975890746340154,0.04680116121657193,-0.0026565837860107423,-0.01694354247301817,0.03537017926340923,0.0,-0.03517699555493891,1.0,1.0
