gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Prkab2,0.0030745891854166985,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,-0.12663679565057942,0.016592325789755898,0.0,-0.09117697394992176,0.002999852362431978,0.1623223429839862,0.0,0.0,0.018006192814362675,0.0,-0.07882794914276976,-0.008169408667048341,0.0,0.04603056570417002,0.0,0.0686459687391394,0.0,-0.20413261916684478,0.0,0.0,-0.10412805135312833,1.0,1.0
Ddx41,0.0017800253178728255,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,0.11373447371940863,0.007804144909115214,0.0,0.022522239504676116,0.006063071814806838,0.12629080181451222,0.0,0.0,0.04439126141369343,0.0,-0.0719619894302205,-0.019421612941905073,0.0,0.04767044491477703,0.0,-0.11897114968221438,0.0,-0.24480799938503064,0.0,0.0,-0.047923224696301316,1.0,1.0
Wwox,-0.023140329132346732,0.0,-0.02359357084098615,0.0,0.0,0.0,0.0,-0.11551276702237756,0.008417335289873575,0.0,0.04578261763641709,-0.1896928857619825,-0.18291494358134897,0.0,0.0,0.017762881850725727,0.0,-0.016729924533712238,-0.007090430118535694,0.0,-0.4393362883282335,0.0,0.02689486418507601,0.0,0.1363677409428515,0.0,0.0,0.02436061321120513,1.0,2.0
Ubl5,0.0017800253178728255,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,0.1269904940242046,0.004149938296330602,0.0,0.015340583496972135,0.006063071814806838,-0.14558761066904194,0.0,0.0,0.048527547403385767,0.0,0.045169970314753685,0.059497957460974395,0.0,0.26722780987620354,0.0,-0.12677927805404915,0.0,-0.2158297211127846,0.0,0.0,0.027833714885146993,1.0,0.0
Ypel1,0.008091024172149207,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,-0.0693880045590432,0.03718370625651196,0.0,0.08798015039218099,0.01437603290143766,0.1623223429839862,0.0,0.0,0.03576789232657144,0.0,-0.047931130583349024,0.014797419603717955,0.0,0.15341221521559514,0.0,0.10197956894377344,0.0,0.2585693030176978,0.0,0.0,0.06506028957664967,1.0,0.0
Psmd11,0.0030745891854166985,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,-0.1481950565388328,0.007804144909115214,0.0,-0.004081029150831072,0.006063071814806838,0.0545366620644927,0.0,0.0,0.019466058596184378,0.0,-0.0719619894302205,-0.019421612941905073,0.0,0.16201448509175526,0.0,-0.17906895348508106,0.0,-0.30250968264513894,0.0,0.0,0.027833714885146993,1.0,1.0
Nrg3,-0.07103919223147004,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,-0.0430612382479012,0.024481680636343203,0.0,-0.0830695528635069,0.0031265865423177417,0.0905682030378988,0.0,0.0,-0.14407906372492252,0.0,-0.14371126904887588,-0.004624193779339916,0.0,0.260317332160316,0.0,0.07278225512096756,0.0,0.14745149854570627,0.0,0.0,0.03051013535035676,1.0,2.0
Mettl5,0.0030745891854166985,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,-0.12663679565057942,-0.15966311876515024,0.0,-0.07435537144345672,0.00231325626373291,0.10439115782317362,0.0,0.0,0.015329772606492043,0.0,-0.03260288975740734,-0.008169408667048341,0.0,0.01775669987852636,0.0,-0.07107556493658769,0.0,-0.1565925662013653,0.0,0.0,-0.047923224696301316,1.0,1.0
Gm17178,0.0030745891854166985,0.0,-0.0058983927102465375,0.0,0.0,0.0,0.0,0.11385307338480886,0.024741318763086672,0.0,0.09072313202839148,0.01437603290143766,-0.24424955484114194,0.0,0.0,0.048527547403385767,0.0,0.06920082916162516,-0.004315914194050588,0.0,0.024900406942163642,0.0,-0.12677927805404915,0.0,0.18108957407898024,0.0,0.0,0.027833714885146993,1.0,1.0
Prdm9,0.001294563867543873,0.0,-0.02359357084098615,0.0,0.0,0.0,0.0,-0.15575858274180637,0.003930233713043363,0.0,0.022522239504676116,0.006063071814806838,-0.23172639874055198,0.0,0.0,0.013626595664965479,0.0,0.045169970314753685,-0.019421612941905073,0.0,-0.26145020389537277,0.0,-0.039802973060623595,0.0,-0.22054267336467379,0.0,0.0,-0.02464115566966173,1.0,1.0
