,DEG,pred,score_0,score_1,score_2
Slc35f1,1,1,0.24185414612293243,0.4328555762767792,0.3252902925014496
Abhd11,1,1,0.1622803658246994,0.44231030344963074,0.3954092562198639
Plxnb2,1,2,0.044113919138908386,0.4348398745059967,0.5210461616516113
Yrdc,1,2,0.1945912390947342,0.3453516960144043,0.4600570797920227
Mblac2,1,1,0.2400912344455719,0.48187702894210815,0.27803176641464233
Ramp1,1,2,0.059943996369838715,0.3559243083000183,0.5841317176818848
Kbtbd8,1,0,0.4227938652038574,0.36532604694366455,0.21188008785247803
Zfp609,1,0,0.5186254978179932,0.32365790009498596,0.1577165722846985
Tmcc3,1,2,0.12001249939203262,0.343356192111969,0.5366312861442566
Lrrc49,1,1,0.2063114494085312,0.5067964792251587,0.28689202666282654
Rnf103,1,1,0.22739696502685547,0.4262749254703522,0.34632813930511475
Gatad2a,1,2,0.03541544824838638,0.30365437269210815,0.6609301567077637
Prodh,1,2,0.03824632242321968,0.3127618432044983,0.6489918828010559
Arrb1,1,2,0.05750582367181778,0.3635496497154236,0.5789445042610168
Ube2ql1,1,1,0.30984413623809814,0.3878994882106781,0.30225634574890137
A330076H08Rik,1,1,0.06780397891998291,0.5163144469261169,0.41588157415390015
Tdp2,1,1,0.10113568603992462,0.544240415096283,0.35462385416030884
Uchl5,1,1,0.2236306518316269,0.4821512997150421,0.2942180633544922
1190007I07Rik,1,1,0.06320179253816605,0.5035201907157898,0.43327805399894714
Rnf187,1,2,0.07463959604501724,0.4439569115638733,0.48140355944633484
Armc10,1,2,0.0913337767124176,0.4318196475505829,0.4768465459346771
F8,1,1,0.10908036679029465,0.504461407661438,0.38645821809768677
Mrpl48,1,2,0.13078129291534424,0.4316209852695465,0.43759775161743164
Itsn2,1,1,0.13637904822826385,0.5362035632133484,0.32741740345954895
Fdx1,1,1,0.11938242614269257,0.4467414915561676,0.4338761270046234
Clpx,1,2,0.11407521367073059,0.3645612597465515,0.5213635563850403
Ppp2r1b,1,1,0.12114182114601135,0.47730669379234314,0.4015515446662903
Ppp1r37,1,2,0.05776263773441315,0.3787214457988739,0.5635159015655518
Tyw3,1,1,0.08140460401773453,0.5755324363708496,0.34306296706199646
Slc35a5,1,1,0.08524074405431747,0.5775988698005676,0.3371603488922119
Thsd4,1,2,0.1506587117910385,0.30185186862945557,0.5474894642829895
Gtf3c5,1,2,0.042481984943151474,0.3504270315170288,0.607090950012207
Arf5,1,1,0.1688409298658371,0.561541736125946,0.26961731910705566
Nova1,1,1,0.1020050123333931,0.5747734904289246,0.3232215344905853
Traf3,1,2,0.21679937839508057,0.24938693642616272,0.5338137149810791
Rnf34,1,2,0.06645228713750839,0.3798256516456604,0.553722083568573
Txnrd2,1,2,0.04317320138216019,0.40173155069351196,0.5550952553749084
Btrc,1,2,0.11672808229923248,0.2656633257865906,0.6176086068153381
Zfp566,1,1,0.0470784567296505,0.5027104616165161,0.4502110481262207
Gm2824,1,1,0.15115205943584442,0.45040521025657654,0.39844274520874023
Tmpo,1,1,0.10686948895454407,0.593095064163208,0.3000354766845703
Hexa,1,2,0.04730851575732231,0.3658163249492645,0.5868751406669617
Zfp644,1,1,0.13693267107009888,0.5759288668632507,0.2871384620666504
Gm27032,1,1,0.35183295607566833,0.3826955258846283,0.26547157764434814
Cxxc4,1,1,0.09493366628885269,0.6131538152694702,0.2919125258922577
Lin52,1,1,0.21353624761104584,0.4332992136478424,0.35316455364227295
Tmem260,1,1,0.23879049718379974,0.4536381661891937,0.30757129192352295
Elp5,1,2,0.06457440555095673,0.30515193939208984,0.630273699760437
Pik3c2b,1,2,0.08188298344612122,0.3831403851509094,0.5349766612052917
6030442K20Rik,1,2,0.041591133922338486,0.3857193887233734,0.5726894736289978
Cuedc1,1,2,0.213234543800354,0.3733782470226288,0.4133871793746948
Prpf38a,1,2,0.0692334994673729,0.4183931052684784,0.5123733878135681
Med31,1,1,0.03869172930717468,0.6613270044326782,0.2999812662601471
Inpp5k,1,2,0.046389151364564896,0.4120941460132599,0.5415167212486267
Psmd3,1,2,0.05198632553219795,0.38423192501068115,0.56378173828125
Tfpt,1,2,0.04096777364611626,0.45568588376045227,0.50334632396698
Atp5g1,1,1,0.13847719132900238,0.6621519327163696,0.19937092065811157
Tle1,1,0,0.7424501776695251,0.14833217859268188,0.10921767354011536
Ptpn3,1,1,0.07767258584499359,0.5023850798606873,0.41994231939315796
Tmtc1,1,1,0.3059176802635193,0.3489982485771179,0.3450840413570404
Tet1,1,2,0.08225437998771667,0.39514732360839844,0.5225982666015625
Gspt1,1,2,0.06225122511386871,0.3712138533592224,0.5665348768234253
Mfn2,1,2,0.04952908307313919,0.45034927129745483,0.5001216530799866
