gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,DEG,pred
Rpia,-1.008581904146601,0.0,0.0,-0.020772341310101396,-0.10035610450979542,0.0002854904707740335,-0.1320397659917088,-0.09535815577734919,0.0029373315765577205,1.0,1.0
Rapgef6,0.8385907952838084,0.0,0.0,0.027989545727477354,-0.06773304873529602,0.006040998679750106,0.05092076343648574,0.16572333883275003,0.010343247367178692,1.0,2.0
4932441J04Rik,0.8616214036284124,0.0,0.0,0.027989545727477354,-0.16312095402356455,0.006040998679750106,-0.28415640783222285,-0.0074016769580981315,0.0030625057132805094,1.0,2.0
Mkrn1,-1.2042450055699139,0.0,0.0,0.01611123001202941,-0.0927029104958124,0.0017281741122989094,0.01577675967093776,-0.09535815577734919,0.004804457236519631,1.0,1.0
Zfp1,-1.2042450055699139,0.0,0.0,0.01611123001202941,-0.0927029104958124,0.0017281741122989094,0.01577675967093776,-0.09535815577734919,0.004804457236519631,1.0,1.0
Hgs,-1.1633036545313455,0.0,0.0,-0.020772341310101396,-0.09531801103559487,0.0002854904707740335,0.01577675967093776,-0.09535815577734919,0.004804457236519631,1.0,1.0
Fktn,0.5897889941492501,0.0,0.0,0.027989545727477354,-0.0743529456667602,0.006040998679750106,0.03485096355571466,-0.030470352510319036,0.004804457236519631,1.0,1.0
Mob3b,0.8603357995915062,0.0,0.0,0.07309723492054378,-0.4361842286718242,0.004899031975690056,0.03614235384499326,-0.0074016769580981315,0.004969280815738089,1.0,2.0
Sirt4,-1.1633036545313455,0.0,0.0,-0.020772341310101396,-0.09531801103559487,0.0002854904707740335,0.01577675967093776,-0.09535815577734919,0.004804457236519631,1.0,1.0
Reep5,-1.1633036545313455,0.0,0.0,-0.020772341310101396,-0.09531801103559487,0.0002854904707740335,0.01577675967093776,-0.09535815577734919,0.004804457236519631,1.0,1.0
Notch2,0.8502122588893947,0.0,0.0,-0.038213919081232124,-0.07245316728949547,0.003996881491997663,0.05092076343648574,0.16572333883275003,0.010343247367178692,1.0,2.0
