gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,Tanova.std.loops,18mo.2mo.Q.mean.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,9mo.2mo.Q.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,Qanova.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Ube3c,-0.08561931317206473,0.0,0.0,0.0005479529756121337,0.0,0.0,0.0008417121414095164,0.0,0.0027922854060307145,-0.01161679700948298,0.027604307755827905,0.002090989137068391,-0.007477106363512576,0.0,0.0010506545077078044,0.0012131115049123765,0.017051849523559214,0.0,-0.03709115190664306,0.0,0.0008849269989877939,0.0,0.011761799827218056,-0.0008420662768185139,0.0,-0.019196172358933835,0.0,0.0,0.0,0.0072840768308378755,0.00900609820149839,0.0019514337345026434,0.0,0.012833820208907127,0.0,0.0003234964027069509,0.0,0.0,0.0,-0.023822133301291615,0.0,-0.019920224484521895,0.0,0.011761799827218056,0.0,1.0,1.0
Kank3,0.05563029915094376,0.0,0.0,0.002021852508187294,0.0,0.0,0.0007481885701417923,0.0,0.0030083889397792517,0.025039313770830633,-0.05564560425933451,0.0023985806200653315,0.008933687955141068,0.0,0.004088277498958633,0.007683039531111717,0.0180936374142766,0.0,0.005974728874862194,0.0,0.0013249909970909357,0.0,-0.0007195897400379181,0.002713324669748545,0.0,0.0019311731634661555,0.0,0.0,0.0,-0.05402785876300186,0.0020992576330900194,0.015142031982541083,0.00017613148782402277,0.004770346246659756,0.0,0.0022240377590060233,0.0,0.0,0.0,0.008627622274216264,0.0,0.0051178786251693965,0.0,0.008199587017297744,0.0,1.0,0.0
Dst,-0.17730250630993397,0.0,0.0,0.000519626410678029,0.0,0.0,0.0005611414089798927,0.0,0.002100210911594331,-0.01161679700948298,-0.050294059372972696,0.001667203144170344,-0.006585795651189983,0.0,0.0008045445661991835,0.0018196672573685647,-0.031243331860750914,0.0,0.0023318277252838016,0.0,0.00027587520191445946,0.0,0.07711175616830587,-0.006642967257648707,0.0,0.0011039011087268591,0.0,0.0,0.0,0.006338412372861058,0.007763914708048106,0.0022142745601013303,0.0,-0.07775785185396672,0.0,0.0004448075545951724,0.0,0.0,0.0,-0.024001140489708632,0.0,-0.032028632378205656,0.0,-0.026786444019526245,0.0,1.0,1.0
Ncor1,-0.17720593054546044,0.0,0.0,0.0007824672339484096,0.0,0.0,0.0005611414089798927,0.0,0.002100210911594331,0.008366501508280635,-0.050294059372972696,0.001667203144170344,0.004327808681409806,0.0,0.0015870231203734876,0.0028305935114622117,-0.03305566381663084,0.0,0.0031405687285587193,0.0,0.00027587520191445946,0.0,0.07711175616830587,-0.006642967257648707,0.0,-0.00833408882142976,0.0,0.0,0.0,0.006605805587023497,0.009800406731665134,0.004044397044926882,6.932416697964073e-05,0.012833820208907127,0.0,0.0009098336286842823,0.0,0.0,0.0,-0.024001140489708632,0.0,0.001089311707764864,0.0,-0.026786444019526245,0.0,1.0,1.0
Il17d,0.05488052292261272,0.0,0.0,0.002208899650722742,0.0,0.0,0.0013093299604952336,0.0,0.004344776556827128,0.009750886708498002,0.03851045007933863,0.0020812564820516855,0.005071341721341014,0.0,-0.04583577083540149,0.007683039531111717,-0.011934487679973245,0.0,0.006535870246589184,0.0,0.0009966802701819688,0.0,-0.0007195897400379181,0.002713324669748545,0.0,0.0010612087021581828,0.0,0.0,0.0,-0.03227252356824465,-0.030562043711543082,0.010266588712111115,4.9517261795699594e-05,0.004589774264022708,0.0,0.0022240377590060233,0.0,0.0,0.0,-0.02201167256687768,0.0,0.005585496462881565,0.0,0.008199587017297744,0.0,1.0,0.0
Atp11c,-0.10608983591198921,0.0,0.0,0.00035939201712608337,0.0,0.0,0.0005611414089798927,0.0,-0.01485689202323556,0.008366501508280635,-0.04797936154063791,-0.014279375807382167,0.00683338194154203,0.0,0.001525495636742562,-0.02036005476024002,-0.04694030364975333,0.0,0.0018076598830521107,0.0,0.000486882496625185,0.0,-0.0012520536594092845,0.004491019882261753,0.0,0.0017757965251803398,0.0,0.0,0.0,0.00729632091941312,0.00774568622931838,0.0031952189933508635,0.0001485517853870988,0.012833820208907127,0.0,-0.02036005476024002,0.0,0.0,0.0,0.005104499298613519,0.0,0.0006399627216160297,0.0,0.02073035642504692,0.0,1.0,0.0
Magi2,-0.06825860695913434,0.0,0.0,0.00029158518183976413,0.0,0.0,0.0004489131271839142,0.0,-0.010548659159103408,-0.00722287930548191,-0.04117926545557566,-0.009686436179326846,-0.021657261945074426,0.0,0.0005457263998687267,-0.015071466293884441,-0.031243331860750914,0.0,0.0014386460464447736,0.0,0.0003980444930493832,0.0,-0.0015327423810958863,-0.0015905695967376233,0.0,0.001070357074495405,0.0,0.0,0.0,0.004893192739691585,0.005523438728414476,-0.006685644192621112,0.0,0.012833820208907127,0.0,0.00025417575147002936,0.0,0.0,0.0,-0.014886346572311596,0.0,-0.014847009730292484,0.0,0.028496078327298165,0.0,1.0,0.0
Bpnt1,0.0567097848164849,0.0,0.0,0.0022040254808962344,0.0,0.0,0.0028057070448994637,0.0,0.013116500303149224,-0.011977940974757075,0.08548951408127323,0.010284166338387878,-0.0062825177749618885,0.0,-0.0543549935054034,-0.07966098882257938,-0.010597521546296776,0.0,0.0061217514052987095,0.0,0.008832309388089925,0.0,0.005476029179990291,0.001964821182191372,0.0,0.0020004416769370437,0.0,0.0,0.0,0.0253986979695037,0.029366109911352398,0.004174076747149229,0.00030230005737394097,0.004529583603143692,0.0,0.0009098336286842823,0.0,0.0,0.0,0.037874367779586464,0.0,0.003558769766241312,0.0,0.005476029179990291,0.0,1.0,1.0
Rnf20,0.03170257190708071,0.0,0.0,0.0012763588596135377,0.0,0.0,0.0013093299604952336,0.0,0.0047961169015616175,-0.011376034365966917,0.03581184473005124,-0.03677045177435503,-0.007173828487284481,0.0,0.000942981414264068,0.0028305935114622117,0.008728931611403822,0.0,-0.1342279487848282,0.0,-0.03256518885260448,0.0,0.004205262921750545,0.0015718569979071618,0.0,-0.007370375343598425,0.0,0.0,0.0,0.009518209972884505,0.015651478292420508,-0.00864653347991407,0.0,0.004529583603143692,0.0,0.0009098336286842823,0.0,0.0,0.0,0.011002776835812255,0.0,0.002552717700600624,0.0,0.004205262921750545,0.0,1.0,0.0
Dusp15,0.04843303235946223,0.0,0.0,0.002021852508187294,0.0,0.0,0.0007481885701417923,0.0,0.0030083889397792517,-0.026483889482915402,-0.05564560425933451,0.0023985806200653315,-0.00626811106223613,0.0,0.001199125888524577,0.007683039531111717,0.01487501535564661,0.0,0.005974728874862194,0.0,0.0013249909970909357,0.0,-0.0008131526783108712,-0.00037425167858600616,0.0,0.0011388970213010907,0.0,0.0,0.0,-0.03466660993173718,-0.0009102752804756165,0.009363728798925877,2.757970243692398e-05,0.004529583603143692,0.0,0.0022240377590060233,0.0,0.0,0.0,0.008627622274216264,0.0,0.0051178786251693965,0.0,0.00979015639051795,0.0,1.0,1.0
Setd6,-0.012684240986127407,0.0,0.0,-0.022704485456924887,0.0,0.0,0.000617255549877882,0.0,0.002561688642017543,-0.00541715920669958,0.037274066682439294,0.00348414161009714,-0.0028224838362075387,0.0,-0.013031185255385935,-0.014698867748957128,-0.006834209715016186,0.0,0.0015695790387690067,0.0,0.002512260748771951,0.0,-0.0007195897400379181,0.002713324669748545,0.0,0.000658245743252337,0.0,0.0,0.0,-0.06405817426741123,-0.028121644663624466,0.001207532538101077,-0.002779791427310556,0.004529583603143692,0.0,0.00028305936139076947,0.0,0.0,0.0,0.011000997897936031,0.0,0.0006758583476766944,0.0,0.008199587017297744,0.0,1.0,0.0
Aars2,0.08027633184567094,0.0,0.0,0.0035182296112179754,0.0,0.0,0.0028057070448994637,0.0,0.013116500303149224,-0.026483889482915402,0.09842566698789597,0.01460647189989686,0.005338734935503453,0.0,0.0044139367714524265,0.007683039531111717,-0.0124098533927463,0.0,0.00915453016757965,0.0,0.011462609227746725,0.0,0.005476029179990291,0.001964821182191372,0.0,-0.007437548253219575,0.0,0.0,0.0,0.032664842170197515,0.034984070360660556,0.009363728798925877,0.0005562066636048258,0.004529583603143692,0.0,0.0022240377590060233,0.0,0.0,0.0,0.04871858632192016,0.0,0.0068948264047503476,0.0,0.005476029179990291,0.0,1.0,1.0
Zfp9,0.07640520725399255,0.0,0.0,0.0035182296112179754,0.0,0.0,0.0028057070448994637,0.0,0.013116500303149224,-0.026483889482915402,0.09227958340197802,0.01460647189989686,-0.006466180109418929,0.0,0.0044139367714524265,0.007683039531111717,0.008728931611403822,0.0,0.00915453016757965,0.0,0.011462609227746725,0.0,0.005476029179990291,0.001964821182191372,0.0,-0.006516527184285224,0.0,0.0,0.0,0.03249648347962648,0.034984070360660556,0.009363728798925877,0.000486882496625185,0.004529583603143692,0.0,0.0022240377590060233,0.0,0.0,0.0,0.04871858632192016,0.0,0.0068948264047503476,0.0,0.005476029179990291,0.0,1.0,1.0
