gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,DEG,pred
Rpia,0.5509974150918424,0.0,0.02527790396090816,0.0,-0.12375577100936104,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Rapgef6,-0.6575412050108699,0.0,0.011988157844718765,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
4932441J04Rik,-0.6146566476672888,0.0,0.011988157844718765,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Mkrn1,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Zfp1,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Hgs,0.6477402517681613,0.0,0.02527790396090816,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Fktn,0.39350860817905736,0.0,0.02527790396090816,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Mob3b,-0.6146566476672888,0.0,0.011988157844718765,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Sirt4,0.6477402517681613,0.0,0.02527790396090816,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Reep5,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Notch2,-0.3577231001108885,0.0,0.011988157844718765,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Actn4,0.4363931651117609,0.0,0.02527790396090816,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Fmnl2,-0.6146566476672888,0.0,0.011988157844718765,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Mynn,0.5580725394572843,0.0,0.02527790396090816,0.0,-0.1166806466439191,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Hist1h1c,0.3639616368283682,0.0,-0.20352481995873592,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,0.0
Ajap1,0.11914551816880703,0.0,0.017468374332084376,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Mrfap1,0.39350860817905736,0.0,0.02527790396090816,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Parp6,0.6477402517681613,0.0,0.02527790396090816,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Bri3,-0.6575412050108699,0.0,0.011988157844718765,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Ubl5,0.39350860817905736,0.0,0.02527790396090816,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Akap7,-0.3577231001108885,0.0,0.011988157844718765,0.0,-0.026290869449867922,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
Bace1,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Creg2,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Sox10,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Upf1,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Gadd45gip1,0.39350860817905736,0.0,0.02527790396090816,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,0.0
Twistnb,0.6477402517681613,0.0,0.02527790396090816,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Eef1a1,0.6406651274027193,0.0,0.02527790396090816,0.0,0.05168105179772658,0.0,0.0,0.0,-0.01915954820373479,1.0,1.0
Emg1,0.5753087234847686,0.0,-0.20352481995873592,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Prpf4,0.6477402517681613,0.0,0.02527790396090816,0.0,0.058756176163168514,0.0,0.0,0.0,0.11861918001052212,1.0,1.0
Slc9a6,0.6356254589250859,0.0,0.02527790396090816,0.0,0.04664138337487683,0.0,0.0,0.0,-0.11730045277406187,1.0,1.0
Nek1,-0.40060765745446963,0.0,0.011988157844718765,0.0,0.01659368723630905,0.0,0.0,0.0,-0.01915954820373479,1.0,2.0
