gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Ap3m2,0.0,0.01750888045877218,0.0,0.030819992050528527,-0.03290557836182415,0.0,0.0,0.0,0.0,0.0,0.0,-0.004242149442434311,0.053544624522328374,0.030872665420174597,0.09534108933061361,0.0009757238626480103,0.0,0.0,0.03475876893848181,0.011612945161759853,-0.0015740759298205375,0.0,0.05208865988999605,-0.035435590259730816,0.1366900312155485,-0.02316481612622738,-0.05828686848282814,-0.005840711742639542,0.0,-0.3450329105835408,0.0024670690950006247,0.03717461400665343,0.0,0.0,0.013049255926162004,0.0,0.0,0.0,0.0,1.0,1.0
Kcnk12,0.0,0.005838925130665302,0.0,-0.008192656114697456,0.012508797440677882,0.0,0.0,0.0,0.0,0.0,0.0,-0.007179021649062633,-0.0926342973858118,-0.14996762365102767,-0.16427192874252797,0.005366481244564057,0.0,0.0,0.10308877166360617,0.011217841543257237,-0.009444455578923226,0.0,0.0798565236479044,0.050451976656913755,0.0739632000401616,0.05004625558853149,0.05446655988693237,-0.011959552615880966,0.0,0.14153401086106895,0.019928790777921677,0.08487964019179345,0.0,0.0,0.04750301942229271,0.0,0.0,0.0,0.0,1.0,0.0
Nrxn1,0.0,-0.07775170251727104,0.0,-0.02691872723400593,0.017348733469843863,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,0.030841811187565328,0.054203669279813765,-0.19908740147948265,0.0009757238626480103,0.0,0.0,-0.019937172308564188,-0.07033536866307259,-0.0015740759298205375,0.0,-0.02838220529258251,-0.05572216659784317,-0.022381875663995743,-0.02354929443448782,0.07689097620546818,-0.028925429582595825,0.0,0.10071344683878124,0.0020825907960534094,-0.1274379989504814,0.0,0.0,-0.09226630441844463,0.0,0.0,0.0,0.0,1.0,2.0
Dusp18,0.0,0.020009585171937943,0.0,-0.02691872723400593,0.007605753419920802,0.0,0.0,0.0,0.0,0.0,0.0,-0.004242149442434311,0.07517326660454274,0.03446191616356373,0.09537097796797753,0.0009757238626480103,0.0,0.0,0.0,0.011612945161759853,-0.0015740759298205375,0.0,0.05208865988999605,-0.05572216659784317,0.1366900312155485,-0.02316481612622738,0.11568998992443084,-0.005840711742639542,0.0,-0.38749706813134255,0.0024670690950006247,0.03717461400665343,0.0,0.0,0.015549960900098086,0.0,0.0,0.0,0.0,1.0,1.0
Aebp2,0.0,-0.06119941893965006,0.0,-0.02691872723400593,-0.03770555900409818,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,-0.08346423622220754,0.030872665420174597,-0.10220378156751395,0.0009757238626480103,0.0,0.0,-0.003880834821611643,-0.019367004707455636,-0.009444455578923226,0.0,-0.045728692784905434,-0.05572216659784317,-0.04743548270314932,-0.013456740528345107,-0.041982289012521504,0.0764576980471611,0.0,-0.26901189910247925,0.001441793516278267,-0.07781202226877212,0.0,0.0,0.03363825175911188,0.0,0.0,0.0,0.0,1.0,1.0
Nap1l3,0.0,-0.07775170251727104,0.0,-0.008192656114697456,0.00689684297889471,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,0.009213169105350971,0.03446191616356373,-0.12311295077204704,0.005366481244564057,0.0,0.0,-0.011621111314743757,0.0017088533565402032,-0.0015740759298205375,0.0,-0.045728692784905434,0.050451976656913755,-0.06851134285330772,0.005767174065113068,-0.06109597271308303,0.0764576980471611,0.0,-0.2861541829816997,-0.014898534156382084,-0.07925381578505039,0.0,0.0,-0.035963833890855314,0.0,0.0,0.0,0.0,1.0,2.0
Eif5a,0.0,0.020009585171937943,0.0,0.030819992050528527,0.02137385595589876,0.0,0.0,0.0,0.0,0.0,0.0,0.014194883704185486,0.07484888690407387,0.054203669279813765,0.15538023948669433,0.0009757238626480103,0.0,0.0,0.0,0.014378670267760754,-0.0015740759298205375,0.0,-0.02642018288373947,-0.035435590259730816,0.0739632000401616,-0.0656817051768303,0.08759894773364067,0.024197234362363814,0.0,0.19325079870410264,0.004805978536605835,0.05565929099917412,0.0,0.0,0.01820886742323637,0.0,0.0,0.0,0.0,1.0,0.0
Pate2,0.0,-0.06119941893965006,0.0,-0.02691872723400593,0.00689684297889471,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,-0.11213476192206144,0.03446191616356373,-0.13629530768841505,0.0009757238626480103,0.0,0.0,-0.012196895815432072,-0.019367004707455636,-0.009444455578923226,0.0,-0.045728692784905434,-0.05572216659784317,-0.04743548270314932,-0.013456740528345107,0.04570549227297306,-0.028925429582595825,0.0,-0.3283914512209594,0.001441793516278267,-0.07781202226877212,0.0,0.0,0.03363825175911188,0.0,0.0,0.0,0.0,1.0,2.0
Chmp3,0.0,0.08962190825492143,0.0,-0.02691872723400593,0.008599934969097375,0.0,0.0,0.0,0.0,0.0,0.0,0.04323728945106268,-0.06567984180524945,-0.14996762365102767,-0.1946239046752453,0.0009757238626480103,0.0,0.0,-0.004357159528881311,0.00210395697504282,-0.009444455578923226,0.0,-0.030391692742705347,-0.05572216659784317,-0.043457734175026415,-0.02354929443448782,-0.041982289012521504,0.0764576980471611,0.0,0.08289246990345418,0.0020825907960534094,-0.09053804813884199,0.0,0.0,-0.0440777918882668,0.0,0.0,0.0,0.0,1.0,1.0
Rcan2,0.0,-0.0195652512088418,0.0,0.010533415004611016,-0.03232886098325252,0.0,0.0,0.0,0.0,0.0,0.0,0.008484298884868622,0.04624828974832781,0.030872665420174597,0.10403319586068392,0.005366481244564057,0.0,0.0,-0.00011908117681741715,-0.06642469145357609,0.020987679064273835,0.0,0.045725437439978124,0.03172590624541044,0.10080410785973072,0.015539330430328846,0.11568998992443084,-0.005840711742639542,0.0,-0.3929965755529702,0.005767174288630486,0.06819964881986379,0.0,0.0,0.02257575038820505,0.0,0.0,0.0,0.0,1.0,0.0
Gnb1l,0.0,0.003219139240682125,0.0,-0.008192656114697456,0.007858038693666459,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,-0.08346423622220754,0.03446191616356373,-0.13629530768841505,0.005366481244564057,0.0,0.0,-0.012196895815432072,0.0017088533565402032,-0.009444455578923226,0.0,-0.045728692784905434,0.050451976656913755,-0.08650223515927792,0.015539330430328846,-0.04988115631043911,-0.028925429582595825,0.0,-0.42588053960353134,0.005767174288630486,0.022610885053873063,0.0,0.0,0.03363825175911188,0.0,0.0,0.0,0.0,1.0,1.0
Pole4,0.0,-0.022304118275642396,0.0,-0.02691872723400593,-0.0910943975392729,0.0,0.0,0.0,0.0,0.0,0.0,0.04323728945106268,-0.09435036750510335,0.030872665420174597,0.15102887518703936,0.0009757238626480103,0.0,0.0,-0.0003216010984033346,0.0024990605935454368,-0.009444455578923226,0.0,-0.01304520431905985,-0.05572216659784317,-0.08650223515927792,0.006440011039376259,0.055495637664571405,-0.008983570924028754,0.0,-0.3467754718102515,-0.016148088620975613,0.04187729176133871,0.0,0.0,-0.025259636864066123,0.0,0.0,0.0,0.0,1.0,1.0
Mrgbp,0.0,0.020009585171937943,0.0,0.030819992050528527,-0.09165664477273822,0.0,0.0,0.0,0.0,0.0,0.0,0.014194883704185486,0.052287133288336916,0.023488822281360625,0.1483267840743065,0.0009757238626480103,0.0,0.0,0.0,0.014378670267760754,0.020987679064273835,0.0,-0.02642018288373947,-0.035435590259730816,0.0739632000401616,-0.02547168593853712,0.08759894773364067,-0.005562582612037658,0.0,0.23392593959346414,-0.02547168593853712,0.051013511940836906,0.0,0.0,0.01820886742323637,0.0,0.0,0.0,0.0,1.0,0.0
Anapc5,0.0,0.027104290425777434,0.0,-0.008192656114697456,0.021053457371890544,0.0,0.0,0.0,0.0,0.0,0.0,-0.021537064909934997,0.030841811187565328,0.054203669279813765,0.21266733758151532,0.005366481244564057,0.0,0.0,-0.0002381623536348343,0.014378670267760754,-0.0015740759298205375,0.0,-0.045728692784905434,0.050451976656913755,0.06907437063753605,0.015379131138324738,0.11568998992443084,-0.005840711742639542,0.0,0.17176473600789904,0.004645779244601727,-0.14183274522423744,0.0,0.0,-0.01249620497226715,0.0,0.0,0.0,0.0,1.0,0.0
