gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Smpd4,0.04423832690343261,0.0,0.0,0.0,0.017748836800456046,0.0,0.047064857408404354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,-0.0839904148131609,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0018309034127742053,0.23787631660699846,-0.006560737225227058,0.0,0.0,0.01733555555343628,0.0,0.2541027623414993,0.0,0.020350435078144075,0.0,1.0,0.0
Stx4a,0.06510572006925941,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032422247901558875,0.004767977632582188,-0.054528339877724645,0.0045772585272789,0.0,0.0,0.008290917910635472,0.0,-0.12330550339072943,0.0,0.0025123993679881094,0.0,1.0,0.0
Zfp317,-0.018646422140300274,0.0,0.0,0.0,0.004437209218740463,0.0,-0.02171809520572424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003547375360503793,0.0041195326764136555,-0.16524003989994526,0.004195820316672325,0.0,0.0,-0.030148792639374734,0.0,0.14165170203894376,0.0,0.0030148793756961823,0.0,1.0,0.0
Gm19461,0.07846924237906933,0.0,0.0,0.0,0.004437209218740463,0.0,0.013706736229360104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038750557042658326,0.0,0.003999543562531471,0.007208931595087052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008963797949254513,0.012015303634107112,-0.1313604786247015,0.04901481006294489,0.0,0.0,-0.0791405801475048,0.0,0.18966046512126922,0.0,0.007034718431532383,0.0,1.0,1.0
Gtf2h3,0.038062754459679125,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038750557042658326,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017164719477295875,0.002746355119161308,-0.14500146858394147,-0.01823274646885693,0.0,0.0,0.008290917910635472,0.0,-0.08451323641464115,0.0,0.0025123993679881094,0.0,1.0,0.0
Ercc2,0.06845800580456853,0.0,0.0,0.0,0.017748836800456046,0.0,0.047064857408404354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.22923475120216608,0.010870989002287388,0.0,0.0,0.01733555555343628,0.0,0.2777653417736292,0.0,0.020350435078144075,0.0,1.0,1.0
Eif4h,0.04408947808668017,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,-0.020797626525163652,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032422247901558875,0.004767977632582188,-0.11139641009271145,0.0045772585272789,0.0,0.0,0.008290917910635472,0.0,-0.12570522885769606,0.0,0.0025123993679881094,0.0,1.0,0.0
Dctd,-0.035583343990147114,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038750557042658326,0.0,0.0026663623750209807,0.02723374158143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0018309034127742053,-0.06264025460928678,-0.008658647383563221,0.0,0.0,0.008290917910635472,0.0,-0.32563231110572816,0.0,0.0025123993679881094,0.0,1.0,1.0
Ccdc85a,-0.035583343990147114,0.0,0.0,0.0,0.0017748837172985076,0.0,0.007208950761705637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.0026663623750209807,0.02723374158143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0018309034127742053,-0.06264025460928678,-0.008658647383563221,0.0,0.0,0.0054016588814556595,0.0,-0.2925942597165704,0.0,-0.026254573445767163,0.0,1.0,2.0
Hnrnpab,0.04558871089015156,0.0,0.0,0.0,0.004437209218740463,0.0,-0.06844872314482928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02315329947974533,-0.02315329947974533,-0.16641465097665786,0.0056071418034844105,0.0,0.0,0.007537198066711426,0.0,0.1526818192563951,0.0,0.00527603879570961,0.0,1.0,1.0
Mbtps1,-0.07033048205077648,0.0,0.0,0.0,0.017748836800456046,0.0,0.047064857408404354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,-0.0839904148131609,0.02723374158143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020597663428634405,0.0025556360138580202,0.22287281144410373,0.001869047237560153,0.0,0.0,0.01733555555343628,0.0,0.2325936707109213,0.0,0.020350435078144075,0.0,1.0,1.0
Leo1,0.06845800580456853,0.0,0.0,0.0,0.006433953400701285,0.0,-0.09248537182807923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.16245475418865682,0.010870989002287388,0.0,0.0,0.01733555555343628,0.0,0.2291779001802206,0.0,0.020350435078144075,0.0,1.0,1.0
Sparcl1,0.01205935463309288,0.0,0.0,0.0,0.004437209218740463,0.0,0.025766253285109997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017546157701872288,0.002517492191400379,-0.17065646216273309,-0.015143096963874995,0.0,0.0,0.01733555555343628,0.0,0.17753577537834644,0.0,0.020350435078144075,0.0,1.0,0.0
Rps25,0.06143954304046929,0.0,0.0,0.0,0.017748836800456046,0.0,0.047064857408404354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017927595926448704,-0.017050288068130613,0.2699723533540964,0.004882409176789224,0.0,0.0,0.01733555555343628,0.0,0.2733025121688843,0.0,0.020350435078144075,0.0,1.0,1.0
Zfp930,0.11550533223897219,0.0,0.0,0.0,0.004437209218740463,0.0,0.013706736229360104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008963797949254513,0.012015303634107112,-0.0472955121845007,0.04901481006294489,0.0,0.0,-0.0791405801475048,0.0,0.18966046512126922,0.0,0.007034718431532383,0.0,1.0,1.0
Cep57,0.022042906582355498,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,0.007208931595087052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017164719477295875,0.002746355119161308,-0.14500146858394147,-0.01823274646885693,0.0,0.0,0.008290917910635472,0.0,-0.08451323641464115,0.0,0.0025123993679881094,0.0,1.0,1.0
Pnldc1,0.06845800580456853,0.0,0.0,0.0,0.006433953400701285,0.0,-0.09248537182807923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.18499372832477093,0.010870989002287388,0.0,0.0,0.01733555555343628,0.0,0.20663892600685357,0.0,0.020350435078144075,0.0,1.0,1.0
Vmn2r29,0.06845800580456853,0.0,0.0,0.0,0.017748836800456046,0.0,0.03500534035265446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.2517737253382802,0.010870989002287388,0.0,0.0,-0.0791405801475048,0.0,0.22633377466350793,0.0,0.007034718431532383,0.0,1.0,1.0
Lrrtm1,0.059968484789133074,0.0,0.0,0.0,0.004437209218740463,0.0,0.013706736229360104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,0.007208931595087052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07994944903999567,0.004195820316672325,-0.07498792633414268,0.012740036258473992,0.0,0.0,-0.0791405801475048,0.0,0.16101445691660046,0.0,0.007034718431532383,0.0,1.0,1.0
Prrc2c,-0.07518191620707512,0.0,0.0,0.0,0.004437209218740463,0.0,0.012701776437461376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,0.02723374158143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003547375360503793,0.0041195326764136555,-0.14474920433014632,0.004195820316672325,0.0,0.0,0.008290917910635472,0.0,0.146676499992609,0.0,-0.07486950099468231,0.0,1.0,2.0
Ublcp1,0.040292588584125044,0.0,0.0,0.0,0.0035497673600912096,0.0,0.013915421292185783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,0.007208931595087052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0019453348778188228,0.2901034163683653,-0.007590620396658778,0.0,0.0,0.008290917910635472,0.0,-0.0410696766525507,0.0,0.0025123993679881094,0.0,1.0,1.0
Golga1,-0.059613115638494495,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.028835726380348207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0018309034127742053,-0.12834521919488906,-0.008658647383563221,0.0,0.0,0.008290917910635472,0.0,-0.07176896817982197,0.0,0.0025123993679881094,0.0,1.0,1.0
Romo1,0.05497209083288908,0.0,0.0,0.0,-0.025070232022553682,0.0,-0.07133290896192193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07994944903999567,0.004195820316672325,-0.1197835917584598,0.012740036258473992,0.0,0.0,0.007537198066711426,0.0,0.1513731420598924,0.0,0.00527603879570961,0.0,1.0,0.0
Kat8,0.06845800580456853,0.0,0.0,0.0,0.017748836800456046,0.0,0.03500534035265446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.22923475120216608,0.010870989002287388,0.0,0.0,-0.0791405801475048,0.0,0.2488727493956685,0.0,0.007034718431532383,0.0,1.0,1.0
Gm21814,0.06845800580456853,0.0,0.0,0.0,0.017748836800456046,0.0,0.03500534035265446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.014398356825113296,-0.008810916393995285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003432943895459175,0.0045772585272789,0.2517737253382802,0.010870989002287388,0.0,0.0,-0.0791405801475048,0.0,0.22633377466350793,0.0,0.007034718431532383,0.0,1.0,1.0
Tusc3,-0.035583343990147114,0.0,0.0,0.0,0.0017748837172985076,0.0,0.008590770363807678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020865684561431407,0.0,0.003999543562531471,0.02723374158143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587460968643428,0.0018309034127742053,-0.12834521919488906,-0.008658647383563221,0.0,0.0,0.008290917910635472,0.0,-0.07176896817982197,0.0,0.0025123993679881094,0.0,1.0,1.0
