gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,18mo.9mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,Tanova.max.loops,Tanova.std.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,Qanova.min.loops,loop_size.log.min.loops,Tanova.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Zc3h6,51161.0,0.4164496477782462,0.1591985948490029,0.5651992458992492,0.5651992458992492,1.0,0.5216976072627064,0.0222908145121715,0.7883321868048002,0.943416471630969,-0.0708794182667578,-0.0555829451779952,0.0427275962645055,0.1886167981994502,0.7369655941613971,0.1858081027743452,0.0411757361972933,0.0138465560072775,0.8255481704213332,0.1031054003494809,-0.4150374992728327,0.1352862770860711,0.052592587215499,0.052592587215499,0.2460861102373616,-0.0098649909509935,-0.0148754200577502,1.1154772174134626,1.0809199953806417,0.2326673867866699,0.0113922613525646,0.015079412572204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003680951434494,0.0007685554999999,3.036186,0.8503766915127685,0.0010397021333333,0.0007756993142857,15.576779563610357,-0.0053792099999999,0.5144156001712887,0.007521256,1.2389761,13.857106251585565,0.010619623,0.0572387633622195,-0.0441468614403924,0.0130919019218271,0.2126624355837259,-0.0548216744500343,0.0545350825623272,0.0949802596979853,-0.1498019341480197,0.3487496585161305
Tars2,20230.0,0.2995602818578673,0.0770254610465932,0.0,0.0,0.0,0.0,0.0,0.3673770985371668,0.3416831023886024,-0.0480787730477669,0.0,0.0,0.1136253704010901,0.0,0.0,0.0865950449463239,0.0110335588542396,0.051986831916262,0.0674002830503396,-0.7198920808039313,0.0548105637996886,0.0,0.0,0.3159024924066773,0.0,-0.0418693035606635,0.79141337818624,1.0780025119928358,0.5419349758693537,0.0247570183784921,-0.0269710843388235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006203249656982,0.0002867019999999,3.8929703,0.8546007522398108,0.0001781847746478,0.0003039464591549,17.9373220908124,-0.084618846,0.260518712451143,-0.0083698999999999,0.019654907,15.097003335330056,0.0022994976,-0.0189866243003964,-0.0023258162710319,-0.0213124405714284,0.0,-0.1051599698774214,-0.1051599698774214,-0.0975020056645181,-0.0076579642129033,-0.0975020056645181
Psma7,6059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413237270791473,0.0369826153115391,0.0783063423906865,0.071282130939635,0.034882844596725,0.1171024474269155,0.0088484670916502,0.0260343775050748,0.0302178542589097
Luc7l2,58136.0,0.2331991762926533,-0.3661278987971785,0.1186444964985105,0.1186444964985105,1.0,0.7036069972189791,0.1072956125279336,0.7924812503475538,0.7924812503475538,-0.0796993457414538,-0.0417943019904365,-0.0339102873814529,0.010002571534855,-0.6780719051018176,-0.1702601558734038,0.0947630722883321,0.0813288772795113,0.4036774610210731,0.0103091604163113,-0.5849625007131416,0.0071575540592757,0.0063445640311075,0.0322657087318205,0.2981068638107574,-0.0661759961132735,-0.0796993457414538,0.999999999981966,0.8073549220421463,0.5708861402003381,0.0820511191182339,0.0027128942961414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003212913480816,0.0003515372999999,4.324135,1.2975655364277612,-6.367094736842106e-05,0.0004254544578947,18.7067927717521,-0.0691194,0.6784559001525227,0.0277240959999999,0.10440461,13.567005370247031,0.060102765,0.0318793668242318,-0.0130125066176996,0.0188668602065321,0.0516321900897586,-0.0329578219138631,0.0176955406039995,-0.0458701331703685,0.0129123112565053,0.011350976572892
Pdia3,24912.0,0.0,-0.4150374992764392,0.0,0.0,0.0,0.0,-0.0339631486926594,0.1961587113876626,0.1961587113876626,0.0210201384705013,0.0,0.0421195978359554,0.0551057826940395,0.2630344058331921,0.0,0.0308531076360347,-0.0029896121028847,0.0849625007201544,0.0701440575861159,-0.415037499274836,0.0045714970829146,-0.1730602706369644,-0.041216535714115,0.3120129561601354,0.0988127536238416,0.0210201384705013,0.5849625007151449,0.1699250014403088,0.1201551208115762,-0.0092516533292144,0.0055064439149572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036208238329,-0.0443947071219675,-0.0083584988836384,0.128013464778138,0.0421195978359554,0.1792428037318405,0.0833361335500704,-0.041216535714115,0.1412285325309792
Prpf3,25761.0,-0.0874628412500744,-0.2854022188614395,0.0,0.0,0.0,0.0,0.0,-0.0495605392025779,-0.1382067178167914,-0.0869217555051955,0.0069866353437717,0.0,0.0186317981415999,0.0,-0.0711457340063916,0.0512733225984094,0.0319076961859634,0.2503493975640268,0.0519512887336373,-0.3081222953610112,0.0495688919452337,0.0,0.0,0.3963734670639606,0.0,-0.0766709238297467,0.7004397181376243,0.7951802081097039,0.3910851431045217,0.0245103381126112,-0.0786082096852283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005804290289805,0.0002135613999999,5.8079824,1.2333843476042714,1.3617649532710276e-05,0.0002511824794392,18.401446212318017,-0.0591554099999999,0.3314019698648949,-0.00415861,0.009302554,15.296306831984952,0.011132349,-0.0344552253568168,0.0011550352043778,-0.0333001901524389,0.1779647276306309,0.2394654361207261,0.3653055018403622,0.1474871672850843,0.0919782688356418,0.2507126060111789
Ubald1,5537.0,0.3351841915891693,0.2490275478395833,0.2527660703797201,0.2527660703797201,3.0,0.5109619192763031,-0.0704267250542316,0.5588596753822457,0.4676471553043022,-0.0813454698291369,-0.0446242966647414,0.0381598116569186,0.0737361913772289,0.3197798835171148,0.0787011770614256,0.0811602423224786,-0.0013804400032206,0.4878421296668208,0.1081698952375292,-0.8479969065485378,0.0800013093866923,-0.1503903891340403,-0.0689526792522281,0.5833707792741805,0.1205078113321729,-0.0561152238049471,1.5849625007051262,0.7964666059140617,0.2396400645428032,-0.0160064983974481,-0.0423014853742325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006959057491476,0.0002966712999999,2.6503785,0.8928621051551929,0.000617052790909,0.0005017416818181,16.747143998186747,-0.01250206,0.0,0.0083832199999999,0.1919289,15.74470246724104,0.051339693,0.13120936734083,0.050888964939354,0.182098332280184,0.1282011953184919,-0.0109508599516506,0.1171941470602675,0.0313010862926618,-0.0422519462443124,0.2675845361943079
Efcab2,78428.0,0.0588936890534483,0.0,0.6753777959425697,0.6753777959425697,1.0,0.908576972235223,0.149201226740647,-0.1801787035639433,-0.2995602818568268,-0.1331249463922317,0.0,-0.160683465411684,-0.0506517902696304,0.0,0.0,0.0959868204880241,0.0619065747661391,0.2097610056460799,0.0289743945092518,0.0,0.0552859440317438,-0.0997727728459469,-0.0997727728459469,0.6437320325599593,-0.1041920225284642,-0.1363013205607762,0.3785116232504006,0.7369655941597939,0.3549103992135379,0.0536790161180823,-0.0810547189203712,0,0.0,0.0,0.0,0.0,0.2583119955450166,5.491853096332881,0.5173992168232697,0.259087221278253,0.00079676701007,0.000126508,4.307621,1.0568167707705165,0.0008093996673469,9.266957551020417e-05,16.418182040261556,-0.05608849,0.2471733734477113,0.01563976,0.07148187,13.53016245322715,0.020964034,-0.0207349244711661,0.0004352746196353,-0.0202996498515307,0.1197383319502058,-0.1346577769728013,0.0632769644048692,-0.2701302964222977,0.1354725194494963,-0.0455263275944526
Wscd1,39727.0,0.6818240399726134,-0.0730634621896308,0.0,0.0,0.0,0.0,0.0,0.1520030934434468,0.1520030934434468,-0.0069867034372448,-0.0510198975642293,0.0173417556624038,0.0282376861442976,0.1926450779411075,-0.0101146530445452,0.0352243895815425,0.0352243895815425,0.6374299206095668,0.0,0.4854268271661199,0.0,0.0758244309268061,0.0758244309268061,0.0,-0.0584826752644023,-0.0069867034372448,0.1520030934434468,0.6374299206095668,0.0,0.0352243895815425,0.0282376861442976,0,0.0,0.0,0.0,0.0,0.2394659346647439,8.388017285345565,-0.1699250014172655,-0.4093909360820094,0.0006837309069271,6.662470000000018e-05,4.310665,1.2373976141068208,0.0008127609799999,-8.027531999999995e-05,17.852736750262345,-0.10085387,0.3765431049411827,0.0190858399999999,0.23905572,16.095067301607052,0.23066351,0.0202728732445973,0.005831418029431,0.0261042912740283,0.2554940419078781,-0.0196777735085159,0.3624655500530738,0.0120279843271117,-0.0317057578356277,0.3019554470687512
Arl1,13236.0,0.0,0.0,-0.1805722456412555,-0.1805722456412555,2.0,0.5849625007187518,-0.134237479549477,-0.3888037893286269,-0.3888037893286269,-0.1569826009956321,0.0,-0.2146821834429824,0.0108431741977712,1.459431618614345,0.0,0.1620997280705913,0.0028947856197292,-0.1139198709458793,0.1576665971006032,0.0,0.0725811292797372,-0.0345652805272678,-0.0345652805272678,0.1058372853450969,-0.1801169029157145,-0.1569826009956321,-0.3625700793824178,0.5849625006971113,0.4701668023686262,0.0097933307239658,-0.0448765732778357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02740680796836,0.0426061857128738,0.0700129936812339,0.1333564296810876,-0.1364476107510899,0.0175324244043577,-0.1658027621676305,0.0293551514165406,-0.1409634329302012
