gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac
Hspa4,40643.0,0.0,-0.3333333333229807,-0.0507051910724778,14,0.4739311883301687,5,-0.2035498994343441,0.344566287828105,0.0004010980158086,0.1978201160311368,14.209910227945825,0.0010752571716922,1.5328555328089888,-0.002297713,18.91889816780732,0.225279,18.697700609058423,0.0207936039980476,-0.1181897003118166,0.1470432525475895,0.2284455237744948,0.4974431251327906,0.1615126715676806,11.474719946526534,3,11.014789768587342,0.3518546922424206
Plxna1,46306.0,0.0,-0.5334983873445869,0.2646924285008341,17,1.1926450779308029,6,-0.1140753063086008,0.919830313033764,0.2118683085064671,0.145908396721458,14.521845775161935,0.0011087651894247,1.099496731828829,-0.0030222267999999,17.81612116729366,0.129579264,17.417934599510296,0.0294385280286426,-0.0191465132665387,-0.0001714152256229,0.1437023197079764,0.4903613885187618,0.2151504230337789,11.745674324002175,4,11.24081795065753,0.691563528371814
Nup43,11378.0,-0.3292970340911725,-0.1148579046746254,-0.0477242849595904,21,0.9999999999278651,4,-0.1581052431608292,0.5213347301939393,0.0020558164563379,-0.0547805534184817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022045946317756,-0.0842442503751422,0.1761514670158754,0.3730984725217178,1.338528714402122,-0.1440028559398951,10.754052367529008,2,9.807569636762356,0.0718659695745698
Kitl,84786.0,0.0,-0.9357849739779814,-0.3949592775620925,21,0.9999999999278651,5,-0.4127632605273099,0.5773502691479787,-0.3583766759953193,-0.2023823420809929,15.295625461192715,0.0012486235180625,1.4671173784,-0.0025428149999999,18.48644224841508,0.124947449,17.976887084407906,-0.0151150359305709,-0.0116002717324303,-0.0489511920838583,0.7939809939566864,1.3250867319836803,-0.0174213381400069,14.076982565981169,6,12.696868495601755,0.108452215602417
Ptbp3,77496.0,0.0,0.0974937501181888,0.0646867743843397,19,1.584962500673066,8,-0.0853684730891215,0.696188848997787,0.1001996057194236,-0.0012246523839607,13.51754637001046,0.0013821225593064,1.0137076418965516,-0.0017945269999999,16.727388703040138,0.175464778,16.75050346241034,0.0150845255297596,0.0746666666090913,0.0111186667263102,0.0939248759540051,0.2193249035295509,0.2415149562409411,11.425215903299437,2,11.270129776730606,0.0682547160231994
Lmbrd2,61933.0,0.0,-0.3333333333213109,-0.1472513197270935,25,0.5849625006971113,6,-0.156596495921871,0.6408973443612722,-0.1270738503553425,-0.1910396807135637,0.0,0.0,0.9864301,-0.00055140867,20.070462967345147,-0.15955241,20.070462967345147,0.0440805536703596,-0.054276744602296,0.1010239274266115,0.0995963298556993,0.5022822354215319,-0.2676245510439802,11.047805554007658,3,10.572936985378456,0.0084734876981089
Ddx41,6248.0,0.1589160658102396,-0.3476472934789054,0.220485567461359,19,1.0995356735399224,9,-0.0534745959001945,0.651264625952948,0.1937827977576385,0.2292445687780526,0.0,0.0012202506237698,0.7658788775,-0.004069406,17.07849345558932,0.13793674,17.03877683431945,0.0537005276133983,0.1803915731068394,0.0530477925904339,0.0673541346279253,0.2100285575479904,0.089652008762213,11.47319838367758,2,11.324685766392566,0.2088530461922868
Gpaa1,3676.0,0.1082128951924702,-0.0482016199003554,0.1677903895730006,17,0.7104933827999145,6,-0.0297723642579486,0.3874081582126651,0.1734116503923126,0.1829041549983823,0.0,0.0028599794703413,2.4004921139130437,-0.002129333,17.17973418373177,0.1741399699999999,17.495001534404196,0.0262770396634454,0.2583229835542391,-0.0057839934271993,0.0,0.0,0.2966378522502713,10.758223214726808,1,10.758223214726808,-0.2237795615311086
Kcnj3,162175.0,0.0,-0.2902410118404821,-0.1993673960926112,22,0.7369655941469699,8,-0.7554946442619839,0.2605566845612477,-0.2319950327127606,-0.1164568928800595,12.950373635024562,0.0,0.0,0.0,0.0,0.0,0.0,0.0196191217634306,0.03324566491987,0.0289307313373127,0.1554080079210672,2.017274894696299,-0.2940320021713683,15.45827843634152,5,12.870660552031303,-0.1149263821196564
9930021J03Rik,91587.0,0.0,-0.6842413985126975,-0.0857238143309058,14,0.9999999999278651,2,-0.1427329420400331,1.1207377321268093,-0.0824975298666504,-0.1333648660821098,0.0,0.0012325368279887,2.0707228503783783,-0.0021501624,18.260506110557102,0.324568655,17.343046354217925,0.0213556396749799,-0.0010629897221231,-0.0282594030075538,0.0520279763616286,0.3725319524000579,-0.1933439362320494,11.226412192788846,2,10.9629923230381,0.0220915038120015
Prep,99995.0,0.0,0.2171206992593544,-0.1033201833313666,22,0.9999999999278651,8,-0.1753273271432496,1.1395430426962845,-0.0568790057399823,-0.0116321935177676,0.0,0.0012966177640443,1.1004422039348485,-0.0021139691,17.49098402412976,0.18871523,17.174450551383025,0.0010224844259061,0.0767350182787152,-0.0553496281664238,0.5179652933780126,2.258458635863927,-0.0845076204954043,14.60507433980925,6,12.540501961660594,0.1713482089780383
Ring1,3888.0,0.2656320055104221,-0.7359642838726791,0.1925770686919143,18,1.2630344058169625,3,0.1189170746357595,0.470589516345351,0.1741973178365829,0.238335275771627,0.0,0.0017758465758482,1.1690679487272726,-0.001895706,16.28771237954945,0.0689570499999999,16.570198112697383,0.0352717369711738,-0.0155033907873225,0.1240717948689908,0.2416910284569573,0.3085029568221135,0.3925682231608574,11.12541347048338,2,10.907268937698362,0.7292714569367424
Wwox,913053.0,0.0,0.2924812503846228,-0.1060289500952373,9,0.0,1,-0.1594466166966519,0.0,-0.1060289500952373,0.0982417535143511,16.664060766177073,0.0009560004713818,1.4057522104649007,-0.0019605377,17.671866912639402,0.260095545,17.634685237531524,-0.0056770304647241,0.027217939282597,-0.0536700360479178,1.3317741726385657,2.871350727692924,0.118969162719474,18.71795081101873,12,16.410499252877333,2.365991521337033
Parp12,31939.0,-0.0261460201106165,-1.052606881116505,0.0617852206938378,27,1.999999999891798,6,-0.1275403523420939,1.51473940320478,0.0924974417194795,-0.0188075625758097,0.0,0.0009302684954481,0.9682596021333332,-0.003251928,18.41699539649441,0.14626698,18.121769948558345,0.0329475791766612,0.0064585489962895,-0.0454265172370061,0.0,0.0,0.0,0.0,0,0.0,0.0
Cep131,22397.0,0.0653915703031226,-0.1376048489180833,0.2035244936187306,15,-0.2630344058289848,3,0.0045291184131506,0.2165988248300852,0.1754932015268903,0.5324077828889271,13.313166475977212,0.0017889195010868,0.839596236,-0.00286204,16.04005435247511,0.0997373,16.312152203662457,-0.0590179749889644,0.0307254467027729,-0.006084501199712,0.1168668472755991,0.2128773339805252,0.5218080352768585,11.385862400641514,2,11.235335394222972,0.2113246846975638
Ubl5,4262.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00039322752574,1.098522125,0.0017665247,16.533364789540414,0.21535015,16.533364789540414,0.2140746470151459,0.0556550047159419,0.1470025644711698,0.0,0.0,-1.9637479181362845,9.879583249612937,2,9.879583249612937,0.4376348930338487
Nicn1,6069.0,0.4136472913699119,0.4150374992753372,0.0397359342900562,16,1.2630344058169625,2,0.0076283570720665,0.958938484462128,0.0397359342900562,0.0746893053546413,0.0,0.0013258108315553,1.470787378259259,-0.004138481,16.609640474436812,0.1280383699999999,16.89563086293533,0.0848332565101519,0.0099794282537961,0.0874379072183459,0.0152447654325297,0.2809697177143037,0.0801252350998794,11.131213905086335,2,10.932538312382484,0.1133426055486517
Ypel1,17349.0,-0.2327985453898078,-0.1043223802924365,0.0353508062230103,20,0.9999999999639329,6,-0.0934963539706341,0.6822121512301395,0.1056968767767816,0.0272104572185143,12.458919206967618,0.0019089380053858,1.0891113132818182,-0.0025927114999999,17.281604734392083,0.0557303799999999,17.128844381646726,0.1011427231916259,0.0998230574533021,0.0207980013260566,0.3871116904447581,0.8595288111558574,0.0851742781199544,12.359475048849568,3,11.39299144873891,0.3149898324944149
Psmd11,44633.0,0.0672272438337329,-0.1776314663967594,0.0167215267617686,14,0.9999999999896954,6,-0.100511028592956,0.3920004338504355,0.0407260931776598,0.077712809547892,10.704768239362686,0.0015358508727588,1.9676691776595745,-0.0018219547,17.60605814681081,0.1986570799999999,17.61592057767618,-0.0443872520864649,-0.0378892704909341,0.1542139511881525,0.2419747974334874,0.2788623444800449,0.1618776791727392,11.129926933510458,2,10.93274147871104,0.2914647599596707
Nrg3,1104136.0,0.0,-0.3046756640313838,0.0151119501924639,21,0.9999999999639329,6,-0.1216617606058143,0.4686101985621222,0.0539003979680307,-0.0197532350873785,15.910221102132358,0.0015054740495414,1.994586636847312,-0.0059071279,18.28771237954945,0.259219475,18.046844841158336,-0.0090090120272567,-0.0558102308014123,0.1007630282039866,0.3528076766872237,3.045287032646232,-0.1933014322254673,19.0480877020963,18,16.70119382765144,0.5828278888328591
Rbx1,10073.0,-0.0378303980565683,-0.6781134848905824,0.212878279100344,15,1.5849625006890964,2,-0.0038950697322013,1.3065635233687691,0.1782447158938015,0.125952377302307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894490729683152,0.0376669104111665,0.0401777570759471,0.2334362974325829,0.3485183819685573,-0.0160335685469039,11.185494924210929,2,10.939055212952798,0.0233698747885124
Ctsc,32803.0,0.0606222454252365,0.0380007733535192,0.2805585202697078,23,1.5849625006249766,6,-0.4894004386918076,0.8424990154320336,0.1594373120351193,0.3635317825189812,0.0,0.0007406724582355,1.59136863,-0.0014093466,19.423569390062674,0.1173360799999999,19.451575583875773,0.0264504569152983,-0.0615165556464558,-0.0477743163714246,0.0,0.0,0.0,0.0,0,0.0,0.0
U2af1l4,2064.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0012362649768095,0.6806034435,-0.001245893,17.43731638874309,0.05766599,17.290997481367917,0.0968958908861082,0.1443350703112742,0.0748319895778995,0.0549735952289074,0.5495087455773601,0.4150295592495796,10.73131903102515,2,10.342757670706083,0.753690009521981
Qsox2,28888.0,0.1897460428681011,-0.3473931188233828,0.1482100206043144,15,0.9999999999759548,5,0.0691400766162022,0.6103598376556765,0.1944370024149206,0.3025924379502624,13.97674310673433,0.0020956326254322,2.542772798,-0.0018019279999999,15.94932518130949,0.1822884099999999,17.060272174238403,-0.0130567482965256,-0.0100220519057186,-0.037806268931046,0.3279013579288782,0.2019098890541294,0.2984368565051507,11.485829308701955,2,11.343057456963155,0.3405520431745288
Dpagt1,7881.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1150546564710127,0.1544442206942092,0.0898208073369051,0.099212183098691,1.802450696144021,0.146039400929213,10.95346896222892,6,9.508978914846322,0.3339145912609393
Rpp30,21061.0,0.0167679571006006,-0.3231203125811276,0.1333512657416866,29,1.5849625006890964,7,-0.0554358631575038,0.8083230258082883,0.1535239018464161,0.283549990057677,0.0,0.0009858660782886,0.9446058446923076,-0.0020530188,18.48029801836017,0.15827806,18.88566089708271,-0.04341698852121,-0.0625260526419864,-0.0380378785359168,0.2250897946526421,0.4396861268279761,0.1816155496976467,10.752380646552975,2,10.441475604679264,0.1588572648026431
Mrpl57,3062.0,-0.0051257692168136,0.5539634642541876,-0.0756015042120159,14,1.2223924213227084,8,-0.4357877893064446,0.9045707365320824,-0.1029218243235397,-0.0619696349185492,0.0,0.001240216997151,1.20075828,-0.000744069,16.375446761369176,0.1159779,17.416997688406852,0.0861518040200097,0.0473594159603388,0.1388130257211343,0.0,0.0,0.0040724816445711,10.758223214726808,1,10.758223214726808,0.4332515328001678
Mettl5,14417.0,-0.0435571997104777,-0.1496922465981965,-0.0234614530678589,18,1.378511623235974,2,-0.4592361707095804,1.284712746083268,-0.0696032595937854,-0.1644564586442378,0.0,0.0012016115900109,1.7025508257142856,-0.0021090929999999,17.041609699648795,0.122704815,16.886203470472605,0.0276393333547912,0.1538348365537892,0.0298851420422804,0.0,0.0,0.3886238471497054,11.124121311829253,1,11.124121311829253,0.0905146760972011
Mpp2,31500.0,0.0275385570799783,-0.3899750004754277,0.3107483434132083,17,0.4150374992728327,1,0.2361993533355098,0.2934758301825268,0.3682282015443729,0.3854471192065536,0.0,0.0025325503655017,2.4125521889615387,-0.0041146499999999,16.799414083184786,0.1810772699999999,16.728279031928906,0.0333994316053604,0.1341236958882463,-0.0370360150126378,0.2328140948517374,0.3214248302794166,0.3619221129328638,11.786678033890691,3,11.460808390410737,0.5310453467431486
Pdpk1,77244.0,0.1331674282853486,-0.5898250831273468,0.2847531369021863,13,1.3219280948657215,4,0.0347021563124227,0.839779017050527,0.2547633238144635,0.390019034085751,13.05685054912142,0.0,0.0,0.0,0.0,0.0,0.0,0.0668916597968678,-0.0589070894053945,0.1477558585336214,0.292267252653724,2.101939862998415,0.2379135008542532,15.289082289234177,8,12.069353372993582,0.8937569847687494
Gm17178,20301.0,0.3087916705955827,-0.4334578512193424,0.3235117712631719,18,0.628031222608413,4,0.2312918597425355,0.2974417441184649,0.373276398379351,0.3515343786263272,13.070456415944664,0.0,0.0,0.0,0.0,0.0,0.0,-0.0233767296506265,-0.0611031678539148,0.0289114953809228,0.13434058412122,0.0984708888183287,0.2206634682910859,12.427836603458546,2,12.35820717022564,0.8052203101544396
Zfp418,12232.0,0.0,-0.4395716534112645,0.1314141045561685,33,1.999999999891798,3,-0.0577602107017467,0.8993972522006018,0.1194060765360085,0.1580144544736033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357054624580267,0.0838241978453508,0.0017546884311306,0.4642267470849753,0.316834365206932,0.4047717006775095,11.202123823830522,2,10.978088095679766,0.6583789218145975
Prdm9,21275.0,-0.0067936587555703,0.1561584863203433,0.1005366748291818,29,0.9999999999278651,11,-0.2088548750204339,0.895233951541471,0.1180955817144622,0.1582917518467388,11.56890615450213,0.0,0.0,0.0,0.0,0.0,0.0,0.0016858597609057,0.0746247779028188,-0.035531474652881,0.0,0.0,0.0,0.0,0,0.0,0.0
Tagln3,13378.0,0.2730684634885938,-0.6480628658558186,-0.0215419543269304,21,0.6780719051072275,3,-0.31579509076608,0.8441669292871685,-0.0692974226033412,-0.358207483965427,8.499845887083604,0.000369839177219,3.69451974,-0.0023097482,18.98815209769054,-0.08641121,18.98928084214837,0.062529370864882,-0.0048207319431479,0.1615455397931657,0.3512113032309314,0.0995361659117509,0.038012896487428,12.479780264029126,2,12.409397566139615,0.0250015180693057
Ccdc174,21790.0,0.0,-0.1228275990264986,0.1973605446973514,14,0.5849625007091332,6,0.0333904526679624,0.3132129290822273,0.2063841121257319,0.1344053241922971,0.0,0.0016749962353243,2.0133321656285714,-0.0013547210999999,18.111232694108686,0.2439085,17.975612859311394,-0.0025657282697547,0.0042987102475847,0.0352737564071193,0.3415427716880697,0.4712776895652636,0.0032851728122913,11.115043650161777,3,10.674027977234752,0.957223403530123
Stx7,40920.0,0.0,0.1531438728774596,-0.1715722986462018,23,0.0,5,-0.2048193617859217,0.8171331930286555,-0.1470369365592305,-0.2437545209136491,0.0,0.0013254530942749,1.6281103331290323,-0.0033111516,16.966708215257725,0.16429661,17.454550041370684,0.032090434900352,-0.1776555881716557,0.0782086911916619,0.0,0.0,-0.2248439827182276,10.737247343027825,1,10.737247343027825,-0.0756015042120159
Peli3,13410.0,-0.1842518383473889,-0.0823642873203723,0.1620126684312275,20,0.0,4,0.1420326421624853,0.5738397931621337,0.2196711429729427,0.243955029162258,0.0,0.0012858335152222,0.7152399588888889,-0.003938614,17.944659077168417,0.16618637,17.71429101547564,-0.024425553066738,0.0342184988397011,0.0362174358154328,0.2722542258788915,3.204054599941102,0.2834583429781925,11.494355603532895,3,9.475788715677888,0.4055036101913361
Lrig1,95629.0,0.0,-0.1383458330889405,-0.1266081871683173,13,1.222392421308968,3,-0.1494692573811074,0.9783917841799036,-0.0829145431389181,-0.1100233168467683,14.27807319283433,0.0011923595181676,1.698705581390909,-0.0040362516,16.10269339398323,0.178608822,17.122904874781522,-0.0065990809053083,-0.0113266579596882,-0.048703732847589,0.5160441022376081,1.613195620256704,-0.1773600725252195,14.315857147262834,5,12.973341761607736,0.7601324206367803
Egfem1,609186.0,0.0,0.2499999999819663,-0.1149671711078257,13,0.0,5,-0.2019041242428398,0.4117821513304212,-0.0880447467909057,-0.0433007600997168,15.836804900628891,0.0013529727267816,1.3113724783333334,-0.0026712114999999,17.14483513838251,0.132728342,16.71993861124359,-0.0006740587159998,-0.0026510759992092,-0.0888842055480807,0.6813972566366567,0.6811571225260523,-0.2667802007165948,18.02435513458128,3,17.237833462213754,0.0796594792948681
Pptc7,39916.0,0.0,-0.4826659924100807,0.3931908842382281,15,0.4150374992668215,6,-0.1324954115544567,0.2935564682185471,0.3155997842123305,0.3508154715479816,0.0,0.0024516692868514,1.8378330781000003,-0.0025260041999999,17.383728933925212,0.16167737,16.87137745971332,0.0398992161327609,0.0423822637172132,-0.0010864409612241,0.0886118659660791,0.4264680314412419,0.1875466448939702,11.343740918472257,2,11.042182481480877,0.5134541857963066
Trpc7,122880.0,0.0,-0.1208566931267095,0.2431104805214676,15,0.1926450779398196,3,0.0437323968892204,0.1362206409734574,0.2453064591235301,0.25155209996917,14.709525079021285,0.0017563219359302,2.2047044799015545,-0.0021593013,18.257295755971047,0.277974596,17.791582505942895,-0.0058502743088402,0.0705524630829236,-0.0328118620937906,0.0,0.0,0.5763317392784004,14.25325657978116,1,14.25325657978116,0.7727988324854964
A630052C17Rik,2649.0,0.5628548076705655,-0.7719644683733446,0.0121496141384236,19,1.222392421308968,4,-0.0768163524554093,0.8551171342144135,0.0504329804980794,-0.1222185038496168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1776288614078559,0.1813797416542051,0.0112991477489086,0.2160625899282599,0.202807853017666,-0.1942863397194455,11.554588851677686,3,11.417895034648067,-0.1000391998385077
Bend7,84311.0,0.0991999266339693,0.2097589881174393,0.1940193783347359,26,0.9999999999639329,8,-0.0185634413516817,1.0327955589234568,0.1718056484452611,0.25541634051506,0.0,0.0011376839163551,1.296901254413793,-0.002341674,15.657569671038411,0.205727622,16.701914287590235,-0.0033441352138163,0.0715017634670847,-0.0710383806856588,0.0,0.0,0.0,0.0,0,0.0,0.0
Bzw2,66245.0,0.0,-0.1666666666546442,-0.2065091762214757,22,0.9999999999639329,5,-0.3552443620010432,0.5366750648394281,-0.221174793178897,-0.2172173832432973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0407557905697111,0.011226312130244,0.0458520570333975,0.1303757062017964,1.666596410789068,-0.2666589524212494,14.466331422082774,7,12.641376239198722,0.0427196239160734
Sptlc1,44649.0,0.0,0.7924812503124883,-0.1015564864106717,18,-0.8073549220421463,3,-0.2050480252625988,0.1112236875753762,-0.1015564864106717,0.2764770599072021,13.055282435501208,0.0014400797037636,1.4006247760568182,-0.001931179,19.233345173811216,0.2019140099999999,18.92726619041311,-0.0147134876818037,-0.0168632313509974,0.0487514404493595,0.0,0.0,0.0,0.0,0,0.0,0.0
Gsta3,25072.0,0.0440375998282016,-0.0980042309763273,-0.1558385760924929,19,0.9999999999896954,7,-0.4876787360834651,1.284546904981275,-0.0837480018914512,-0.1001779620539773,13.292081344359882,0.0009171792744116,1.8932702689473688,-0.0017917182,19.922523429721167,0.227195915,19.523223417995663,-0.0207197920225952,0.0032866889728933,-0.046778784793218,0.0,0.0,0.0,0.0,0,0.0,0.0
Gna12,72023.0,0.0,-0.5283208335576887,0.1629830041162918,16,0.0,3,0.0994330268650829,0.0,0.1819999252724606,0.2435999765809153,0.0,0.000723567828031,0.9590221497764704,-0.0039884959999999,19.705797731687166,0.23101798,18.85263886696616,0.0231990106905138,-0.0085336168197453,-0.0190949303388262,0.1507906641879036,1.897214631695899,0.3168815534517087,15.04016127023626,5,13.108975098808736,0.5778098140733794
Abcd1,21937.0,0.0,-0.6543298541600596,-0.0979533035167357,22,0.9999999999639329,7,-0.324372597215592,0.5139325608821397,-0.0849805566552535,0.0861747602028495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729146893568949,0.1342401122473768,0.0736830800941339,0.0,0.0,0.0,0.0,0,0.0,0.0
Topbp1,45213.0,-0.01347347571298,-0.2924812503485556,-0.0120150572233046,28,1.5849625006249766,4,-0.0308842858060316,0.9150785263912926,-0.0120150572233046,0.06234806959808,10.655500501976691,0.0,0.0,0.0,0.0,0.0,0.0,0.0048896647435456,0.0958118199584573,-0.0729469298917147,0.4766460991119482,0.3650791728250873,0.1894031745597123,10.707359132080969,2,10.449209173306375,0.0105392181672603
