gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,18mo.9mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,Tanova.max.loops,Tanova.std.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,Qanova.min.loops,loop_size.log.min.loops,Tanova.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
1700123M08Rik,27715.0,0.331205908474419,0.0,0.0,0.0,1.0,0.3846638502343875,-0.0062710243397966,0.8785295245914755,0.6520766965759455,-0.0844439714315719,0.0,0.06116224693935,0.0176651353008772,0.683526335203096,0.0,0.0102174120943034,-0.0090748269752256,0.5125811344678006,0.0745854902324053,-0.8579809951235298,0.081717619760887,-0.0410182069665894,0.0365205680568461,0.4764587406746544,0.0246416788825039,-0.0683479553176103,1.398549376482134,0.7162070339953761,0.1524644084731857,-0.0076596355480833,-0.064260020724602,0,0.0,0.0,0.0,0.0,0.1582620838950091,6.794415866351406,-0.3011695346720268,-0.4594316185670359,0.0005411065804899,0.0010397419999999,3.3523562,1.3960717320482785,0.0010856523571428,0.0009889475714285,15.255987489788156,-0.0116395399999999,0.277861927261599,0.00575349,1.2825178,14.831455702310514,0.073847145,0.0394225259834978,-0.0476822747649345,-0.0082597487814367,0.0195480504940504,0.06116224693935,0.0749848060026701,0.0246416788825039,0.0365205680568461,0.1160030129692595
Ccdc43,13096.0,0.2360553763535251,0.1077797349450184,0.543621705339489,0.543621705339489,1.0,0.9668331360631992,-0.0385518127771886,0.0962536921652534,0.0706842314584297,0.0164091342123828,0.0,0.0,0.0943320632334665,0.0,0.0,0.0840107330429944,0.0143645587115897,0.1761348936477194,0.0506180152478979,-0.3103401206110332,0.0712121428004352,0.0,0.0,0.2688148884002296,0.0,0.0050298021903398,0.5618788876058991,0.4854268271685926,0.1714318242949746,0.0181981220396144,0.0299292736758673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000724824580648,0.0001335893,4.4360356,1.3000602865076356,0.0004047055777777,0.0002259409,17.517851856096293,-0.0201515889999999,0.229425722873618,0.02216018,0.05740644,15.756869011549092,0.07533739,0.0427863649468384,-0.0292357538130594,0.0135506111337789,0.2844857412267869,0.2624508505053804,0.5506671922082541,0.2588735923038684,0.0035772582015119,0.4948348619056122
Sntb1,270561.0,0.0,-0.1154772174194738,0.0,0.0,0.0,0.0,0.0,0.2163864043980177,0.2630344058321907,0.043668935139673,0.0,0.0,0.3498186880007354,0.0,0.0,0.1872513093663812,0.092265179342859,0.0707273909225916,0.1926024231775131,-0.3410369178330419,0.1607650369696616,0.0,0.0,0.3919142053982624,0.0,0.0168797525544267,0.3081222953610112,0.616671360445149,0.526502872915907,0.1220763286268081,-0.0422428894231803,2,0.181572247914963,0.3611419907118851,0.7944348893445936,0.179569742796922,0.0,0.0,0.0,0.0,0.0005420870973638,0.000165913,3.3675954,0.8791167725669276,0.0006563685285714,0.0002499719252747,16.137831691860093,-0.0437803799999999,0.7604068740395475,0.007266974,0.023246702,13.563434635710198,0.059021257,-0.0153798862449418,0.0037515178342123,-0.0116283684107295,0.2718748192263926,0.0952096693214693,0.4855175283473158,0.0954329742341088,-0.0002233049126395,0.5954714091967118
Nudcd3,94724.0,0.3426821988385327,-0.1255308820834946,0.0,0.0,0.0,0.0,0.0,0.076129689198423,0.1205040497508886,-0.0858667255070884,0.0,0.0,0.1454552750868614,0.0,0.0,0.0844109275933728,-0.0253689140079416,-0.0847258349291024,0.1026927590709069,-0.8744691179052118,0.0853666379135301,0.0,0.0,0.5721797505721262,0.0,-0.0519229906612523,0.6520766965721987,0.4629719763414757,0.4044243142845802,-0.0054277625202842,-0.0503309819391524,1,-0.0184855664562419,-0.2671619696442526,0.851272233702038,-0.2486764031880106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0082255357058646,-0.0042063877945768,-0.0124319235004415,0.2533391531014423,-0.139081865295941,0.4965500350678108,0.0077768828099249,-0.146858748105866,0.4677328194688638
Aip,11412.0,0.0933183642731574,0.1829078694439023,-0.1013621182051112,0.2002986504856316,4.0,0.4511067539858748,-0.1330409384370351,0.2657123566044211,0.2337971846084974,-0.0044571622628657,0.0359407098864688,0.0870696862228994,0.1252845265806055,-0.2223924213353028,0.0327990669618918,0.1479072992738022,0.0588163087881916,-0.0109827278555993,0.0255057855511542,-0.9175378398042556,0.0771198308866794,0.0,0.0,0.3589360077145297,0.0,0.0349128964734251,0.5025003405274155,0.2895066171940135,0.2614483593387747,0.0564117770228914,0.0893990336380383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0232932878519447,0.0373720727603722,0.0140787849084275,0.1533236193850794,0.1907855855650491,0.4177729217318111,0.173425810809947,0.0173597747551021,0.3283043880779919
Ankrd49,5238.0,0.4694852832996785,0.3629125182793289,0.5826807940775431,0.8610235868498659,3.0,0.3882705897155576,-0.1042173106143986,0.3909950848743026,0.0,-0.1115288605874162,0.0,-0.119798152071282,-0.0229482897700439,-0.6374299206095668,0.0,0.0697789425865522,0.0332221334803781,0.1918716030972215,0.0373799319997552,-0.9068905956001028,0.059162573500193,0.0550840722013914,0.0550840722013914,0.617848341767071,-0.1748822242726735,-0.1037558732240057,1.9068905955820687,0.999999999981966,0.8104883635223029,0.0274751111327426,-0.1025386948891853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006050842515623,0.00056417095,4.060143,1.6004588346323805,0.0004154936,0.0005082220499999,17.90212172479739,-0.065603575,0.0,-0.062729005,1.0182322,17.811274335606463,0.43600193,0.1085527540430098,0.0267016687828096,0.1352544228258194,0.0504493250446354,-0.084125092225936,-0.0484520323805899,-0.1215752145408997,0.0374501223149636,-0.0682682048091258
Entpd7,44025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145731728235754,0.5145731728235754,-0.1594966245134497,-0.0833694401940539,-0.0051491132313357,0.0,0.3743955147802769,-0.0389594177134213,0.0,0.0,0.0,0.0,0.0,0.0,0.0165067377651686,0.0165067377651686,0.0,-0.0216558509965043,-0.1594966245134497,0.5145731728235754,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202229149263883,-0.0047139518406764,0.0155089630857119,0.2170799308837168,-0.0913593310090327,0.0693726155054992,0.0197537036286852,-0.111113034637718,0.1756573780511588
Arfgap2,11957.0,0.3152022316987199,0.1836837107815867,0.0470934336062018,0.2552570552418229,3.0,0.5090136474873077,-0.1048452393021804,0.1694251984611472,0.1042933109053305,-0.1080342023103626,-0.1029833557264989,-0.0701643338914077,0.0251061501853895,0.1144587245848134,-0.0658162214328035,0.0684065950408765,0.0570132892385126,0.0014812084894502,0.0991135562030579,-0.4556794837750733,0.1084237405794596,0.0145209686369556,0.0334260330701992,0.1421952621762199,-0.1035903669616069,-0.1153164717892177,0.5235619560560982,0.3457748368410893,0.243105240659274,0.0496317943856361,-0.045324260170668,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011766330623819,0.0002861981999999,5.851933,1.6924707228735063,0.0006033836820512,0.0002524127282051,18.213915849091745,-0.04761359,0.1985557518605648,-0.0296449299999999,0.0010680379,15.553599297450148,0.042607058,0.110423389117204,-0.0193513003446238,0.0910720887725802,0.1083876469265365,-0.0684963821810409,0.0448462590041036,-0.1021618513431897,0.0336654691621487,-0.0223704948611089
Fam171a1,113582.0,0.0995356735505703,-0.0528547205850422,0.5594274086115787,0.5594274086115787,2.0,0.0,0.0,-0.0039853859688275,0.1032254387329731,-0.0867305147943779,0.0,-0.0318036278627156,-0.0568702445972277,0.5572175102375914,0.0,0.0238246228504506,0.0155346727604372,0.2335197610104107,0.0404564771306675,0.0,0.0244233864151555,0.1154782564279575,0.1751852931366884,0.5835003997732691,-0.206988920999404,-0.09368500836804,0.9999999999896954,1.1926450779308029,0.6423147109539888,0.0086514957049654,-0.0848706809627086,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000636598,7.8927035,0.0,0.002207107,0.000636598,16.044351425336554,0.144535372,0.0,0.01250012,6.369332,16.044351425336554,7.8927035,-0.0050005418965749,0.0040536205956904,-0.0009469213008845,0.2583029342064051,0.0214859663227502,0.5936227571047861,0.0465930707755732,-0.025107104452823,0.6127494006250517
Aldh6a1,20287.0,0.1306372807645033,0.0525583529069284,0.0,0.0,0.0,0.0,0.0,0.5434484282498394,0.8004520222904781,0.0003653358451956,0.0,0.0125672294262475,0.0725568719745881,-0.2895066171920701,0.0,0.066547735650416,0.0448426779005681,0.4440918073910742,0.0630070081911007,-0.3743955147802769,0.087286365911604,0.0442657267054826,0.0442657267054826,0.3851723841168828,-0.0316984972792351,-0.0153503140596216,1.1292830169400716,0.9510903995144102,0.791727691515934,0.0309075955928073,0.0317104335163263,0,0.0,0.0,0.0,0.0,0.23029761938086,1.584962500769246,-0.3785116231704973,-0.6088092425513574,0.0009396936853979,0.000952065,3.059149,0.8370225535642031,0.0005846207481481,0.0009105418074074,16.52190710250326,-0.04799423,0.3837043544206088,-0.02579763,0.24188578,15.533998843541598,0.012094056,-0.0338719905263862,0.0466583390877262,0.01278634856134,0.0394246345745669,-0.026995926158874,0.0125672294262475,0.0114624616620364,-0.0384583878209105,0.0569471846798053
