gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,Tanova.std.loops,18mo.2mo.Q.mean.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,9mo.2mo.Q.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,Qanova.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Ankdd1a,31723.0,0.0,-0.0223661410721777,0.091894658486618,0.0,-0.0365803228762846,0.0215127492722825,0.2956641568062168,0.5735462322204714,0.604868656286058,0.0,0.0175186593301823,0.9385994553301068,0.1195311338734508,0.0,0.0,0.0,0,1.8637279296643932,0.000183654018421,1.025106595074427,-0.08700226,0.0006351367714421,13.95267438940942,14.213635864789468,-0.0117181399421052,14.247705041258168,-0.000838676,6.8008957,-0.0016642417983709,0.0073241270406666,0.0056598852422957,-0.027990785147511,0.1036422401206548,0.4456028455089758,11.366868586167149,0.395950496236479,0.5012793825474607,0.5434586248468926,3,0.2940815490331503,0.3744438703891001,-0.1475081286104134,0.1463738381709416,0.6288660479480284
Slc25a26,104341.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0111535031871086,0.3138593905261388,0.2118211066751157,0.0,-0.2072512823248615,0.0,0.2297158093182933,0.1201269167586921,0.3269314542833026,0.7237635460704858,5,2.2150181505082465,0.0003573593643571,2.653758018034227,-0.11647873,0.0003515898267714,14.845718940420966,14.951557926792594,0.0382154619642857,15.912655477961486,-0.0006270229,7.823504,-0.010867577653623,0.0096563087471196,-0.0012112689065034,-0.0655316375327161,0.1972572364629147,1.2851529058133218,10.25738784269277,0.1417073100197134,0.3957637591585303,0.1069428494422538,30,-0.3695378954305764,-0.3113676356935179,0.0347644605774595,0.1888732488920365,0.4025004737926262
Efcab1,74765.0,0.0,-0.0128244605793698,0.3705408513183448,0.0,-0.0128244605793698,0.0919177754474207,-0.0881198023751697,-0.0730660461083356,0.2352754704719901,1.0,-0.1402290445106055,0.222392421333013,0.0,0.0,0.0,0.0,0,1.4178346883325137,0.000917036890909,0.115856442223702,0.02133995,0.0002774667599597,13.89531831743257,13.90717234447005,0.0713353695727272,14.125978426172122,0.0006266216999999,6.6826506,-0.0096878139666455,0.0060159781799886,-0.0036718357866568,0.0209896979889724,0.0736077957535667,0.3270117154942376,10.754887502163552,-0.107944173234859,-0.0558956017093176,0.0934092183667473,2,-0.1599927447604003,0.0892622292526255,-0.2013533916016063,0.0058647282482047,0.0975562074808692
Sh3yl1,48494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1347869362068108,0.0,1.0,0.0,0.0,0.5145731728235754,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294091083879699,-0.0046560792741917,0.0247530291137782,-0.0706985344484847,0.0693974591679473,0.5498224128784895,10.032045726930946,-0.1368683392843921,-0.0569719038177375,-0.1208608643226453,3,-0.1821482583183313,-0.145007667571086,-0.0160074749617467,0.0227548632090545,-0.0998162465420946
2900093K20Rik,0.0,-0.5334322000804868,0.0,0.0,0.0130561528254347,0.0,0.0,0.3151114111550543,0.3097609967900614,0.0,1.0,0.3151114111550543,0.0931094043911811,0.7078192485048254,0.0,0.0,0.0,0,1.9076411278926049,0.00107703667,1.1929439985206332,0.04882531,0.0003374916147691,14.064784348624285,14.119184312397149,0.076626471,14.119184312397149,0.0007627040999999,5.953984,0.0,0.0,0.0,0.0,0.1338345056149834,0.5428328753199516,9.888743248898413,-0.0219791165208793,0.0726561699562244,0.0559965709474885,2,-0.1166144029979832,-0.0005557913044658,-0.0779756874683679,0.0799771176809501,0.1125489331994429
Sil1,233384.0,0.0,0.0,0.0,0.0,0.0,-0.0043912713679262,-0.24024592210744,0.0219514158729152,0.5713256115235806,0.0,-0.2611698792758243,0.7369655941597939,0.1069152039157192,-0.0239272446893192,-0.0830156620602025,0.2366994327590459,3,1.5577787323182413,0.0003048602333333,1.910184785514034,-0.124625447,0.0005038509244997,15.428468986596256,15.609393550990754,-0.0182867348333333,16.622924061255233,-0.0007413684,5.621731,-0.0112585020905416,-0.0051684123065324,-0.016426914397074,-0.039348667471914,0.1844350861610793,1.7930862280934006,9.04165915163749,0.083604248958281,0.6345639095514884,0.1112092365256327,68,-0.5252460145217002,-0.2543601251947062,-0.0276049875673516,0.173957868604459,0.5646214602454913
Zfp202,21288.0,-0.4653416079315411,-0.0605565311667283,0.243271151011907,0.243271151011907,-0.0605565311667283,0.0363597328932298,0.0514324523204938,0.1450006333801434,0.2653427624760023,1.0,-0.1840240298216295,0.2313255461055261,0.4474589769694725,0.0,0.0,0.0,0,1.294360978459579,0.0009536508499999,0.2944362931234432,0.0682918199999999,0.0002419967805377,13.929628283024565,13.929628283024565,0.0867357999999999,13.929628283024565,0.0004605288,6.1786075,0.0232465573937509,-0.009411631173507,0.0138349262202439,-0.0266060853427798,0.1044254323685627,0.4625978910843914,10.233619676759822,-0.0001474938144733,0.071251483258628,0.1578930742747713,3,-0.119997505106663,0.0785412955912092,-0.1580405680892446,0.1005947288953399,0.2710316813469983
Mtmr9,24331.0,-0.0227200765000477,-0.1280104385670028,0.6520766965787566,0.4262647547015215,-0.1280104385670028,0.0,0.048458375397367,0.320523234065444,0.2866870604147493,0.0,-0.2030037905630743,0.1375035237492792,0.5849625007187518,0.0,0.0,0.0,0,1.7842275058171386,0.0006465285669811,1.0063847466470377,-0.0756896299999999,0.0004603598565848,13.924556365993649,13.9615401313229,0.0298251860849056,14.166163082646111,-0.0003395183,19.576591,0.0205406346570044,-0.0147295616721989,0.0058110729848055,-0.0725488288629303,0.1776094291812875,1.9389007483526024,8.710806433699696,0.1454446699389626,0.3183388607150816,0.1771057790360587,5,-0.1047589972644948,0.0271798597543289,-0.031661109097096,0.1502202379163366,0.3646618977047976
Gtpbp2,8338.0,0.0,-0.0158408668442375,0.1834461410956391,0.0,-0.0284024704098059,0.0109736771380756,0.1416500673540395,0.2761224164155074,0.4859624174284015,1.0,-0.0054599819186007,0.5305147166938475,0.1766855712684747,0.0,0.0,0.0,0,0.9625999077733692,0.0005560200871794,1.231468916610688,-0.0459246799999999,0.0004500260688158,13.74414141023291,13.47294463377961,0.0180805152820512,14.216139556425135,-0.0003502576,8.603636,0.0379958881521444,0.001720140348964,0.0397160285011084,-0.0624858255000602,0.093121955858939,1.1970735630965363,9.758223214726891,0.1180933025027533,0.2269372170280243,0.1385365378823336,5,0.0434063008178086,-0.0019205447275538,-0.0204432353795803,0.0971683346542495,0.2620014244584847
Usp8,51969.0,0.0671141958584593,-0.0423552713395227,0.5674750739917505,0.641105578758074,0.0112431311538898,0.1167281386570095,-0.0400247337279298,-0.0122121298537392,0.177542598273097,1.0,-0.1686908665242654,0.2064508774659463,0.5467719428287872,0.0,0.0,0.0,0,0.7745186223129673,0.001196585676923,0.9752412230787832,-0.03911093,0.0007723607114128,14.343080530903954,14.378362599204976,0.0218506552282051,15.081483438093674,-0.0001050038,12.317014,0.0021398444403597,0.0041301477173727,0.0062699921577325,-0.002091939740564,0.1478553197340756,1.6748200298952156,10.72109918870727,0.0230749181482217,0.1542806602064704,0.0874876300400205,4,-0.1279574512185988,-0.1774101328508441,-0.0644127118917987,0.206006109498765,0.2738337414834131
Tmem184b,42885.0,-0.2775339755286534,0.0,0.0,0.0931094043914066,0.0,0.0,0.0115100959801575,0.2654057188907819,0.2955160933417778,0.0,-0.0347803529902686,0.4374053123065122,0.492676612015583,0.0,0.0,0.0,0,1.5374022002294836,0.00096998175,0.2005934777600641,-0.0571117399999999,0.0010714024883937,14.26427385550181,14.26427385550181,-0.0246724024999999,14.627020824885522,4.880999999999983e-06,5.752918,0.0088738780399623,-0.0100183057212268,-0.0011444276812644,-0.0577414315219829,0.1050485186092406,1.6652564963965055,10.73131903102515,0.1563988476245809,0.3032232190753654,0.1693263976168008,8,0.0039424148613296,-0.0618907124754641,-0.0129275499922198,0.1646928783970213,0.3416706124321484
Romo1,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1659861629501118,-0.2694029716584243,0.4367836054185481,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1274234387369239,-0.0046535103811716,0.1227699283557522,-0.0876289653486299,0.1691796021331506,0.2759156741805789,10.906138996195455,-0.1497749277516313,-0.0301468838448384,-0.0210984637807449,2,-0.2694029716584243,-0.1034168087083124,-0.1286764639708864,0.1164157198286724,0.0612198811468225
Tmem19,22827.0,0.0,0.0152760379849991,0.841302253979614,0.0,0.0081229747027182,0.0954759934616281,-0.244974198712335,-0.1271903096460427,0.6386430450656643,1.0,-0.3605470474153307,0.5647846187825527,0.841302253979614,0.0,0.0,0.0,0,0.6058424890835655,-0.0002802201,0.1904390598735841,-0.09521315,0.0003928358316171,14.230189443442702,14.193756345698382,-0.0536700759999999,14.37592183441998,-0.0006910740999999,2.235894,0.0073240991210751,-0.0197227433230773,-0.0123986442020022,0.0129984032125939,0.0942534105762802,1.3387987745645653,11.049167872372236,-0.1066595656749931,-0.0513416798703175,-0.0242604750768231,3,-0.2154890330171577,-0.2513934946044482,-0.08239909059817,0.2327244253244836,0.2136788682271511
Atp2b4,101584.0,0.0,0.0,0.0,0.0,0.0,-0.0032851069864575,0.1374663585979523,0.1597929808274356,0.3369646943802947,0.0,0.0975389449950201,-0.1805722456414438,-0.004151651865448,-0.0029976676515095,0.3512086645392771,0.6729902257917866,2,2.063903265129655,0.0004851323006993,1.3621862190479734,-0.08109867,0.0007221155584624,14.794294953315898,14.990059632576568,0.0145019153006993,15.932560802223314,-0.0006438569999999,16.209826,0.0017705427310811,0.0008006245795247,0.0025711673106059,-0.0740793248829271,0.2546986750125248,1.3937597021539714,11.105253779700949,0.1802651850153003,0.6953132487592262,0.3083417401382009,26,-0.3392439731392869,-0.39179790601447,-0.1280765551229006,0.2132831412397658,0.6527127898982388
Flna,26359.0,0.0,-0.0456536926985518,-0.0465425859369554,0.0,-0.0092529515784368,0.1234866160116296,-0.1407305468233932,0.087549782663423,0.3636509001202551,2.0,-0.2391782528925281,0.2895066171920701,0.1524272907637405,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384724366490175,0.0027013457346182,0.0411737823836358,-0.0576284296333886,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Vrk3,29102.0,-0.226068079479659,-0.0129502232519222,0.5849625007203549,0.4664228855454508,0.0124126505835816,0.1012170104104703,0.0441639893622074,0.2632691855338418,0.2169538539770563,2.0,-0.067614667523836,-0.1789701410450019,-0.1255308820827658,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0156150937232835,-0.0001351188290601,-0.0157502125523437,-0.0034640274676444,0.3142790619804327,1.090022072268262,10.839203788097024,0.3215199982628265,0.7795659929420042,0.3398941182665343,5,-0.1005404988401565,0.0833449595104396,-0.0183741200037077,0.1906550836378437,0.5248096127980727
Nxph1,300601.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2106943067891435,-0.2020088255435537,0.0,0.0,-0.2106943067891435,0.0,0.9999999999639329,-0.1324255955563196,-0.7161387673425349,0.3689301742279244,2,0.7497455685033149,-6.593995777777776e-05,0.0144296162650258,-0.03381514,0.0001782386492762,16.496399875513376,16.350680251994806,0.0058744195555555,17.02722568632209,-0.0002972591,2.2624385,0.0244027627471306,-0.0023177326740225,0.0220850300731081,-0.0300033557578669,0.2397408457471319,2.2678297960033444,10.940313597146044,-0.400922681397666,-0.0480711150685977,-0.3889560265294277,13,-0.7951527577307029,-0.7767405648598052,-0.0119666548682382,0.2052365449357114,-0.0562384279980661
Snapc4,17888.0,0.1228567477854465,0.0205770576719636,-0.4537179674424809,0.1326377685780251,0.0205770576719636,0.043048869403876,0.011393917835293,0.1784232455455914,0.0249229751044518,0.0,-0.0966356486847166,-0.1926450779418811,0.0703893278912257,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104120637694319,0.0046651395069003,-0.0057469242625315,-0.0114395344789202,0.1238496032634762,0.5317681960029412,11.129926933510458,0.0306414955325736,0.1849294872408509,0.1040929750341179,6,-0.0948611468989936,0.0475244839325261,-0.0734514795015442,0.0549646118618592,0.1964516280001809
Grn,6733.0,-0.2152679869028366,-0.0054709734726162,0.3016556998607846,0.1362043835981827,-0.005102659504925,-0.0068539344436512,0.1784518072011183,0.3227212870371505,0.2011419000603556,0.0,-0.0060584294871777,0.4052564784853034,0.1192989283721468,2.798699514228176e-05,0.3468307940503288,0.8608031305320041,1,2.0452455719527824,0.0005221730026315,0.616474708360471,-0.0573731399999999,0.0005908125561597,13.836554097133057,13.836554097133051,0.0379711107894736,14.16073808059592,-0.0005172873,7.3278093,0.1586329265979318,-0.1204560376319143,0.0381768889660174,-0.098018940531981,0.0690571477915115,1.6584508588618356,6.781359713525971,0.2864672652415521,0.3842436694248232,0.2971405201464283,8,0.1736140874359304,0.1384724723946351,-0.0106732549048763,0.103540484266509,0.4583347448144343
Rab26,6969.0,-0.1024694223980127,0.0065502117991305,0.3430827935791054,0.3109290959377508,0.0107336466986645,-0.0147494948801773,0.1425471687972805,0.2766814972455051,0.2555114170978636,1.0,0.1021323986725102,0.2282689876725143,0.3605897152560731,0.0,0.0,0.0,0,0.9960398046848228,0.0005467393879999,0.6304005662299639,-0.0622239,0.0007126408748862,13.869706893772966,13.849307354070056,0.0265481209599999,13.895669944303942,-0.0005113399999999,7.2548018,0.1137917139113862,-0.0969824022865959,0.0168093116247902,-0.0821871641395801,0.1305405141144797,0.2806073575244214,10.931476233886864,0.0405448667084297,0.2118882189147131,0.1639021672587653,5,-0.0786070669366942,-0.0508902267829212,-0.1233573005503355,0.1548004104703502,0.3302156105250211
Tmed3,5862.0,-0.3661278987971785,-0.0760865762491045,0.9708536543376568,0.2713020218169681,-0.0445625359411833,0.0079944714569119,-0.0821936880093128,0.0074923973064597,0.6511977116353139,1.0,-0.3091561432455245,0.3219280948849579,0.0458036896129794,0.0,0.0,0.0,0,2.899991649986964,0.0005901717058823,1.2200051238995395,-0.0111385499999999,0.0005191402240832,13.819218068861089,13.643292526926809,0.0471384514117647,14.070540271624344,-0.0002568569,12.364892,0.046934840157993,-0.0034599331057916,0.0434749070522013,-0.0401584717905,0.1918181914075963,0.2269251510386598,11.162391328756968,-0.0766395681368297,0.0589963757624207,-0.0725250734458639,2,-0.2122755120360802,-0.2476121927531798,-0.0041144946909658,0.2476105787212423,0.102562045861452
Mfap1a,14754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016761564766747,-0.0063756757273908,0.0103858890393562,-0.0764872217104734,0.1582732930813024,1.273452005447143,9.084808387804628,-0.0521057171918758,0.0725563926080581,0.075332214707044,3,-0.2301733440471748,-0.0376073500581051,-0.1274379318989199,0.1665620796890489,0.2666219415464203
Dclk1,296704.0,0.0356239097306776,0.0,0.0,0.8479969065541484,0.0,0.0,0.0,0.047600236751399,0.0,0.0,0.0,0.0,0.3833286395500419,-0.0904136613624837,-0.2292204503526313,0.753458405768792,17,1.4221292427117995,0.0006821280020895,1.505568768400657,-0.09024198,0.0007198317057489,15.265482115898983,15.32558654521057,0.016974977420398,17.189535033554595,-0.0007363614,14.257031,-0.0159171349583645,-0.0085433802095967,-0.0244605151679613,0.029723960999925,0.1609484725780813,1.63985572184967,10.147204924942356,-0.1011163252302362,0.5197953918104616,-0.0723054468929934,109,-0.6385433273100238,-0.5469300061796427,-0.0288108783372428,0.1496554521524804,0.3123326603610704
Zc4h2,19316.0,0.0,-0.1237149320310177,0.5680307747860383,0.0,-0.1237149320310177,-0.1920120906624297,-0.2917659992217682,-0.1570527194120914,0.7077446781412311,1.0,-0.399113637073877,0.5849625007151449,0.1699250014403088,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0132756485460013,-0.0058445202405564,-0.0191201687865577,-0.0805685952066199,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Txndc11,59739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770354445595546,0.1666117916904022,0.0431111275794123,2.0,-0.0563936693146742,0.3479233034174966,0.3219280948855587,0.125534320917814,0.3770993198697857,0.267818760884231,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289660455424758,-0.0130813087655104,0.0158847367769653,-0.040252503739572,0.1673698968891523,1.3429417953041438,11.080817527608394,0.0826938318259708,0.3786509229386567,0.0751762744466667,15,-0.1538747501861925,-0.1811143434184488,0.0075175573793041,0.1666048530145647,0.41526602284224
