gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,Tanova.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.max.loops,18mo.2mo.Q.median.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.median.loops,9mo.2mo.T.min.loops,loop_size.log.min.loops,Tanova.median.loops,Tanova.min.loops,Tanova.max.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,Qanova.median.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.T.mean.loops,9mo.2mo.Q.std.loops,18mo.2mo.T.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Fabp3,6868.0,-0.5145731728266663,2.0,4.0,2.0,0.9475325801009022,-0.5145731728266663,0.0617379956599511,-0.1208315378857842,2.0,-0.1637408162839726,12,0.9475325801009022,0.432959407274236,0.025922438857914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011881401276176,-0.0007674163,19.051097394587927,1.350950168402339,-0.000270179409375,0.0032295893999999,-0.000102431,0.00058605070625,-0.0099150675,0.056301054,-0.0685294549999999,-0.22626343,16.095067301607052,1.0869227,0.03212991,6.1230307,1.3514783845,-0.000856230115625,17.779209166896607,0.0002857821,0.1450355168141293,13.922218068310745,-0.0612371625,-0.002877466,-0.19263636,1.37067695,0.9596647036962654,-0.2241080299999999,14.018461008965662,-0.0732343565,0.0010443001462105,13.710483598869924,0.0742183585159837,0.0013435089999999,-0.0012277153,-0.0038320384,0.0010206851,-0.048961415505,0.0012842857837766,0.0668209554395274,17.797925140996487,14.018461008965662,-0.0640334690975899,0.0793079306363833,0.1433413997339732,0.0562147430330717,0.0063806141929787,0.0498341288400929,0.1643057331736475,0.3379282960979701,11.906890595608555,0.1169522656541241,0.1828490743399081,0.1263849651366732,0.2089415733735513,4,0.0908985952851173,11.031189698467792,0.7279659727305215,10.18982455888014,0.2950519050458966,0.155079221758062,-0.1307461718722491,0.463153516539363
Asic2,1088288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014660553100082,0.8869114996738409,0.558750073240757,0.9737662886271398,5.818538828574685,0.0497678358210214,0.0982337075936016,16.654901771332412,0.0009322605602785,-8.962509999999957e-05,19.84089775807965,1.4818317979893243,0.0002792669163222,0.0033239035,0.0002074975499999,0.0004356896671333,0.050697915,0.0037110571,0.072426698,-0.203583715,13.473452088952232,1.3638212,0.00091575924,9.424234,1.0912129170323333,-0.0001564227508111,17.535639892993036,0.0003432456,1.6893457712211597,16.418939917763236,0.0170104425,-0.0029265566,-0.212696,0.8634767,1.2252144027614915,-0.22697716,16.8945217493544,0.0644941254755333,0.0010723887624642,13.352181396917892,0.0864591050879802,0.0043804155,-0.0027399095,-0.0032872355999999,0.0033941154999999,0.0174658049588133,0.0009470746079383,0.0882574587721038,17.36382215149243,18.9653080039788,-0.009939351656303,0.0145100603022429,0.024449411958546,0.0776168231065969,0.1173526446248439,-0.039735821518247,0.2017304628158667,1.5866304105891496,19.057537002545203,0.3486867610758613,-0.7502856203990851,0.3714648263053259,0.3345102477236397,192,-0.689448142654248,17.65919133987567,1.5956679588991578,11.091435386323674,0.2779082686528334,1.3527249804881272,-0.0761778058369667,1.2653112340855348
Tmem189,47214.0,-0.6629650127179998,1.0,1.0,1.0,1.2223924213295785,-0.6629650127179998,-0.3176394487297443,-0.0517493075637113,0.0,-0.3176394487297443,2,1.2223924213295785,0.5594274086115787,0.265890141166033,0.1705450015021621,0.0979902441300621,0.5162107388404327,2.0,-0.1315172029144924,0.0142850196168478,0.0561376318734549,0.0,0.4474589769677237,0.2832230861244799,0.5849625007131416,0.2266826333756171,0.4474589769677237,0.6477279417549251,0.2194782721306036,0.0591885318740363,0.0,0.3818772079222734,9,0.8479969065421264,0.2838869637922112,0.6477279417549251,0.0,0.057203039212113,0.0972296740774304,0.0561376318734549,0.0714880588289608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015553225114099,-0.00029933475,18.6674580888574,1.1553002164532788,0.0006451760861702,0.0041480849999999,0.0003130839999999,0.0008710805617021,0.0290208749999999,0.0041844836,0.0445697299999999,-0.18262604,14.197370293859828,0.8435007999999999,0.026128959,4.4134665,1.5674258358893616,-0.0002259044755319,17.69735652767421,0.0007057746499999,0.4949815444963917,14.47902396152023,0.019135205,-0.0034802519999999,-0.2125182644,1.5001041,1.1151321252102018,-0.1220333999999999,14.413495711176774,0.0461014960702127,0.0018305293588704,13.372865060112588,0.0735929609139258,0.005444934,-0.0026493056,-0.004121921,0.0036630119999999,0.0338345453617021,0.0015488866440893,0.0844287623266443,17.496697045990896,14.957736890875452,-0.07383648568152,0.0293713974412442,0.1032078831227643,0.0220354199894334,-0.0270445158354959,0.0490799358249293,0.1625017286602478,0.3751636791583908,14.382421386636269,0.118872189487158,-0.1531571701323499,0.229602683892835,0.1623418991833689,13,-0.0418903540986312,12.74843218154576,1.5236010874172556,9.85330955540383,0.3000171400859117,0.2087816571106782,-0.1375154114256638,0.6298836668057746
Map4k4,125397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011024853666269,-7.789194999999953e-05,19.29531156375465,1.2500242695022763,0.0005167242072033,0.0042477949,0.0003415383999999,0.0004485883491525,0.0245726099999999,0.009069202,0.0136894275,-0.229110821,13.707790495528824,0.960214825,0.004516216,6.342584,1.223527482370763,6.813585805084747e-05,17.61398365592409,0.0004550865,0.7990566678647273,14.966175371057997,-0.0090444849999999,-0.0023236962999999,-0.25666286,0.89819041,1.3139779240267624,-0.18686811,15.225433405311245,0.0210303148772881,0.0011890587368616,13.43658142308045,0.0851573858822567,0.0042991984,-0.0023511876,-0.0028799172999999,0.0036439645,-0.0007072393854237,0.0012349483620837,0.091860713214733,17.353442964837573,16.117298131372536,-0.0483094503547159,0.049042453754645,0.0973519041093609,0.1116650424567363,0.1375503907142473,-0.0258853482575109,-0.0365676832134592,0.5208389390968765,15.961924425019133,0.2577473827714758,-0.6541650604062876,0.2670863245096075,0.2087059461095164,46,-0.4974410020969659,14.245732404939606,1.5340056351269211,9.842350343413964,-0.1063825609697984,0.4953485761560481,0.0698148777563393,0.3709214224607173
Ppme1,45570.0,-0.2895066171920701,1.0,1.0,1.0,1.4150374992688248,-0.2895066171920701,-0.0773466738287129,0.0081961971917006,0.0,-0.0773466738287129,3,1.4150374992688248,1.125530882076755,0.0855428710204135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1134168332312497,0.0,0.0,0.0,0.0,0.0,-0.1134168332312497,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1134168332312497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011627231840291,0.0009601425,16.44918089409943,1.072609439574995,0.0025569048363636,0.003437842,0.00294607965,0.0015039210363636,0.0013438499999999,0.118901104,0.078783275,-0.1926485608,14.347136882714258,1.5461358,0.15114245,3.6550639,1.3240551033636363,0.0010529838,15.908784374479502,0.0014947634999999,0.4987287604443544,14.448189959648404,0.10248888,2.266700000000052e-05,-0.11554075,1.4676241499999998,0.4978122025753851,-0.05225356,14.584609936132814,0.0831700844772727,0.0013082459973165,13.762382038710392,0.0842331432985073,0.0043715135,-0.000785883,-0.0026560409999999,0.004524221,0.06595964985,0.0017559904779902,0.0778707504724295,15.82261685217473,15.04882741336389,-0.0142688915999944,-0.0084156019193268,0.0058532896806675,0.024675234888253,0.0504285654423806,-0.0257533305541275,0.3785922796966936,0.9663924354172472,13.1052537797009,0.3886465594287739,-0.0494555235419467,0.409205376989978,0.248966793109732,5,0.0292771827870197,11.41014120661821,1.009505969479606,10.418906731258003,0.4064559719284708,0.2189295057847953,-0.0278636922317772,0.8346768801075422
Tspyl5,4009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0857655583644576,-0.0283620169358916,0.0574035414285659,-0.0205268419577063,0.0318935315800158,-0.0524203735377221,-0.2229026258474743,-0.0323975543533956,11.554109152574052,0.1688377097804115,-0.423587701051213,0.2557059283604161,0.0868779377528995,3,-0.354030439226491,11.135895456901023,0.4203777767845554,10.713386514937117,-0.2236310613587611,0.069557261824722,0.0007284355112867,0.0644922251510444
Set,15199.0,0.0303439633495279,8.0,4.0,4.0,0.4150374992758383,0.2451124978356968,0.0266510588385719,-0.0703901733179085,0.0,-0.1335814085103326,17,-0.1029522610671163,-0.3491519868968247,0.0648393063107125,0.1002164447185904,-0.0240888891051658,0.3878136072642519,3.0,0.2599105376211546,-0.2227726400955756,-0.0438513582482769,0.0,-0.2995602818578673,0.4777211885008897,0.8300749985506743,-0.0977618095536336,-0.0544477840221704,0.5145731728235754,0.0350645567020948,0.1094521304742641,0.2895066171920701,-0.0729674237302822,13,0.5405683813586042,0.1962695901043198,0.2518604241081041,0.0,-0.0488785346251163,0.6254520576712527,-0.0969042958163394,-0.1225561953769851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002369574921305,-0.0006898668,17.99283878464966,1.3196932813276092,0.0006082182666666,0.0015978999999999,0.0004618850499999,0.0011898524833333,0.142538202,0.33441105,0.152348703,-0.04141786,17.931828231062678,2.77142775,0.3055511,3.3929274,0.6530164216666666,-0.0005816342166666,17.96242209037743,0.0011640412499999,0.0387553991565719,13.858613172765224,0.0021729394999999,1.5514899999999332e-05,0.057264056,0.68489965,0.031007276423482,0.02280649,13.835853036444496,0.1184068251666666,0.0005546246428652,13.831406217838442,0.0403053341144036,0.0013478041999999,0.0009096287,-0.0011612419,0.0003061797999999,-0.0036759276666666,0.0005522386769187,0.0663531775818292,17.963047441201066,13.908580264012734,-0.0278832784202066,0.0368708598657133,0.06475413828592,-0.0703720427040386,-0.0575969585537672,-0.0127750841502713,0.2388871853637309,0.5344884239961726,13.042856338035874,0.293848776507096,-0.05899593973044,0.3896650493863873,0.1353481571249678,4,-0.1281366638168934,12.378154306083267,1.0772211453112517,10.769837843629524,0.3376082352972434,0.0146326367123941,-0.0987210499335124,0.8292121196418821
Stk11ip,15806.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5234909876870282,1.0,0.0,12,0.0,0.4150374992768402,0.0,-0.0788093466739734,0.0240682363233379,0.7075187496312068,3.0,0.3390359525509088,-0.0265087419924112,0.0120348229482263,1.0,0.3219280948837557,0.053756739690433,0.9999999999855732,-0.0607578170381912,0.4150374992768402,0.3219280948837557,0.0828880066167442,0.0264210779850142,0.6780719051018176,-0.002147145480456,11,0.4150374992768402,-0.026215381803794,0.3529645630147839,0.0,-0.1314033115441528,0.4136309509909858,0.0031981057597176,-0.1193684885959265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012797315388277,0.0015984424999999,16.099060097540992,1.5519880422108947,0.0016682894,0.0010841869999999,0.00178312975,-6.120000000000084e-07,-0.0479206,0.21335213,0.041918495,-0.0391521299999999,14.926295994781112,0.59673299,0.104245424,4.2169123,1.061245993,0.0016689014,15.644783166512957,0.0006715649999999,0.4314279994599357,13.979243808196925,0.079977485,-0.000857,-0.15679376,0.975513025,0.334982284130181,-0.0752078799999999,14.23892714397017,0.037764553,0.0014468767628957,13.354111608460832,0.0616687472099133,0.00426257,-0.002348716,-0.000925136,0.0035937455,0.091641162,0.0014218617429782,0.0705532141124536,15.655486286173144,14.253330456169058,0.0106758142443789,-0.0021500897766244,-0.0128259040210033,0.0071373400117126,-0.076281370974203,0.0834187109859156,0.2245805855626616,0.4623386382716104,11.246146774635925,0.1827744263656597,0.2271761056371885,0.146041697946798,0.2310082220063933,4,0.0506769475391233,9.762380971369655,1.7212910892362931,7.375039431347794,0.3291830549142373,0.2351625326344218,-0.1046024693515756,0.5454191536797925
4933406I18Rik,99682.0,-0.2801079191909164,1.0,1.0,1.0,0.3625700793824178,-0.2801079191909164,0.0390580558434358,0.2841675991938629,0.0,0.0390580558434358,1,0.3625700793824178,0.0824621601915014,0.245109543350427,0.0,-0.10947626178754,0.0,1.0,0.0,-0.10947626178754,-0.10947626178754,0.0,-0.9999999999639329,0.0,0.0,0.0,0.0,-0.9999999999639329,0.0,0.0,0.0,0.0,5,-0.9999999999639329,0.0,-0.9999999999639329,0.0,0.0,0.0,-0.10947626178754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013312772079043,0.0002855816999999,20.624279636157294,1.1278953468267705,0.000959692854074,0.0036797529999999,0.00027447816,0.0007632255037037,0.09402034,0.0013861837,0.101352455,-0.12869177,14.49197832483901,1.4167556,0.28283277,4.13597,1.2531192777296296,0.0001964673503703,18.44280583990298,0.0003435505999999,0.8012087899456602,14.569790433350462,0.00190895,-0.0020190029999999,-0.0883743936,0.54019994,1.6729096415320333,-0.2145560736,14.519083343118217,0.0618639546444444,0.0018851381641495,13.718425847244594,0.0820624503706753,0.0045997027999999,-0.0012967659,-0.001565208,0.0026160299999999,-0.0019423828777777,0.0009670400521398,0.1142386390363361,17.415593364755768,15.786499370385462,-0.0239103888323572,0.0219721251043919,0.0458825139367492,-0.1206920613447813,-0.1956100793619765,0.0749180180171952,-0.000293311100378,0.2607988219470413,15.6301248965019,0.1869904914641827,-0.6848128587722007,0.3398119893193195,0.3321087349396004,11,-0.27747531814387,13.046974026853889,2.098823872444336,9.744833837499714,0.0217781827491724,0.5135582044759213,-0.0220714938495505,0.5701658159760015
Zfp68,16109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-0.097015859489161,0.0,-0.0380007733554517,0.0,1.5849625006249766,0.0,0.0,0.0,0.0,0.0,0.9999999999919846,0.0750151719803234,-0.4150374992668215,0.0,0.1769531226051146,0.0,1.5849625006249766,0.2492247270842083,21,0.0,-0.0935831866981029,0.0,0.0,-0.1004485322802191,0.6933911149199984,0.0,-0.0995274157431289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0177710638360714,-0.0207461350072043,-0.0029750711711328,-0.0459452757874221,-0.0530793666971081,0.0071340909096859,-0.3233233387165387,-0.2423909879569026,11.413098984915315,0.1144556280790138,-0.287932856256603,0.1702070587320774,0.0557514306530635,2,-0.4042556894761748,11.266020028819444,0.2080010544504602,11.118941072723572,-0.1675782908213341,-0.1163228332195718,-0.1557450478952046,-0.0472237253860652
