gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Ypel4,0.0,0.0,0.0,0.0,-0.034482849075606,-0.007878267794455352,0.0,-0.05691143853197757,0.0,-0.04669628704064771,0.021897173829768832,-0.008398321971885468,0.04164123064593265,0.0,0.0,0.012242833348481278,0.0,0.007915348721374022,0.15561193227767944,0.0,-0.010951481514463299,0.0,-0.03178770413720294,-0.14533270548685992,-0.1906217507233745,-0.034395281813646615,0.0,0.0,1.0,1.0
Atpif1,0.0,0.0,0.0,0.0,-0.10735226599009413,-0.21448330605696692,0.0,-0.10418546052747651,0.0,-0.015461327361040994,0.019983090460300446,-0.008398321971885468,0.05938078286616426,0.0,0.0,0.015095575933197611,0.0,0.01581050422483761,0.15107976841299156,0.0,-0.00906414979774701,0.0,0.01263357470988443,0.10824261967239804,-0.07519066064177375,0.023424372959293817,0.0,0.0,1.0,1.0
Pspc1,0.0,0.0,0.0,0.0,-0.041639666808278936,0.02749183685763886,0.0,-0.06912935267839777,0.0,-0.037258851243869254,-0.09104679387650992,-0.01987602850912433,-0.18383351617835855,0.0,0.0,-0.0750815405167247,0.0,-0.05291287362036344,-0.059984267885355574,0.0,0.04969848893386753,0.0,0.008150693519335044,0.1138939424172828,-0.07217177996215851,0.017790663007058595,0.0,0.0,1.0,1.0
Rpsa,0.0,0.0,0.0,0.0,0.029277890724571126,0.0479477258203061,0.0,-0.058541577333878526,0.0,-0.001692746912962512,0.021897173829768832,-0.0039192170002742815,0.07223786031337161,0.0,0.0,-0.151056518631154,0.0,-0.14204778737927737,0.06760749789445024,0.0,-0.00906414979774701,0.0,0.008150693519335044,0.13139160916111187,-0.1541809629354822,-0.10496491174164571,0.0,0.0,1.0,1.0
Ikbkb,0.0,0.0,0.0,0.0,-0.10735226599009413,0.0479477258203061,0.0,-0.05691143853197757,0.0,0.014765801839530468,0.021897173829768832,-0.0039192170002742815,0.07223786031337161,0.0,0.0,0.029398473567868535,0.0,0.01581050422483761,0.05082518048584461,0.0,-0.009873006247768277,0.0,-0.03178770413720294,0.15470993038462966,-0.13400838389306477,-0.10496491174164571,0.0,0.0,1.0,1.0
Kif18a,0.0,0.0,0.0,0.0,-0.041639666808278936,0.02274766005575657,0.0,-0.055273174553325304,0.0,-0.037258851243869254,-0.09104679387650992,-0.01987602850912433,-0.15546036315591713,0.0,0.0,-0.06122536212205887,0.0,-0.05291287362036344,-0.059984267885355574,0.0,-0.03386708069592714,0.0,-0.019561664446404104,0.10321954265236855,-0.07217177996215851,-0.03736039231482305,0.0,0.0,1.0,1.0
Atp5j2,0.0,0.0,0.0,0.0,0.02537417196129498,0.017638588569274073,0.0,0.05630887069396282,0.0,0.07752875209246811,0.021897173829768832,-0.005878825328852001,-0.05526310085368,0.0,0.0,0.034288889532418626,0.0,0.015072167017742208,-0.02798720267846396,0.0,0.11818166836900146,0.0,-0.08680488433884948,-0.1983298473550301,-0.07787209312970701,-0.019569729307764454,0.0,0.0,1.0,1.0
Sf3a1,0.0,0.0,0.0,0.0,-0.10735226599009413,-0.1110009495659094,0.0,0.04856571265937466,0.0,0.07752875209246811,0.019983090460300446,-0.005878825328852001,-0.003111821844389564,0.0,0.0,-0.010132389412702699,0.0,0.01581050422483761,-0.022864445161662604,0.0,0.030224095490810118,0.0,-0.03464044686897021,0.09317503618321528,-0.04150449798295373,-0.02075577350823503,0.0,0.0,1.0,1.0
Scaper,0.0,0.0,0.0,0.0,0.02537417196129498,0.028166050385487706,0.0,0.03447328767690219,0.0,-0.0810691381951696,0.036252803708377634,-0.01987602850912433,-0.097459577023983,0.0,0.0,0.01713324931303137,0.0,0.015072167017742208,-0.09907153430149744,0.0,-0.040607551112771034,0.0,-0.08680488433884948,-0.2314929598942399,0.08138302598442686,-0.019569729307764454,0.0,0.0,1.0,2.0
Tmem209,0.0,0.0,0.0,0.0,-0.034482849075606,-0.003727113092808347,0.0,-0.10418546052747651,0.0,-0.04669628704064771,0.021897173829768832,-0.008398321971885468,0.04994354004922666,0.0,0.0,0.015095575933197611,0.0,0.007915348721374022,0.07229971792548895,0.0,-0.01661347666461217,0.0,0.01263357470988443,-0.24453710749941437,-0.1906217507233745,0.018383685107293882,0.0,0.0,1.0,1.0
