gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,18mo.2mo.Q.mean.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,18mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Arhgap39,94185.0,0.149666939068138,-0.0164657969504189,0.1830518115989985,7,0.0309922499312895,-0.0396047545439257,-0.052761917240323,-0.052761917240323,0.0401544182578894,0.0131571626963973,0.1136943358519477,0.0116896603105218,0.6415460290854522,0.0131571626963973,0.0,-0.052761917240323,-0.0396047545439257,0.310528943990382,0.2629158158486112,0.5823768056899391,3,-0.0476131281417708,0.0,0.0,0.0007265034885714,-0.0006845442999999,-0.0006740457285714,-0.0023269409999999,0.0008343343500899,-0.0054885212571428,-0.0154326973999999,-0.01754921,-0.0004161936,0.0084886539107451,-0.0253586387266334,-0.0168699848158883,0.081907275465161,0.3282433914816516,15.577605849452471,0.1838933068548697,32,0.0766612434272113,-0.1019860313897087,0.1509604820228226,0.1074893211975549,0.4953751359446295
Smarcd2,9793.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0114396304938723,0.0210650423056639,0.0096254118117915,0.0946218779433252,0.1226321362786801,11.407267764244786,0.1400617802112249,2,0.0264129816946434,-0.0454399022678997,0.0620028357720158,0.1016153229954488,0.1839044058384131
Gprasp1,60741.0,0.0,0.0,0.0,7,0.0,0.2114981729790243,0.0830159984712519,0.0045448247101583,-0.0460490461774667,0.3324764098157066,-0.0460490461774667,0.0160813861871917,0.0661859318818253,-0.0204530692428308,0.266253300017361,-0.0227196096663171,0.0441737195559771,0.3016054036708199,0.390821432026867,0.8655179870561158,2,0.0892160283560471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0152321524786553,-0.000962808042197,-0.0161949605208523,0.390821432026867,0.3971308254202981,13.13811177631972,0.3016054036708199,2,0.1300743484712458,0.0892160283560471,0.0667052201500329,0.0577823904426955,0.3487731171794497
Plekhg1,226939.0,0.0,0.0,0.0,8,0.0995595747055274,0.1075862549053754,0.0537565443829359,0.0400316507682596,-0.2593692472170192,0.0538297105224394,-0.2593692472170192,0.1400464997213464,0.0940647984102371,-0.2077039810069774,0.7429048207553982,0.0400316507682596,-0.0369054844740093,-0.1892495209201352,-0.2333283841810131,0.4498281240624456,7,-0.0440788632608778,0.0,0.0,0.0008896169552631,-0.00013844,-4.93212903508772e-05,-0.002050876,0.0005966857254172,0.0122959916578947,0.0107615393245614,0.0082888399999999,-0.0005930699999999,0.0095073302126812,0.0025820868163198,0.0120894170290011,-0.1437430877222973,0.382855971642243,16.806763573664064,-0.0516218654628622,78,0.2114562110428566,-0.092121222259435,0.1927927766899324,0.1620305779317275,0.48028893059093
Chm,144924.0,0.0852366005153734,-0.1455249704554403,0.057795206122206,12,0.0225733184330854,0.0737132101917965,0.2258036876720641,0.0872363709753463,-0.1164174012985057,0.0982464138113681,-0.1164174012985057,0.085336762684075,0.3338513175781623,-0.5060481590069039,0.3651389973582724,0.0922225778557275,-0.1039057682194713,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0122965527840992,0.0002801507560942,-0.012016402028005,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Mrps36,8704.0,0.0259956826482898,-0.0211531566001078,0.0502799279076408,6,0.0220463333474147,0.0767234353165022,0.2053773885740568,0.0289515272042808,0.0085621978210808,0.0292279126264407,0.0085621978210808,0.0,0.2913210139454696,-0.2861275485528769,0.1142236660846085,0.0434397885586348,-0.0316097286381435,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267535317103985,-0.0047478351604443,0.0220056965499541,-0.082916312744985,0.0085621978210808,11.523561956057062,-0.1408625923649986,2,0.0786900935725336,0.0579462796200136,0.1587063333352187,0.029336183026998,-0.0286402678464128
Zfyve28,93556.0,0.0776985266105565,-0.0192788174129738,0.0,1,0.0,0.1289472723578706,0.0758534613553623,-0.0046765791035188,0.0,0.1041363280818803,0.0,0.0,-0.1188311059064284,0.0530938110025083,0.5204426085724092,0.007473872552427,0.0860205130413162,0.2334668787880796,0.3148806571264551,0.977289264668204,1,0.0814137783383754,0.2963930027332198,14.77288155960036,9.955188963414632e-05,-0.0004605474,-0.0002447483737804,-0.001293963,0.0003829994166401,0.0093728990939024,0.0053867494841463,-0.0011922749999999,-0.0011644087,0.0082022354831254,-0.0097873898100457,-0.0015851543269202,-0.0356999481963048,0.3187838385447625,15.56644059248839,0.0638231791378931,23,0.117813028752399,-0.0995231273341979,0.1987579883523237,0.1827554321675714,0.4037446605236601
2700046G09Rik,1974.0,0.0926099582494471,0.085824983638515,0.315795065064426,15,0.1187877402182464,0.2928086043391866,0.1336649848489131,0.0711212653470343,-0.0101487831491704,0.2546405252652119,0.0637265754279572,0.0245241737371271,0.2153580050069523,-0.0749922763821455,0.2056263912525388,0.0809847764233073,0.1133385699928426,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424451354520495,0.0261642298379638,0.1686093652900133,0.0804508385657586,0.2044989865562905,11.114393054867373,0.0622891538228821,4,0.0613122482567627,0.0181616847428764,0.1232948664745767,0.0491677059017626,0.2422128433158015
Ikzf2,156031.0,0.0919068624656832,0.0,0.0,5,0.0,0.0921297246675036,0.119012657111023,0.1059146795381562,0.1068439438191042,0.0,0.1068439438191042,0.1268897659474763,0.3684827970764905,0.0,0.7071067811737956,0.1059146795381562,0.0413658814805102,-0.4476646823511312,-0.3593720197868015,0.9695121570195776,1,0.0882926625643296,0.0,0.0,0.0001537585636363,0.0004441749999999,-0.0008188613681818,-0.0016085513999999,0.0004388451839921,0.0341023272727272,0.0137091058181818,0.01632619,-0.0004427067,-0.0190962334573554,-0.0010369025759742,-0.0201331360333297,-0.2850787956277857,0.1864788229009903,16.284372283791477,-0.2336175529035515,26,0.3856068609007899,-0.0514612427242341,0.2018827364194697,0.1959281772676545,0.2188269445674555
Spata24,5497.0,0.0,0.0,0.0,9,0.0772875133819058,0.0,0.0289997178432992,0.0289997178432992,-0.0829031935934536,0.1733922769614633,0.1293906132741613,0.019214749872439,-0.1255308820833125,0.0788283809810943,0.0,0.0289997178432992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001031318575,4.184800000000058e-05,0.000554249725,9.167430000000046e-05,0.0004059442382716,0.019610769125,0.0371210629999999,0.0395382945,0.00059991,-0.0103527117685834,0.0851861267978172,0.0748334150292338,0.0827255089012291,0.2005510812644062,11.4670960339058,0.0532703612512465,5,0.0799842418641922,0.0294551476499825,0.1097009629260481,0.0310659801200395,0.1796622187928256
