gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,Tanova.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.max.loops,18mo.2mo.Q.median.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.median.loops,9mo.2mo.T.min.loops,loop_size.log.min.loops,Tanova.median.loops,Tanova.min.loops,Tanova.max.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,Qanova.median.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.T.mean.loops,9mo.2mo.Q.std.loops,18mo.2mo.T.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Bves,36707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,-0.388991257980154,0.1813622117823361,0.680213994815293,3.0,0.211999226631524,-0.0437352410426852,0.0995841091720071,1.0,0.3625700793801285,0.0302920789970026,0.9999999999639329,-0.2737728202391605,0.3625700793801285,0.4150374992668215,0.1704043658762605,0.1139422057308147,0.5849625006971113,-0.1519444360806583,12,0.4150374992728327,-0.2515285452526654,0.3975483593065942,1.0,-0.4247651918272046,0.3187203591318324,0.0790703599705526,-0.4685004328698898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015929104489709,0.0005279485,19.9488548390538,0.9736404720695347,0.0016297484026666,0.0047949826,0.0015213276,0.001024652286,0.040905745,0.0046520736,0.08724081,-0.08252719,14.96821678070181,0.986963865,0.11250658,4.2966056,1.4442881077849998,0.0006050961166666,17.74568304735548,0.0010213869999999,0.4530042428150648,14.154354760251705,0.0706385424999999,-0.00104858094,-0.20513683,1.274562,0.9450472159870672,-0.058469068,14.405939193342396,0.0814952612,0.0013149630140523,13.515207030408751,0.0999228669254549,0.0047884249999999,-0.0020071957,-0.0023148266,0.0038131169999999,0.0746091917666666,0.0012757155279293,0.0570562154294685,17.544977042320433,14.679370133802363,-0.0365373940310333,0.0070982910634629,0.0436356850944962,0.098885408176653,-0.0269107094672688,0.1257961176439219,-0.0815752798048234,0.5078532975104112,13.981567281903024,0.4112412382343061,-0.6888850757951054,0.3839978486299676,0.2306460787055138,8,-0.8443069986836942,12.456472481878285,1.4458241640373617,10.057991722759311,-0.1633168431332148,0.4811995386942044,0.0817415633283913,0.4316696209221906
Phyhipl,98283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,-0.5849625007091332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5849625007091332,-0.3188906096050559,-0.5849625007091332,0.0,0.0,0.0,0.0,-0.3188906096050559,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3188906096050559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000806146816814,0.0001211407999999,19.14000342273237,0.7815537306589873,0.0004219310391304,0.0032165968,0.0005887429,0.0005528689173913,0.02516516,0.003921381,0.032178355,-0.21001266,16.457637380991763,1.2335112499999998,0.0018114591,3.8006902,0.9802903612695651,-0.0001309378782608,17.963785307958663,0.0004461825,0.294121314454171,14.028749702766676,-0.0027550999999999,-0.0018273414,-0.1402577,0.76914503,0.7727920819127762,-0.15693659,13.93682194449238,0.0214266024130434,0.0011112423305855,13.805542364358724,0.0819144804468059,0.0024793395999999,-0.00090346,-0.0025164559999999,0.0022743106,0.0025168230217391,0.0010809597048184,0.090161416694304,18.151834467671,14.569736960767996,-0.0414485634340462,0.0141718421495058,0.0556204055835521,-0.09722661937752,-0.0261645263829201,-0.0710620929945999,-0.1000792198968899,0.1979980349502262,15.431595539138169,0.1662237619560403,-0.759635122528498,0.2615610533101815,0.2444461532892765,18,-0.442013268939493,14.176909824563973,1.1932846669485409,11.599912842187177,-0.161025979039875,0.51274812420964,0.060946759142985,0.2591851317356017
2900076A07Rik,7948.0,0.0,2.0,1.0,1.0,0.999999999993442,0.0,0.031646208122803,0.2624152825500265,1.0,-0.016716500041777,13,0.9755451997539262,0.9510903995144102,0.1824063662626434,0.1193600702034822,0.0102826122207728,0.8009705204560614,6.0,-0.1218373202023299,-0.2582873486093748,-0.1279637302542171,1.0,0.459431618632379,0.1103738264862163,1.4854268271516933,-0.0595798094016981,-0.2410080995017773,0.6447533085908828,0.1153310317011002,0.1194656256885654,0.8479969065421264,0.0485931323702701,16,0.8073549220421463,0.2984780984733923,0.6409666291730094,2.0,-0.2372839234428809,0.6856158959638275,-0.1245807076041506,-0.2398799449938642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015244261220321,0.0008437256999999,17.441939115551303,2.0380495963398872,0.0015299474777777,0.0026155825,0.0017496634,0.0001464282333333,-0.0261440099999999,0.14145018,0.1429655061,0.01908757,15.74588436914204,1.9751781,0.34687293,6.5993996,1.901114871111111,0.0013835192444444,16.095067301607052,-0.000759931,0.1124264036012575,13.645507102659124,0.0715632899999999,-0.0012255369999999,-0.06191378,1.0975759,0.6879784886011728,0.0176687,13.720458038393296,0.1273965470111111,0.0013673589015336,13.49560523119078,0.084666968378229,0.002872539,-0.001384029,-0.0001888915,0.004234642,0.1124206559,0.001684668446456,0.0717280497966426,16.43638441160456,13.720458038393296,-0.0483705457706754,-0.0100349367615714,0.0383356090091039,0.053541345671534,0.0490379537344766,0.0045033919370573,0.3230815166817075,0.5484952819783834,11.06877827798548,0.282224973583103,0.1537747326035989,0.2286930423851338,0.0639989161589404,3,0.0065550777462837,10.560849920148698,0.5730684926217633,9.93957921431484,0.3991649550665226,-0.02317778998272,-0.0760834383848151,0.6063481522927935
Rbm5,30625.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1881861103531421,0.0,0.0,1,0.0,-0.3959286763293175,0.0,-0.0456777379246089,0.0,0.3684827970734849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7369655941469699,-0.1029997247861465,0.0,0.0,0.0670672159230112,0.0,0.0,-0.0555760416116828,6,0.0,-0.0456777379246089,0.0,0.0,-0.0456777379246089,0.5211133691224955,0.0,-0.1504234079606101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017076111016922,0.0003009129999999,17.457637380991763,1.2019879189027018,0.0021928003604651,0.006188317,0.0022529175,0.0019487796558139,0.0296809399999999,0.02021125,0.10758315,-0.161751494,14.185572353167862,1.4629385,0.09267893,4.870377,2.0682596046511628,0.0002440207046511,16.703768422569983,0.0021011735,0.3945998225798869,14.00279099786368,0.075724717,-0.0010597416,-0.18551113,1.7120906,0.6916106263073193,-0.08958386,14.165142539247194,0.101167679872093,0.0017446397106773,13.505439421582492,0.0942008760195222,0.005696159,-0.0013768072,-0.0056124239999999,0.004221183,0.0615948841418604,0.0017528073427483,0.0672157009690563,16.59184028794257,14.489095315413504,0.0085830579281909,0.0291729639062107,0.0205899059780198,0.0003389596928793,0.0755756633771693,-0.07523670368429,0.0504351251255098,0.2218297700299176,11.40567333228192,0.1793386713382205,-0.2673258731820067,0.2645100025536032,0.1925875658177825,5,-0.2391453039758184,9.965461690781384,1.4680450504738238,8.15481810905261,0.1277887342041536,0.1220292556932891,-0.0773536090786438,0.3952698286528664
Wnk1,114703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017090839034636,-0.0003278186,18.68002980232821,1.440420616521878,0.0008457867216666,0.0054567057,0.00070415465,0.0011604171083333,0.056880525,0.020449907,0.0785082199999999,-0.277815105,13.469641817239516,1.4278267,0.00023913661,7.780565,1.7453134389666665,-0.0003146303866666,17.446975198224173,0.0010832336999999,0.8282910927580026,14.379538663314026,0.0323298799999999,-0.0024731744,-0.24581986,1.346839,0.8407472793785786,-0.2094893166,14.138191790464695,0.06870984482,0.0015589180622042,13.381542951184583,0.1142164654835758,0.0055188619999999,-0.0022170265,-0.002843024,0.002488696,0.0234927643499999,0.0012434842111389,0.0936330635640641,17.49149316400483,16.053904675251058,-0.0558082402669646,0.0323286027418524,0.088136843008817,-0.0622082238962433,-0.0424102780606376,-0.0197979458356056,-0.0583953560664933,0.611231037336257,15.856279617622535,0.3376442863518316,-0.5091290650259157,0.2421418016193968,0.1898672356556252,13,-0.5403139848808756,13.06737819048498,2.1067301017529694,10.068778277985547,-0.0775219449105208,0.4249913738086662,0.0191265888440274,0.3618844942124751
Trmt44,18867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.999999999981966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999981966,-0.478378865252032,0.999999999981966,0.0,0.0,0.0,0.0,-0.478378865252032,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.478378865252032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008920904137969,0.000194986,19.310994349593887,1.1374105994370365,0.0001725227428571,0.0014283985,5.610175000000006e-05,-0.0001875471357142,-0.068011833,0.002922727,-0.0102407375,-0.102281419,15.554828641429854,1.4324839,0.01787494,4.5068145,0.7386720523928572,0.0003600698785714,18.130669816067936,-0.0002605712999999,0.1029040781953976,13.957837071337885,0.046405233,-0.0007779198999999,-0.19386284,0.439348865,1.0196242897011087,-0.165274956,13.975764256824604,-0.0164672654238095,0.000616632304604,13.852724560447674,0.084078907684132,0.002403619,-0.0022896519999999,-0.0006253989999999,0.0025784629999999,0.0481215151428571,0.0007268380815318,0.0718664014247802,18.07079020906217,14.0591754379151,0.0131980855298915,0.0434219448189859,0.0302238592890943,-0.0748525743516218,-0.0553044346141218,-0.0195481397375,0.27501674033312,0.592122214391162,13.359200485133645,0.1877757551963001,-0.0615831132371567,0.211705341884987,0.2337579831217732,8,-0.0518350670175471,11.628765202307754,1.3995279621731451,8.79441586635043,0.1539029743396058,0.6205421829011651,0.1211137659935142,0.5930371739346292
Il18bp,3805.0,-0.3827673731785181,4.0,4.0,4.0,1.5025003405214044,-0.2630344058313891,0.0858679307866429,0.0160274371322503,1.0,0.0107049249945888,19,0.9383654785100796,0.5555981053315613,0.1294883745711596,0.026500188750373,0.0045165703135259,0.1752486235451074,3.0,-0.561350784850805,-0.0763675136745543,-0.0545697116980008,2.0,0.5849625006971113,0.401342394487384,0.7655347463570363,-0.0190202225704788,-0.4150374992668215,1.2801079191806115,0.0808092737955034,0.0418500655824765,0.222392421333013,0.0439447318353298,18,1.2801079191806115,0.0666613631230528,1.0483927796861117,3.0,-0.0809857638436175,0.6816037038087354,-0.0421402183530097,-0.1355554755416184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011010340679271,-0.0002746856,18.54669855926813,2.0460070626906544,-0.00112904272,0.002382172,-0.0005801729,-0.0004437490599999,-0.080976545,0.022793204,-0.093631875,-0.0790595,15.79273946564917,1.50550915,0.3650633,6.5386705,1.1662082104,-0.00068529366,16.890040986716947,-0.0006339781,0.1885172057643485,13.455927418863292,-0.0432105549999999,-0.0040819715,-0.223055785,0.5437705500000001,1.0147857123406725,-0.265997355,13.309902619183514,-0.1152218940999999,0.0013402897474394,13.309902619183514,0.0995628807522066,0.0001254592,-0.001708015,-0.003162141,0.0008780512,-0.0301504594999999,0.0012878452874206,0.0955782033034983,17.366812515956227,13.674964618382951,-0.0138632974834445,-0.0120785740787613,0.0017847234046831,-0.0319577684293865,-0.139219961349852,0.1072621929204654,0.3562341297869364,0.4865083951213074,11.693486957499369,0.1842356328640585,0.4433095364810511,0.2322578666940711,0.0480222338300125,2,0.2259598644525655,11.549580144890644,0.2035149661091418,11.40567333228192,0.60754064900435,-0.2173496720284856,-0.2513065192174135,0.7717717615276489
Osbpl2,43374.0,-0.5849625007181505,3.0,3.0,4.0,0.3219280948855587,-0.1255308820827658,0.0702714410273786,-0.2507570936854086,1.0,-0.018756217869513,9,0.3219280948855587,-0.2630344058325917,-0.1291434537541919,-0.1319661507389904,-0.0940859855470632,-0.2976949320246587,1.0,-1.1154772174069891,-0.0940859855470632,-0.0940859855470632,1.0,0.222392421333013,0.0,0.0,-0.0513187260796339,-0.8930847960739761,0.222392421333013,0.1516971549617743,0.0,-1.1154772174069891,0.0466876849275408,8,0.222392421333013,-0.1319661507389904,0.222392421333013,1.0,-0.1319661507389904,0.5156227474224722,-0.0940859855470632,-0.2260521362860537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0497045990967337,0.0040724975375532,0.0537770966342869,-0.1661231505188136,-0.2087041796840898,0.0425810291652762,0.3476174706084933,0.9116460395191816,14.119994815250433,0.3310052596894273,-0.0203499769751989,0.3028699227281824,0.2815233287442336,10,-0.1368775994927151,12.163357334145458,1.88733646688331,8.771489469500928,0.3998260330288731,0.2786401223608385,-0.0522085624203798,0.8946678545866142
Thoc7,12840.0,-0.7369655941613971,1.0,1.0,1.0,0.9999999999939888,-0.7369655941613971,0.3016564323446329,0.1069885190187683,0.0,0.3016564323446329,5,0.9999999999939888,0.2630344058325917,-0.1946679133258645,-0.1871332345418435,0.0174530146503029,0.3764276723074315,2.0,0.5849625007091332,-0.1133965470564173,-0.0479717662030572,0.0,-0.2630344058289848,0.0,0.4854268271619979,-0.140626029953664,0.3219280948801484,-0.2630344058289848,0.163696981744169,0.0925246123981094,0.5849625007091332,0.0483319116288094,8,-0.2630344058289848,-0.1174806804168056,-0.2630344058289848,0.0,-0.2567857886668814,0.0943960370950883,-0.0479717662030572,-0.2393327740165785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009418230063286,-1.4630000000001586e-07,19.241908689936324,1.7374020749204175,0.00079852368,0.0017279797,0.0015884428999999,0.00093296502,0.1037877599999999,0.16901489,0.0263817799999999,-0.145965422,18.93156856932417,1.3629694,0.41516608,4.7376747,0.715178498,-0.00013444134,19.194602975157967,0.0011862875999999,0.0,14.054434738760843,-0.0773709599999999,-0.0012415865,0.047714872,0.91385955,0.1257369756197404,-0.09825055,14.054434738760843,0.05302879,0.0013289406048979,14.054434738760843,0.0935090641889402,0.0018110541,-0.0005295179999999,-0.0007120685,0.0004021553,-0.0794924124,0.0004425838098459,0.1234820176827737,19.151377076088416,14.054434738760843,-0.0630660208705238,0.0157682227932774,0.0788342436638013,0.0054778318942486,-0.0247746294696592,0.0302524613639079,-0.0316286462074856,0.2288773478286634,11.692179576312585,0.1967550117547282,-0.2183679303264243,0.1152024131909972,0.1092015759714665,4,-0.2104966184252321,11.198114779874537,0.5035241169651439,10.526499239136664,-0.1181145157728763,0.1828791416963124,0.0864858695653906,0.045998206132351
Cog1,17885.0,0.1805722456406893,0.0,1.0,1.0,0.0,0.1805722456406893,0.0,0.0640493033300075,0.0,0.0,4,0.0,0.3219280948849579,-0.1489726457980343,-0.1715778154420477,0.0,0.0,0.0,0.3219280948801484,0.0,0.0,1.0,0.0,0.0,0.0,-0.2015565740831126,0.0,0.0,0.0,0.0,0.3219280948801484,-0.2015565740831126,10,0.0,-0.1715778154420477,0.0,1.0,-0.1715778154420477,0.0,0.0,-0.2015565740831126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008428896630556,-0.000392654085,21.540377811999697,0.9759417317531603,-0.0002687508838461,0.003080087,-0.00024832715,0.0002494763057692,0.03338669,0.005039661,-0.0105208099999999,-0.19180996,16.967079874071942,0.86752535,0.0018138284,4.1194744,0.9284075168076924,-0.0005182271896153,18.879164776243343,2.8325325e-05,0.2067975355588003,13.974626114839806,-0.04149991,-0.001882929,-0.159682575,0.69847508,1.3233922142427188,-0.1255850499999999,14.067518392270124,-0.0079866347307692,0.000596394784354,13.64734599259749,0.080292180244423,0.0010057784,-0.0014221264999999,-0.004757405,0.0023876652,-0.0398737344038461,0.0011580441216523,0.0680691850842076,19.32301619233081,14.2178062735616,-0.0669326815703192,0.0560939673669553,0.1230266489372746,0.0330290301054798,0.0222975407484687,0.010731489357011,0.0229428632266551,0.4494366112972668,13.20686174283714,0.3029590458562724,-0.1621099891868227,0.2073689553855344,0.2311683138098584,7,-0.4763793865656409,11.56002124369576,1.199167175879429,9.884170519108588,0.1204574510403228,0.1479718152886184,-0.0975145878136677,0.3559137832936069
