gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,18mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,count.DMR,rel_pos.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,18mo.9mo.Q.min.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,18mo.9mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,min_distance.log.min.loops,loop_size.log.min.loops,Tanova.median.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Gpr180,0.00023459360236302018,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010450204154476523,0.0,0.0,0.0,0.0,0.0,0.006071918867528439,0.0,0.0,0.0,0.0,0.08058963000774383,0.015279000578448176,0.0,0.09222591826692224,0.0,0.0,0.0,0.0,0.0,0.045518861562013624,0.0,0.0,0.0009083657013252377,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,0.013679929478093981,0.0045312769897282125,0.023012579390779137,0.0,0.0,0.0,0.0,0.1315969429910183,0.0045312769897282125,-0.003728418694809079,0.0,0.0,1.0,1.0
Sh2d5,0.0005473850667476654,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002655946398153901,0.0,0.0,0.0,0.0,0.0,-0.02845754746347666,0.0,0.0,0.0,0.0,0.08356680320575834,0.006940513774752617,0.0,0.07641135582700372,0.0,0.0,0.0,0.0,0.0,0.01738953933119774,0.0,0.0,0.0018645401205867529,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,0.031878805560991166,0.0045312769897282125,-0.0031054526939988136,0.0,0.0,0.0,0.0,-0.07667686641216279,0.0045312769897282125,0.01107235529460013,0.0,0.0,1.0,1.0
Gm16541,0.00023459360236302018,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001819557724520564,0.0,0.0,0.0,0.0,0.0,0.0026336033642292023,0.0,0.0,0.0,0.0,0.07854895172640682,0.015279000578448176,0.0,0.07633820017799735,0.0,0.0,0.0,0.0,0.0,0.040029770494438704,0.0,0.0,0.0009083657013252377,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,0.02001398197375238,0.0045312769897282125,-0.07100156030617655,0.0,0.0,0.0,0.0,0.10550228881649673,0.0045312769897282125,0.009729803735390306,0.0,0.0,1.0,1.0
Adamtsl1,-0.009201282327994704,0.0,-0.004089185558259487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013107446394860745,0.0,0.018647146206349136,0.0,0.0,0.0,0.0,0.0,0.0025604477152228354,0.0,0.0,0.0,0.0,0.03671998618170619,-0.010272942424053326,0.0,-0.16303159308619797,0.0,0.0,0.0,0.0,0.0,-0.012069451832212507,0.0,0.0,-0.014916321039199829,0.0,-0.027177725434303284,0.0,0.0,0.0,0.0,0.0,0.0007432325184345245,0.0,0.0,0.0,0.0,0.013847328908741473,-0.014229799583554269,0.0048939780239015815,0.0,0.0,0.0,0.0,-0.05950603890232742,0.0007949609309434891,-0.018071012385189534,0.0,0.0,1.0,2.0
Armcx3,0.00023459360236302018,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009104384826496243,0.0,0.0,0.0,0.0,0.0,0.0026336033642292023,0.0,0.0,0.0,0.0,0.07854895172640682,0.015279000578448176,0.0,0.07633820017799735,0.0,0.0,0.0,0.0,0.0,0.040029770494438704,0.0,0.0,0.0009083657013252377,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,0.01637156813405454,0.0045312769897282125,-0.07100156030617655,0.0,0.0,0.0,0.0,0.10185987544711679,0.0045312769897282125,0.009729803735390306,0.0,0.0,1.0,1.0
Ndufb5,0.00023459360236302018,0.0,0.001655146535485983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017978328373283148,0.0,0.0,0.0,0.0,0.0,0.006071918867528439,0.0,0.0,0.0,0.0,0.08058963000774383,0.00462282188469544,0.0,0.0872848237445578,0.0,0.0,0.0,0.0,0.0,-0.055769324321299794,0.0,0.0,0.0005737046711146831,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,-0.026735452376306056,0.0045312769897282125,0.020473874765448274,0.0,0.0,0.0,0.0,0.12263563497457654,0.0045312769897282125,-0.003728418694809079,0.0,0.0,1.0,1.0
4931414P19Rik,0.0005473850667476654,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207882871478796,0.0,0.0,0.0,0.0,0.0,0.006071918867528439,0.0,0.0,0.0,0.0,0.09076287992298603,0.006940513774752617,0.0,0.09222591826692224,0.0,0.0,0.0,0.0,0.0,0.01738953933119774,0.0,0.0,0.0018645401205867529,0.0,0.004625995829701424,0.0,0.0,0.0,0.0,0.0,0.0019819533824920656,0.0,0.0,0.0,0.0,0.02498727650381625,0.0045312769897282125,0.008446810729801656,0.0,0.0,0.0,0.0,-0.07932144083082676,0.0045312769897282125,-0.004963566157966852,0.0,0.0,1.0,1.0
Ndufab1,0.00010426382534205913,0.0,-0.01728167706169188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003433081042021513,0.0,0.0,0.0,0.0,0.0,0.006071918867528439,0.0,0.0,0.0,0.0,-0.08838590953499079,0.011530580493854359,0.0,0.05461470840498805,0.0,0.0,0.0,0.0,0.0,0.04162439912557602,0.0,0.0,0.0005737046711146831,0.0,0.0015419986099004745,0.0,0.0,0.0,0.0,0.0,0.0007432325184345245,0.0,0.0,0.0,0.0,-0.0008770579192787409,0.0045312769897282125,0.023012579390779137,0.0,0.0,0.0,0.0,0.16189472792670132,0.0045312769897282125,0.012038992494344711,0.0,0.0,1.0,0.0
Ccdc162,0.0005473850667476654,0.0,-0.006961351605132222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013107446394860745,0.0,-0.004797087339684367,0.0,0.0,0.0,0.0,0.0,0.0025604477152228354,0.0,0.0,0.0,0.0,0.04599531851708889,-0.017314351717941462,0.0,-0.21312702735885977,0.0,0.0,0.0,0.0,0.0,0.009745244309306145,0.0,0.0,0.0018645401205867529,0.0,0.0011564989387989044,0.0,0.0,0.0,0.0,0.0,0.0007432325184345245,0.0,0.0,0.0,0.0,0.028914148872718214,0.001271937396377325,-0.018185313697904347,0.0,0.0,0.0,0.0,-0.04871920284815132,0.001271937396377325,-0.018071012385189534,0.0,0.0,1.0,2.0
Natd1,0.00010426382534205913,0.0,0.004283908680081367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003433081042021513,0.0,0.0,0.0,0.0,0.0,0.006071918867528439,0.0,0.0,0.0,0.0,-0.08838590953499079,0.015279000578448176,0.0,0.05461470840498805,0.0,0.0,0.0,0.0,0.0,0.037203589621931314,0.0,0.0,0.0005737046711146831,0.0,0.0015419986099004745,0.0,0.0,0.0,0.0,0.0,0.0007432325184345245,0.0,0.0,0.0,0.0,-0.0008770579192787409,0.0045312769897282125,-0.07326384673826397,0.0,0.0,0.0,0.0,0.11392537174280733,0.0045312769897282125,0.012038992494344711,0.0,0.0,1.0,0.0
