gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Rbbp6,0.0,-0.00507140027261094,-0.02104224727832173,0.0,0.0,-0.0068499696882147534,0.025333495859644915,0.0,0.0,0.0,0.1928880756941477,0.010337291089327712,0.0,0.0,-0.017410493455827236,0.1781904640558519,0.008688671318323989,0.0,-0.05678033988040529,-0.00472664333095676,0.0,0.0,-0.1218189795893666,0.052175440041250305,-0.009622695218575629,-0.007785317671828364,0.0,-0.16838702430801564,-0.009621323895101485,0.120766014988093,0.0,0.0,0.010989044682661953,0.1164584560809951,1.0,1.0
Adprhl2,0.0,0.020849090020515416,0.003535592536392965,0.0,0.0,-0.04562014557029072,0.012322767931771906,0.0,0.0,0.0,-0.22825148787447497,0.004232942445301696,0.0,0.0,-0.020772519840025587,0.15395178082153985,0.0022278644732738797,0.0,0.008898706886133081,-0.024267444043959443,0.0,0.0,0.038289794146916585,-0.007490386794272222,-0.019245391123388942,-0.10202513727065372,0.0,-0.06623507927073852,0.022008915039661684,-0.18106895395995756,0.0,0.0,-0.03264861142164782,-0.07726151540287231,1.0,1.0
Pyroxd1,0.0,-0.0022539557202866205,-0.0633569234786065,0.0,0.0,0.019666915171240505,-0.020398133091236417,0.0,0.0,0.0,-0.22660769872661485,0.0016040624560494173,0.0,0.0,-0.020772519840025587,-0.1429146719410231,0.0005346874853498058,0.0,0.008898706886133081,-0.05725954061276034,0.0,0.0,0.033883009007886836,-0.024816423262420454,0.005498683080077171,0.0076357854383164335,0.0,-0.08337025274522603,-0.06286531931867725,-0.07245286480572663,0.0,0.0,-0.010829783240823369,-0.20599158566543146,1.0,1.0
Slc30a6,0.0,0.009015822881146482,-0.0633569234786065,0.0,0.0,0.019666915171240505,0.0026896108235967787,0.0,0.0,0.0,-0.2865899350788248,0.0016040624560494173,0.0,0.0,-0.020772519840025587,-0.14730710048522605,-0.013500858539421307,0.0,0.01456188851673352,-0.00952376606629083,0.0,0.0,0.033883009007886836,0.06613053062832669,-0.019245391123388942,0.019643610919286545,0.0,-0.019959857515794665,-0.06286531931867725,-0.07272020854840153,0.0,0.0,-0.010829783240823369,-0.1678400163747076,1.0,1.0
Fto,0.0,-0.009015822783112526,-0.04073124766153725,0.0,0.0,0.009352491874443857,0.00708375194747197,0.0,0.0,0.0,-0.22587727270040073,0.00401015599307261,0.0,0.0,0.022093316062206502,-0.2938355482428482,0.0031190102821902223,0.0,0.011466783740998883,-0.055682150549010226,0.0,0.0,-0.1199337216584306,-0.062093891644556275,0.005498683080077171,-0.38747207229760916,0.0,0.025148532671951933,-0.01772255467643079,0.07837108123165212,0.0,0.0,0.009714952559749546,0.024236230718854227,1.0,2.0
Trmt11,0.0,-0.00507140027261094,-0.017327567268359035,0.0,0.0,0.01369243693587027,-0.03125136855401491,0.0,0.0,0.0,0.25702550394558593,-0.01996166611972608,0.0,0.0,-0.017410493455827236,-0.16678705419364728,0.0009357030748536712,0.0,0.020463155288445323,-0.004312495063794286,0.0,0.0,0.05766873272429956,-0.0034634341534815335,-0.009622695218575629,-0.11951275100000203,0.0,-0.2685721875413468,-0.06286531931867725,-0.15579970308432453,0.0,0.0,-0.0052556300070136786,0.052936807372852376,1.0,1.0
Cpeb3,0.0,-0.0022539557202866205,-0.060979047839186694,0.0,0.0,0.04541725586903723,0.012768340811721589,0.0,0.0,0.0,-0.22546074622751852,-0.10435317093996625,0.0,0.0,0.02011212194338441,0.13968214863225034,0.003252682153527674,0.0,0.01456188851673352,0.07498346514215595,0.0,0.0,0.139731648721193,-0.0028422117527378233,0.057048838193479334,0.14358112051788913,0.0,0.036443426200237716,0.04891657486165825,0.12792092561721802,0.0,0.0,0.04459322518423984,0.1296548713366256,1.0,0.0
9930104L06Rik,0.0,-0.00507140027261094,-0.023590431058485257,0.0,0.0,-0.008398062892650304,0.012322767931771906,0.0,0.0,0.0,0.3307191399661334,0.004232942445301696,0.0,0.0,-0.00918553634791782,0.08379391283041944,0.0022278644732738797,0.0,0.039489698057111944,0.02664331439882517,0.0,0.0,-0.11555990140492979,-0.051740185590460896,-0.02749341559645377,0.21504813109181428,0.0,0.12358352992879718,0.001971439654497724,-0.13645007201519452,0.0,0.0,-0.010033475664003115,-0.07553040559746717,1.0,0.0
Tmem231,0.0,0.020849090020515416,-0.09634564307175185,0.0,0.0,0.015428414960440836,0.007969220953160211,0.0,0.0,0.0,-0.2321509313034384,0.004455728897530781,0.0,0.0,-0.009665825833125334,0.12094407489425257,0.0031190102821902223,0.0,-0.050069178993764674,-0.06651938804670383,0.0,0.0,-0.10209187020939824,0.01478999017394687,0.005498683080077171,-0.16340011852107159,0.0,-0.0105349912283648,0.007468703398971181,-0.06409984550095703,0.0,0.0,-0.03264861142164782,-0.32250289414935795,1.0,1.0
Gm21814,0.0,-0.0022539557202866205,-0.0633569234786065,0.0,0.0,-0.00781940355112678,-0.017412796028350528,0.0,0.0,0.0,-0.19836873450855674,-0.010248176802537944,0.0,0.0,-0.020772519840025587,-0.00025373515918066626,0.0004455729044581714,0.0,0.008898706886133081,-0.05725954061276034,0.0,0.0,0.02768492980517055,-0.007490386794272222,0.005498683080077171,0.3932600869356017,0.0,-0.08337025274522603,-0.032196373948337215,-0.05749469218579562,0.0,0.0,-0.010829783240823369,-0.2634009512043313,1.0,1.0
