gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Fn3krp,-0.030033706380054356,0.009779798239469529,0.01131820421665907,0.0,0.018119710460305215,0.010458682104945183,0.0,0.0,0.0,0.0,0.04105837558396161,0.0,0.0,0.01198804259300232,0.07066480822861194,0.0022122722864151,0.0,-0.11504373848438262,0.0,0.0,-0.008890335932374,0.0,-0.00729334607720375,0.06672630483983084,-0.10753111228346825,0.035265314392745495,-0.10070108588784933,-0.015524937650188803,-0.06617437541484833,-0.40192843548953533,0.0,0.0,0.0,0.0,0.05017765791155398,0.0,0.0,0.0,0.0,1.0,1.0
Arxes2,-0.04284559241496026,-0.010668870806694031,-0.029525750130414963,0.0,0.018119710460305215,0.0039220057427883145,0.0,0.0,0.0,0.0,0.04105837558396161,0.0,0.0,0.01198804259300232,-0.10227272905409336,0.0022122722864151,0.0,-0.024054386876523493,0.0,0.0,-0.008890335932374,0.0,-0.00729334607720375,0.08717497490346432,-0.08556362867355347,0.024334834944456814,-0.10070108588784933,-0.02733774472028017,-0.06617437541484833,-0.27522930487990377,0.0,0.0,0.0,0.0,-0.13997222816571595,0.0,0.0,0.0,0.0,1.0,2.0
Sema4g,0.012253315048292279,0.009779798239469529,-0.029525750130414963,0.0,-0.024011723399162292,-0.024054968878626824,0.0,0.0,0.0,0.0,0.022676739245653152,0.0,0.0,0.009282133728265762,0.12286798637360334,0.0022122722864151,0.0,-0.07111727366223931,0.0,0.0,-0.005411508828401566,0.0,-0.00729334607720375,0.06672630483983084,-0.08556362867355347,0.028002181053161622,-0.10070108588784933,0.019007148556411266,-0.06617437541484833,-0.33001227155327795,0.0,0.0,0.0,0.0,-0.06656372282654047,0.0,0.0,0.0,0.0,1.0,1.0
Hbs1l,0.012036708891391754,-0.010668870806694031,-0.029525750130414963,0.0,-0.014037438035011292,0.005229341238737107,0.0,0.0,0.0,0.0,-0.08785632833838462,0.0,0.0,-0.05388726629316807,-0.18951916582882405,-0.022675790935754777,0.0,-0.022809106074273586,0.0,0.0,-0.029570030383765697,0.0,-0.00729334607720375,0.07970855511724949,-0.04949480995535851,0.04252059178426862,-0.05880766004323959,-0.06363163907080889,0.05111315455287695,0.04670873042196035,0.0,0.0,0.0,0.0,-0.21694713979959487,0.0,0.0,0.0,0.0,1.0,2.0
Ctbp2,0.01622018188238144,-0.031562076136469844,-0.005905150026082992,0.0,0.05823427524417639,0.014642155095934868,0.0,0.0,0.0,0.0,-0.027647747918963433,0.0,0.0,0.02353276461362839,-0.12074938606470824,0.0024888063222169876,0.0,0.05565992506220937,0.0,0.0,0.014301844760775567,0.0,0.03301198750734329,-0.13961359806358814,0.050058339908719066,0.07569817442446947,0.05612544201314449,0.05987286032177508,0.03369421530514956,0.2942794617265463,0.0,0.0,0.0,0.0,0.12185112391598522,0.0,0.0,0.0,0.0,1.0,0.0
Lats2,0.007234708573669195,-0.010668870806694031,0.01131820421665907,0.0,0.019206584244966508,0.005229341238737107,0.0,0.0,0.0,0.0,-0.05024065800942481,0.0,0.0,0.01198804259300232,-0.0346802568808198,0.0022122722864151,0.0,-0.03111399747431278,0.0,0.0,-0.029570030383765697,0.0,-0.00729334607720375,0.08717497490346432,-0.10753111228346825,0.03159796828404069,-0.10070108588784933,-0.0534019916690886,-0.06617437541484833,-0.3371160013228655,0.0,0.0,0.0,0.0,0.11303722769021989,0.0,0.0,0.0,0.0,1.0,1.0
Car11,-0.10896524030715227,0.033340221270918846,0.01131820421665907,0.0,-0.0340058634057641,0.006536676548421383,0.0,0.0,0.0,0.0,0.005208903513848781,0.0,0.0,0.012322571501135826,0.12869641054421663,0.0024888063222169876,0.0,-0.05130339331924915,0.0,0.0,-0.005411508828401566,0.0,0.03301198750734329,-0.1156086352840066,0.02907936235424131,-0.25514106594026087,0.05612544201314449,0.047758097415789964,0.0164051572419703,0.10957199944183231,0.0,0.0,0.0,0.0,0.011924071097746491,0.0,0.0,0.0,0.0,1.0,0.0
Pfdn4,0.046573298200964924,0.009779798239469529,0.01131820421665907,0.0,-0.0340058634057641,0.05438514694571495,0.0,0.0,0.0,0.0,0.03966156896203756,0.0,0.0,0.012322571501135826,0.12546806756407022,0.0022122722864151,0.0,0.1455835683643818,0.0,0.0,-0.005411508828401566,0.0,-0.00729334607720375,0.06672630483983084,-0.052311154007911684,0.07037453016266226,-0.09116214223206043,0.0360670718178153,0.05111315455287695,0.23402555748820306,0.0,0.0,0.0,0.0,0.0777163140848279,0.0,0.0,0.0,0.0,1.0,0.0
Tomm5,-0.02879325956106186,0.033340221270918846,-0.029525750130414963,0.0,-0.022743703983724117,-0.014903622530400753,0.0,0.0,0.0,0.0,-0.04225759359076619,0.0,0.0,0.009282133728265762,0.1194689141213894,0.00110613614320755,0.0,-0.06196592729538679,0.0,0.0,-0.029570030383765697,0.0,-0.02303161919116974,-0.06691617047414183,0.08121527403593064,0.018400949239730836,-0.029331751242280005,-0.037942195460200306,0.05111315455287695,-0.21076694138348104,0.0,0.0,0.0,0.0,-0.08110878737643361,0.0,0.0,0.0,0.0,1.0,1.0
Msl3,0.012036708891391754,0.009779798239469529,-0.029525750130414963,0.0,-0.005161302126944065,-0.011504550725221633,0.0,0.0,0.0,0.0,-0.0338323288038373,0.0,0.0,-0.05388726629316807,-0.18115222066640854,-0.022675790935754777,0.0,-0.014442160911858081,0.0,0.0,-0.011016285829246044,0.0,-0.00729334607720375,0.059259885351639244,-0.04949480995535851,0.04252059178426862,-0.05880766004323959,0.0795627659931779,0.05111315455287695,0.04670873042196035,0.0,0.0,0.0,0.0,-0.21694713979959487,0.0,0.0,0.0,0.0,1.0,1.0
