gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Bak1,0.0,0.0,0.0,0.03802786510437727,-0.04135899093002081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17583214081823825,0.0,0.0,0.0,0.0,-0.026599881574511527,-0.0013173788785934449,0.0,0.0933018708974123,-0.055447500608861444,0.0,-0.19257493201643228,0.004109976273030043,0.0,0.0005696513503789902,-0.0026347577571868897,0.049308026982471345,0.11594684444367885,0.0,0.0020611876249313353,0.09296181581914426,0.009987973235547542,0.03588535190996481,0.0,0.0,0.0,0.0,1.0,0.0
2610316D01Rik,0.0,0.0,0.0,-0.032544777616858485,-0.03835875559598208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20837337162345648,0.0,0.0,0.0,0.0,-0.01010795501060784,-0.018311566412448882,0.0,-0.08833119288086891,-0.055447500608861444,0.0,-0.13207779077813028,-0.051668258383870125,0.0,0.0022786053642630576,-0.01673071175813675,0.05764365378767252,-0.24495045557618142,0.0,0.0,-0.045963970609009266,0.005447985604405403,0.026919055948674213,0.0,0.0,0.0,0.0,1.0,1.0
Clmn,0.0,0.0,0.0,-0.009374310933053494,-0.03635118018835783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20485760364681482,0.0,0.0,0.0,0.0,0.012501944340765476,-0.018311566412448882,0.0,0.1277733876183629,0.013238330595195294,0.0,0.15797085324302315,0.1166972503066063,0.0,0.0022786053642630576,-0.01673071175813675,-0.12532234825193883,-0.2687094639521092,0.0,-0.030299458634108305,0.012007930874824524,0.005447985604405403,0.06170549482107163,0.0,0.0,0.0,0.0,1.0,1.0
Mrps35,0.0,0.0,0.0,-0.009374310933053494,-0.05394534062594175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17065122500061988,0.0,0.0,0.0,0.0,-0.01010795501060784,-0.018311566412448882,0.0,-0.10655829261988402,0.013238330595195294,0.0,0.12025385120883585,-0.10351637326180935,0.0,-0.007405467331409454,-0.01673071175813675,-0.1307374382764101,-0.345011369921267,0.0,0.0,-0.045963970609009266,0.013075165078043937,0.055870068967342375,0.0,0.0,0.0,0.0,1.0,1.0
Cutc,0.0,0.0,0.0,-0.009374310933053494,-0.03635118018835783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07242679180577398,0.0,0.0,0.0,0.0,0.0336488501727581,0.01738940119743347,0.0,0.09843623507767915,0.007290674820542336,0.0,0.12223770335316658,0.006922451220452786,0.0,0.0005696513503789902,-0.0015808546543121338,-0.16093900360167027,-0.2269107774272561,0.0,0.00020611876621842384,-0.07662210803478957,0.00508478656411171,-0.18320934146642684,0.0,0.0,0.0,0.0,1.0,1.0
Galnt3,0.0,0.0,0.0,-0.009374310933053494,-0.03635118018835783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17065122500061988,0.0,0.0,0.0,0.0,-0.01010795501060784,-0.018311566412448882,0.0,0.0907830648496747,0.011703451685607434,0.0,0.14140019085258246,-0.14497104588896037,0.0,-0.007405467331409454,-0.01673071175813675,-0.19432695798575877,-0.20776396602392197,0.0,0.0,-0.045963970609009266,-0.014346362091600895,-0.11528697108849884,0.0,0.0,0.0,0.0,1.0,1.0
Sh3bgrl,0.0,0.0,0.0,-0.006013709306716919,-0.05895315017551184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2128596087358892,0.0,0.0,0.0,0.0,0.012501944340765476,-0.018311566412448882,0.0,-0.12884916950017214,0.03223245710134506,0.0,0.0986152705643326,-0.04393519345670938,0.0,-0.007405467331409454,-0.01673071175813675,0.08573872743640094,0.10150595614686608,0.0,0.0,-0.08087078103795647,0.044673479646444324,0.08122722513973712,0.0,0.0,0.0,0.0,1.0,2.0
Tgoln1,0.0,0.0,0.0,-0.032544777616858485,0.053026273511350155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11035136755555869,0.0,0.0,0.0,0.0,-0.01010795501060784,0.010802506804466247,0.0,-0.022142104469239712,-0.021104585006833078,0.0,-0.17919821630232036,0.019283759258687496,0.0,0.0005696513503789902,0.010802506804466247,0.04511771749705076,0.003431730815209448,0.0,0.0006183562986552715,-0.15115727806463838,0.003813589923083782,-0.08871382059238385,0.0,0.0,0.0,0.0,1.0,1.0
Rpl13,0.0,0.0,0.0,-0.032544777616858485,0.026466026324778794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08201005019247531,0.0,0.0,0.0,0.0,-0.026599881574511527,0.01738940119743347,0.0,0.07495902262628079,-0.055447500608861444,0.0,-0.1712230719299987,0.054096319731324914,0.0,0.0005696513503789902,-0.0015808546543121338,0.02431464273482561,-0.18942686026450248,0.0,0.00020611876621842384,-0.07662210803478957,-0.013075165450572968,0.025971073051623536,0.0,0.0,0.0,0.0,1.0,1.0
Abcd3,0.0,0.0,0.0,-0.009374310933053494,-0.05895315017551184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021969479452818633,0.0,0.0,0.0,0.0,-0.01010795501060784,-0.0013173788785934449,0.0,-0.11864494252949953,0.011703451685607434,0.0,0.0900269827991724,-0.031094452533870935,0.0,-0.003417908102273941,-0.0026347577571868897,0.0899447962641716,0.07787310119718313,0.0,0.0006183562986552715,-0.15115727806463838,0.009806373715400695,-0.1632439188659191,0.0,0.0,0.0,0.0,1.0,2.0
