gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac
Fdxacb1,5112.0,-0.2237294884838618,3.0,0.0,-0.1491744412542042,0.0013911117661154,9.507550000000366e-06,20.12172573976278,-0.0002014611208333,0.0005134563158618,17.57698928973346,0.0011679273968479,0.0263685275,0.0750589708504584,13.986908624697694,0.015871346187835,-0.0088930140081039,0.006978332179731,0.0220728011057012,0.0044101527120103,1.3082653137465512,8.204571144249693,0.04965938062712,0.2108905118842194,11.151650829973484,0.1861654722976382,4,-0.0808268559810452,0.0349631811605846,10.082916387263094,-0.1365060916705182,-0.2286908401026997,0.3732665766983802
Rps6,2752.0,0.0,0.0,0.0,0.0,0.000972938512017,-0.0003205138999999,18.95426448047994,-0.0001199609,0.0006760001649925,17.48328283537614,0.0010248412083124,-0.0029210099999999,0.0209104794879528,13.627989784315703,0.0245153914725828,-0.0082231892931524,0.0162922021794303,-0.0773705295497315,-0.0813029662517348,0.3767721013133122,10.70390357344475,-0.343225484030375,-0.2328068699952794,11.453270634010677,-0.2050519184522429,3,-0.3999803024435602,-0.2772953091206309,11.101459710799238,-0.1381735655781321,-0.2076402659627119,-0.1486114325465242
Tcea2,7761.0,0.3187149603062149,1.0,-0.1579498701695745,-0.1755255934961521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019402461102457,-0.0089840410297353,-0.0283865021321923,0.0055550230046345,-0.0675336014888631,1.278480607320425,8.696967526234635,0.1509993687125008,0.2038913279906289,11.5294305541462,0.1627344435712863,4,0.1023475012055121,0.0813586118437394,10.552320591284534,-0.0117350748587854,-0.0603209698294708,0.2642122978200998
Hdac2,27345.0,0.0,2.0,0.1281391852367295,-0.3829063837423727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026953860651269,-0.0077007367100774,-0.0103961227752044,-0.0081594717928872,0.0065922368915999,1.8910534766368043,8.044394119359,-0.1733389007927278,0.2626707396084836,13.805844615494491,-0.2858205633680513,6,-0.4561078640886893,-0.7662043639548737,10.636727176053352,0.1124816625753235,-0.0610200255524748,0.1696409325446803
Gm14966,8237.0,-0.0366865931645963,0.0,0.0902167969929537,0.1385197668404614,0.0013483352850782,5.079000000000021e-05,19.37517522079979,-0.0002317795608695,0.0013473117949883,17.84873238670605,0.0011336076887749,0.11953343,0.0755004249872779,13.94388836987587,0.0205219043329049,-0.0266133569388093,-0.0060914526059043,-0.0540099432296917,-0.0397218636879092,0.4154550720876458,10.541096615349622,0.1054943621959125,0.3581055221741032,11.128638812852662,0.1576271656479184,2,-0.147116797782278,0.0004067214149525,10.834867714101142,-0.0521328034520058,-0.1475235191972306,0.3148476098808843
Bbs7,40335.0,1.1315172028904477,1.0,0.0,-0.5255080479616927,0.0008025518788639,8.582610000000004e-05,19.607919033987564,-1.4311761764705875e-05,0.0007505861851961,18.820400765234176,0.0008093091597536,-0.00951507,0.0635233386363058,14.816683697047816,-0.0003937204518654,-0.0208508069699721,-0.0212445274218375,0.0406324297346435,0.0764201468710905,2.331764653579518,7.357552004618963,-0.192433934680142,0.3827354737228596,13.943155804939344,-0.0324053894318212,7,-0.4037103643274307,-0.2639483930890938,11.155664024233827,-0.1600285452483208,-0.5296237374271981,0.3333001693275607
Kcnc1,42207.0,0.0,0.0,0.0,0.2123710539643484,0.0013060427571903,0.000202629,18.474062384491543,0.0003633731566666,0.0010563413248347,17.776958399839454,0.0018579421439953,0.05296311,0.0671721156734515,14.890596788267867,0.0131694832584321,-0.0299394744781926,-0.0167699912197604,-0.1198570321349162,-0.1311152380755864,1.8189049611968235,10.02097993890435,0.3688500355731137,0.4997619936684301,14.417984334068317,0.4866952315528504,11,0.1544876199984343,0.2837125128655406,12.39186119367326,-0.1178451959797367,-0.4905985804192848,0.9366383092602252
Acly,51647.0,0.1312445332776555,1.0,0.0472393151761922,0.0,0.0011310815256928,-0.0007200302,19.04259988171292,-0.00061672851125,0.0006850159633044,17.3436372845059,0.0012665167938444,-0.0150297775,0.0499806599125311,15.121493046197848,0.0022800046143955,0.0036599978785881,0.0059400024929836,-0.1423531101735704,-0.1216580382333526,1.5408200752858403,10.745674324002218,0.3362560918371786,0.6554672821240954,14.106890045092223,0.3510691094857508,6,0.0003202829096453,-0.0002712289153121,12.510212401381516,-0.0148130176485723,-0.2117968587530997,0.5568360484288265
Ppme1,45570.0,0.4150374992668215,1.0,-0.1478664644850127,-0.0302723036373677,0.0017239266732089,0.000245961,17.28771237954945,0.00029507905625,0.0009985465937651,15.868522939839275,0.0013162405929101,0.06166951,0.0832370337715632,15.04882741336389,0.0369367273111116,-0.0233868791968339,0.0135498481142776,0.0025404412914376,0.1264915614950293,2.472836967173105,5.16992500144632,0.1828967097444343,0.4044658729755314,14.037117925190213,0.2802210761841434,10,-0.0873019659122751,-0.0577788477817926,11.007281634064936,-0.097324366439709,-0.3645211194308583,0.5911775809053109
Gtf3c5,17440.0,0.5325475141069316,0.0,0.0,0.0994380998232911,0.0007919825010017,0.00015825425,20.10789134196464,0.0002148372423529,0.0004557508869216,18.714686275453303,0.0007798445225447,0.0819312465,0.0571585336752732,13.943155804939336,0.0186870499595869,-0.00988166653737,0.0088053834222168,-0.0271820913006198,-0.0430160623204408,1.426746244416979,9.312882955284582,0.1562886710702203,0.4548461739873572,13.197830998012211,0.3215701170506895,6,-0.2254819361401272,0.1697758285754509,11.699719440986904,-0.1652814459804693,-0.5604812551398468,0.442309834516511
