gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.9mo.Q.max.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.max.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.9mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Adamts3,206247.0,-0.0671141958582248,0.0,-0.0671141958582248,0.0,0.0,0.0,0.0,1.8073549220318417,0.3219280948801484,1.8073549220318417,0.0,0.0,-0.0668677404976882,-0.0668677404976882,1.8073549220318417,-1.4854268271516933,0.3219280948801484,0.3219280948801484,0.0,0.0,0.0,0.0,0.0,-0.3595718218945167,0.0,6,-1.4854268271516933,-0.2927040813968284,0.0,-0.0668677404976882,-0.3595718218945167,0.3219280948801484,-0.3673981528456251,0.0,0.0,0.0,0.0008066043313697,1.8608099999999853e-05,19.80133260815489,0.003100698,0.0005352620148902,0.00510969,0.0022328077,0.27911906,0.01430056,13.381002109550924,1.1771768536009404,-2.5958776489028225e-05,17.255867659642245,0.8253736018278995,15.01208032845771,0.0129241099999999,-0.001593129,-0.17302878,1.603383720765703,-0.15420983,0.0215635906283109,0.000876625262711,13.53150330461426,0.0632638296312896,0.0036759953,-0.001007176,-0.0029196967,0.0020339419,0.0007559271922182,17.1218165600441,16.815458350831246,-0.0096873087836733,0.0136413757635401,0.0233286845472134,0.0887526638450383,0.1067208418953272,-0.2054397747621054,0.3910612757983159,16.686801422028974,-0.5375520316891101,0.2722093192036809,-0.5753515341948567,0.235735302188623,39,-0.9672902271010216,15.08278740660959,1.6193176166786634,10.684748620421711,-0.1559849745359519,0.4021447088258731,-0.0494548002261535,0.5982844673065305
Taf8,18928.0,0.0,0.2115041051926764,0.0,0.2115041051926764,0.2344652536357498,0.2115041051926764,-0.0006656715140451,-0.5305147166938475,0.1653191648870925,-0.3310268620172001,0.1056227920256618,2.0,-0.1944086454867428,-0.1001150510295301,-0.5405683813586042,0.1520030934434468,0.5849625007181505,-0.3785116232504006,0.0027351767337628,0.1153834016094456,0.1177233068005465,0.0261201683708121,0.3479233034189022,0.0342940709106587,-0.0533824552840376,6,1.125530882076755,0.2243472316775672,0.0,-0.0849830223348734,0.0292499911776782,0.2895066171935276,0.0,0.7462434075662728,4.459431618643855,12.894817763307962,0.0011788268970471,0.0007397532,19.015632834112647,0.0040927145,0.0009234984696969,0.0569080349999999,0.017967565,0.23245522,0.1081212665,15.90656181904446,1.9063711347727272,0.0005774041045454,17.155575002087737,0.0889150873963267,13.842784008132451,0.0719793779999999,-0.0010879664999999,-0.0718395099999999,1.052162330766589,-0.07402806,0.1118659719090909,0.0015323047412275,13.767977501603912,0.0509461616791563,0.0048324089999999,-0.0011141717,-0.00203067,0.002486541,0.0010028360859679,17.59608163447005,13.970285676897028,-0.000337747813634,0.0202321694414965,0.0205699172551305,0.0614888896096778,-0.0163251978349158,0.1376731799312245,0.4400984517365831,11.80413102118336,-0.072393802128156,0.215261820053823,0.006215080236573,0.0925614935961256,4,-0.066178721891583,11.216504317150278,0.5608864549614265,10.48683502156315,0.1048943847054801,0.1263025267495575,0.0327787952257444,0.3137959249870254
Slc25a42,27965.0,0.0,0.417470376863517,0.0,0.417470376863517,0.0,0.2499782530077272,0.0103761703617552,0.1255308820827658,0.4174703768620371,0.0876781352771297,-0.0619583494639286,0.0,-0.0842786790906373,-0.0117380536350255,0.0,0.2499782530077272,0.584962500716347,0.2499782530077272,0.0626899376460834,0.1173107272671958,0.1025879363423531,-0.0619583494639286,0.4739311883301687,0.0955973657543722,-0.0619583494639286,8,0.4474589769677237,0.1798760448450096,0.0,-0.0117380536350255,0.0069404057109574,0.4174703768620371,0.0,0.0,0.0,0.0,0.0012229716264082,-0.00064043075,18.20127202412057,0.0029738489999999,0.0006243596399999,0.043381642,0.0063231615,0.1194731719999999,0.01339491,15.025615420854908,1.4574941163875,-0.00061309165,17.13532304472188,0.3770080177470062,14.067008008846733,-0.0217721674999999,-0.001728605,-0.0841322399999999,1.1227364701613818,-0.086629615,0.015453052625,0.0010191642175913,13.59105477403678,0.0576138495386596,0.0024134519999999,-0.0018341505,-0.0025028606,0.0013527912,0.000962353286371,17.016949175148717,14.568965513675945,-0.0162124146116952,0.0027265112007257,0.0189389258124209,-0.017044975287537,-0.035060800009904,0.1551275692014393,0.6462019812833149,13.864476357222584,-0.1217756361844625,0.28598805645291,-0.2248839100903472,0.0805454380071102,9,-0.3000750220602599,12.411484801978157,1.3232032554058395,10.470658874060652,0.1682578769291861,0.1222364844881758,-0.0131303077277468,0.5239654967951389
Mrps35,31227.0,0.443606651474087,0.0,0.443606651474087,0.0,0.4854268271685926,0.0,0.0,0.0,0.0,0.0,0.0054386409037534,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0726960772477338,0.0418201756945055,0.0,-0.1508307953992211,10,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046093158011141,0.0065114790763508,0.0019021632752366,0.0173485078973365,0.0319895607291334,0.0681164331301656,0.2695990146755063,13.957827560833753,-0.2017213803812023,0.1725097343620329,-0.3765865473946506,0.2837923920164339,6,-0.1974100106067338,12.230315461318009,1.6316305820220305,10.217957697864236,-0.038246039554064,0.583967484806549,0.1063624726842297,0.3212491620378572
Ern1,93202.0,-0.2410080995027863,0.0,-0.2410080995027863,0.0,0.2995602818578673,0.0,0.0,0.5849625007131416,1.3219280948729355,0.5849625007131416,-0.1085200397691816,1.0,0.0166207704934682,0.045133831816988,0.5849625007131416,0.1520030934434468,1.3219280948729355,1.3219280948729355,0.0,0.0,0.0403235580284974,-0.1085200397691816,0.1154772174190115,-0.0959706266082061,-0.1085200397691816,10,0.7369655941597939,-0.1125913971016743,0.0,0.045133831816988,-0.0959706266082061,1.3219280948729355,0.6625777199831722,0.0,0.0,0.0,0.0016851059101006,-0.000193404,18.159546173550787,0.005929748,0.0011894862074074,0.0341034199999999,0.042337883,0.203664327,0.0662584099999999,13.609871287178828,2.253917257407408,-0.0001603137901234,17.018873893623084,0.6498568589653113,14.348962791135392,0.0139563799999999,-0.0017803129999999,-0.0881758199999999,1.6265984591343456,-0.0451241699999999,0.0661418933580246,0.0019128515281195,13.30890780406394,0.0592809186304929,0.0062269549999999,-0.0013338685999999,-0.0022550397,0.002212039,0.000790351835472,16.472578017617604,15.53107680524311,-0.0017431797971167,0.009118349668704,0.0108615294658207,-0.0416019115752589,-0.0590048548815112,0.3092078568036246,0.6561701246326104,14.746724244025836,-0.2714117150712182,0.2218616150480038,-0.2355426659078612,0.2152722106959007,17,-0.0768921765029834,13.534276992301702,1.531011196169394,9.717676423066568,0.2412316058876218,0.4362350069274247,0.0679762509160028,0.9062312950675926
Wasf2,69251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099535673550227,0.221130695641941,-0.0188611761223868,-0.0384706600618831,1.0,-0.1077087345343548,-0.0656496590931379,-0.3785116232504006,0.0,0.4150374992728327,0.099535673550227,0.1042116130197238,0.0420430793845638,0.0245199186168753,-0.0384706600618831,-0.0931094043911811,0.0341455650445694,-0.0384706600618831,5,0.4854268271661199,0.1379083675754087,0.0,-0.0793994314275154,-0.1867111181627487,0.184974804872352,0.0,0.6322682153715318,5.000000000004508,14.903505310423885,0.0011559919167197,0.000220459,18.02371104408065,0.0037164375,0.00046889825,0.0060954599999999,0.000222186,0.11934315,0.0223968749999999,13.324883717194092,0.9968201712232142,0.0003045712285714,16.505754697684445,0.577350932854502,14.005360461932556,0.036516775,-0.0008464977,-0.12941611,1.5545836338401378,-0.059618584,0.0249975985892857,0.0012617358468412,13.488718845605542,0.0586783599750476,0.0039357055,-0.0016749439999999,-0.0028537893,0.0024447129999999,0.0008956873900823,16.00914134825239,15.349695895658408,-0.0291680698815179,0.0103437230845294,0.0395117929660474,-0.0102796745000626,0.031624438785029,0.2661990122787214,0.6702656213791359,15.122908861097365,-0.2415069323763131,0.1603339469863808,-0.121014277934413,0.170493838276812,19,0.0766620842327769,12.928358745543708,2.1432488720901937,8.751544059089433,0.2363640093535134,0.3757310853092683,0.0298350029252079,0.5998568872107901
Rock1,117644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630344058289848,1.3219280948440812,0.2630344058289848,0.0,0.0,0.0,0.0,0.2630344058289848,0.0,1.3219280948440812,1.3219280948440812,0.0,0.0,0.0,0.0,0.0,-0.3401505201368007,0.0,7,0.0,-0.1989202013786268,1.0,0.0,-0.3401505201368007,1.3219280948440812,0.0,0.0,0.0,0.0,0.0010828609682409,0.00026565235,18.46728712356022,0.003588183,0.001298239987931,0.053068845,0.0023187688,0.173789609,0.0772317735,15.143423075702634,2.37550189497931,0.0002538754896551,18.09767231840845,0.6044726885500085,14.33617311917595,0.0224652859999999,-0.0015399251,-0.07101126,1.2292772101979534,-0.07278192,0.0748368227844827,0.0012116432740487,13.598168841844732,0.0495330197562176,0.003878787,-0.0008772480999999,-0.002162399,0.0023036315999999,0.0008169435650507,17.108257294266558,15.53864364404495,-0.0094126543994202,0.0040697905501542,0.0134824449495745,0.0712896378821107,0.1541047740150624,-0.0744415398608739,0.5362660369255406,15.180219982170197,-0.4593670040628045,0.3094169038786976,-0.4680901502578352,0.2685347845460894,11,-0.383896150909857,13.313837309475844,1.77459900968409,10.32867492732806,-0.0217425413210832,0.3433952965153745,-0.0526989985397907,0.5346592576127436
Cln5,7412.0,0.1520030934445158,0.8210298589525937,0.1520030934445158,0.8210298589525937,0.9730329523971096,0.8210298589525937,-0.0302041970064789,0.1520030934445158,0.9730329523971096,0.3273593639969497,0.0,0.0,-0.1285578814336618,-0.0318486472746599,0.1520030934445158,0.8210298589525937,0.9730329523971096,0.9730329523971096,0.0320266193392138,0.1393647553261562,0.1367675105543759,0.0,0.0,-0.2486233299795652,0.0,8,0.8210298589525937,-0.1200654485459034,0.0,-0.0318486472746599,-0.2939158094060419,0.9730329523971096,0.0,1.1604646717242584,3.70043971815219,4.523561956063285,0.0008439475530688,-0.0001986488499999,20.396236836327617,0.0034902212,0.000495173192,0.057749095,0.04380409,0.1703965937,0.0521604299999999,15.839523673405928,1.09978038192,-0.000353584664,19.02215477287985,0.3132894632413419,13.889000294474297,-0.0037432919999999,-0.0014364835999999,-0.1368280049999999,1.234507540908224,-0.08277274,0.045502567454,0.0006702067180511,13.524541715035848,0.0720349658914349,0.001667289,-0.0006307675,-0.0032194907,0.0010308469999999,0.0008820384887384,19.078438744987324,14.152918576136624,-0.0668654104497056,0.0052199277929034,0.0720853382426091,0.0473286035068122,0.0209051077708884,-0.2378974602698508,-0.0385783042471441,11.35645197022181,-0.1656879660653027,0.1599923166877586,-0.4050029564623649,0.1108423246570325,6,-0.4602585141009741,10.431773327504418,0.8614287431508951,8.888743248898564,-0.205017116057252,0.1294085496960617,-0.0328803442125987,0.0969546706198946
Nat14,2978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012792619004442,-0.0016520859999999,16.872674880270605,0.003693284,0.001986975375,0.03829709,0.26366672,0.06696512,-0.00391558,15.937166891543354,1.79667710625,-0.0016988649124999,16.37267488027061,0.0,13.323477033150423,-0.0266410349999999,-0.000621992,-0.04174799,0.3323129783128634,-0.0681105999999999,-0.0024635069999999,0.0006889622347811,13.323477033150423,0.0332932578884501,0.001191101,0.0003721,-0.004315276,0.0007153569999999,0.0017597475952309,16.39469551393245,13.323477033150423,-0.0131086796884971,0.0365200625992611,0.0496287422877582,-0.0484675782371011,-0.0433721148494605,0.2247762635760342,0.465415415702356,11.62525222174692,-0.2265220115684365,0.1498645961711907,0.161856397825876,0.1162938217672125,6,0.0031627493024695,11.245000231735242,0.308225690440482,10.77148946950068,0.2822166590047781,0.0953212141332677,-0.0574403954287438,0.4363920468328381
Tcaim,30795.0,0.0,0.5525410230257184,0.0,0.5525410230257184,0.4974996594695788,0.5525410230257184,-0.0020453224931188,0.3294815410654454,0.6057520525783047,0.3294815410654454,-0.0722452162043865,1.0,-0.0593076002098715,-0.0339519516124537,-0.3410369178330419,0.0,0.9999999999639329,0.2115041051926764,0.4438314118481351,0.4796897139773697,0.0358583021292345,-0.0722452162043865,0.4974996594695788,-0.1204448417506878,-0.0722452162043865,7,0.5525410230257184,-0.0611372415408162,1.0,-0.0339519516124537,-0.7481172437935193,0.6057520525783047,0.0,0.0,0.0,0.0,0.0010453505855908,-0.0003620055499999,18.01674844976365,0.0022234683,0.00062082995,0.0891460355,0.1482785,0.143764096,0.094090386,17.418684421592076,1.088547038333333,-0.0002238960166666,17.87359403786437,0.0,14.00676436119103,-0.0009357435,-0.0003564808,0.0410765599999999,0.2520528192833579,0.05726618,0.0943413563333333,0.0007499998049184,14.00676436119103,0.0362214208206767,0.001575104,-0.0004346973999999,-0.0013635832999999,0.0009507745999999,0.0008187135747659,17.773780256412525,14.00676436119103,0.000311458431263,0.0189578642095337,0.0186464057782707,0.0048756715563043,0.0198110516743867,0.1213278569957187,0.3809986937980505,11.08547245918135,-0.2905739721533107,0.184581088658937,-0.0673423449933352,0.1133123268741291,5,-0.1172658663201664,10.413516878030473,0.6594116880751009,9.361943773735462,0.2641159814134605,-0.0162596414798104,-0.1427881244177417,0.4056959935158526
