,DEG,pred,score_0,score_1,score_2
Rpia,1,1,0.3129681348800659,0.6145622730255127,0.07246960699558258
AA386476,1,1,0.36269915103912354,0.5852898955345154,0.05201096832752228
Ubp1,1,1,0.17942474782466888,0.7339279055595398,0.08664731681346893
Mettl15,1,0,0.3810747563838959,0.28123199939727783,0.33769330382347107
Decr1,1,1,0.251341313123703,0.6714043021202087,0.07725435495376587
Cggbp1,1,1,0.37554028630256653,0.5573917627334595,0.06706799566745758
Rapgef6,1,2,0.1475137174129486,0.17837642133235931,0.6741098165512085
Eid2,1,1,0.38347914814949036,0.5267799496650696,0.08974094688892365
4932441J04Rik,1,2,0.2790006399154663,0.23262465000152588,0.4883747398853302
Tln1,1,1,0.13688898086547852,0.7740462422370911,0.08906473219394684
Mkrn1,1,1,0.18241150677204132,0.7497647404670715,0.06782373040914536
Cntnap4,1,2,0.4384872317314148,0.10599754750728607,0.4555152654647827
Ttll5,1,2,0.13360300660133362,0.16181299090385437,0.704584002494812
Phf5a,1,1,0.4059831500053406,0.5107955932617188,0.08322127163410187
Klhl24,1,1,0.45222821831703186,0.49076080322265625,0.057010989636182785
Lpar6,1,1,0.4685385525226593,0.4696207344532013,0.0618407279253006
Tfrc,1,1,0.45764416456222534,0.46347084641456604,0.07888501137495041
Ahctf1,1,1,0.15573576092720032,0.6451438665390015,0.19912037253379822
Slc6a17,1,1,0.13550646603107452,0.573370635509491,0.2911229133605957
Tprkb,1,1,0.42819106578826904,0.5181616544723511,0.053647227585315704
Usp50,1,2,0.09356750547885895,0.25434473156929016,0.6520878076553345
Zfp1,1,1,0.2602863609790802,0.6783500909805298,0.06136355921626091
Crtc2,1,1,0.2541109025478363,0.6697646975517273,0.07612442970275879
Llgl1,1,1,0.23025338351726532,0.6577879190444946,0.11195872724056244
Slc16a6,1,1,0.2364945411682129,0.7011948227882385,0.06231069564819336
Hgs,1,1,0.14834120869636536,0.7902488708496094,0.06140992417931557
Slc16a14,1,1,0.23205164074897766,0.6880218386650085,0.07992652803659439
Pold3,1,1,0.251341313123703,0.6714043021202087,0.07725435495376587
Slc15a4,1,1,0.1243981346487999,0.7808974981307983,0.09470438957214355
Fktn,1,1,0.1360103040933609,0.476775199174881,0.38721445202827454
Trim2,1,2,0.10149449110031128,0.1911732405424118,0.7073323130607605
Mob3b,1,2,0.20032012462615967,0.24223096668720245,0.5574489235877991
Kifc2,1,1,0.3213256299495697,0.6232869029045105,0.05538751929998398
Ppp1r16b,1,2,0.19175642728805542,0.2839074432849884,0.5243361592292786
Fbxo11,1,1,0.12016909569501877,0.4915456473827362,0.38828524947166443
Cisd1,1,1,0.32984405755996704,0.6193132400512695,0.050842706114053726
Mcm4,1,1,0.2921666204929352,0.620308518409729,0.08752483874559402
Ankib1,1,2,0.12905597686767578,0.29850807785987854,0.5724359154701233
Sirt4,1,1,0.23500046133995056,0.7098382711410522,0.0551612488925457
