gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,Tanova.std.loops,18mo.2mo.Q.mean.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,9mo.2mo.Q.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,Qanova.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Odf2,0.0,0.0,0.002831858843564987,0.0,0.008320484617725015,0.00031551416963338853,0.0,0.0,0.0,0.0,0.0,0.001927940547466278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.006213045362383127,0.0,0.0025401989556849,-0.0009136611409485341,0.0003048238717019558,0.0,0.007444346332922578,0.05830621661618352,-0.0017351609468460082,0.0,0.005303562162443995,0.0038312311843037607,0.0,0.042823152467608455,0.03684280700981617,-0.07241798659786582,0.0,0.0,-0.007691633701324463,0.014403157401829958,0.02448792839422822,0.009099933300167323,1.0,0.0
Mtcl1,0.0,0.0,0.001166059523820877,0.0,0.002331878114491701,0.0,0.0,0.0,0.0,0.0,0.0,-0.01285293698310852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019874690752476453,0.0,0.0009219908621162176,0.0,0.0006299693742766976,-0.0024364297091960907,5.0803981721401215e-05,0.0,0.0019869500794447957,0.016732572282198818,-0.005964615754783154,0.0,0.0024773133150301874,-0.0018874960020184516,0.0,-0.14911388881271706,-0.04633340675849468,-0.15961487525142729,0.0,0.0,0.0019229084253311157,-0.009071088151540608,0.029282626393251122,-0.055269461013376715,1.0,2.0
Mef2a,0.0,0.0,0.001166059523820877,0.0,0.008320484617725015,0.0,0.0,0.0,0.0,0.0,0.0,-0.01285293698310852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005980431251227856,0.0,-0.015175138600170612,0.0,0.0010160795785486697,-0.0023349118046462536,0.00010160796344280243,0.0,0.0036030360218137505,0.04392656886950135,-0.005964615754783154,0.0,0.0031556687410920856,-0.003252359051257372,0.0,-0.03168003650382161,0.06311358116567135,0.024967845156788827,0.0,0.0,0.0031848170794546602,0.03992608474567533,-0.11379004703834653,-0.08574813041836023,1.0,2.0
4632427E13Rik,0.0,0.0,0.002831858843564987,0.0,0.010529083721339703,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,0.001927940547466278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.034075322560966015,0.0,0.0025401989556849,0.0016242864727973939,0.0003048238717019558,0.0,0.01304472265765071,0.05830621661618352,-0.0017351609468460082,0.0,0.008774217888712884,0.00025519199669361115,0.0,0.04468597002327442,0.037519609816372396,0.042643972504884005,0.0,0.0,0.007331088371574879,0.01261207478120923,0.023373648636043073,0.02093171376734972,1.0,0.0
Gm20387,0.0,0.0,0.002831858843564987,0.0,0.007911338824778796,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13066189281642437,0.0,0.035269377641379836,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.01304472265765071,0.028754244851879777,-0.0017351609468460082,0.0,0.008774217888712884,0.0034361200034618376,0.0,0.051915747076272965,0.024412738997489213,0.03197089879307896,0.0,0.0,0.007331088371574879,0.00796867670956999,0.017171878106892108,0.02093171376734972,1.0,0.0
Cacnb2,0.0,0.0,0.002831858843564987,0.0,0.004467616444453597,0.0,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00171626347117126,0.0,-0.057135917944833636,0.0,0.0006807733559980988,-0.0013197327591478825,0.0,0.0,-0.04133072763681412,-0.09913602067157626,-0.002711188979446888,0.0,0.004041505521163344,-0.00031959714367985726,0.0,0.061668884661048654,0.026155018787831066,0.01269697376061231,0.0,0.0,0.0031848170794546602,0.011684729997068644,0.0137935112696141,-0.03237909738905728,1.0,0.0
Il15ra,0.0,0.0,0.001166059523820877,0.0,0.008320484617725015,0.00031551416963338853,0.0,0.0,0.0,0.0,0.0,-0.01285293698310852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.02896420396864414,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.007444346332922578,0.05830621661618352,-0.0026027414202690123,0.0,0.0034711829107254744,0.0031206058524549008,0.0,-0.01050842210650444,0.036132181584835055,-0.07241798659786582,0.0,0.0,0.007331088371574879,0.01261207478120923,0.021986220441758634,0.017992633283138274,1.0,1.0
Exo5,0.0,0.0,0.001166059523820877,0.0,0.010529083721339703,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,0.010443011298775673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.0291401070356369,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.01304472265765071,0.05830621661618352,-0.0026027414202690123,0.0,0.006941838636994362,0.0034361200034618376,0.0,-0.003294481970369816,0.036132181584835055,0.042643972504884005,0.0,0.0,-0.02097172001376748,0.010223964620381594,0.02318027552217245,0.029824413806200028,1.0,0.0
Mrps11,0.0,0.0,0.002831858843564987,0.0,0.010529083721339703,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,0.001927940547466278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.035269377641379836,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.01304472265765071,0.05830621661618352,0.00412100724875927,0.0,0.008774217888712884,0.0034361200034618376,0.0,0.041757885925471784,0.036132181584835055,0.042643972504884005,0.0,0.0,0.007331088371574879,0.010223964620381594,0.02318027552217245,0.018003630228340627,1.0,0.0
Gm15535,0.0,0.0,0.002831858843564987,0.0,0.010529083721339703,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056428808346390726,0.0,0.035269377641379836,0.0,0.0025401989556849,0.0016242864727973939,0.0003048238717019558,0.0,0.01304472265765071,-0.007313584368675947,-0.0017351609468460082,0.0,0.008774217888712884,0.00025519199669361115,0.0,0.051915747076272965,0.037519609816372396,0.036973125506192445,0.0,0.0,0.007331088371574879,0.010223964620381594,0.017546655051410197,0.02093171376734972,1.0,1.0
Ttc4,0.0,0.0,0.002831858843564987,0.0,0.008241606075316668,0.00031551416963338853,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005372840501368045,0.0,0.02785547508392483,0.0,0.0006604517623782158,0.005177413132041692,5.0803981721401215e-05,0.0,-0.07685308614280074,0.015774864125996827,0.00412100724875927,0.0,0.004593655280768871,-0.0020794229209423064,0.0,0.04649826787412167,0.05154054019600153,0.024645346202887594,0.0,0.0,0.007331088371574879,0.01604498313739896,-0.0506508184177801,0.008064934592694044,1.0,0.0
Elovl5,0.0,0.0,0.002831858843564987,0.0,0.004149953704327345,0.0,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355861384421587,0.0,0.040963125992566345,0.0,0.0010160795785486697,0.006294110082089901,0.00010160796344280243,0.0,0.0036030360218137505,0.02157241079956293,-0.002711188979446888,0.0,0.004988047992810607,0.02101445872336626,0.0,0.055987890223041174,-0.10825390616431832,0.01771870537661016,0.0,0.0,0.007331088371574879,0.0014670717623084784,-0.10543256267905235,-0.0632994857057929,1.0,1.0
Myl12b,0.0,0.0,0.001166059523820877,0.0,0.010529083721339703,0.0009465424716472626,0.0,0.0,0.0,0.0,0.0,0.010443011298775673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056428808346390726,0.0,0.027946051955223084,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.01304472265765071,-0.007313584368675947,-0.0026027414202690123,0.0,0.006941838636994362,0.0034361200034618376,0.0,-0.003294481970369816,0.036132181584835055,0.036973125506192445,0.0,0.0,-0.02097172001376748,0.01261207478120923,0.01496517177671194,0.029824413806200028,1.0,0.0
Rnf144b,0.0,0.0,0.0007773730158805848,0.0,0.0021635329537093638,0.0,0.0,0.0,0.0,0.0,0.0,0.010443011298775673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011098379921168089,0.0,-0.05597131995018571,0.0,0.00036578865721821786,-0.021318759955465793,0.0,0.0,0.0009537659585475922,-0.004233472812920809,-0.005964615754783154,0.0,-0.024396340269595383,-0.03758444231003523,0.0,-0.127592990398407,-0.09619885740801692,-0.08887160360347479,0.0,0.0,0.0019229084253311157,-0.008858817080035806,-0.12886674740817397,-0.04559895381331444,1.0,2.0
Tmco6,0.0,0.0,0.002831858843564987,0.0,0.008367811744101346,0.00031551416963338853,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008343284167349339,0.0,0.035269377641379836,0.0,0.0025401989556849,0.0016242864727973939,0.0003048238717019558,0.0,0.007933393297716975,0.05830621661618352,-0.0017351609468460082,0.0,0.005350889288820326,-0.06669691249728203,0.0,0.051915747076272965,0.037519609816372396,0.035560679752379656,0.0,0.0,0.007331088371574879,0.010223964620381594,0.02456770371645689,0.011639822218567132,1.0,1.0
Cpox,0.0,0.0,0.002831858843564987,0.0,-0.15861972398590296,0.00031551416963338853,0.0,0.0,0.0,0.0,0.0,-0.005301836505532264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005222126794978976,0.0,0.035269377641379836,0.0,0.0025401989556849,0.0012182148545980453,0.0003048238717019558,0.0,0.007807187628932297,0.035891120359301566,-0.0017351609468460082,0.0,0.005114253661595285,0.0031206058524549008,0.0,0.044476508968509736,0.01346672150772065,0.029633494829759,0.0,0.0,0.007331088371574879,-0.015443700486794115,0.02318027552217245,0.011750252153724432,1.0,1.0
