gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,18mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,count.DMR,rel_pos.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,18mo.9mo.Q.min.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,18mo.9mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,min_distance.log.min.loops,loop_size.log.min.loops,Tanova.median.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Cnr1,24238.0,0.0,14,0.0,0.0,-0.0928923664515635,0.097357247675557,0.0,0.0,2.3219280947719465,0.0,0.0,0.0,-0.1114399917320386,0.7739760315846377,-0.3541164609778682,0.8832615004030099,0.0,-0.1253912765851217,0.0,4.0,-0.253314613064111,-0.1087634625220831,-0.1395482423498892,1,-0.4569604935948159,-0.30720745080863,-0.8780094754436332,1,0.1556767476450173,0.0008387472649836,19.06907209307411,-0.001415581,0.0002430070099999,0.0002059204566666,-0.0005517177999999,18.65674229152821,-0.07766434,0.2729235949355991,13.848311441527462,13.620334393309086,0.14132707,0.0350066996333333,18.43435326974692,0.0005863669599455,0.043843697,13.402878829184385,17.429929741353273,1.1287059,0.0279612094961803,-0.1231142120061965,-0.1056381788689637,1.0134438322964874,8.836050355058385,-0.2821485683735171,-0.1203199008175395,11.16113188298437,-0.2350870980684438,4,0.3418415530524141,-0.6247726468762311,0.2644159693581084,-0.0365660667094427
Mcmdc2,33447.0,0.4306343543282436,12,0.4321843896255719,0.0,-0.1811400778061627,-0.0020302672047352,0.0442269155200429,0.0,1.4329594072670222,1.0,0.0,0.432959407274236,0.0121380072995318,0.5998829226938162,-0.3641069010787339,0.7268601036119045,0.0,-0.1965267966077704,0.7004397181341564,2.0,-0.5705187340166438,-0.2432649143135908,-0.2079557383567927,0,0.0,0.0,0.0,0,0.0,0.0009184210312709,17.39668003107027,-8.02239999999994e-05,0.0017603080953488,9.713990697674416e-05,-0.0009301635,16.78024498549313,-0.06784294,0.3837728965865435,14.172024239449604,14.511876166891112,0.1235924975,0.0445186107906976,16.643341621878186,0.0009875700650296,0.0388672999999999,13.705848343508944,15.352250377531398,0.7423967,0.0471505576379221,0.0937329002624222,0.0512758416434087,1.7609126501975858,7.507794640199489,-0.2172820656897238,-0.1626528901461439,10.773139206719774,-0.2428190491779569,3,0.0790784750131718,-0.3597190734004972,0.1163599949795001,-0.1270067089740578
Rb1,142149.0,0.0,3,0.0,0.0,0.0459093934691328,0.223077172694222,0.0,0.0,0.5849625007131416,0.0,0.0,-0.4150374992668215,0.0,0.0623328382669841,-0.0603381219554401,0.5356369722999765,0.0,0.0511041730370777,-0.1926450779398196,0.0,0.0427495729143787,0.116067245410102,0.0823749906217052,1,-0.2634815478396712,-0.2859880753024584,0.0,0,0.0,0.0013365866727108,19.1552407117132,-0.0024450625999999,0.0010473454,0.0006310852541666,-0.0017848092999999,15.411966684367115,-0.0575872499999999,0.6362122060745018,15.395163568400234,15.545386846900222,0.2010060859999999,0.0407351753333333,15.3504711307734,0.000962687297277,0.0656834624999999,14.121371625958965,13.704119788513015,1.04118865,-0.0025223710253542,-0.0069851925060584,-0.0233721137382658,1.7901768181333475,10.660887270302656,0.023982074658998,0.1618537488358893,15.110157018954071,0.1731194484211961,5,-0.0270995316231855,0.0195865680811381,0.1538965870657589,0.3462044518626852
Lrfn4,3882.0,-0.2756344426121071,7,-0.2756344426121071,0.594755795505379,2.798809886495057e-05,0.4063140382386017,-0.02124990070326,0.40720691443184,0.8479969065506752,2.0,0.3736209803010437,0.0634281397756908,0.0286692513596644,0.4100009660665973,-0.1059908068078159,0.4029955769835269,0.4407928485626362,0.0220331665158726,0.3219280948837557,0.0,0.1307699578835546,0.2843072956301652,0.3000725931992523,2,0.321146637721307,0.0825953597445827,0.0,0,0.0,0.0005838413427929,18.687286824597265,-0.0011795939999999,5.327514468085104e-05,-0.0004011757361702,-0.002021384,18.09506730160705,-0.136793041,0.4730944873319685,13.703947101993997,13.31840158362059,0.03653989,-0.0258693787234042,17.784498954070603,0.0009424955325835,-0.0477592,13.31840158362059,16.609640474436812,0.8601622,0.0453501003898093,0.0972559673685089,-0.0184635540928707,0.289640017207945,11.011926066306875,0.321146637721307,0.3731145049467423,11.42153890684833,0.2385512779767242,2,0.136521468129501,0.2365930368172413,0.002769371206138,0.2405095191362072
Lrrc51,20911.0,-0.1069152039161158,7,0.1224485320330073,-0.3099074487686104,0.3435220308125482,0.763421762919962,0.1939674922443659,0.3577610305120619,1.3219280948729355,3.0,0.2543094860522839,0.2064508774659463,0.0070670715265688,0.399904291991401,0.113281363040262,0.5407132584305422,0.4841899034203001,0.2981020344608135,0.0565835283661453,1.0,0.0684147771795533,0.3870397190731099,0.3403445511060153,1,0.3529779645310378,0.0070670715265688,0.0,0,0.0,0.000815169551573,18.98815209769054,-0.0001570926,0.0014061663277777,-0.0003356452888888,-0.0040270376,17.101689162717143,-0.13437599,0.3617148419718062,13.71711452701778,13.4231159101471,0.12963535,0.0178393318888888,17.135868117766783,0.0013554201864716,0.01239479,13.4231159101471,15.460487893272076,1.0014249,0.0054124923750206,0.1542027285209865,0.1029688054236076,0.8913546037820368,11.105253779700949,0.362372410000459,0.3693721032520072,12.777255315191944,0.2678215205684506,3,0.2357876679321691,0.1335844353198381,0.1167692399512388,0.345910893004469
Slc39a7,3413.0,-0.32192809488616,12,0.0627654410416562,0.0211205909818092,0.2272468087205121,0.4170950668892255,0.0,0.0,0.9999999999909832,0.0,0.0,0.2801079191909164,0.1010891158942239,0.2474542731316626,0.0523663124323272,0.6376401222494009,0.0,0.2003386238641498,0.3625700793824178,3.0,0.145497528198037,0.3195974997610563,0.3377205984132625,2,0.5100657872470704,0.1369291156322325,0.0,0,0.0,0.0006786139724271,19.649866622314565,-0.001085512,0.0001101668333333,-0.0002071068619047,-0.0017186279999999,16.333452386296273,-0.09612557,0.1201942628119742,13.823776747342349,13.740834826145262,0.088751574,-0.0315551941904761,17.19548111078482,0.0010210261164628,0.0025353299999999,13.740834826145262,15.61088065896903,0.3674995,0.108298938571722,0.1267810522359369,0.0595784158589322,0.3899716535526535,10.617467465294288,0.2601731835916612,0.556132687943943,11.424166288818151,0.2388276464425696,4,0.1936978701556206,-0.0062257314118907,0.1981873055487797,0.4759723268350986
Vopp1,97352.0,0.337034987275989,6,0.337034987275989,0.1782218696756489,-0.2355864989086376,-0.1574559497664758,0.0,0.0,-0.1520030934434468,0.0,0.0,0.1699250014403088,0.0,-0.1609640474418778,-0.2436796369512466,0.0126727026763825,0.0,-0.2313420209952171,0.7369655941469699,0.0,-0.4060180864197646,-0.2682753420886714,-0.2413519900797736,4,-0.5789020859800145,-0.4535094534480559,0.0,0,0.0,0.0009144970539996,19.82687119065748,-1.1833499999999893e-05,0.0006528624,-0.0003735176142857,-0.0017001012,19.80916049404121,-0.149635956,0.4889526895495883,14.269635676986274,14.066257405352257,0.10734249,0.0516224818571428,19.006869018188716,0.0010819840104033,0.0258435199999999,13.948275965094634,14.187120060274284,1.556824,0.0481073058839926,0.0306102435296558,0.1375312591245814,1.3756844671246933,11.140829770773063,-0.2685296287873085,0.6101537021440953,14.910736408924317,-0.1100569264553468,14,0.6843309703107361,-0.6646336797050885,0.3164898264106134,0.5514837537769997
B4galt4,26785.0,0.0,3,0.0,-0.0153675781363744,-0.0723734051113247,0.3510999920386863,0.0,0.0,0.0,0.0,0.0,0.0,-0.1218199538950104,0.0,-0.0723734051113247,0.0,0.0,-0.0723734051113247,-1.999999999891798,2.0,-0.1841005423427226,0.042943155045823,-0.0354155631737205,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0347613637509142,-0.0828910467695726,-0.022581792006974,0.3623568706814377,10.787902559391512,-0.1502859039421564,-0.1107501184484425,11.300352560328276,-0.028465950047146,2,0.0015211463151723,-0.1122712647636148,0.1185186126709757,0.0553393646693227
Pram1,7650.0,0.7655347463570363,9,0.7655347463570363,-0.0866293464877228,0.2243750376939546,0.4123944926095109,0.0525466206145996,0.3603211509928123,0.2064508774659463,1.0,0.3603211509928123,0.2512501702628236,0.1581667708156677,-0.0770967167721329,0.0596248508294747,0.2796108587109282,0.3603211509928123,0.2130723734915357,1.1375035237420654,1.0,0.1295278613433299,0.2643039856317879,0.2576467942871554,1,0.4691707441256114,0.1581667708156677,-1.1255308817286498,1,0.7861802575107296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0135632443103761,0.111260618151328,0.0465960217248513,0.8088005139800517,9.893301530860716,0.2181867594360755,0.4691707441256114,11.418379719365008,0.2463237802621416,3,0.1581667708156677,-0.0033439658178535,0.2244302849240765,0.4313113332943348
Gm11149,54303.0,-0.0430687218917578,3,-0.0430687218917578,0.0,0.0156139672127273,0.2155224136330327,0.0569379672693557,-0.090491894595635,1.1154772174069891,1.0,-0.090491894595635,-0.3870231231066356,0.0,0.9614160697297204,-0.1385203802764651,0.2178753644799578,-0.090491894595635,0.0156139672127273,-0.6629650127179998,0.0,-0.2487539785111718,0.0480752341283103,0.1127662506956903,0,0.0,0.0,0.0,0,0.0,0.0007112317536348,19.990081798387312,-0.0016075556,0.0003228426545454,0.0001308221610389,-0.0017814673,18.578254742209705,-0.0838341999999999,0.3139335048060795,13.993381188805104,13.995767150877802,0.20473042,0.0297820108311688,18.231619655691684,0.0007389123207178,0.05946231,13.73809225962049,13.461479447286155,0.871686,0.0042323991169372,-0.0040338578646048,0.0607718005973454,0.0,13.027733249752847,-0.3650538362847464,-0.3650538362847464,13.027733249752847,0.1723108287659442,1,-0.5373646650506907,0.1723108287659442,0.0,0.1723108287659442
