gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Prkab2,0.0883078079082464,0.0,-0.10352727055157486,-0.023117748726355403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637828141450882,0.0032096909064995615,0.0,-0.06316892155691196,-0.029370645257203204,-0.037572292758053856,0.0009907606597009458,0.0,0.0773131814050047,0.0,-0.04147814255894015,0.0,0.040768557228147984,0.0,0.105898653990344,0.0,1.0,1.0
Ddx41,0.1147911736839696,0.0,-0.10352727055157486,0.059577741022957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637828141450882,0.0032096909064995615,0.0,-0.06316892155691196,0.009274940545621672,-0.020766615083343105,0.013342243570246194,0.0,0.10551683487076509,0.0,0.1081966889139853,0.0,0.040768557228147984,0.0,0.105898653990344,0.0,1.0,1.0
Wwox,-0.4977380139263053,0.0,0.041846521639902344,-0.009379200925315289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141843680145317,0.0021397940030223445,0.0,-0.017573435741819833,0.019580430694316562,0.03959482584736849,0.0001321014286460061,0.0,0.04519654993016861,0.0,-0.013851604326383063,0.0,-0.06311641378622306,0.0,-0.41453751451090765,0.0,1.0,2.0
Ubl5,0.08581165439988438,0.0,0.06814304856877577,-0.016975032698706184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333349709251993,0.0032096909064995615,0.0,-0.06683589449446452,0.009274940545621672,-0.07063490064128448,-0.016975032698706184,0.0,-0.2546674324334354,0.0,0.031115508564796886,0.0,0.06877988910204486,0.0,0.09229141209078462,0.0,1.0,0.0
Ypel1,0.08099314697871082,0.0,0.043111705123201796,0.008058186706253573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15042937365605644,0.0032096909064995615,0.0,-0.061173824397356885,-0.029370645257203204,-0.03710993778842844,-0.02760919705523472,0.0,0.0720751163133077,0.0,-0.04596959064273458,0.0,-0.06311641378622306,0.0,0.10813705623149872,0.0,1.0,0.0
Psmd11,0.10602169032943876,0.0,0.06814304856877577,0.007992136010311936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017254909794581563,0.0032096909064995615,0.0,-0.06683589449446452,0.05255799662125738,0.07847191775707822,0.0006605071064672972,0.0,-0.2341274831345991,0.0,0.020926357663579677,0.0,0.06877988910204486,0.0,0.09229141209078462,0.0,1.0,1.0
Nrg3,-0.46825470147948517,0.0,-0.019812843076100473,0.00442539762681056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020709833890003592,0.0037446394072551477,0.0,0.10789099169012747,0.019580430694316562,0.03464102284296563,0.00026420285116489,0.0,-0.030330270044750682,0.0,-0.01880540850719339,0.0,-0.03654156061575601,0.0,-0.42961364847264794,0.0,1.0,2.0
Mettl5,0.0966272285502208,0.0,0.11583073270556174,-0.08883820581985147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03757028899302608,0.0032096909064995615,0.0,-0.040298297609153544,0.009274940545621672,-0.06085939666158274,0.0036327890855701347,0.0,0.11259309849456738,0.0,0.04696767787007909,0.0,0.06877988910204486,0.0,0.12487640643590375,0.0,1.0,1.0
Gm17178,0.1116995258550895,0.0,-0.07767065565444921,0.059577741022957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637828141450882,0.0032096909064995615,0.0,-0.06316892155691196,-0.029370645257203204,0.020970616783750683,0.013342243570246194,0.0,0.10551683487076509,0.0,0.1081966889139853,0.0,-0.03654156061575601,0.0,0.105898653990344,0.0,1.0,1.0
Prdm9,0.1116995258550895,0.0,0.11583073270556174,0.059577741022957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03757028899302608,0.0032096909064995615,0.0,-0.040298297609153544,-0.029370645257203204,0.020970616783750683,0.013342243570246194,0.0,0.13617320221505666,0.0,0.1081966889139853,0.0,0.06877988910204486,0.0,0.12487640643590375,0.0,1.0,1.0
Tagln3,0.08961661963870651,0.0,-0.023657054738386682,-0.014927460628218557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010170391025511842,-0.1289225851038569,0.0,0.1694457120703239,-0.09635632710629388,0.024669721232433068,0.0003963042736837738,0.0,-0.16833315902438603,0.0,0.016170705864696128,0.0,-0.03654156061575601,0.0,0.11072969338611553,0.0,1.0,0.0
Ccdc174,0.10877059547132567,0.0,0.07106270278362851,0.007067426046552627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0463437038277717,0.009094124267760077,0.0,0.16365928629315213,0.05255799662125738,0.09980569181865767,0.0004623549818796547,0.0,0.06520921380357131,0.0,-0.0310380986744636,0.0,0.06877988910204486,0.0,0.14930600692567073,0.0,1.0,1.0
Gna12,0.11707601735466405,0.0,-0.034119148469088895,0.007067426046552627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024675149887212013,0.009094124267760077,0.0,0.18164314427658132,0.05255799662125738,0.09980569181865767,0.0004623549818796547,0.0,0.06706542325647254,0.0,-0.0310380986744636,0.0,-0.03654156061575601,0.0,0.002915426696601667,0.0,1.0,1.0
2610301B20Rik,0.11608525698906497,0.0,-0.10352727055157486,-0.012681736451524653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637828141450882,0.0032096909064995615,0.0,-0.06316892155691196,0.05255799662125738,0.11110036290789906,0.0001981521368418869,0.0,0.076190319328912,0.0,-0.019743427242103376,0.0,0.040768557228147984,0.0,0.105898653990344,0.0,1.0,1.0
Zfp382,0.08740960688967454,0.0,-0.060462372402023325,0.017503438345891863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010900304628242003,0.0032096909064995615,0.0,-0.07267520302220394,-0.029370645257203204,-0.016149882692843676,0.0026420284258691887,0.0,-0.2849285926816887,0.0,0.04993995977565646,0.0,0.040768557228147984,0.0,0.08791193081752251,0.0,1.0,0.0
Abcg4,0.1116995258550895,0.0,-0.10352727055157486,0.059577741022957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637828141450882,0.0032096909064995615,0.0,-0.06316892155691196,-0.029370645257203204,0.020970616783750683,0.013342243570246194,0.0,0.10551683487076509,0.0,0.1081966889139853,0.0,0.040768557228147984,0.0,0.105898653990344,0.0,1.0,1.0
