,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.5640350877192982,0.5533416875522138,0.0632858352744011,0.7774853801169591,0.5691015679928499
1,0.55,0.4784878863826232,0.03853873146119526,0.7709903047091413,0.5471680880274074
2,0.5903508771929824,0.5634085213032581,0.0709954033810316,0.7949315173899663,0.5975503675953406
3,0.531578947368421,0.5140350877192982,0.043296886599343866,0.7714027393044014,0.5525747145513474
4,0.5692982456140351,0.5152882205513785,0.04999015159544716,0.7760033856571252,0.5579358439634627
5,0.6026315789473684,0.5384711779448622,0.07050699862475607,0.8034533702677746,0.6005925297508601
6,0.5605263157894737,0.501921470342523,0.043142518701870004,0.7886507386888273,0.5866734276412552
7,0.5578947368421052,0.516750208855472,0.04770168573137445,0.7773790012311481,0.5655595541456537
8,0.5833333333333334,0.5241436925647452,0.05522753625854744,0.7977204524469068,0.6024555328186096
9,0.5666666666666667,0.5712197159565581,0.06906039037958348,0.7875425130809479,0.5804698365901727
