,DEG
Uqcc1,1
Tmem196,2
Gm15834,1
Tmem246,1
Wtap,1
Mt3,0
Vezf1,1
Pllp,0
Akap13,2
Orc3,1
Zfp276,0
Usp3,1
Ubald2,1
Mblac2,1
Slc35a2,0
4932438A13Rik,1
Supt5,0
Hsbp1,0
Trappc4,0
Rps18,0
Wrnip1,1
Plxna2,1
Mettl2,1
Zdhhc9,0
Ipo7,1
Clk2,1
Dse,2
Aldoa,0
Ube2m,0
Nucb1,1
Sh2b1,1
Amd1,2
Ubxn1,0
Adcy2,2
Dcp1a,1
Rab5c,1
Shroom3,2
Clmn,0
Cntln,2
Agbl3,1
Cacng7,1
Wnt5b,2
Gpld1,2
Pfkfb4,1
Pdcd4,1
Tet1,1
Laptm4b,1
Fut8,2
Prpf6,1
Ttc27,1
Pdgfa,0
2610306M01Rik,0
Vps4a,1
Smc6,1
H2afz,0
G3bp1,1
Tjap1,0
Btbd8,1
Plekhb1,1
Cnih1,1
Mrpl43,0
Hnrnpa0,0
Fscn1,1
Ftl1,0
Zbtb20,2
Mpzl1,2
Rpl4,0
Sec61g,1
Mtr,2
Ssr2,0
Rpl13,0
Lta4h,2
Pkm,0
Emc4,0
Nsun2,1
A230009B12Rik,2
Tpk1,2
Rpl18,0
Sorl1,0
Ddit3,1
Slc25a3,0
Fggy,2
Fam13b,2
Pcbp1,0
Zfp523,1
Adam10,2
Ap3b2,1
Cox6a1,0
Tmsb10,0
Rlf,1
Thsd4,2
Efcc1,2
Plekhm3,2
Cdk5rap2,2
Aldh1l1,2
Hnrnph2,1
Fabp5,0
Tmem60,0
Cct2,0
Rgma,2
Alkbh3,1
Hdx,2
Cdyl2,0
Gpr37,1
Dmd,2
Zfp664,1
Tenm2,2
Cds1,1
Arhgef11,1
Vwa5a,1
Snrpn,0
Sub1,0
Slc16a6,2
Tmem134,0
Psap,0
Dcaf13,1
Shq1,1
1700109H08Rik,1
Gm11906,1
Fam117a,1
Ccser2,1
Pik3c2a,1
Kcnab1,2
Slc35e3,1
Rusc2,1
Psmc4,0
Sf3b2,1
Sdhb,0
Arl2,0
Smad7,0
Cers2,0
Lrp4,1
Kctd18,1
Rpl3,0
Csnk1g1,1
Rpl28,0
Gramd1a,1
Galnt7,2
Ahsa2,1
Bin3,1
Ttyh2,1
Mcam,1
Eml6,1
Map1a,0
Sgsm1,1
Otud7a,1
Opalin,0
Rbm5,1
Fchsd2,2
Nsf,1
Mrpl28,1
Sra1,0
Fasn,0
Eif4a3,1
Rpl23,0
Tmem65,1
Uqcrh,0
Atp1b1,0
Ndufa12,0
Gtpbp4,1
Prdx4,0
Ndufa2,0
Tcf25,0
Fndc3b,2
Cdh19,0
Ttc7,1
Alms1,1
Dennd5a,1
Ccdc85b,0
Gtpbp10,1
Gtf3c5,1
Rnf32,1
Pank1,0
Ripk2,2
Guk1,0
Cfap97,1
Armc8,1
Prima1,1
Gm16794,1
Cfl1,0
Hmgn3,0
Aph1a,1
Zgrf1,1
Cstb,0
Slc35a3,2
Ubb,0
Psmd4,0
Unc5d,2
Tmco1,0
Nup205,2
Psmd13,1
Xrn2,1
Kpna4,1
Scd2,0
Prkca,2
Map1lc3b,0
Atp7a,1
Nploc4,1
Snca,2
Polr2f,0
Pfdn6,1
Spryd3,1
Ubtd2,2
Peli2,2
Gatad2a,1
Arsa,1
Zbtb2,1
Osbpl7,2
Rps3a1,0
Stk25,1
Ilvbl,0
Il1rapl2,2
Nova1,2
Ndufs8,0
Asph,2
Lrch2,2
Nrbp2,0
T2,1
Mapk3,0
Mlf2,0
Sox2,2
Lmf1,1
Ythdf2,2
Ncoa7,2
Gigyf2,1
Plekha3,1
Snx21,1
Rrm1,1
Phf12,1
Ctsa,0
Dzip1,2
Gas2,2
Mrps26,1
Gm16066,1
Trpc1,1
Zfp426,1
Ppp3cb,2
Hist1h2be,2
1110046J04Rik,2
Rfx7,1
Scamp2,1
Gltp,0
Psmb7,0
Amy1,2
Wipf1,1
Gm5535,1
Dnajc24,1
P2rx4,2
Acadsb,1
Bsg,0
1700112D23Rik,2
Dnajc15,2
1810026B05Rik,1
Zkscan5,1
Kctd16,2
Ech1,0
Ap2s1,0
Pdxk,0
Pcdh7,0
Sema3c,2
Golga1,1
Ptpn12,2
Cdr2,0
1500004A13Rik,1
Ccnjl,1
Ppcdc,2
Tmem150c,2
Efna5,2
Cldn14,0
Ndufb6,0
Bcorl1,1
Zxdc,1
Arvcf,1
Ust,0
Nos1ap,2
Rsf1,1
Cox4i1,0
Stat1,1
Mcrs1,1
Rpl36,0
Sacm1l,1
Ppa2,1
Tex264,0
Ehhadh,2
Vapb,1
Nek9,1
Zfp622,1
Tma7,0
Akap7,2
Gabarapl1,1
Mocs1,1
Tgfa,2
Hnrnpr,1
Eif2ak4,1
Cask,1
Sepsecs,1
Mgst3,0
Chmp5,1
Cbx6,0
Twf2,1
Nrp2,2
Dmxl1,1
Suclg1,1
Spsb1,1
Vmp1,0
Zfyve26,1
Sytl5,0
Mtbp,1
Cadps2,2
Cntn1,1
Elp4,2
Ctnnb1,1
Scfd2,1
Grsf1,1
Sacs,1
Tmem120b,1
Ppp1r14a,0
Rps6,0
Fam107b,1
Lzts2,1
Arid4a,1
Hint1,0
Isca2,1
Tm2d3,0
Pdzrn4,1
Prtg,2
Ptpro,0
Ctbs,1
Rps15a,0
Dtnb,1
Rhou,1
Capns1,0
Mthfs,1
A330008L17Rik,2
Synm,1
Zbtb7a,1
Ptpn9,1
Bin1,1
Nudt7,1
Mgat4c,1
Smurf1,0
Rps27,0
Pcgf5,2
Ube2o,1
Arl8a,1
Slc8a3,2
Plekhj1,0
Fbxo7,1
Rnf157,1
Crem,2
Pfn1,0
Camk2d,2
Brk1,0
Zkscan1,2
Stxbp5,1
Por,1
Mapre2,2
Cnpy2,0
Tmprss5,1
Psd2,2
Prnp,0
Nme2,0
Sft2d3,1
Mapk7,1
Ccnh,2
Rps9,0
Phospho2,1
Hexb,1
Ctsf,1
Bbs2,1
Nkx6-2,0
Fam20b,1
Ccdc148,1
Psma7,0
Dusp23,2
Ndufs6,0
Herc3,1
Dpyd,2
1500011B03Rik,0
Tgfbr3,2
Antxr1,2
Phip,1
Scaf4,1
Aurkaip1,0
Sik2,2
Rpl7a,0
Prkag1,1
Dnajc25,1
Ssh1,1
Klhl5,0
Htt,2
Tsix,2
Mia2,1
Fau,0
Cnp,0
Txndc11,2
Dazap2,1
Mpdu1,1
Aacs,0
Snhg3,0
Gpatch1,1
Paip2b,2
Pnrc2,1
Spef2,2
Slc4a10,2
Scyl3,1
Trank1,2
Smpd4,1
Taf1b,2
Dock9,1
Sipa1l3,1
B230216N24Rik,2
Nat10,1
Ddost,0
Dars,2
Hibch,1
Fam98b,1
Unc50,0
Gm16638,2
Slc50a1,0
Grin2a,1
Abi2,1
Piezo2,0
Nek4,1
Hdac3,1
Pcdh10,0
Ccdc85a,1
Serpinb1a,0
Rpl12,0
Rpl22,0
N4bp2l1,1
Taf11,1
Flnb,2
Bnip2,1
Gm11149,0
Lsm4,0
Gtf2i,1
Vps41,1
Mal,0
Onecut2,2
Enox1,1
Mrpl41,0
Sumo1,1
Bcar1,0
Rpl13a,0
Tcaim,2
Map6,1
Nae1,1
Rev3l,1
Mtmr10,1
Insc,1
Ift46,1
Pias1,1
Ankhd1,2
2210408F21Rik,2
Uqcr11,0
Gnas,0
Eif5b,1
Iffo1,0
Scnm1,1
Gskip,1
Rnf41,1
Hbs1l,1
Tti2,1
Rnf25,1
Wnk3,1
Arid4b,1
Add1,0
Guf1,1
Acer2,2
Prkaa2,1
Ctnna1,1
Edf1,0
Pole4,1
P4ha1,1
Gpd1,0
Clpx,1
Arpc1a,0
Trappc3,1
Vps35,1
Lrrc4,1
Smim8,1
Atp5g2,0
Vbp1,0
M6pr,0
Crnde,2
Tctn1,1
Taf13,1
Pak1ip1,1
Atp1a1,0
Simc1,2
Slc36a4,1
Rpl37,0
Dgat2,0
Cct8,1
Ehbp1,1
Uqcrb,0
Foxp1,1
6430548M08Rik,1
Trp53bp1,1
Morc3,1
Snap47,1
Fez1,1
Gabarapl2,0
Lamtor1,1
Pde1c,2
Rpl22l1,1
Actg1,0
Ndufb8,0
Syf2,0
Nsa2,1
Gmeb1,1
Usp14,1
Slc25a36,1
Sumf1,1
Gm4221,0
Synpr,0
Mink1,0
Htr2c,2
Acp2,1
Nde1,1
Mrpl53,0
Rab18,1
Kifc2,1
Chrm3,2
Sh3kbp1,2
1700025G04Rik,2
Gm26638,1
Cab39l,1
Mgll,0
Klhdc3,1
Usp50,0
Sec23ip,1
Trerf1,1
Zfp341,1
Vcp,1
Vrk1,1
Gm16759,2
Acox3,1
Phax,1
Cox6c,0
Lonp2,1
Auts2,1
Clta,0
Nfyb,1
Cdk19,1
Fis1,0
Bub3,1
Tmem151a,1
Ube2q1,1
Asb3,1
Ndufb7,0
Car11,1
Cdc14a,2
Me2,1
Rnf181,1
Hspa8,0
Unc5b,0
Cntnap5b,2
Epn1,1
Slc35b2,0
Mobp,0
Scrn1,1
Abca5,1
Gm816,2
Map7d2,0
Tcte2,2
Scp2,0
Rpl14,0
Reck,1
Col4a3bp,2
Wdr36,2
Zfp963,1
Ndufa8,0
Zdhhc5,1
Pigu,1
Mtus1,1
Ubxn2a,1
Esd,0
Bmyc,0
Bscl2,1
Mccc2,1
Sec14l5,1
E130307A14Rik,2
Madd,1
Gtf2a1,1
Lemd3,2
Gopc,1
Cdc5l,1
Zbtb16,0
Rad51b,1
Bcap31,0
Kctd1,1
Lamp1,0
Dis3l,1
Itpr2,1
Pnn,1
Ap2a1,0
Tmem209,2
Tcp1,0
Apbb1ip,2
Gm13052,2
Phactr1,1
Mrps16,1
Pnkd,0
Cd63,0
Ubl5,0
H3f3a,0
Alkbh5,1
Ptdss2,1
Cnot7,1
Gemin7,0
Basp1,0
Rab37,1
Gtpbp2,1
Glo1,0
Prim1,1
Ssr1,1
Pspc1,1
Sorbs3,1
9130019P16Rik,1
Hint3,1
Matn2,1
Mcts2,0
Tmed4,0
Xxylt1,1
Rps12,0
Tm2d2,0
Glt1d1,2
Fbxo4,1
Snrnp40,1
Masp1,0
Tsnax,0
H2afy,1
Lgi3,0
Abca8a,2
Dars2,1
Rb1,1
D8Ertd738e,0
Szrd1,1
Slmap,2
Ndfip2,1
Prdx2,0
Nfat5,1
Erh,1
Amotl2,1
Zfp397,1
Grin1,2
Tspan2,0
Cuedc2,0
Pebp1,0
Eif5a,0
Pmm2,1
Zgpat,1
P4htm,1
Clint1,2
Cuta,0
Igsf9b,1
Itgb3bp,2
Zfp438,2
Hmgn1,1
Stx6,1
Ncald,1
Phactr2,2
Rasal2,1
3222401L13Rik,2
Fam228b,1
Aff2,2
Micu1,2
Tspan15,1
Lpar6,0
Rnf166,1
March7,1
Tpgs1,0
Tmtc1,0
Rps23,0
Neat1,2
Add3,1
Cers4,2
Cpped1,2
Trappc8,2
Paqr3,1
Nudc,0
Lama2,2
Atox1,0
Acyp2,2
Klhl15,1
Olfm3,2
Sirt3,1
Klhl26,1
Tspan7,1
Ccar1,1
Tspan3,0
Ero1lb,1
2410002F23Rik,1
Rpl17,0
Ptpn13,0
Ids,1
Slc26a11,1
Zdhhc14,2
Btf3,0
Pkp4,2
Gm2a,0
Gm14399,1
D3Ertd751e,2
Tnfaip6,1
Kiz,2
Rpl10,0
Cdh6,2
Cdc40,1
Cisd2,0
Hsp90aa1,0
Tbc1d5,1
Bcr,1
Rfx3,1
Phykpl,1
Rps27l,0
Oaz1,0
Rps5,0
Thsd1,2
Rpp21,1
Ctsl,0
Hmox2,1
Fut10,1
Mettl1,1
Chmp2b,1
Snx18,1
Ndufs5,0
Zkscan8,1
Rad54l2,1
Nup133,1
Rbm3,1
