,DEG
Mgat5,1
Pcsk7,0
Tbc1d12,1
Pcdhgc4,1
Faf1,2
Iqgap1,0
Spns1,0
Men1,1
Prrc2b,0
Tnfrsf21,0
Srrt,0
Atp6ap1l,1
Gm13187,1
Casd1,0
Ammecr1l,0
Nlgn3,0
Ap4b1,1
Adam12,1
Grcc10,0
Rbm8a,1
Golga2,0
Cep295,0
Clstn1,0
Supt3,2
Blm,1
Hsp90b1,0
Disp2,1
Rpl10a,0
Bean1,1
Actr1a,0
Atf6b,0
Kif3c,0
Cnnm1,1
Phkb,1
Celsr3,0
Gabrd,0
Rpl39,1
Clptm1,0
Hmgcll1,1
Brd9,0
Mcts1,0
Pigo,1
Ncor2,0
Leo1,1
Cln5,1
Dnmt3a,0
Rps11,1
Arf5,0
Rbm5,0
Safb,0
Mast2,0
Zfr2,0
Ccr9,2
Ptgis,0
Adam15,0
Dlgap4,0
Fcf1,1
Sdf4,0
Zfp688,1
Atp6ap2,0
Zcchc9,1
Deaf1,0
Lin28b,2
1600010M07Rik,2
Rai1,0
Plcb4,1
Sirt2,0
Gnl3l,0
Got2,1
Atraid,0
Gramd1a,0
2810403D21Rik,1
Vps37b,0
Klhl3,0
Gtf2ird1,0
Foxo6,1
Polr2b,1
Dnaja1,1
Ddx23,1
Zfp318,1
Plekhh1,1
Fan1,1
Rbm10,0
Fam104a,1
Zfp711,1
Rusc1,0
Sema5a,1
Vgf,0
Fbrs,0
Rph3a,0
Gpatch8,0
Srsf6,0
Commd3,1
Lyplal1,1
Dnah7a,1
Clip2,0
Naga,1
Fitm2,1
Smarcal1,1
E4f1,0
Kdm1a,1
Kcnk3,0
Dnajc1,1
Mrps18c,1
Fam222a,1
Slc22a17,0
Ap2a2,0
Cacng8,0
Fam192a,1
Alkbh8,1
Cox7b2,1
Fut9,1
Mettl24,1
Klf10,0
Supt20,1
Shisa7,0
Prkcb,0
Hyal1,1
Fam117a,1
Nab2,0
Srp72,0
Slc45a4,1
Chka,0
Man1a,1
Rock2,0
Kansl3,0
Hs6st3,2
Zfp74,1
Cebpg,1
Ano5,1
Cbx6,0
Kcnb2,2
Vmn2r87,1
Cdh8,1
Uqcrq,0
Ncam1,1
Slc2a6,1
Esrra,0
Cdk5,0
Thyn1,1
Hells,1
Ifngr1,1
Ifrd1,1
Ergic2,1
Gpr137,0
Ash2l,1
Cpeb1,1
Stx2,1
Psmd7,1
Cul7,1
Zfp944,1
Btf3,1
Mcf2l,0
Eif4g2,1
Sec61a1,0
Polr2c,1
Nit2,1
Creld1,0
Pcgf6,0
Nosip,1
Elp2,0
Rpl4,1
Gls,1
Usp11,0
Sgsm3,0
Wdr44,1
Angel1,1
Tia1,0
Arrb1,1
Tet3,0
Plcg1,0
Mapk8ip1,0
Tom1l2,0
Nav2,0
Setd4,0
Stmn1,0
Ddx3x,1
Pip4k2b,0
Mrps33,0
Tut1,1
Ap2m1,0
Atxn2l,0
Tshz3,1
Rtn3,1
Ldha,0
Plxna1,1
Slc38a2,0
Crocc,0
Nop14,1
Scg2,1
Rnpep,0
1810034E14Rik,1
Nisch,0
Fyttd1,1
Fnbp4,0
Smg5,0
Ptpn5,0
5730522E02Rik,2
Plekhm2,0
Vdac2,0
Extl1,0
Arhgap23,0
Snap47,1
Agrp,1
Dgkb,2
Tmem63c,0
Golm1,1
Syp,0
Plaa,1
Cep78,1
Abcf3,1
Nom1,1
Lmna,0
Gm26652,1
Glis1,1
Aloxe3,1
Zfp644,2
4930447C04Rik,1
Tmem59l,0
Kbtbd8,1
Chn2,0
Rad54l2,0
Rpl13a,0
Slc7a4,0
Smchd1,1
Filip1l,2
Nyap1,0
Srr,1
Tomm5,1
Nr2c2,1
Wdr53,1
Trmt5,1
Tdrkh,1
Rpl37,1
Tmem259,0
Wiz,0
Klf5,1
Brip1os,2
Iqgap2,0
Pdcd2,1
Pde2a,0
Ablim1,1
Gas7,0
Etv5,0
Exosc10,0
Rps8,1
Zmym5,0
Amz2,1
Rad52,0
0610009B22Rik,1
Lrrtm4,2
Jag2,0
Slc25a44,1
Fbxl17,2
Ubap2l,0
Rps12,1
Extl3,0
Nubpl,1
Atp6v0e2,0
Sept11,0
Rps6kl1,0
Wnk2,0
Gpatch1,0
Fam189a2,1
Slc30a1,1
Smarcd2,0
Dbn1,0
Uqcr11,0
Pdgfb,0
R3hdm2,0
Zscan21,1
Rccd1,1
Abcf1,0
Sipa1,1
Scmh1,1
Dennd4b,0
Ptcd1,1
Msrb1,1
Slc25a3,0
Ppip5k1,0
Coro1a,0
Ube2q1,0
Xylt1,1
Cdk10,0
Speg,0
Syt11,0
Dcun1d4,1
Gse1,0
Fbrsl1,0
Snrnp40,0
BC005537,0
Adam19,1
Cacng7,0
Lrrc49,1
Fam111a,1
Macrod2,1
Slc30a7,1
Cul4a,1
Dlx1as,1
Pth2r,1
Ifitm7,1
Celf3,0
Atp5j2,1
Tor1aip2,1
Skap1,1
Brd7,1
Mcfd2,1
Ehmt2,0
Ctnna3,2
Rab6b,0
Icam5,0
Pramef8,1
Tcf12,2
Vcp,0
Rfc2,0
Rfng,0
Rnf152,0
Gm15494,1
Pcgf2,0
Nuak1,1
Adap1,0
Rgl2,0
AW554918,1
Atp8b1,0
Ptprs,0
Usp32,0
C130026L21Rik,1
4930473D10Rik,1
Ankrd11,1
Dnajc7,0
Ndufb8,1
Gm14296,1
D630023F18Rik,1
Gpc6,1
Zfp651,1
Skiv2l,1
Ptprn,0
Csmd2os,1
Ccnl1,0
Rpl8,1
Ska2,1
D430036J16Rik,1
Las1l,0
Gapdh,0
Rfx3,2
Sec61g,1
Ccdc12,1
Ndst3,0
Timp3,1
Rpl37a,0
Klc1,0
Rab40c,0
Atp6v0d1,0
Cnot3,0
Arl15,1
Ppargc1b,1
Tbata,0
Nup153,1
Myo9b,0
Gm17178,1
Eef2k,1
Cat,1
Rps28,0
Ankrd13d,0
Ccdc159,1
Rgs11,0
Bcs1l,0
Pask,1
Strn4,0
Bcat2,1
Porcn,0
Ubr4,0
Kcnt1,0
Kif5b,0
Arhgap25,0
Wipi2,0
Pxmp4,1
Gm12655,1
Ppp4r4,2
Ndor1,0
Lmtk3,0
Atad2b,0
Eif4e,2
Atf1,0
Kmt2b,0
Pcyox1,1
Izumo4,0
Kif2a,1
Arhgap24,1
Eed,1
Gatad2b,0
Tubg2,1
Gm13391,0
6430548M08Rik,1
Rufy3,0
Spsb1,1
Gm16351,1
Kctd6,1
Atp6v0a2,0
Prkar1b,1
Sugp1,0
Park7,1
Kcnab3,1
Fam98a,0
Ube2b,0
Rpl34,0
Pcbp4,0
Socs7,0
Fndc4,1
Dido1,1
Mink1,0
Ncln,0
Neil2,1
Sgcz,1
Zfp641,0
Ruvbl1,1
Acot7,1
Grik3,0
Slc25a20,1
Atp1b1,0
Grm3,1
Rgp1,1
Scn8a,0
Necab3,0
Dhdds,0
Cyp46a1,0
Snhg9,0
Hectd3,1
Rab4b,1
Capns1,0
Dok3,0
4930402H24Rik,0
Ulk2,1
Irak1,0
Cmss1,1
Sdc2,1
Sin3b,0
Slc1a2,0
Ube2s,1
Sco1,1
Kptn,0
Pkm,0
Btg1,1
Mrps24,1
Srsf9,1
Gm20404,2
Syngr3,0
Dlg4,0
B4galnt4,0
Gbf1,0
Dctn2,0
Rit2,2
Lpcat3,1
Mus81,1
Nbr1,0
Naa35,1
Snrpd1,1
Seh1l,1
Itsn2,1
Pgrmc2,1
Sepsecs,1
Dancr,1
Paf1,1
Rabgap1l,2
Gm12227,1
Tacc1,0
Rraga,1
Slc35b1,1
Ccdc120,0
Riok1,0
Sox11,0
Hdac2,1
Gpr146,1
Dusp1,1
Puf60,1
Mrps31,1
Thy1,0
Nt5c3b,0
Cep131,1
Ints2,1
Cadm2,2
Pgd,1
Rab40b,1
Zfp738,1
AA465934,1
Gaa,0
Edem2,1
Ranbp6,1
Dapk1,0
Adar,0
D430019H16Rik,1
Palmd,1
Aldh2,1
Hars,0
Nmt2,1
Sez6,0
Pop5,1
Aff1,1
Abi3bp,1
Sept8,0
Lrig1,1
Ap3s1,1
Tmem151a,0
Pcp4,0
Coq4,1
Sbk1,1
Pnpla6,0
Snip1,1
Fads1,0
Apbb1,0
Ndrg3,0
G3bp1,1
Plekhm1,1
Pcbp2,0
Bdp1,1
Map4k4,1
Ccdc174,1
Pvr,1
Gm6712,1
Ddx17,0
Taf10,1
Gm14634,1
Tub,0
Zfp286,1
Eef1e1,1
Pou3f3,1
Zfp523,0
Hunk,1
Prkrip1,1
Ift74,0
Ubfd1,1
Fam124a,1
Hebp1,1
Tpst1,1
Aimp1,1
Rab3c,1
Spag1,1
Kif21b,0
A330074K22Rik,1
Stx3,0
Zbtb4,0
Leng9,2
Nrxn1,2
Smarca4,0
Sh3glb2,0
Cyb5a,1
Timm17b,1
Ptprr,1
Mlf2,0
Gm15738,2
Gm28294,1
Atg4a,1
Ehbp1,1
Ptk7,0
Gnas,0
Msrb2,1
Adamts5,1
Smcr8,1
Chek1,1
Antxr1,1
Nsdhl,1
Shc2,1
Gdi1,0
Qk,2
Suclg1,1
Sema6d,1
Tmem169,1
Ints10,0
Cep162,1
Pcyt2,0
Snd1,2
Gtf3c1,0
Tfpt,1
Sgcb,1
Ube2ql1,1
2510009E07Rik,1
Vps9d1,0
1700010K24Rik,1
Dnhd1,1
Dpysl4,0
Eif2b1,1
Ly6e,0
Tomm40,0
Fbxo8,1
Adnp2,1
Eno1,0
Nr3c2,2
Gdpd5,0
Psap,0
Ccdc22,1
Api5,1
Vps26a,1
Serinc3,1
Ube3a,2
Gm1992,2
Slc25a28,0
Snrpa,1
Zfp598,0
Slc4a4,1
Wdr45,0
Eif2s1,1
Islr2,0
Zfyve28,0
Coro7,0
Map7d1,0
Grip1os2,1
Hsd17b7,1
Dclk3,1
Morc4,1
4930512B01Rik,2
Bola2,1
Rassf5,1
Pom121,0
Katna1,1
Crk,0
Fam193b,0
Ubxn4,1
Magohb,1
Gm15810,2
Fbxo45,1
Akap8,1
Mrto4,1
Podxl2,0
Gm11520,1
