2mo,9mo,18mo,gene_name,distance
0.6,0.79,0.83,Kat6b,79307
0.55,0.82,0.7,Kat6b,91580
0.3,0.27,0.08,Kat6b,60883
0.63,0.85,0.66,Kat6b,56640
0.84,0.87,0.63,Kat6b,52928
0.66,0.84,0.86,Kat6b,50924
0.55,0.41,0.32,Kat6b,41499
0.43,0.38,0.15,Kat6b,28742
0.48,0.72,0.62,Dupd1,7824
0.07,0.22,0.34,Dupd1,12056
0.45,0.62,0.67,Dupd1,20445
0.58,0.45,0.36,Dusp13,1043
0.58,0.45,0.36,Samd8,3607
0.88,0.81,0.68,Samd8,6137
0.33,0.61,0.33,Samd8,14243
0.37,0.62,0.46,Samd8,13859
0.43,0.51,0.67,Samd8,7399
0.64,0.43,0.41,Vdac2,4485
0.76,0.63,0.53,Vdac2,4595
0.42,0.34,0.2,Vdac2,8927
0.46,0.31,0.23,Vdac2,4436
0.78,0.68,0.44,Comtd1,295
0.78,0.68,0.44,Vdac2,3723
0.31,0.58,0.43,Comtd1,3493
0.31,0.58,0.43,Vdac2,525
0.31,0.58,0.43,A430057M04Rik,1776
0.58,0.55,0.38,RP24-428B12.4,8857
0.41,0.66,0.67,RP24-428B12.4,2588
0.7,0.45,0.74,Zfp503,99
0.76,0.54,0.61,Zfp503,577
0.76,0.65,0.54,Zfp503,792
0.84,0.53,0.69,Zfp503,1967
0.81,0.61,0.75,Zfp503,3247
0.72,0.53,0.75,Zfp503,3434
0.66,0.47,0.71,Zfp503,3483
0.47,0.25,0.47,Zfp503,3554
0.55,0.71,0.77,RP24-428B12.3,379
0.55,0.71,0.77,Zfp503,786
0.53,0.76,0.7,RP24-428B12.3,406
0.53,0.76,0.7,Zfp503,759
0.5,0.69,0.83,RP24-428B12.3,447
0.5,0.69,0.83,Zfp503,718
0.38,0.47,0.76,RP24-428B12.3,462
0.38,0.47,0.76,Zfp503,703
0.54,0.74,0.78,RP24-428B12.3,787
0.54,0.74,0.78,Zfp503,378
0.69,0.89,0.89,RP24-428B12.3,1048
0.69,0.89,0.89,Zfp503,117
0.74,0.95,0.82,1700112E06Rik,15027
0.71,0.95,0.95,1700112E06Rik,19322
0.58,0.84,0.84,1700112E06Rik,19834
0.54,0.75,0.8,1700112E06Rik,43045
0.27,0.15,0.06,1700112E06Rik,57350
0.34,0.26,0.13,1700112E06Rik,57457
0.54,0.75,0.73,1700112E06Rik,96762
0.65,0.87,0.85,1700112E06Rik,97407
0.23,0.42,0.6,1700112E06Rik,104416
0.31,0.45,0.58,1700112E06Rik,113293
0.36,0.56,0.61,1700112E06Rik,123017
0.27,0.29,0.51,1700112E06Rik,134869
0.62,0.85,0.8,1700112E06Rik,138628
0.62,0.87,0.85,1700112E06Rik,143664
0.51,0.74,0.79,1700112E06Rik,150876
0.72,0.97,0.81,1700112E06Rik,151098
0.51,0.27,0.22,1700112E06Rik,158623
0.15,0.28,0.39,1700112E06Rik,172534
0.42,0.69,0.56,1700112E06Rik,180376
0.39,0.69,0.52,1700112E06Rik,180565
0.47,0.68,0.76,1700112E06Rik,180828
0.43,0.59,0.7,1700112E06Rik,180927
0.71,0.91,0.92,1700112E06Rik,182804
0.33,0.6,0.4,1700112E06Rik,195349
0.48,0.69,0.56,1700112E06Rik,196255
0.52,0.72,0.77,1700112E06Rik,222746
0.56,0.78,0.74,1700112E06Rik,255270
0.48,0.58,0.72,1700112E06Rik,264129
0.52,0.63,0.73,1700112E06Rik,265007
0.49,0.45,0.25,1700112E06Rik,272247
0.56,0.67,0.79,1700112E06Rik,332520
0.71,0.9,0.93,1700112E06Rik,335988
0.22,0.49,0.45,1700112E06Rik,336161
0.59,0.82,0.78,1700112E06Rik,337578
0.69,0.88,0.93,1700112E06Rik,338093
0.54,0.77,0.76,1700112E06Rik,346984
0.61,0.44,0.3,1700112E06Rik,355178
0.46,0.59,0.67,1700112E06Rik,360974
0.45,0.73,0.7,1700112E06Rik,384667
0.71,0.82,0.96,1700112E06Rik,397168
0.51,0.65,0.72,1700112E06Rik,405509
0.32,0.59,0.5,1700112E06Rik,407300
0.62,0.86,0.82,1700112E06Rik,413628
0.68,0.82,0.89,1700112E06Rik,419048
0.41,0.33,0.56,1700112E06Rik,440583
0.43,0.65,0.66,1700112E06Rik,476395
0.09,0.23,0.02,1700112E06Rik,483955
0.58,0.79,0.7,1700112E06Rik,512856
0.51,0.65,0.74,1700112E06Rik,511833
0.64,0.79,0.85,1700112E06Rik,511458
0.52,0.64,0.73,1700112E06Rik,505035
0.73,0.9,0.96,1700112E06Rik,489896
0.67,0.43,0.4,1700112E06Rik,481541
0.63,0.75,0.86,1700112E06Rik,469939
0.49,0.54,0.71,1700112E06Rik,468153
0.6,0.56,0.28,1700112E06Rik,459912
0.51,0.57,0.77,1700112E06Rik,445651
0.58,0.57,0.84,1700112E06Rik,407272
0.85,0.79,0.63,1700112E06Rik,386354
0.4,0.47,0.61,1700112E06Rik,381470
0.56,0.73,0.8,1700112E06Rik,379144
0.38,0.67,0.73,1700112E06Rik,377849
0.39,0.61,0.68,1700112E06Rik,377571
0.23,0.47,0.29,1700112E06Rik,362325
0.64,0.76,0.88,1700112E06Rik,354224
0.43,0.36,0.19,1700112E06Rik,349564
0.56,0.77,0.79,1700112E06Rik,348147
0.45,0.62,0.73,1700112E06Rik,348040
0.69,0.95,0.9,1700112E06Rik,347440
0.28,0.39,0.55,1700112E06Rik,336224
0.24,0.39,0.44,1700112E06Rik,319470
0.51,0.73,0.73,1700112E06Rik,311426
0.48,0.74,0.54,1700112E06Rik,297764
0.57,0.84,0.74,1700112E06Rik,275602
0.92,0.94,0.68,1700112E06Rik,251493
0.52,0.76,0.7,1700112E06Rik,247013
0.6,0.8,0.81,1700112E06Rik,239744
0.63,0.7,0.87,1700112E06Rik,201631
0.56,0.6,0.85,1700112E06Rik,188074
0.23,0.35,0.47,1700112E06Rik,134725
0.69,0.84,0.93,1700112E06Rik,130184
0.53,0.62,0.77,1700112E06Rik,117949
0.36,0.6,0.59,1700112E06Rik,77664
0.68,0.7,0.89,1700112E06Rik,62592
0.35,0.55,0.48,1700112E06Rik,42420
0.47,0.65,0.72,1700112E06Rik,18639
0.47,0.65,0.72,Gm10248,3252
0.45,0.62,0.68,Gm10248,1424
0.59,0.72,0.8,Gm10248,1055
0.6,0.44,0.33,Kcnma1,18576
0.31,0.44,0.56,Kcnma1,20458
0.49,0.52,0.21,Kcnma1,47379
0.33,0.61,0.55,Kcnma1,48315
0.27,0.47,0.33,Kcnma1,48633
0.48,0.68,0.74,Kcnma1,63851
0.37,0.62,0.5,Kcnma1,64362
0.41,0.59,0.65,Kcnma1,76903
0.55,0.66,0.77,Kcnma1,77001
0.65,0.81,0.89,Kcnma1,102380
0.48,0.16,0.3,Kcnma1,114194
0.52,0.74,0.78,Kcnma1,194431
0.58,0.35,0.21,Kcnma1,252379
0.86,0.84,0.66,Kcnma1,270227
0.36,0.16,0.22,Kcnma1,285278
0.24,0.31,0.49,Kcnma1,305564
0.51,0.73,0.7,Kcnma1,315570
0.49,0.32,0.29,Kcnma1,319067
0.48,0.69,0.69,Kcnma1,332398
0.48,0.42,0.28,Kcnma1,353036
0.4,0.17,0.29,Kcnma1,303740
0.46,0.29,0.25,Kcnma1,295974
0.48,0.75,0.77,Kcnma1,283200
0.57,0.73,0.82,Kcnma1,282560
0.68,0.68,0.43,Kcnma1,247981
0.53,0.44,0.27,Kcnma1,232369
0.62,0.8,0.88,Kcnma1,228469
0.38,0.61,0.68,Kcnma1,223496
0.5,0.45,0.27,Kcnma1,213703
0.69,0.56,0.39,Kcnma1,203649
0.44,0.29,0.19,Kcnma1,182651
0.35,0.17,0.08,Kcnma1,176610
0.35,0.19,0.1,Kcnma1,172546
0.27,0.01,0.04,Kcnma1,160077
0.56,0.4,0.31,Kcnma1,156669
0.39,0.26,0.11,Kcnma1,148546
0.57,0.31,0.31,Kcnma1,147610
0.66,0.53,0.43,Kcnma1,114116
0.85,0.72,0.5,Kcnma1,113570
0.3,0.12,0.1,Kcnma1,96567
0.8,0.58,0.66,Kcnma1,69959
0.67,0.61,0.41,Kcnma1,58930
0.57,0.45,0.37,Kcnma1,47604
0.36,0.11,0.11,Kcnma1,13299
0.44,0.18,0.21,Kcnma1,10834
0.61,0.35,0.25,Kcnma1,5612
0.64,0.5,0.34,Kcnma1,4495
0.79,0.67,0.89,Dlg5,1816
0.44,0.36,0.2,Dlg5,53101
0.6,0.35,0.3,Dlg5,31807
0.26,0.04,0.08,Dlg5,21438
0.82,0.73,0.59,Gm17105,2351
0.82,0.73,0.59,Dlg5,9397
0.68,0.56,0.38,Polr3a,1651
0.7,0.47,0.43,Rps24,1629
0.6,0.9,0.71,4930542C16Rik,2101
0.52,0.79,0.83,4930542C16Rik,2197
0.41,0.24,0.2,4931403M11Rik,789
0.41,0.24,0.2,4930542C16Rik,2954
0.35,0.52,0.56,4931403M11Rik,2929
0.35,0.52,0.56,4930542C16Rik,814
0.73,0.53,0.49,Gm10398,3798
0.39,0.26,0.17,Zmiz1,10497
0.34,0.15,0.12,Zmiz1,11143
0.71,0.75,0.52,Zmiz1,14808
0.72,0.64,0.5,Zmiz1,15223
0.35,0.14,0.16,Zmiz1,15428
0.5,0.36,0.21,Zmiz1,16217
0.6,0.42,0.32,Zmiz1,17085
0.39,0.16,0.15,Zmiz1,17860
0.56,0.42,0.33,Zmiz1,19123
0.58,0.44,0.33,Zmiz1,30318
0.51,0.28,0.17,Zmiz1,30912
0.55,0.32,0.27,Zmiz1,31145
0.54,0.4,0.29,Zmiz1,37713
0.39,0.42,0.2,Zmiz1,39657
0.77,0.67,0.41,Zmiz1,41762
0.74,0.53,0.56,Zmiz1,42741
0.5,0.27,0.27,Zmiz1,51141
0.47,0.33,0.2,Zmiz1,60044
0.48,0.21,0.36,Zmiz1,65733
0.6,0.34,0.31,Zmiz1,66982
0.56,0.51,0.31,Zmiz1,68057
0.49,0.3,0.2,Zmiz1,68961
0.41,0.32,0.17,Zmiz1,73719
0.66,0.42,0.46,Zmiz1,74602
0.62,0.52,0.4,Mir3075,1412
0.62,0.52,0.4,Zmiz1,76666
0.57,0.54,0.34,Zmiz1,81188
0.43,0.39,0.23,Zmiz1,82500
0.58,0.44,0.38,Gm26772,167
0.58,0.44,0.38,Zmiz1,99017
0.77,0.67,0.88,Zmiz1,103424
0.51,0.3,0.24,Zmiz1,105653
0.46,0.34,0.2,Zmiz1,100416
0.52,0.41,0.31,Zmiz1,85170
0.61,0.77,0.81,Zmiz1,74125
0.49,0.35,0.55,Zmiz1,65819
0.48,0.61,0.68,Zmiz1,64279
0.81,0.95,0.71,Zmiz1,63574
0.8,0.63,0.95,Zmiz1,59232
0.42,0.32,0.22,Zmiz1,57729
0.46,0.57,0.34,Zmiz1,54319
0.59,0.45,0.38,Zmiz1,54081
0.63,0.77,0.54,Zmiz1,48558
0.57,0.65,0.37,Zmiz1,47878
0.74,0.63,0.53,Zmiz1,41327
0.41,0.27,0.17,Zmiz1,35542
0.29,0.18,0.06,Zmiz1,24550
0.83,0.8,0.61,Zmiz1,21181
0.57,0.35,0.51,Zmiz1,15787
0.75,0.63,0.46,Zmiz1,15453
0.63,0.49,0.33,Zmiz1,12965
0.33,0.17,0.11,Zmiz1,9813
0.43,0.24,0.21,Ppif,3027
0.91,0.81,0.7,RP24-408G4.3,448
0.58,0.41,0.3,RP24-408G4.3,1793
0.62,0.46,0.26,RP24-408G4.3,960
0.88,0.72,0.61,RP24-408G4.3,24
0.56,0.37,0.32,Zcchc24,112
0.73,0.55,0.46,Zcchc24,936
0.43,0.38,0.21,Zcchc24,1952
0.47,0.29,0.25,Zcchc24,3134
0.58,0.37,0.4,Zcchc24,4867
0.49,0.34,0.24,Zcchc24,5403
0.37,0.21,0.12,Zcchc24,5961
0.6,0.27,0.38,Zcchc24,7424
0.61,0.34,0.31,Zcchc24,7676
0.38,0.22,0.14,Zcchc24,8364
0.39,0.25,0.18,Zcchc24,9268
0.32,0.11,0.13,Zcchc24,9640
0.79,0.72,0.55,Zcchc24,10323
0.62,0.64,0.34,Zcchc24,11779
0.52,0.34,0.29,Zcchc24,12519
0.69,0.57,0.36,Zcchc24,12953
0.46,0.31,0.24,Zcchc24,13893
0.53,0.31,0.26,Zcchc24,17105
0.55,0.46,0.33,Zcchc24,26389
0.46,0.35,0.22,Zcchc24,27594
0.44,0.37,0.19,Zcchc24,30091
0.64,0.35,0.41,Zcchc24,28841
0.52,0.25,0.21,Zcchc24,27354
0.5,0.31,0.28,Zcchc24,27204
0.75,0.49,0.57,Zcchc24,26467
0.57,0.45,0.28,Zcchc24,24438
0.35,0.17,0.07,Zcchc24,24263
0.41,0.25,0.19,Zcchc24,23347
0.35,0.15,0.11,Zcchc24,22860
0.48,0.36,0.25,Zcchc24,22249
0.34,0.14,0.08,Zcchc24,20231
0.72,0.56,0.37,Zcchc24,19768
0.54,0.4,0.3,Zcchc24,19535
0.54,0.35,0.21,Zcchc24,17576
0.44,0.32,0.2,Zcchc24,17516
0.3,0.1,0.09,Zcchc24,16629
0.29,0.11,0.09,Zcchc24,15925
0.28,0.07,0.07,Zcchc24,14925
0.37,0.21,0.12,Zcchc24,14061
0.34,0.14,0.15,Zcchc24,13615
0.42,0.24,0.16,Zcchc24,13491
0.47,0.3,0.2,Zcchc24,11987
0.67,0.36,0.35,Zcchc24,11617
0.35,0.18,0.1,Zcchc24,9927
0.41,0.23,0.12,Zcchc24,8551
0.47,0.32,0.18,Zcchc24,7574
0.67,0.44,0.46,Zcchc24,7210
0.48,0.24,0.2,Zcchc24,6948
0.34,0.58,0.57,Anxa11,2620
0.09,0.26,0.05,Anxa11,7288
0.45,0.61,0.67,Anxa11,15765
0.45,0.61,0.67,Gm9872,1144
0.65,0.87,0.6,Plac9a,8593
0.64,0.7,0.88,4933413J09Rik,18306
0.26,0.2,0.44,4933413J09Rik,302
0.62,0.79,0.85,Slmap,48053
0.5,0.27,0.28,Slmap,6229
0.42,0.3,0.17,Slmap,5320
0.88,0.92,0.7,Slmap,4719
0.85,0.63,0.7,Dennd6a,17886
0.83,0.72,0.62,4930570N19Rik,3112
0.83,0.72,0.62,Dennd6a,5875
0.71,0.52,0.77,Arf4,12894
0.57,0.76,0.49,Pde12,1199
0.57,0.76,0.49,Mir7672,924
0.57,0.76,0.49,9930004E17Rik,1823
0.57,0.79,0.77,Dnah12,43246
0.39,0.61,0.51,Dnah12,81864
0.45,0.63,0.73,Dnah12,70362
0.71,0.85,0.92,Asb14,1010
0.71,0.85,0.92,Appl1,740
0.66,0.67,0.4,Appl1,5088
0.75,0.64,0.41,Appl1,3915
0.2,0.37,0.41,Hesx1,1672
0.61,0.44,0.64,Il17rd,5232
0.71,0.47,0.57,Il17rd,11516
0.63,0.41,0.51,Il17rd,14202
0.41,0.66,0.62,Il17rd,31039
0.68,0.87,0.92,Il17rd,34021
0.49,0.56,0.32,Il17rd,3181
0.61,0.61,0.38,Arhgef3,74929
0.65,0.81,0.87,Arhgef3,82800
0.2,0.34,0.14,Arhgef3,69460
0.72,0.52,0.45,Arhgef3,69078
0.88,0.8,0.61,Arhgef3,56092
0.39,0.24,0.09,Arhgef3,53924
0.71,0.46,0.52,Arhgef3,53334
0.55,0.54,0.32,Arhgef3,49430
0.41,0.28,0.15,Arhgef3,45222
0.64,0.43,0.52,Arhgef3,44795
0.52,0.32,0.23,Arhgef3,43459
0.75,0.58,0.46,Arhgef3,37175
0.88,0.77,0.68,Arhgef3,34130
0.74,0.63,0.51,Arhgef3,357
0.57,0.47,0.25,Fam208a,21443
0.74,0.59,0.48,Fam208a,20580
0.71,0.47,0.47,Fam208a,5096
0.71,0.47,0.47,Ccdc66,44
0.9,0.83,0.65,Fam208a,3465
0.9,0.83,0.65,Ccdc66,1675
0.59,0.37,0.31,Ccdc66,3353
0.73,0.64,0.49,Erc2,16754
0.82,0.85,0.61,Erc2,20985
0.6,0.69,0.81,Erc2,23113
0.54,0.76,0.68,Erc2,41496
0.84,0.89,0.67,Erc2,86220
0.74,0.51,0.53,Erc2,111500
0.69,0.8,0.89,Erc2,113641
0.53,0.73,0.78,Erc2,154978
0.69,0.84,0.89,Erc2,171007
0.33,0.58,0.5,Erc2,188349
0.77,0.91,0.98,Erc2,218723
0.48,0.71,0.71,Erc2,224400
0.61,0.72,0.81,Erc2,227102
0.23,0.48,0.32,Erc2,255942
0.65,0.91,0.78,Erc2,278570
0.7,0.85,0.91,Erc2,323940
0.32,0.56,0.58,Erc2,378455
0.96,0.74,0.88,Erc2,378714
0.48,0.67,0.71,Erc2,423769
0.65,0.86,0.77,Erc2,425400
0.35,0.49,0.58,Erc2,422139
0.56,0.72,0.82,Erc2,419722
0.32,0.47,0.7,Erc2,412421
0.57,0.74,0.88,Erc2,412227
0.3,0.46,0.53,Erc2,348511
0.62,0.74,0.84,Erc2,333291
0.41,0.56,0.63,Erc2,332562
0.57,0.67,0.78,Erc2,298920
0.67,0.83,0.94,Erc2,232135
0.47,0.64,0.72,Erc2,231454
0.45,0.58,0.68,Erc2,227626
0.55,0.64,0.8,Erc2,156408
0.47,0.63,0.74,Erc2,156307
0.61,0.81,0.76,Erc2,151821
0.64,0.79,0.85,Erc2,136696
0.21,0.43,0.41,Erc2,104588
0.33,0.58,0.63,Erc2,98484
0.62,0.77,0.85,Erc2,76020
0.53,0.72,0.77,Erc2,67570
0.43,0.44,0.66,Erc2,63751
0.45,0.72,0.68,Erc2,39070
0.36,0.58,0.57,Erc2,38978
0.53,0.55,0.74,Erc2,29932
0.38,0.56,0.59,Erc2,29476
0.65,0.76,0.88,Erc2,18571
0.31,0.52,0.6,Erc2,5397
0.47,0.55,0.76,Erc2,4842
0.63,0.76,0.86,Erc2,4708
0.65,0.76,0.51,Wnt5a,1259
0.62,0.83,0.69,Wnt5a,6144
0.62,0.83,0.69,Gm2670,2820
0.55,0.76,0.74,Wnt5a,6254
0.55,0.76,0.74,Gm2670,2930
0.48,0.71,0.67,Wnt5a,6410
0.48,0.71,0.67,Gm2670,3086
0.59,0.69,0.8,Wnt5a,11137
0.79,0.94,1.0,Cacna2d3,29190
0.67,0.79,0.89,Cacna2d3,52318
0.54,0.78,0.81,Cacna2d3,70149
0.54,0.69,0.78,Gm23999,1383
0.54,0.69,0.78,Cacna2d3,107473
0.64,0.56,0.43,Lrtm1,8246
0.64,0.56,0.43,Cacna2d3,124453
0.5,0.82,0.66,Cacna2d3,171654
0.65,0.51,0.73,Cacna2d3,186233
0.4,0.64,0.48,Cacna2d3,198473
0.37,0.58,0.57,Cacna2d3,198553
0.37,0.24,0.14,Cacna2d3,209444
0.35,0.15,0.3,Cacna2d3,211209
0.26,0.06,0.05,Cacna2d3,234029
0.54,0.61,0.35,Cacna2d3,277871
0.6,0.81,0.75,Cacna2d3,402728
0.63,0.77,0.57,Cacna2d3,401797
0.66,0.85,0.88,Cacna2d3,383185
0.41,0.2,0.22,Cacna2d3,313217
0.58,0.77,0.86,Cacna2d3,274592
0.63,0.42,0.53,Cacna2d3,260278
0.39,0.32,0.12,Cacna2d3,242926
0.5,0.61,0.72,Cacna2d3,242141
0.63,0.61,0.4,Cacna2d3,236082
0.51,0.67,0.77,Cacna2d3,221119
0.67,0.87,0.9,Cacna2d3,214807
0.7,0.91,0.89,Cacna2d3,205481
0.63,0.57,0.79,Cacna2d3,178101
0.37,0.53,0.59,Cacna2d3,161037
0.51,0.68,0.77,Cacna2d3,160744
0.69,0.95,0.85,Cacna2d3,124348
0.5,0.66,0.79,Cacna2d3,94868
0.67,0.87,0.88,Cacna2d3,90655
0.81,0.7,0.57,Cacna2d3,89541
0.58,0.4,0.37,Cacna2d3,89286
0.38,0.5,0.68,Cacna2d3,52847
0.56,0.44,0.34,Cacna2d3,28407
0.8,0.81,0.59,Actr8,1651
0.59,0.42,0.38,Il17rb,4225
0.62,0.77,0.89,Il17rb,6366
0.51,0.58,0.36,Chdh,4389
0.31,0.24,0.09,Chdh,4764
0.53,0.75,0.74,Chdh,7703
0.43,0.64,0.64,Chdh,14203
0.72,0.85,0.94,Cacna1d,43657
0.52,0.67,0.75,Cacna1d,76328
0.46,0.69,0.61,Cacna1d,110101
0.5,0.32,0.22,Cacna1d,126288
0.62,0.74,0.84,Cacna1d,147482
0.44,0.24,0.54,Cacna1d,167858
0.68,0.84,0.9,Cacna1d,182314
0.73,0.69,0.52,Cacna1d,218299
0.55,0.59,0.81,Cacna1d,181665
0.68,0.73,0.9,Cacna1d,170496
0.3,0.15,0.08,Cacna1d,151610
0.34,0.43,0.65,Cacna1d,149286
0.46,0.54,0.29,Cacna1d,148046
0.73,0.75,0.48,Cacna1d,133826
0.44,0.61,0.37,Cacna1d,123033
0.52,0.77,0.59,Cacna1d,88562
0.52,0.32,0.21,Cacna1d,87283
0.48,0.77,0.67,Cacna1d,66773
0.54,0.84,0.58,Cacna1d,44303
0.83,0.72,0.97,Dcp1a,25158
0.8,0.88,0.64,Dcp1a,10657
0.84,0.67,0.63,Dcp1a,5212
0.91,0.79,0.71,Dcp1a,4142
0.54,0.37,0.32,Prkcd,125
0.55,0.54,0.34,Rft1,14019
0.78,0.66,0.49,Rft1,9193
0.32,0.29,0.51,Sfmbt1,1985
0.78,0.69,0.57,Sfmbt1,27201
0.28,0.22,0.05,Tmem110,9629
0.59,0.6,0.38,Tmem110,12196
0.61,0.72,0.82,Itih4,7897
0.59,0.84,0.76,Itih4,4107
0.36,0.47,0.71,Itih3,2972
0.82,0.97,0.72,Itih1,6805
0.62,0.42,0.34,Itih1,1076
0.84,0.62,0.73,Glt8d1,3129
0.84,0.62,0.73,Spcs1,1150
0.84,0.91,0.66,Glt8d1,6697
0.72,0.72,0.47,Pbrm1,4961
0.27,0.07,0.13,Pbrm1,6011
0.9,0.87,0.7,Pbrm1,22380
0.61,0.44,0.35,Smim4,2028
0.61,0.44,0.35,Pbrm1,34695
0.64,0.56,0.39,Smim4,3888
0.45,0.59,0.68,Nt5dc2,925
0.57,0.71,0.77,Nt5dc2,1961
0.79,0.66,0.57,Nt5dc2,2356
0.79,0.66,0.57,Stab1,1752
0.74,0.72,0.53,Stab1,4604
0.71,0.58,0.4,Stab1,1444
0.71,0.58,0.4,Nisch,267
0.34,0.2,0.13,Nisch,2557
0.5,0.42,0.27,Nisch,12482
0.66,0.5,0.45,Nisch,13031
0.57,0.59,0.29,Nisch,24909
0.61,0.34,0.33,Nisch,23667
0.62,0.56,0.34,Nisch,23574
0.81,0.76,0.6,Nisch,15391
0.3,0.53,0.57,Sema3g,1868
0.3,0.53,0.57,Nisch,1218
0.91,0.75,0.67,Bap1,840
0.91,0.75,0.67,Dnah1,2729
0.52,0.57,0.37,Dnah1,6642
0.79,0.82,0.6,Dnah1,21174
0.76,0.61,0.84,Dnah1,29981
0.39,0.09,0.13,Capn7,3061
0.63,0.71,0.43,Capn7,16583
0.7,0.56,0.49,Capn7,5488
0.7,0.56,0.49,Sh3bp5,10618
0.69,0.45,0.38,Capn7,4863
0.69,0.45,0.38,Sh3bp5,11243
0.6,0.68,0.45,Sh3bp5,17266
0.51,0.3,0.29,Sh3bp5,21241
0.75,0.62,0.51,Sh3bp5,26940
0.48,0.38,0.21,Sh3bp5,28607
0.7,0.52,0.33,Sh3bp5,36228
0.77,0.52,0.56,Sh3bp5,38538
0.65,0.68,0.86,Sh3bp5,36328
0.59,0.82,0.34,Sh3bp5,34325
0.55,0.3,0.24,Sh3bp5,6044
0.28,0.16,0.06,Sh3bp5,5637
0.66,0.45,0.41,Sh3bp5,3822
0.43,0.18,0.14,Sh3bp5,3367
0.75,0.55,0.55,Eaf1,8048
0.64,0.88,0.79,Colq,9033
0.69,0.85,0.89,Colq,32171
0.69,0.85,0.89,Hacl1,2348
0.76,0.78,0.57,Colq,35918
0.76,0.78,0.57,Hacl1,6520
0.48,0.44,0.25,Colq,15570
0.48,0.44,0.25,Hacl1,26868
0.58,0.46,0.71,Colq,15294
0.58,0.46,0.71,Hacl1,27144
0.5,0.37,0.23,Colq,6688
0.5,0.37,0.23,Hacl1,35750
0.41,0.28,0.18,Hacl1,43671
0.79,0.94,0.69,Hacl1,27824
0.43,0.68,0.66,Hacl1,22525
0.27,0.49,0.45,Hacl1,12483
0.83,0.89,0.65,Btd,317
0.83,0.89,0.65,Hacl1,3941
0.47,0.29,0.27,Btd,15552
0.77,0.66,0.46,Btd,14880
0.8,0.7,0.55,Btd,14797
0.51,0.3,0.22,Btd,14358
0.76,0.65,0.48,Btd,14043
0.71,0.58,0.33,Ankrd28,3453
0.9,0.77,0.69,Ankrd28,3940
0.42,0.3,0.21,Ankrd28,6629
0.76,0.53,0.52,Ankrd28,10810
0.58,0.39,0.37,Ankrd28,13055
0.44,0.23,0.13,Ankrd28,33393
0.6,0.39,0.37,Ankrd28,34208
0.73,0.45,0.51,Ankrd28,35748
0.83,0.81,0.61,Ankrd28,36156
0.74,0.83,0.61,Ankrd28,37013
0.67,0.41,0.58,Ankrd28,39066
0.74,0.71,0.48,Ankrd28,42136
0.73,0.45,0.57,Ankrd28,44577
0.87,0.71,0.66,Ankrd28,49083
0.53,0.39,0.25,Ankrd28,49813
0.76,0.58,0.48,Ankrd28,54356
0.8,0.86,0.62,Ankrd28,59027
0.68,0.52,0.35,Ankrd28,66177
0.57,0.29,0.27,Ankrd28,61205
0.63,0.49,0.37,Ankrd28,60715
0.6,0.34,0.27,Ankrd28,57350
0.75,0.78,0.52,Ankrd28,3934
0.63,0.4,0.24,D830044D21Rik,4127
0.54,0.78,0.74,Gm26045,1272
0.71,0.59,0.43,Oxnad1,2986
0.83,0.76,0.59,Ncoa4,3637
0.7,0.65,0.38,Ncoa4,4007
0.9,0.67,0.78,Ncoa4,4988
0.81,0.73,0.56,Ncoa4,2175
0.81,0.73,0.56,Timm23,1518
0.88,0.74,0.65,Timm23,6322
0.57,0.63,0.81,Parg,41295
0.52,0.74,0.65,Parg,48771
0.62,0.73,0.83,Parg,49297
0.46,0.66,0.49,Gm7707,1093
0.46,0.66,0.49,Parg,33864
0.52,0.58,0.73,Ogdhl,144
0.36,0.69,0.45,Ogdhl,10117
0.17,0.36,0.39,1700024G13Rik,5181
0.06,0.14,0.28,1700024G13Rik,5286
0.21,0.33,0.12,1700024G13Rik,7226
0.56,0.55,0.35,1700024G13Rik,1311
0.73,0.87,0.95,Chat,3423
0.71,0.56,0.46,Chat,12520
0.61,0.73,0.82,Chat,16128
0.63,0.68,0.89,Chat,20980
0.35,0.46,0.59,Chat,15095
0.25,0.39,0.54,Gm2990,5725
0.71,0.46,0.56,Ercc6,2893
0.36,0.49,0.28,Ercc6,3332
0.68,0.79,0.89,Ercc6,35215
0.37,0.52,0.63,Ercc6,29273
0.45,0.4,0.14,Ercc6,12120
0.74,0.68,0.49,Ercc6,541
0.52,0.74,0.72,Prrxl1,1551
0.36,0.54,0.57,Prrxl1,2824
0.18,0.38,0.47,Prrxl1,2869
0.32,0.51,0.54,Prrxl1,2932
0.48,0.75,0.66,Prrxl1,2981
0.59,0.8,0.8,Prrxl1,3824
0.55,0.71,0.43,Prrxl1,8270
0.58,0.85,0.67,1810011H11Rik,10168
0.48,0.25,0.19,1810011H11Rik,12469
0.25,0.39,0.48,1810011H11Rik,17445
0.42,0.66,0.58,1810011H11Rik,17879
0.78,0.5,0.78,Vstm4,333
0.37,0.21,0.12,Vstm4,4384
0.48,0.26,0.34,Vstm4,6640
0.42,0.25,0.18,Vstm4,24954
0.63,0.79,0.84,Vstm4,35192
0.33,0.46,0.62,Vstm4,34873
0.82,0.73,0.61,Wdfy4,62167
0.66,0.86,0.72,Wdfy4,69935
0.65,0.72,0.87,Wdfy4,73454
0.55,0.81,0.68,Wdfy4,79597
0.57,0.82,0.78,Wdfy4,96789
0.47,0.3,0.26,Wdfy4,111407
