gene_name,9mo.2mo.log_ratio.mean,18mo.9mo.log_ratio.mean,18mo.2mo.log_ratio.mean,log2_distance.mean,9mo.2mo.log_ratio.std,18mo.9mo.log_ratio.std,18mo.2mo.log_ratio.std,log2_distance.std,count
0610007P14Rik,0.15992851199326216,0.015996880049360396,0.17592539204262256,11.344375034027827,0.2703339570341835,0.19871894620170344,0.07770822037069373,0.8282015918490543,3
0610009B22Rik,-0.13191966597110127,0.1462441411566191,0.014324475185517827,11.185494924210929,,,,,1
0610009E02Rik,0.15434256012165326,-0.09309411011986213,0.06124845000179113,10.71398733619474,0.301565233884618,0.24221568890602518,0.059349544978592794,0.32836328360374584,2
0610009L18Rik,-0.038334761320418756,0.24016037502258403,0.20182561370216529,10.874371195797085,0.09274385853000122,0.09050471726083521,0.0022391412691660064,0.4220496826793377,5
0610009O20Rik,0.2074905133936369,0.14106103884768295,0.34855155224131984,10.770663892916842,,,,,1
0610010F05Rik,0.12703472522959358,-0.5320620489343143,-0.4050273237047207,11.282292349056235,0.2656741009546631,0.4640094315446247,0.1983353305899616,0.2671092820680776,2
0610010K14Rik,0.20616280103773654,-0.031980613999228025,0.17418218703850852,11.289585449165955,0.021621625984693055,0.0635050669162002,0.08512669290089325,0.21761375672749553,2
0610011F06Rik,0.24473261230443555,5.310026649496535e-07,0.2447331433071005,10.69698132652632,0.3073372447740318,0.2782052807208,0.21824477960842326,0.573780460854707,3
0610012G03Rik,-0.06925533553370244,0.14681170280566858,0.07755636727196613,10.893849072737815,0.23553956341729013,0.11951122270029249,0.11602834071699764,0.2747486300788355,2
0610025J13Rik,-0.2928154086531526,-0.10921439303625358,-0.40202980168940616,11.157180982959723,0.14857182722216106,0.41732584607658096,0.5658976732987421,0.4099836841665099,2
0610030E20Rik,0.07115752392568142,0.11572474562215396,0.18688226954783538,8.49585502688757,,,,,1
0610031O16Rik,-0.4097925807613827,1.0281883795949591,0.6183957988335764,12.470658874060577,,,,,1
0610037L13Rik,0.15498322039210133,-0.10459587087438171,0.050387349517719615,10.771348751289358,0.12842428272036982,0.3661098256701651,0.2376855429497953,0.3559752291212157,2
0610039K10Rik,0.14784931393973277,0.278116750658854,0.42596606459858677,11.006326078525005,,,,,1
0610040B10Rik,0.3344862251711575,-0.06992867207109205,0.26455755310006546,10.482118316296742,0.17672863360974264,0.20497381657429764,0.35444227426654673,0.6008759094053596,4
0610040F04Rik,-0.09182977560570871,0.08866819637678924,-0.0031615792289194644,11.611754741444297,0.17459254093323803,0.13224569794059865,0.3068382388738367,0.30881373197105416,2
0610040J01Rik,-0.2848127813660939,-0.21002028239397108,-0.4948330637600649,10.726138411552524,0.4339249076270823,0.3034326067914617,0.3262431664227139,0.4392087164120178,3
0610043K17Rik,0.1460114720816199,-0.16629546188715016,-0.020283989805530256,12.136523859650122,0.022687588875604507,0.2908103436571258,0.2681227547815213,0.13222412589319563,2
1010001B22Rik,-0.022415642916143064,0.02863649115936928,0.006220848243226218,11.08679968562352,,,,,1
1110001J03Rik,0.010955164273305406,0.010679669005971082,0.02163483327927649,11.249688338598705,0.08971432280898031,0.2122052426387644,0.21510007073791107,0.5137575689802283,5
1110002E22Rik,0.04755316787773067,-0.5275563300208335,-0.48000316214310285,11.043068584671234,0.3920127668373501,0.5696410129146355,0.22448482048183926,1.921933751402396,4
1110002L01Rik,-0.06534764320750108,0.06146124763224655,-0.0038863955752545345,11.196247354401413,0.08025476498469263,0.16274704340824125,0.08738379819669473,0.4457472330859422,3
