cell_type,gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
OPC_NN,Tmem151a,0,0,0.03498891,0.10544494,0.051346295,0.022295248,0.092078306,0.021522159,0.6723242
OPC_NN,Ntn4,0,1,0.08455117,0.11210051,0.12027447,0.4115535,0.22728887,0.024729041,0.01950244
OPC_NN,Palmd,0,1,0.050846078,0.06430667,0.07687905,0.66530275,0.106725834,0.02476181,0.011177814
OPC_NN,Galnt7,0,1,0.06661174,0.07541236,0.07569839,0.57879394,0.14674734,0.044684425,0.012051743
OPC_NN,Upf1,0,1,0.13687812,0.1528305,0.14412452,0.14324543,0.27282813,0.07516473,0.074928634
OPC_NN,Ppp1r8,0,0,0.08084171,0.14004502,0.17219466,0.012415785,0.31668353,0.21230063,0.065518595
OPC_NN,Gm26944,0,0,0.07755943,0.14222284,0.1748912,0.00012986272,0.31622425,0.045008406,0.24396399
OPC_NN,Prkcb,0,1,0.020838998,0.011651588,0.013829967,0.37087858,0.02446742,0.5555707,0.0027627086
OPC_NN,2900005J15Rik,0,0,0.0776758,0.29956862,0.16660105,0.026688568,0.286773,0.05342785,0.08926519
OPC_NN,E2f5,0,0,0.13129155,0.28330913,0.23466143,0.06345512,0.03426403,0.05411926,0.19889955
OPC_NN,Tmx2,0,0,0.11016821,0.28357968,0.16167204,0.10933721,0.023606502,0.044976797,0.26665956
OPC_NN,Fbxo32,0,1,0.07654296,0.16083436,0.1396232,0.3324139,0.19092226,0.060462214,0.039201096
OPC_NN,Gramd1a,0,0,0.15437497,0.15388021,0.26169485,0.21313705,0.03821131,0.09262219,0.08607946
OPC_NN,Slc23a2,0,1,0.048426636,0.09004656,0.10027821,0.45920888,0.15075113,0.13141277,0.019875804
OPC_NN,Dhfr,0,0,0.107162654,0.24309018,0.17797701,0.026260907,0.32461852,0.070851654,0.050039083
OPC_NN,Ebpl,0,1,0.11557504,0.18417694,0.21636559,0.0809164,0.30329064,0.05540849,0.044266865
OPC_NN,Ccdc141,0,1,0.03450471,0.0690479,0.060256306,0.7079119,0.088506624,0.02978927,0.009983271
OPC_NN,Sipa1l3,0,1,0.016887957,0.02012655,0.017941259,0.18364052,0.037410494,0.7207275,0.0032657401
OPC_NN,D3Ertd751e,0,0,0.103222005,0.33092353,0.21787833,0.009567764,0.031813454,0.26326853,0.04332643
OPC_NN,Stk33,1,1,0.055096705,0.1637094,0.12138863,0.35996917,0.21372174,0.059266876,0.026847461
OPC_NN,Fmn1,1,1,0.05088103,0.04567152,0.04496876,0.7337658,0.061117005,0.057374634,0.0062212483
OPC_NN,Pld5,-1,-1,0.0052525704,0.009793825,0.009917893,0.94965893,0.014140696,0.009681764,0.0015542235
OPC_NN,2210408F21Rik,1,1,0.10583743,0.070389636,0.08822412,0.49726075,0.16331603,0.04938628,0.025585715
OPC_NN,Manf,-1,1,0.098502666,0.22289379,0.18612635,0.05375607,0.3192032,0.071176425,0.048341524
OPC_NN,Kansl1l,1,1,0.010189233,0.022834312,0.020268504,0.092581466,0.03548138,0.8142165,0.004428545
OPC_NN,Cntnap5a,-1,-1,0.019871723,0.016738502,0.014717105,0.9355315,0.0021489148,0.008781374,0.0022107894
OPC_NN,Ppfibp2,1,1,0.09882266,0.10577989,0.08210298,0.50891316,0.1642377,0.027443754,0.012699892
OPC_NN,Zbtb16,-1,1,0.11313133,0.057061505,0.07268621,0.47732154,0.14469801,0.118094,0.017007384
OPC_NN,Gsg1l,1,1,0.039431345,0.01468767,0.01952874,0.10060038,0.037381593,0.784499,0.0038712376
OPC_NN,Gria1,-1,-1,0.006681653,0.011749609,0.011299407,0.92163736,0.014054973,0.032959603,0.0016174575
OPC_NN,Tuba1a,-1,-1,0.010239218,0.040476594,0.015026073,0.01135595,0.026759805,0.005182203,0.89096016
OPC_NN,Scel,1,1,0.08669903,0.07411104,0.09081017,0.46576375,0.15956463,0.10678814,0.016263248
OPC_NN,Etl4,-1,-1,0.019374553,0.0174444,0.016202865,0.9017126,0.022717463,0.020651856,0.0018961855
OPC_NN,Atp6v0c,-1,-1,0.011789409,0.03633947,0.018063847,0.0076010935,0.0026375877,0.006271749,0.9172968
OPC_NN,Maml3,1,1,0.109845296,0.04807552,0.05849401,0.61181206,0.10461013,0.059206225,0.007956751
OPC_NN,Celf4,-1,1,0.055207286,0.05871753,0.04472355,0.6986008,0.081881925,0.054682206,0.0061866515
OPC_NN,Pard3b,1,1,0.052754816,0.03616532,0.032458995,0.80621433,0.04553864,0.023318201,0.0035496324
OPC_NN,Lin52,1,1,0.07103617,0.17308483,0.15395695,0.18336989,0.30298576,0.07505215,0.04051422
OPC_NN,6030407O03Rik,1,1,0.07968381,0.074406035,0.078755274,0.5375664,0.10177721,0.1164772,0.011334178
OPC_NN,Sema3e,1,1,0.076524146,0.08307106,0.068322405,0.6634869,0.06423247,0.03218797,0.012175056
OPC_NN,Slc8a3,1,1,0.009454111,0.01443133,0.004351849,0.18229768,0.038592987,0.74669445,0.0041776192
OPC_NN,Chd3,-1,0,0.062450703,0.18482433,0.15118402,0.10596699,0.2813745,0.03993317,0.17426631
OPC_NN,C1ql1,-1,-1,0.018380646,0.071702674,0.032665867,0.012593639,0.004769697,0.012503162,0.8473843
OPC_NN,Unc13b,1,1,0.04612092,0.098570734,0.08578493,0.5202131,0.16071641,0.06494739,0.023646524
OPC_NN,Arhgap5,1,1,0.010245366,0.02790599,0.023102649,0.0003183535,0.0033733281,0.9280684,0.0069858795
OPC_NN,C1ql3,-1,-1,0.021760464,0.059562553,0.031933524,0.8075721,0.049703196,0.007529959,0.021938093
OPC_NN,Tpk1,1,1,0.08198243,0.12079041,0.11578659,0.46046254,0.14508119,0.059004117,0.016892822
OPC_NN,Rcan2,1,1,0.068002015,0.04050021,0.051688958,0.7003113,0.100574225,0.025742847,0.013180494
OPC_NN,Gpc5,1,-1,0.025391746,0.017965415,0.019858163,0.90057003,0.02493821,0.009113794,0.0021625864
OPC_NN,Tle1,1,0,0.06858295,0.32144654,0.18934263,0.08741396,0.16988108,0.098929115,0.06440385
OPC_NN,Mitf,1,1,0.06728999,0.06884134,0.06546442,0.6472777,0.10934709,0.026032455,0.015747005
OPC_NN,Usp49,0,-1,0.98106235,0.0052796295,0.004614963,0.005174538,0.0011446363,0.0009151367,0.0018087302
OPC_NN,Morc4,0,0,0.0014472569,0.024237877,0.02304372,0.0008668764,0.93394053,0.0035404125,0.012923327
OPC_NN,Srpk3,0,0,0.0007954071,0.018858064,0.023142595,0.000870596,0.93794787,0.0030827124,0.015302805
OPC_NN,Fam185a,0,0,0.018027468,0.2804663,0.3077383,0.06252045,0.0839812,0.07202216,0.1752441
OPC_NN,Furin,0,0,0.017703088,0.29190642,0.32553232,0.050006043,0.10288827,0.05101633,0.16094755
OPC_NN,Mapre3,0,1,0.015619639,0.23813227,0.27301696,0.23299825,0.09478995,0.027959961,0.11748294
OPC_NN,Tsr3,0,-1,0.9843498,0.004548083,0.004630428,0.00042506348,0.0029804222,0.0006820592,0.0023842969
OPC_NN,Cdc7,0,0,0.0100069195,0.2600779,0.30803782,0.048069984,0.096777745,0.08245836,0.19457133
OPC_NN,Irf2bp2,0,0,0.008672457,0.41643253,0.2444119,0.08752712,0.06405057,0.0780095,0.10089592
OPC_NN,Paip1,0,-1,0.8302917,0.0033268519,0.003905731,0.001097466,0.15829565,0.0011558903,0.0019267172
OPC_NN,Tubgcp3,0,1,0.028974809,0.14345703,0.14177357,0.1011645,0.03931458,0.4803796,0.06493594
OPC_NN,St6galnac5,0,0,0.034517366,0.27459374,0.29999363,0.1021094,0.08804315,0.0257931,0.17494959
OPC_NN,Jagn1,0,-1,0.98596513,0.004233931,0.0046380265,0.0003662908,0.0014403015,0.00074052316,0.0026159703
OPC_NN,Ddx19b,0,0,0.022572706,0.29682535,0.33376974,0.05581161,0.07888579,0.05378434,0.15835044
OPC_NN,Gm17491,0,-1,0.98559743,0.0036474913,0.0046362965,0.00017441172,0.0018266178,0.0007753258,0.0033425486
OPC_NN,Mpp1,0,-1,0.8290035,0.0038295023,0.0038996714,0.002200041,0.15805005,0.0006609609,0.0023563255
OPC_NN,Creb1,0,-1,0.9840614,0.0050694183,0.0046290713,0.002736293,0.0010786485,0.00061805383,0.0018071398
