gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,count
0610040F04Rik,0.25153876695932453,0.18057224561919033,0.43211101257851486,1
1110018N20Rik,0.21572869099080028,0.5305147165754726,0.7462434075662728,1
1190005I06Rik,-0.7349811346763596,-0.4973813303084233,-1.232362464984783,3
1500015A07Rik,0.4190516860698085,0.14787618718852227,0.5669278732583308,2
1520401A03Rik,-0.39366384841872315,0.5563933484338632,0.16272950001514008,1
1600012H06Rik,0.4918530961994314,0.20858662176825982,0.7004397179676912,1
1700007G11Rik,0.6553518284808795,0.15200309342215002,0.8073549219030295,1
1700013N06Rik,0.5674212710060438,0.12174080418334149,0.6891620751893852,2
1700020L24Rik,-0.7004397179098911,-0.3370349871193805,-1.0374747050292716,1
1700021F05Rik,0.24285652385891082,0.1901028833548568,0.43295940721376763,1
1700021L23Rik,0.38187063524197473,0.3286227473930259,0.7104933826350006,1
1700023F06Rik,0.6655809607455891,0.20435849846476362,0.8699394592103528,1
1700029I15Rik,-0.36257007931927987,-0.2927817491615996,-0.6553518284808795,1
1700029J07Rik,-0.09310940433136894,1.4150374986777208,1.3219280943463518,1
1700034E13Rik,0.39366384841872315,0.08365792903477837,0.4773217774535015,1
1700039E22Rik,0.9175378395565768,-0.028569152191113223,0.8889686873654635,1
1700040L02Rik,0.3400754415592716,-0.2515387669684846,0.08853667459078701,1
1700044C05Rik,-0.43812111233094164,0.42084312090117537,-0.01727799142976627,1
1700057H15Rik,0.38695399680331377,0.05180708360503147,0.43876108040834527,2
1700061E18Rik,-0.6194693650076213,0.04714951258218053,-0.5723198524254407,2
1700063D05Rik,-0.3417514343967704,-0.32817356690143207,-0.6699250012982025,2
1700086L19Rik,-0.32192809484492996,-0.1101829177335849,-0.43211101257851486,1
1700101E01Rik,0.7776075784918027,-0.29218075143933186,0.48542682705247087,1
1700111N16Rik,0.4043902550274736,-0.16992500142227487,0.2344652536051987,1
1700112E06Rik,-0.06645520615850142,-0.37354490545609753,-0.44000011161459895,2
1700123O21Rik,0.25583890439459916,0.121015400946856,0.37685430534145514,1
1700124L16Rik,0.4513793462634643,0.08365792903477837,0.5350372752982426,1
1810006J02Rik,-0.5693656455942596,0.34958443774015463,-0.219781207854105,1
1810009J06Rik,0.38565369244316733,0.15200309342723886,0.5376567858704062,1
1810062O18Rik,0.2868811477361298,0.29808135288884663,0.5849625006249765,1
2010111I01Rik,-0.6716306914352606,-0.47742569054050665,-1.149056381975767,7
2210011C24Rik,0.9652345815042023,-0.148098638951093,0.8171359425531093,1
2210408F21Rik,-1.1876270027261508,-0.16992500134212518,-1.357552004068276,1
2310002F09Rik,0.38994651819818893,0.36678233058639376,0.7567288487845827,1
2310022B05Rik,-0.567040592550236,-0.5849625004539907,-1.1520030930042267,1
2310030G06Rik,0.4405725912955868,0.21150410515919782,0.6520766964547846,1
2310043O21Rik,-0.4753380094478855,-0.148098638951093,-0.6234366483989785,1
2410004B18Rik,0.3318435637013341,0.11395618928207596,0.44579975298341007,1
2600014E21Rik,0.3698425476827819,0.20040544882433223,0.5702479965071141,2
2610015P09Rik,-0.6048620580559292,0.0,-0.6048620580559292,1
2610027K06Rik,0.43493705664701227,0.019628806746261884,0.45456586339327415,1
2610034M16Rik,0.823122237433414,0.6858914093345958,1.5090136467680098,1
2610035D17Rik,-0.7600902451470768,-0.4101473170621329,-1.1702375622092096,8
2610203C20Rik,-0.19043605537656955,-0.22130208777249688,-0.4117381431490664,4
2700033N17Rik,0.47130571883421113,0.156725503663107,0.6280312224973181,1
2700049A03Rik,0.44745897690127223,0.019108822945173576,0.4665677998464458,1
2810004N23Rik,0.44251823560323567,0.2262758557841621,0.6687940913873978,1
3110009E18Rik,-0.2546367844739683,-0.05568055443803918,-0.3103173389120075,2
3110082I17Rik,-0.7369655938914068,-0.9328858035169199,-1.6698513974083267,1
4732471J01Rik,-0.5986374374782409,-0.1750867065049042,-0.7737241439831452,1
4833428L15Rik,-0.48542682705247087,-0.3743955146593647,-0.8598223417118356,1
4921507P07Rik,0.47130571883421113,0.06926266242602752,0.5405683812602387,1
4921518K17Rik,0.8687554664379875,0.1622714288623346,1.031026895300322,1
4930404N11Rik,0.6166713602812255,0.1488633858837347,0.7655347461649602,1
4930408O17Rik,-0.6571122862739855,-0.3081222952302167,-0.9652345815042023,1
4930419G24Rik,-0.43632112781523014,-0.3700653228238821,-0.8063864506391123,11
4930444A19Rik,0.3833286394783254,0.1805722456135329,0.5639008850918583,1
4930461G14Rik,0.25054346161094265,0.19525629137246742,0.44579975298341007,1
4930469K13Rik,0.555144497071544,-0.023201305753064144,0.5319431913184798,2
4930470P17Rik,0.4113510134654861,0.011319864068090602,0.4226708775335767,2
4930478K11Rik,0.6015814748068952,-0.06054590844849528,0.5410355663583999,2
4930486F22Rik,-0.9615258518159688,-0.34103691763258315,-1.302562769448552,1
4930511M06Rik,-0.2872819520363208,-0.18220333118783227,-0.46948528322415306,1
4930519F16Rik,0.11103131236737063,0.43493705664701227,0.5459683690143828,1
4930550C17Rik,0.7045441162673822,0.09515723301941126,0.7997013492867935,1
4931414P19Rik,0.2105669859116696,0.15200309342723886,0.3625700793389085,1
4931423N10Rik,1.155278225116568,0.08572987400889776,1.241008099125466,1
4931429I11Rik,0.2571578394396754,0.33948646620993217,0.5966443056496076,1
4932418E24Rik,0.6674246607559728,-0.0824621601762574,0.5849625005797154,1
4933400F21Rik,-0.8155754286133796,-0.4739311881079933,-1.289506616721373,1
4933407E24Rik,-0.121015400946856,-0.3219280948422782,-0.44294349578913417,1
4933423P22Rik,-0.652663063648885,-0.3236840787492813,-0.9763471423981662,2
4933427D06Rik,0.3985493764111301,0.16438681787409504,0.5629361942852251,1
4933428G20Rik,0.6248639478070956,0.2037567542644947,0.8286207020715903,5
4933434E20Rik,-0.8171359425531093,-0.4854268268954427,-1.302562769448552,1
5031425F14Rik,0.3765633514060626,0.057333175058355834,0.43389652646441845,1
5031439G07Rik,-0.7319715566765923,-0.2751094277074889,-1.0070809843840813,5
5033403F01Rik,0.6300503901281485,-0.0450878895214919,0.5849625006066566,1
5033426O07Rik,-0.4646804381018738,-0.58246907419468,-1.0471495122965537,2
5430402O13Rik,0.47130571883421113,0.06926266242602752,0.5405683812602387,1
