gene_name,9mo.2mo.log_ratio.mean,18mo.9mo.log_ratio.mean,18mo.2mo.log_ratio.mean,log2_distance.mean,9mo.2mo.log_ratio.std,18mo.9mo.log_ratio.std,18mo.2mo.log_ratio.std,log2_distance.std,count
0610005C13Rik,0.39075522177800703,-0.013065911516284112,0.3776893102617229,11.60619342045736,0.0012214654311144654,0.038203692004681156,0.039425157435795624,0.6726322958659212,2
0610007P14Rik,0.054653789883265524,-0.025163215194213457,0.029490574689052067,11.344375034027827,0.07256723451631247,0.1150182700563718,0.056561068731892164,0.8282015918490543,3
0610009B22Rik,0.14801001109979506,-0.01661370107538751,0.13139631002440755,11.185494924210929,,,,,1
0610009E02Rik,0.032392112898890844,-0.10573001522469086,-0.07333790232580002,10.977338688934086,0.1770023535311616,0.11871876622601647,0.22875948787869185,0.866633648045971,7
0610009L18Rik,0.24449239693715885,-0.12016685609653646,0.12432554084062239,10.611121127234544,0.10768048375205636,0.02638545158982021,0.10358798237172859,0.8605203477781459,5
0610009O20Rik,-0.18718071985861168,-0.08855042988181061,-0.2757311497404223,11.81003449693231,0.30287212673358627,0.224391328158828,0.5272634548924143,1.4698920045305897,2
0610010F05Rik,-0.16194962685310088,0.002687550883561466,-0.15926207596953942,11.342191882899364,0.2556350863596937,0.09391489969891388,0.24307166114109396,0.2154937278607768,3
0610010K14Rik,0.2431855183741408,-0.09613554422887649,0.1470499741452643,10.323829440370366,0.11826016656545982,0.030395933174485416,0.09562141972963331,1.6798011427347226,3
0610011F06Rik,0.0903262561810248,-0.08672211156204782,0.0036041446189769935,11.818330860557403,0.1066378598909382,0.11256225267514867,0.0765442234095012,1.0030016698179745,9
0610012D04Rik,0.28408386901647376,-0.010410159185237161,0.27367370983123657,10.298596640442863,0.1227397166808123,0.07495678771188222,0.19769650439269448,0.5646102231542227,2
0610012G03Rik,0.048005521327312284,-0.03103634251579357,0.016969178811518715,10.893849072737815,0.0599730670136224,0.0014100129766220955,0.0613830799902445,0.2747486300788355,2
0610025J13Rik,-0.06971368063186495,-0.04710958430389123,-0.11682326493575618,11.157180982959723,0.0933354903280088,0.22593742933179822,0.31927291965980703,0.4099836841665099,2
0610030E20Rik,0.10790866662500924,0.04822674044856686,0.1561354070735761,10.129587230288655,0.052336861890930564,0.022534603484112625,0.07358809203615649,1.4275403877039976,3
