,cv,feature,class,weight
0,0,gene_length.meta,down,-0.49780350048863414
1,0,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.048457879123962336
2,0,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.22745093106497047
3,0,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,-0.08356687259070937
4,0,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.20457967914706246
5,0,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,-0.1103561334750522
6,0,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.007721083416845849
7,0,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.03529971509581585
8,0,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.025536828613684753
9,0,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.026791058914810175
10,0,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.17295669877401557
11,0,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.0029025360816486508
12,0,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,-0.13635124496766066
13,0,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.09784726185193561
14,0,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.08352747551924071
15,0,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,-0.056370844624347195
16,0,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.0298624787017516
17,0,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,-0.04537248833065647
18,0,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.010864865654706467
19,0,9mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.15866319500930845
20,0,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,-0.1103561334750522
21,0,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.01408889700879757
22,0,18mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,-0.0141050474443429
23,0,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,-0.15173141910746593
24,0,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.08746529697040202
25,0,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.17295669877401557
26,0,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.000672011571621866
27,0,18mo.9mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.06621562785052429
28,0,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.2669697402458136
29,0,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.19552673512219698
30,0,18mo.9mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,-0.056370844624347195
31,0,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,0.04085340990577328
32,0,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,down,-0.10988889434034205
33,0,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,down,0.06328003641746187
34,0,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,down,0.10203781441772547
35,0,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,down,-0.005083887075221887
36,0,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,-0.00535215925265786
37,0,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,down,0.09807149620302817
38,0,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,down,-0.07329809849911367
39,0,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,down,0.01108788691788816
