,cv,feature,class,weight
0,0,gene_length.meta,down,0.35463226308311246
1,0,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.012082125643281226
2,0,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.07185996253629018
3,0,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.07671455324382674
4,0,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.11210034015833373
5,0,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.04350976418138286
6,0,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.03495580360478016
7,0,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.006232030587754457
8,0,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.12231051698022971
9,0,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.019836914335372574
10,0,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.028844612117130422
11,0,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.00278506926588003
12,0,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.021092469127905224
13,0,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,-0.027159007865994622
14,0,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.051401367946604506
15,0,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.11178281995873841
16,0,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.01966372434091489
17,0,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.0421907517134043
18,0,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.09959053650142631
