,cv,feature,class,weight
0,0,gene_length.meta,down,-0.3551187191075841
1,0,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.0009587262632629827
2,0,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,4.74092336614951e-06
3,0,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,-0.07592920645188937
4,0,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.035739928625376866
5,0,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.044566839837254256
6,0,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,0.04256446420449755
7,0,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,0.02004562247913509
8,0,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.01669541741917652
9,0,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,0.01905715658530679
10,0,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.03640335824487738
11,0,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,down,8.162552529128037e-06
12,0,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,down,-0.01876678509276144
13,0,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.01970652131549373
14,0,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.055104625938036694
15,0,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.05539844427966322
16,0,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.028418662007373086
17,0,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,-0.004884437370283145
18,0,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,2.3099767780078044e-05
19,0,9mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.05158823605984859
20,0,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.044566839837254256
21,0,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-1.728995950026153e-06
22,0,18mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,-9.200356530988651e-07
23,0,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,0.09450647555199364
24,0,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.01871920106196237
25,0,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.03640335824487738
26,0,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,down,-0.037308635197233354
27,0,18mo.9mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,down,6.776854046918524e-05
28,0,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,down,-0.045433527966887606
29,0,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,down,-0.07003936267956869
30,0,18mo.9mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,down,0.05539844427966322
31,0,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,down,-9.191046740881618e-06
32,0,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,0.0018583405997414937
33,0,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,down,0.010396401476423404
34,0,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,down,-8.827641182520183e-06
35,0,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,down,0.003373075955680536
36,0,18mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,down,-0.005686920420712917
37,0,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,-0.018068833380861727
38,0,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,down,0.015158568030295009
39,0,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,down,-0.000866332135311142
40,0,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,down,0.004943387892477909
41,0,18mo.9mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,down,0.06962795622942572
42,0,9mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_DMR,down,-9.191046740881618e-06
43,0,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,0.03509363414306326
44,0,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,down,-0.049537070198568164
45,0,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,down,0.014333709585064651
46,0,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,down,0.09947664643269741
47,0,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_DMR,down,-0.005686920420712917
48,0,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,down,-0.01073373473882619
49,0,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,down,-0.0171842196732237
50,0,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,down,0.025896214902457318
51,0,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,down,-0.0938383416039077
52,0,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_DMR,down,0.06962795622942572
53,0,count.enhancer_DMR,down,0.0010364551909294716
54,0,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,down,0.0466623397465977
55,0,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,down,0.031536098052175096
56,0,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,down,0.03279952835904305
57,0,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,down,0.0466623397465977
58,0,18mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,down,0.031536098052175096
59,0,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,down,0.03279952835904305
60,0,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,down,-0.0010971306353734526
61,0,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,down,0.007125037614658924
62,0,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,down,0.011042328613001352
63,0,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,down,-0.019431198657968295
64,0,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,down,0.053994381846748395
65,0,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,down,0.018656766511119575
66,0,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,down,5.83413995978595e-05
67,0,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,down,0.10137676085356884
68,0,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,down,0.03156467473515668
69,0,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,down,-0.1524229116601323
70,0,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,down,0.09479880035256055
71,0,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,down,-0.0010971306353734526
72,0,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_peak,down,-0.04431184506176225
73,0,18mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_peak,down,0.007619546379270459
74,0,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_peak,down,-0.019777933476368015
