gene_name,9mo.2mo.log_ratio.mean,18mo.9mo.log_ratio.mean,18mo.2mo.log_ratio.mean,log2_distance.mean,9mo.2mo.log_ratio.std,18mo.9mo.log_ratio.std,18mo.2mo.log_ratio.std,log2_distance.std,count
0610005C13Rik,0.2855845424772194,0.017482921656354566,0.303067464133574,11.60619342045736,0.027320469488112144,0.07738146745504736,0.05006099796693521,0.6726322958659212,2
0610007P14Rik,-0.0208935217363798,0.003337384925508474,-0.017556136810871325,11.631620055894603,0.10491104655463963,0.029312401476480305,0.11231010734596265,0.8873090751497944,4
0610009B22Rik,0.09174206731092838,0.09199944443774655,0.18374151174867492,11.185494924210929,,,,,1
0610009E02Rik,0.10563090369596075,0.015465402484442135,0.12109630618040289,10.956451372114193,0.1329485251461008,0.08028327177502559,0.11794630189693361,1.0856282225604268,6
0610009L18Rik,0.17423965161753957,-0.09547520328103243,0.07876444833650714,10.885963245601285,0.15552418816794517,0.12766762589602934,0.06978063055269175,0.6955135453256867,4
0610009O20Rik,-0.12093269785569538,-0.0913431418859294,-0.21227583974162478,9.759428371253318,0.1335385608335523,0.12141215787920033,0.25495071871275266,1.4301029894899855,2
0610010F05Rik,-0.27780900268906433,0.06580694540352772,-0.21200205728553662,12.146665449272268,0.2318032065977688,0.15220374110261314,0.3424616199526976,1.1124030094520914,5
0610010K14Rik,0.2189930159892636,-0.027206020743338933,0.19178699524592466,9.803091088677018,0.07802602327015155,0.0885965307353633,0.07512386848386064,1.4895932767149955,5
0610011F06Rik,0.18914536729272274,-0.050525330549289614,0.1386200367434331,11.06686950994273,0.08483832381874616,0.1430955419180038,0.13938149327806398,1.2340387320917423,7
0610012D04Rik,0.28455442976646733,-0.18115015137520918,0.10340427839125814,10.602012423873468,0.27405031597118024,0.18716794931088326,0.08698767308163965,0.6599816398579227,3
0610012G03Rik,0.10876703112947239,-0.10323959036668262,0.00552744076278977,10.893849072737815,0.007454433641463894,0.2001974235386286,0.2076518571800925,0.2747486300788355,2
0610025J13Rik,-0.22229772728064756,0.06358065723336204,-0.15871707004728552,11.157180982959723,0.04080343505820182,0.0170319938922386,0.057835428950440415,0.4099836841665099,2
0610030E20Rik,-0.017148700551356495,-0.005679510351386104,-0.0228282109027426,10.129587230288655,0.01415225601753902,0.09798004703969504,0.10183094068090344,1.4275403877039976,3
0610031O16Rik,-0.03970474517423046,-0.06513051238878335,-0.10483525756301382,13.570228611949613,0.18623278514202007,0.1674971693611374,0.19939319202671996,0.740427100113869,4
0610037L13Rik,0.09119245794842441,-0.16007375656763478,-0.06888129861921037,11.122262835159614,0.117269111478098,0.13152741987099878,0.16615866666696336,0.6758200933096248,5
0610038B21Rik,0.047786418669968946,0.02069858870048306,0.068485007370452,11.387522022318253,0.05481724007108234,0.03366301032333017,0.039309672998393164,0.3357618624344063,3
0610039K10Rik,0.07765819720740652,0.0521267602352703,0.12978495744267682,10.479533662855818,0.10620241356303864,0.09665686449178355,0.00954554907125508,0.7449969787946467,2
0610040B10Rik,0.18413987055841682,-0.012752335950461834,0.17138753460795503,9.813604923517357,0.12732792543774782,0.12834456495987376,0.16889406040362312,1.5828264830690728,5
0610040F04Rik,0.08096892055601684,0.029619660238289724,0.11058858079430658,12.718881965296736,0.29218578558094466,0.15779872127438718,0.36298924987830117,1.6876587876979439,10
0610040J01Rik,-0.13373160311131385,0.04218126860949597,-0.09155033450181789,13.11235876533424,0.18516806845554304,0.24240840745236647,0.2566164783979489,1.916746323875464,9
0610043K17Rik,0.16536555343458598,-0.10113386697736776,0.0642316864572182,13.325884843610494,0.31506112345389015,0.2965071950113788,0.24821299516400727,1.1305830184131662,13
1010001B22Rik,0.18148665682730464,-0.08800105685201484,0.09348559997528981,10.811523450655873,0.008028389708240729,0.05430998852641198,0.06233837823465272,0.3892993848902492,2
1010001N08Rik,-0.09395334216568826,0.014135943811945413,-0.07981739835374285,10.935010744791581,0.026312986544672613,0.0447048044203062,0.018391817875633588,0.28926410133424346,2
1110001J03Rik,-0.06313129975141436,-0.05993660249206707,-0.12306790224348144,11.249688338598705,0.06178331181322407,0.03734443115269485,0.060952389613587434,0.5137575689802283,5
1110002E22Rik,-0.007372670690478726,-0.021811883695957126,-0.029184554386435854,11.425462452195887,0.20370081766220582,0.13600739148238908,0.18938978436512377,1.4771550043330883,13
1110002J07Rik,-0.05361674412949428,0.153353602909015,0.09973685877952072,11.079385182124888,0.15809935503760528,0.21974039936651046,0.10331779188084139,0.7199934494699946,6
1110002L01Rik,-0.06237315526420595,0.017279723207462645,-0.0450934320567433,11.942736782436363,0.047741049943361424,0.0686966174940121,0.0759743910970938,0.9722453264742588,6
1110004E09Rik,-0.007481357887533013,0.10017632195830262,0.0926949640707696,11.388824376241686,0.03261491093091444,0.09841238547071682,0.10765276262871863,0.6961039792883383,4
1110004F10Rik,-0.011369774431521809,0.08799880501895005,0.07662903058742823,11.051562148905315,0.2189810524390886,0.2379912193106681,0.16436635321165274,1.345039632797849,7
1110007C09Rik,0.16549844287336218,0.00660485706554768,0.17210329993890985,11.632732633532697,0.19309282614139858,0.12757222497634968,0.11786662052967091,0.645630286868977,6
1110008E08Rik,0.3518323310750393,-0.08076179389788662,0.2710705371771527,9.753216749179122,,,,,1
1110008F13Rik,0.07679122214337418,-0.014761684880424831,0.06202953726294935,11.032322894984874,0.13748115054917576,0.11490619788983061,0.10374858808701551,0.7484069243579958,5
1110008L16Rik,0.13313640480704322,-0.01769299913728018,0.11544340566976304,14.222722808080286,0.2797505584387482,0.21358554025023485,0.2808980835140148,1.152901194587531,10
1110008P14Rik,0.13120600489097922,0.06355122988864667,0.1947572347796259,9.648971617284591,0.06608901711764764,0.07336765975512445,0.10298788727458724,1.9123530610151245,4
1110015O18Rik,-0.6215185628542845,0.1266057270181844,-0.49491283583610013,10.18735207320062,,,,,1
1110017D15Rik,0.20099895450842883,0.08578920523256502,0.28678815974099386,10.773088505904985,0.21136760959236708,0.1562922796447492,0.13623800129601832,2.402638832070364,6
1110018N20Rik,0.1814768444221596,0.04015243434945476,0.22162927877161437,11.47869551498465,0.04691190045246104,0.03497478628138244,0.022273513320871807,0.3631580553830386,4
1110019D14Rik,-0.18653511469166145,0.027442357198036574,-0.15909275749362486,14.36976219370844,0.17924900978476638,0.1566239165223282,0.24761827350139073,2.3652198722049724,8
1110020A21Rik,-0.07062766203765654,-0.0060056778742524726,-0.07663333991190902,10.968947444952457,0.16902458334897147,0.039256394626019056,0.12993015050602116,0.4878200357667446,3
