gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,count
0610005C13Rik,0.3049030317174637,-0.03723403871927555,0.26766899299818814,1
0610009O20Rik,-0.21535871977099252,-0.17719450204080367,-0.3925532218117962,1
0610037L13Rik,0.06216052427404639,-0.3449867865755698,-0.2828262623015234,1
0610040B10Rik,0.21487516632288273,0.10786276576326204,0.32273793208614476,1
0610040J01Rik,-0.19822600946616187,-0.2679795632730937,-0.46620557273925556,2
1110002E22Rik,0.03481884509489375,-0.13386105264138115,-0.0990422075464874,2
1110017D15Rik,0.09096235581871381,0.19714526308915747,0.2881076189078713,1
1110019D14Rik,0.1462646415312543,0.2784105300705231,0.42467517160177737,1
1110032F04Rik,-0.31994300376940643,-0.033066892905568857,-0.3530098966749753,1
1110035H17Rik,0.3085988610804642,0.010541303042916894,0.3191401641233811,2
1110037F02Rik,-0.28353834293027846,0.006548763619732334,-0.27698957931054613,1
1110038B12Rik,0.4814201002963041,-0.10765864428577654,0.37376145601052757,1
1110038F14Rik,0.3524753460232677,-0.166742784278461,0.18573256174480668,1
1110051M20Rik,0.17941413780298918,0.16736156778221167,0.3467757055852009,2
1110057K04Rik,-0.26778645018724045,-0.013286828975187959,-0.2810732791624284,1
1190002N15Rik,-0.34165049270391545,0.06717450241827638,-0.27447599028563907,1
1190005I06Rik,0.2402462552399549,0.053255341836974335,0.29350159707692924,1
1200007C13Rik,0.389877116149292,0.10022423764140043,0.4901013537906924,1
1300017J02Rik,0.2652611223697293,0.0897434422499297,0.355004564619659,1
1500004A13Rik,0.3775223313558519,0.08162392536827423,0.4591462567241261,2
1500015O10Rik,-0.17035347547060997,-0.1197788719290438,-0.29013234739965377,1
1500017E21Rik,-0.22465924352275446,-0.11425608599453191,-0.33891532951728637,2
1500035N22Rik,0.2910266590236592,0.07334269206139288,0.3643693510850521,1
1600002D24Rik,0.4346320462089752,0.03725124435097937,0.4718832905599546,1
1600002K03Rik,0.3947772286208735,-0.033676594932324555,0.36110063368854894,1
1600010M07Rik,0.1508781872804955,-0.02864200344603951,0.122236183834456,2
1600012H06Rik,0.0728501981770413,-0.36455475988672514,-0.29170456170968384,1
1600029I14Rik,0.0725236009096788,-0.4025437955413431,-0.3300201946316643,1
1600029O15Rik,0.2733402180997483,0.1292243384256856,0.4025645565254339,2
1700001C02Rik,0.5821885361804187,0.07871642010159685,0.6609049562820155,1
1700001C19Rik,0.762082823581472,0.031905558883310814,0.7939883824647828,1
1700001L05Rik,0.4057321484051484,0.04986615588699872,0.4555983042921471,2
1700001O22Rik,0.29504554731014565,0.02454064685778512,0.31958619416793077,1
1700006E09Rik,0.37931165043719106,-0.025049283383024257,0.3542623670541668,2
1700007B14Rik,-0.3862748666134257,-0.010836514193962365,-0.39711138080738806,1
1700007J10Rik,0.3316593207859555,-0.027234093008365434,0.30442522777759007,1
1700008O03Rik,0.30782769511952396,0.03343145451884233,0.3412591496383663,3
1700011H14Rik,-0.41835561299749413,0.07110243240209546,-0.34725318059539867,1
1700011I03Rik,-0.23273785544109002,-0.01390700515832762,-0.24664486059941762,3
1700012A03Rik,-0.24411835685237726,-0.045501067105761406,-0.28961942395813867,1
1700012C08Rik,0.2663174032173504,0.25866855698001,0.5249859601973604,1
1700012I11Rik,-0.6594008007653636,0.11286560025825998,-0.5465352005071036,1
1700013F07Rik,0.3935943115817413,-0.06506772641373493,0.32852658516800637,1
1700013N06Rik,-0.008058890183858303,-0.2679237206855358,-0.27598261086939413,1
1700017N19Rik,-0.6674027375126509,-0.17572495015644085,-0.8431276876690917,3
1700019D03Rik,-0.3970372712459358,-0.03944185119528987,-0.43647912244122566,1
1700019P21Rik,0.009596985244252898,0.2452768911893437,0.2548738764335966,1
1700020G17Rik,-0.4579193507160988,-0.16466471102377978,-0.6225840617398786,1
1700021A07Rik,0.18504243361751604,0.11676647748788249,0.30180891110539854,1
1700021F05Rik,-0.17079414502432133,-0.09684698274587,-0.26764112777019133,2
1700021J08Rik,0.276029254349498,0.12430644991739292,0.4003357042668909,1
1700021L23Rik,0.08551423364314159,0.45844329628084324,0.5439575299239848,1
1700022A22Rik,-0.5529025049029515,-0.08343089169843898,-0.6363333966013904,1
1700023E05Rik,-0.3563663734995606,-0.08102005444346938,-0.43738642794302995,1
1700023F02Rik,-0.3911255143048763,-0.22109333851224966,-0.612218852817126,2
1700023F06Rik,0.28336775137574577,-0.010661023544075388,0.2727067278316704,1
1700023H06Rik,-0.32295690166633717,-0.07363037789036841,-0.3965872795567056,2
1700024P16Rik,0.08615967244827916,0.06649686687892935,0.1526565393272085,3
1700025C18Rik,0.3778849123941106,0.04994802557571276,0.42783293796982336,1
1700025G04Rik,-0.13429527719919157,-0.0210899178966344,-0.15538519509582596,8
1700025N23Rik,0.3136754497921461,0.07722680196247977,0.3909022517546259,1
1700028I16Rik,0.3738976424406193,0.03346485300363744,0.40736249544425673,1
1700028N14Rik,0.2898157944552855,0.00251365927153957,0.29232945372682506,2
1700028P14Rik,0.11804244379682882,0.15380302117029498,0.2718454649671238,1
1700029H14Rik,0.22725348522225008,0.06015194582125494,0.287405431043505,1
1700029I15Rik,0.1650357447829771,0.13424747890982713,0.29928322369280425,1
1700030A11Rik,0.6036111667613206,-0.10481337855365364,0.498797788207667,2
1700030C14Rik,0.07415437147922954,0.2996969951132443,0.37385136659247387,1
1700031A10Rik,0.2181480502408375,0.08519535036301695,0.30334340060385445,1
1700031P21Rik,-0.2088875259243066,-0.07740970139429493,-0.2862972273186015,1
1700034K08Rik,-0.5011010418914985,-0.13968718438149752,-0.640788226272996,1
1700034P13Rik,-0.44812659312995784,0.03637510020248147,-0.41175149292747637,1
1700036A12Rik,0.38676736706648135,0.12261414521685776,0.5093815122833392,2
1700037F24Rik,0.3163677472295105,0.11813767227805272,0.4345054195075632,3
1700039E15Rik,0.4820857316049052,0.04696925653464734,0.5290549881395525,1
1700039E22Rik,0.8136575059126503,0.11780637826973234,0.9314638841823827,4
1700047F07Rik,0.3076768555650262,0.13981410026461694,0.44749095582964316,1
1700057H15Rik,0.26655641068874636,0.12534229471331937,0.39189870540206573,1
1700060C16Rik,-0.38215283132346345,-0.036316149149411135,-0.41846898047287456,3
1700063O14Rik,-0.16960960180491502,-0.14327473987584705,-0.31288434168076207,1
1700064H15Rik,-0.3048837601279738,-0.2730062272263247,-0.5778899873542985,2
1700066B19Rik,0.3399290458015938,0.12732252532584032,0.4672515711274341,1
1700066J03Rik,0.33752408308504944,-0.021483172021317776,0.31604091106373167,1
1700066O22Rik,-0.28051820037814623,-0.11968790209011959,-0.4002061024682658,2
1700069L16Rik,0.3215667633849151,-0.0551771434092303,0.2663896199756848,1
1700071M16Rik,0.390909656796971,0.1267109781664466,0.5176206349634176,1
