,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.632591909646191,0.4226370180518564,0.017542845497290113,0.7941887463395199,0.639617089300284
1,0.6958626253313357,0.4466407508567789,0.018459260122403176,0.8412409281675473,0.7388675030437069
2,0.569551688371557,0.41971426452485866,0.018110936281507506,0.7365595918700263,0.551135921016219
3,0.6633629134493488,0.43978236286854305,0.019921143110261885,0.8101648353801191,0.6780666323960557
4,0.6022818946640544,0.41859935737688403,0.02029198113364867,0.7621795489829776,0.603772915959661
5,0.5988244785063962,0.4402983616098121,0.0197921063295743,0.7481369386764135,0.5578693182603381
6,0.5808459144865737,0.43269854109259437,0.0195415683008073,0.7396886856477942,0.5445272497275941
7,0.5862625331335715,0.43560520513229856,0.019095167281124054,0.742830423811802,0.5576083744311181
8,0.5786562175867235,0.42981095521454465,0.01852812370074224,0.7407181073680791,0.5568985763834268
9,0.596173792785525,0.42904787810262235,0.01937165677486123,0.7615966022674705,0.5864975266102326
