,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.3596082089552239,0.5685711313425728,0.07006308852068358,0.602925665322331,0.35038381939937324
1,0.3757773631840796,0.5658073609879041,0.07010489143606405,0.6145196589251349,0.35714938703772486
2,0.3871268656716418,0.5718689739396151,0.07184726262037917,0.6296827732160869,0.3659788751185763
3,0.41806592039800994,0.5864102955653534,0.08515398443548369,0.6454327955024319,0.3784378890598998
4,0.4283271144278607,0.5737270886024531,0.06946079168968831,0.6635413512254492,0.3922008110214581
5,0.48056592039800994,0.602491450603636,0.07782440269745614,0.700698066579803,0.4276312831188682
6,0.42366293532338306,0.576481635702511,0.06647692535347956,0.6489576335614372,0.38345807566882384
7,0.41091417910447764,0.5690546494102732,0.06212453927297493,0.6400258127602814,0.37674627663273097
8,0.4894278606965174,0.6483141114547878,0.09854126482766222,0.6996164718230984,0.4301963083159767
9,0.404384328358209,0.5886563317887697,0.07076246412654817,0.6295250949079231,0.3716429910460629
