,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.5868367016102886,0.6166915539884661,0.0641780603341035,0.7982831071206059,0.5832755515254797
1,0.6045606830217227,0.6185622932021559,0.07301032024613201,0.8006815073216664,0.5897307179116741
2,0.5984005187506755,0.6123047452408853,0.06592385328351502,0.7985799488750084,0.5814573861171853
3,0.6512482438128174,0.6323934084707563,0.07303562007896439,0.843131052019675,0.6748335275203452
4,0.5645736517886091,0.6194795858200287,0.06962431657752902,0.7713231424243935,0.5342023258606589
5,0.6410893764184589,0.5936200930104366,0.07376741014100865,0.8337743961086505,0.648878205066365
6,0.5955906192586188,0.644576324262744,0.07612757898172128,0.7975952816188473,0.5746903203423671
7,0.6161245001621096,0.6183518581369699,0.07337476278072959,0.8125392783894333,0.6148353888808069
8,0.6011023451853453,0.619473533484083,0.06635742490464012,0.7954420050809637,0.5681220542412482
9,0.588673943585864,0.6173168068480784,0.06505377174402475,0.7826815500930417,0.5513130950053127
