,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.42190132370637784,0.4922252196447993,0.01859482235454612,0.6543852244769108,0.41528034696125277
1,0.41636582430806257,0.49829244256837285,0.019878002039648294,0.6416946728819033,0.4042849811984084
2,0.43874849578820696,0.5016278302930319,0.021010640162729043,0.6621010562426781,0.42628911427968913
3,0.43634175691937427,0.4950920721832639,0.02082912814571452,0.6561766701276208,0.4209073524297897
4,0.44861612515042115,0.500309880971305,0.02313342854727452,0.6696000353335911,0.4332200568683155
5,0.4353790613718412,0.5077869555104697,0.02282121753211075,0.6498708260385397,0.41329841214910606
6,0.4657039711191336,0.5050971230990801,0.024809889579907266,0.678709527471143,0.4445788621270221
7,0.4505415162454874,0.4997008117369038,0.022770016852193667,0.6718134205377946,0.4351295842535159
8,0.4127557160048135,0.49266766545419777,0.018997860660896614,0.6403887817296372,0.40667317790679186
9,0.43333333333333335,0.5034269218835443,0.02197952362001363,0.6555416284730821,0.41896564155429294
