,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.594401815627364,0.5300235144890594,0.03859888791353153,0.8091530486302245,0.5756091782124032
1,0.6237976872365719,0.5068302357012399,0.033111008991003124,0.8285226388527676,0.6115151822367427
2,0.6293094131632984,0.5543713927495809,0.04585361111519229,0.8304839172328803,0.6177304122989176
3,0.62217659137577,0.543621716665945,0.044897444718408834,0.8218244510918258,0.6097230113626622
4,0.598076299578515,0.5499761311001145,0.03755829496986252,0.8112613200337326,0.584624574205525
5,0.6113692856370907,0.5067311723467839,0.0335441183058549,0.8170496262065613,0.5919129582358132
6,0.5740840808386469,0.5168596547095786,0.03500465283453733,0.7922108419970383,0.548175495014996
7,0.6257430022695342,0.4970971192743156,0.03364097563747404,0.826864704947764,0.6256823392710933
8,0.5482546201232033,0.4976741862285148,0.03865868013195791,0.7727374243192223,0.5135371074929543
9,0.5859721171511942,0.5084678581388322,0.03303866927860131,0.7957168450389918,0.5438426237495387
