,acc,bal_acc,igr,micro_roc_auc,micro_AP
0,0.5806765373392413,0.6664792915833888,0.08244570928314211,0.7755526001544839,0.5330954182765287
1,0.6490867826650816,0.6606940295102589,0.09012738497811593,0.825936801450265,0.6202734067236741
2,0.6015346374148924,0.6673437135550443,0.08821039643515184,0.7988503125551543,0.5741530900552066
3,0.6058575597103643,0.6667572334725836,0.08516586569372586,0.8023418297428524,0.5816763308354469
4,0.6041283907921755,0.6786063105611865,0.09183825023410866,0.8048742642450375,0.5899584940082097
5,0.6061817788825246,0.6606182734687474,0.08536778122268873,0.7992549704116572,0.5755337168517276
6,0.5986166648654491,0.6787882152638982,0.09210330657434414,0.8038834213021702,0.5933710728615149
7,0.5763536150437696,0.6525400344564142,0.08468612700382594,0.771319270575423,0.5307156948223852
8,0.5990489570949962,0.6540449710675064,0.08094131408933447,0.7956173420243865,0.573586345739268
9,0.5895385280449584,0.6591153300548295,0.0818156288188994,0.7804376238181385,0.5463456482038261
