gene_name,gene_length.meta,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,rel_pos.DAR,count.DAR,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.2mo.T.min.loops,18mo.9mo.Q.median.loops,18mo.9mo.Q.max.loops,Qanova.max.loops,9mo.2mo.Q.mean.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.2mo.T.std.loops,loop_size.log.median.loops,9mo.2mo.Q.median.loops,18mo.2mo.T.max.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac
Sec14l1,44100.0,-0.1483500916662649,-0.144178015570892,1.0,-0.1277138919137649,0.1295126261721662,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.038944727,0.000651439,0.0025087729999999,5.3966866,0.0005966707999999,16.38580729725052,14.932399322433792,0.0331858381555741,16.0418302391015,0.000742284,0.06547506,0.0291243114287558,0.024327269316915,0.0047970421118407,-0.0445121172408028,-0.0143818378823156,-0.0588939551231185,-0.0960920601171198,9.971543553950916,0.3806621593407625,0.3681549893297982,-0.2685665993282247,0.2299900326353953,13,1.5161167739182373,0.0384550331128896,0.1936481851041557,0.1345470932300095,12.836264732839696,-0.169773118009191,0.1600671937563998
Pus10,67202.0,0.0,0.0,0.0,0.0,-0.0522197870422935,0.0410304466628721,0.3602707789107047,2,-0.5171468789457568,-0.2963987632396673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249769309345606,0.0312437568558098,-0.0062668259212492,-0.0462176606703359,0.0780712167441886,0.0318535560738526,-0.1297803427137813,10.95274124718656,0.1777041172428959,0.1312501629867975,-0.7683993116467984,0.2172429637524824,4,1.762172212261263,-0.2606823202416795,0.3768531838401565,-0.1309019775278982,12.686966921592962,-0.3148785692296256,0.2244996655240752
Bud13,16102.0,-0.012623112672438,-0.005389473001609,2.0,0.0134027077036091,0.123791652175659,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.03421487,-1.3319799999999757e-05,0.0008727832999999,6.934601,0.0009619943461538,17.79013464037292,14.213104219641906,0.0335987521465851,18.234602282905406,0.0008519255,0.0678309499999999,0.0133255787706948,-0.0023496453903926,0.0156752241610875,-0.0640950457979917,0.0404934517270416,-0.0236015940709501,0.0662137295720581,10.757390009366722,0.0551661894027692,0.1213799189748274,0.1213799189748274,0.0,1,0.0,0.1213799189748274,0.0,0.0551661894027692,10.757390009366722,0.0551661894027692,0.0
Cfap36,25877.0,-0.104535899359281,-0.104535899359281,1.0,-0.5248149299082696,0.0566014042600642,0.1182230290714802,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198710957903198,0.0254168922306734,-0.0055457964403535,-0.0837847603513305,-0.1053547676645809,-0.1891395280159114,0.0575734840361075,10.749869427396929,-0.0209448552204778,0.0141703175389396,-0.054183006275231,0.0410345731111206,3,0.3702251421754527,-0.0277260389553543,0.0366991181456796,-0.0852995229914619,11.127487554862624,-0.1481005238702235,0.0635920704809174
Mrps27,70776.0,0.0,0.0,0.0,0.0,-0.0469101913778819,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.0467158799999999,0.0003935319999999,0.0017822274,6.99995,0.0001720497862318,17.413867056725735,15.526927093707297,0.0303253654535699,17.476925706717925,0.0001381754999999,0.104975064,-0.0117118689488106,0.0078890200261541,-0.0196008889749647,-0.0492108958094188,-0.1080429768884563,-0.1572538726978751,0.0038624108175748,10.215532999745776,0.0465210485321199,0.033762318096691,-0.3688628155211479,0.2133996410866952,5,2.140323563939472,-0.1181162466737368,0.1561592006068861,-0.1219786574913116,12.717197457219916,-0.3080141928845183,0.1440061356077544
Daglb,41358.0,0.0299920778867552,0.0299920778867552,1.0,0.0925193621253699,0.1043572092876941,0.0879206151807587,0.0,0,0.0,0.0,0.0,0.0,-0.0419331199999999,0.0004216495999999,0.001565472,4.981946,0.0003541293571428,15.71690708190594,14.74751118292108,0.0277816492106393,15.252687648217815,0.0004280625,0.041122404,-0.0160914562813035,-0.01788545743932,0.0017940011580164,0.0150227713122426,0.1566918335142447,0.1717146048264874,-0.008123931407975,10.33091687811473,0.3793379783898327,0.3970143615474425,-0.1880172983089791,0.0834832519593511,5,0.8962313245896848,0.1156522322741859,0.2626347472468253,0.1237761636821609,11.4247493231961,-0.2064763193341106,0.2329531617221736
Ngly1,62646.0,-0.1220483215774711,-0.0112960386211716,3.0,0.0096800183325785,-0.1237803568374538,0.0136484096663719,0.0,0,0.0,0.0,0.0,0.0,-0.02556789,0.0014985865,0.0029613684999999,10.541728,0.0004102514156249,15.468882784359822,15.382624026574916,0.0387025939327181,15.6223702192295,0.0003585667499999,0.1277491,0.0111583430224422,-0.019344877367526,0.0305032203899683,-0.0371225851962888,-0.1655976554523629,-0.2027202406486517,0.000708171330344,4.8579809951325466,0.0920915482528181,0.1491461964648639,-0.3568849624624188,0.1267473605016286,9,3.2037992593963738,-0.0128132248962625,0.1555081962888824,-0.0135213962266066,11.87625838716102,-0.1272784705662337,0.0806822231239737
Arntl2,37474.0,0.0013528080536489,0.0013528080536489,1.0,-0.021632072359159,-0.0182401400560703,0.0500239850115119,0.0,0,0.0,0.0,0.3598959450332967,0.4594316185670359,-0.06893328,0.000781943,0.0024587974999999,9.462806,0.0006711850444444,16.78293430203444,14.66316891542611,0.0365915302274235,16.976362740635995,0.00069864,0.06703106,0.0074281877664556,-0.0022606397769676,0.0096888275434233,-0.1039072424390649,-0.0473388055144866,-0.1512460479535516,0.1327707726042063,10.13827180017235,0.2364209584730847,0.1046150364923432,0.0188550878387824,0.2776690447108821,4,1.4159562707529934,0.079064265855163,0.0404384200693873,-0.0537065067490433,11.325125911118564,-0.3163999469311588,0.2440890432384616
Csrnp2,15918.0,-0.0464843930044596,0.0081274069709817,2.0,-0.008020750928676,0.0066844700511303,0.0321142076299075,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422013818717627,0.0337040144822164,0.0084973673895463,-0.1241005145558988,0.1491996437927679,0.0250991292368691,-0.2118396015702769,11.096056239181012,0.3919126711620583,0.0936816337275017,-0.271886957598008,0.4113937283593508,3,0.99624620150492,-0.0449061920864497,0.1981668049452732,0.1669334094838271,11.840066741885789,-0.0471232962189116,0.2197216917723745
Irf9,6459.0,-0.0253755702957895,0.0374639775757857,3.0,0.0384163005668612,0.1005542401841155,0.032623640407117,0.0,0,0.0,0.0,0.0,0.0,-0.0445221799999999,0.00086806885,0.000884054,2.7878582,0.000602769275,16.49996864111968,13.55434902206344,0.0487535267580109,16.530738384460953,0.0004557433499999,0.0665650999999999,-0.0412160945239958,-0.0252033567031935,-0.0160127378208023,-0.0483172675972101,0.1149088249951769,0.0665915573979668,-0.0263963019189938,11.14656867574085,0.1640055104159872,0.1376092084969933,0.1376092084969933,0.0,1,0.0,0.1376092084969933,0.0,0.1640055104159872,11.14656867574085,0.1640055104159872,0.0
Sema5b,123587.0,-0.0225475345967477,0.0594061726960767,2.0,-0.0431026819963586,0.0285530840433541,0.0947317854980677,0.1972575575881555,2,0.0135970466518107,-0.3504320137001975,0.0,0.0,-0.0690677879999999,0.0004770344499999,0.003316754,7.5694866,0.0005086840384615,16.492221696018937,16.112582042441268,0.0410263087641049,16.88703606600798,0.0005299905,0.11778532,0.006820174372541,0.0115471848234428,-0.0047270104509018,-0.1837500061806215,0.1410326055819927,-0.0427174005986288,-0.0226207376418726,9.992938336165956,0.3153634900739666,0.3231779894670969,-0.5505182184326247,0.3314971871557253,19,1.8952227295108897,-0.1511447703673391,0.253609198376698,-0.1285240327254664,14.288454066666526,-0.4723345862442306,0.2108908341444291
Ccdc148,339613.0,0.0,0.0,0.0,0.0,-0.0889373031455358,0.1614431482128213,0.0,0,0.0,0.0,-0.786494929314961,-0.867528317694392,-0.029190224,0.0001087349499999,0.0003088541999999,0.7145555,0.0001113172749999,16.766073745603656,17.377744323704597,0.0153760731042021,16.771880823323123,0.0001179154999999,0.0068378199999999,0.0030423246048523,-0.0041176891361803,0.0071600137410327,-0.0501675395851584,0.0743780665393372,0.0242105269541787,-0.0147357985135975,10.390168956200291,0.5024100698220882,0.232217268558396,-0.5746934055272235,0.1784203008438815,11,2.642108948836401,-0.0124893546496723,0.2148078569160932,0.0022464438639251,14.807373899253529,-0.3762363578339182,0.2529215674156019
Spcs1,1846.0,-0.0557381672426363,-0.0557381672426363,1.0,0.0526198090197432,0.1308347626577317,0.124035057415991,0.0,0,0.0,0.0,0.0,0.0,-0.0763417119999999,0.0001972536999999,0.0015223405,2.8560708,0.0003362679,16.72513359865268,14.121695390556573,0.0320617214139433,16.668358721106294,0.0004060202,0.0539355899999999,0.0728090788565045,0.0718515332224962,0.0009575456340083,-0.1241430356582594,0.1862332140015629,0.0620901783433035,-0.077537839544961,10.993646060016667,0.0509388555625602,0.0317017013558063,-0.1009876559378857,0.0824496199009387,2,0.3286353388098146,-0.0346429772910397,0.0938255443336543,0.0428948622539213,11.226026336626624,0.0348508689452824,0.0113759244327155
Rnaset2a,32652.0,0.0,0.0,0.0,0.0,-0.0576130969911661,0.1383216365473896,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136250998841651,0.0167692896402201,-0.0031441897560549,-0.025058311713353,-0.1949159288688871,-0.2199742405822401,-0.4112002908699164,10.899356922923186,1.0047952572403382,0.5646143099914116,-0.5131027175251627,0.3627130418022727,5,0.7644298019585887,0.156543286613594,0.4316023011553554,0.5677435774835105,11.798610426158495,0.2100888706598536,0.3579446086795037
Fam228a,24760.0,0.0,0.0,0.0,0.0,0.1369417604111227,0.1333441668972177,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035773687771114,-0.0268638351210657,-0.0089098526500482,-0.0558824570186102,-0.0420960498624604,-0.0979785068810706,0.0876021708076145,11.39927792450902,0.0660585528348463,0.0675865668208461,-0.1797426292920899,0.281286153346663,3,0.2472105118720642,-0.0616765433387906,0.1240441970661093,-0.1492787141464051,11.647704292191705,-0.3348604300207964,0.2021090109810928
Ccdc51,9996.0,0.0105401036963134,0.0870646327854333,6.0,0.0206632118453106,-0.0284182571381732,0.1334073995932319,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484026169726033,-0.017421560794637,0.0658241777672404,-0.068926190119718,-0.0918669183940006,-0.1607931085137187,0.0583081262130467,10.213104219642029,0.2943018745691064,0.5186136112296478,-0.213345735879507,0.1755625257950157,4,1.149896325289105,0.1030938050912189,0.326025475249142,0.0447856788781722,11.427013809738217,-0.2499827040960629,0.252326741783175
Ypel2,57282.0,0.0210315794758269,0.0210315794758269,1.0,0.0026321655145768,0.1703679685097459,0.1408977779361053,0.0,0,0.0,0.0,-0.40053792951378,-0.5058909296446148,-0.0950626649999999,0.0004930199999999,0.0018876575,9.358182,0.0009550378583333,14.963667899491249,15.123919307454546,0.0394582142377936,15.02519223492451,0.00118781725,0.0579561499999999,0.0124595987580359,-0.0055961304827422,0.0180557292407781,-0.0085357072364602,-0.096829659085719,-0.1053653663221792,-0.0673284497517948,11.088788238716973,0.3747917923889438,0.533250139092367,-0.2555765730753707,0.3394985888306968,5,1.766921792220986,0.0340107470156174,0.3100949766173481,0.1013391967674122,13.20859050124324,-0.1633799620846632,0.2129774289831658
Cask,334287.0,0.2648222707249401,0.2648222707249401,1.0,-0.0160039854377129,0.0830827381375289,0.1220493438486039,0.0,0,0.0,0.0,-0.0876420356752071,-0.5692610638231372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037122770498414,-0.0018473038789313,0.0055595809287728,0.0011109153941955,-0.0643461073597548,-0.0632351919655593,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mtmr3,113995.0,0.0193982375605739,0.0193982375605739,1.0,-0.0334321202327101,0.1886500870081624,0.1159040385988205,0.0,0,0.0,0.0,-0.3255758718656137,-0.2508081034713929,-0.0934994069999999,0.0001482274999999,0.0026340509999999,7.220197,0.0002074489566265,16.846279254377205,15.327973602613884,0.0460636600688769,17.010233050525002,0.0001953254,0.09185284,-0.0336015585062617,-0.0222109062989205,-0.0113906522073412,-0.1035222808021141,0.0711211971515801,-0.032401083650534,0.0732715537373427,11.135709286104465,0.6828671623248044,0.5433038037008975,0.0541706870480775,0.1476135299748436,7,1.5555799681961815,0.3204907222332659,0.1791884469531992,0.2472191684959232,13.248240682243202,0.0033056392386557,0.2558016610351273
Zcchc14,54198.0,-0.0170214379310553,-0.0118858108095641,2.0,-0.0748478093194475,0.026336545352068,0.0,0.0368569366644901,1,0.4820131076459688,0.0750642654285245,0.0,0.0,-0.05001485,0.0004382718,0.0027065429999999,4.985957,-3.157748139534885e-05,15.809062043180433,15.090980753358942,0.0361125782047289,15.6607201788972,5.279000000000394e-07,0.1217225,0.0292100364535253,0.0033488899343478,0.0258611465191774,0.0282862809948902,-0.1082261806474307,-0.0799398996525404,-0.0319329756031862,10.672425341971584,0.5756481586264801,0.4820131076459688,-0.420121581216303,0.3494555976434405,10,1.653176870898614,0.0423839527027157,0.2478143720984624,0.0743169283059019,12.841110044546024,-0.4622925262910663,0.3214487445487655
Lrp8os2,16989.0,-0.0593969339154893,0.0177787029421448,3.0,-0.0010424512533029,0.1000999567828548,0.0,0.3616656343799133,1,0.4490316389156044,0.1596286596633029,0.0955776599695626,0.5040425052602413,0.0046531,0.0019085475,0.00360314,9.070164,0.00050237725,16.165566254968724,13.962805653369742,0.0200433073028543,16.173737015456233,0.000533671,0.05713852,-0.02239974737514,-0.0393739126962222,0.0169741653210821,-0.0707846186949673,-0.0119546438525335,-0.0827392625475009,0.008849090599729,10.572700226487386,0.4233189324230673,0.4490316389156044,-0.2156624553529198,0.2414230183930971,5,1.17393326866563,0.1173498058366956,0.2383782680859073,0.1085007152369666,12.036471194501477,-0.1974053929232067,0.2514350875400137
Sumf1,78554.0,0.010244027962872,0.0444347631761882,2.0,0.0616306784930045,0.0054634295444895,0.0918779869611203,0.0,0,0.0,0.0,0.0,0.0,-0.02676475,0.000369061,0.0019322627,14.154511,0.0004919726439655,17.188053116700292,15.197754224202695,0.0381371674241607,17.590893996462274,0.00045982435,0.17213148,0.0062653684105431,-0.0038396983527261,0.0101050667632692,-0.0981324837861087,0.125564146153809,0.0274316623677003,-0.1123135600553366,11.1478408936724,0.4162923988330873,0.1485862889153635,-0.6493412740124135,0.4074615690102922,6,1.8153011452855892,-0.1514096935093134,0.2706307222595465,-0.0390961334539768,13.499254177944051,-0.4202959064346276,0.2707278674331217
Csf2ra,4472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5089820359281437,3,0.7672723544969001,0.5940229791580904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827378150298676,0.1701126879216381,0.0126251271082294,0.0325624810427448,0.0368892402780856,0.0694517213208305,0.1732493753388097,11.710806433699394,0.8110515411820147,0.904663299669194,0.6777625954490651,0.0757323509436577,3,0.1181932533940198,0.7672723544969001,0.1207908870006816,0.5940229791580904,11.804626913847576,0.475037581204663,0.1882437033226639
Zfhx4,197331.0,0.0211261445268129,0.0211261445268129,0.0,0.0,0.0784733119294065,0.1236731890590341,0.0613864730220383,1,0.2837790427306426,0.2264297616785806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037690465159063,0.0009431851541956,0.0028258613617106,-0.1261961659804948,0.0836189535457413,-0.0425772124347535,-0.0239708228536033,10.769837843629524,0.5703141343103887,0.5345865866479353,-0.0582253163601844,0.1738660086163967,10,2.017795156571283,0.1254060650828189,0.1792423627310157,0.1493768879364224,13.598354778436397,-0.0669643682586873,0.2027209781126354
Nrg1,1069703.0,-0.1328917864666877,-0.1261731333077915,2.0,-0.0390409445165859,-0.0064120626432835,0.3740410941128084,0.0,0,0.0,0.0,0.4447848425665748,-0.1926450779055926,-0.074588184,-0.0001471710999999,0.0002921677,2.7953806,-0.0002365042153846,18.432039512379145,15.719923528720669,0.029925763927763,18.174384453351017,-0.0002930235,0.0202546099999999,-0.0113519712652314,-0.0195581907996186,0.0082062195343872,-0.0303270947319873,-0.0644073264122153,-0.0947344211442026,-0.4606417429529101,9.46964181723972,0.2225661209493706,-0.569051689460079,-0.919727976984997,0.3169159058598009,3,0.8984912620687819,-0.6975672718978946,0.1931851997567741,-0.2369255289449843,10.452331239684304,-0.6492848164779397,0.4378322840535456
Fgf14,699220.0,0.0,0.0,1.0,0.0169531205926787,-0.0075002007405347,0.1036042721897783,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102268641790834,-0.0020846044838978,-0.0081422596951855,-0.0508485171792251,0.053828840048792,0.0029803228695669,-0.0238642678351975,10.8057438721517,0.2972919171612653,0.1515542594512335,-0.6073180590966906,0.1444472957646204,17,2.88219011957631,-0.0745630707304273,0.2066247300451066,-0.0506988028952297,15.975794536524331,-0.5524518650319664,0.2170340365425542
Atp1a2,26355.0,0.0,0.0,0.0,0.0,0.0518361660780657,0.1106319602697573,0.2744193707791138,3,-0.1861657917841158,-0.1540222422525463,-0.7053191401515209,-0.8640984245461728,-0.004772276,0.00023155,0.0010662305,6.1368246,0.0010271649,16.679502663565092,14.266566957978531,0.0349192080298378,17.091404393172166,0.001119221,0.116419904,0.0573949923773823,0.0644017452723794,-0.007006752894997,-0.0320815108674814,0.0247807056825813,-0.0073008051849,0.0385705496473766,9.169925001442564,0.083166918183307,0.1359102546780657,-0.3031157770047201,0.1078424085765232,12,1.3630709040780518,-0.1017198428511295,0.1477396836700408,-0.1402903924985062,11.431785955961915,-0.3447257831819161,0.1153127211458844
Utrn,487177.0,0.0,0.0,0.0,0.0,-0.0571076046238485,0.0563289744679624,0.0,0,0.0,0.0,-0.2487498296806843,-0.3182818485354572,-0.058806356,0.0009090378,0.002284319,13.157757,0.0003363917999999,16.333541412669994,17.456129778730755,0.0346429041144923,16.41650067338016,0.0003479805999999,0.117692232,-0.0154091458313926,-0.0155050774385829,9.593160719023608e-05,0.021035745797068,-0.0018475433437806,0.0191882024532874,-0.0055547725562485,11.308339030139464,0.7619074245010056,0.6283399075728251,-0.2988008835589233,0.2514258062297328,36,1.6461135719788689,0.0588040807569839,0.2253172554671786,0.0643588533132325,16.281404530949676,-0.4349829824797587,0.2748846773122831
Enho,2180.0,-0.0601343015040864,0.0580574655446893,6.0,0.0050414445384572,-0.0274228663002977,0.1004833464258542,0.0,0,0.0,0.0,-0.9125371583518588,-1.3719687768661988,-0.006614277,0.0011600875,0.003574488,10.543761,7.728889999999981e-05,16.55512847541026,13.978710459106358,0.036359956065382,16.40632214100487,0.0001654847,0.10385263,0.1245787836591523,0.1169918307097965,0.0075869529493557,-0.0734974597155708,-0.0317755568426251,-0.1052730165581959,0.0796449034847731,11.1478408936724,0.0162653054010784,0.1041124428512887,-0.0196437050224806,0.0866328498756567,3,0.1875352713770484,0.0558127398682805,0.0661967711253487,-0.0238321636164925,11.36349415494164,-0.0789154490088033,0.0493282375706006
Sema6d,577801.0,0.0,0.0,0.0,0.0,-0.1045581167656033,0.0259209628132402,0.2592077588957965,9,-0.3912972166935719,-0.3033561733231222,0.0,0.0,-0.096633949,0.0003479697999999,0.0017289547,9.732936,6.028306308797127e-05,16.99147781528641,18.09625188607432,0.0391062012048831,17.194602975157967,1.8915300000000093e-05,0.1210745999999999,0.0094815995686594,-0.003515429328525,0.0129970288971845,-0.0264136186161195,-0.0187963477915962,-0.0452099664077157,-0.0975578587810484,10.778898476008456,0.7363064212695416,0.1817055634681772,-1.0707267393685904,0.2198730050523403,81,1.5884178319719058,-0.2926377987800314,0.2733588791347245,-0.1950799399989829,16.230903497418897,-0.8211753427699493,0.2684650287488268
Cmss1,304864.0,-0.0673264890848971,-0.0673264890848971,1.0,-0.153822645115484,0.0165520505985234,0.0501864730506364,0.0,0,0.0,0.0,0.2533654010779951,0.0485003357576841,-0.08470079,0.0003371941999999,0.000875338,1.3375664,-0.000100057388,14.868445998918489,16.0991628587215,0.0440108769871372,14.937281855567996,-4.3482499999999806e-05,0.0626750899999999,-0.0554189363373753,-0.0526625189726794,-0.0027564173646958,-0.0779560857835234,0.0243014922737101,-0.0536545935098132,-0.1456823140677919,10.726218159332284,0.7459978442872361,0.3747041997822414,-0.4207045177684869,0.2387829597432098,12,2.1580726544678006,-0.0646740560522285,0.2648664037956668,0.0810082580155633,14.958512380963136,-0.2856425513616371,0.3554711754802825
Dok6,477104.0,-0.0360145992003447,0.0228238708485123,3.0,0.0133210953893516,0.0453326132376341,0.2058419713527376,0.8501839363652142,3,-0.5677437287113946,-0.6519309130824213,-0.2505434616109426,-0.4274212236708967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0250919422764666,-0.0106210964231147,-0.0144708458533518,-0.0075837969677866,0.005253746179132,-0.0023300507886546,0.0193737554127902,11.1401907031919,-0.5522537126194496,-0.483989765384782,-0.7830243519089497,0.1826831169997665,5,2.814507933160183,-0.6175182878137649,0.1261468323918482,-0.636892043226555,14.219822648127264,-0.746750501704128,0.0718449286266528
Rbms1,212999.0,0.0,0.0,0.0,0.0,0.2592708645401478,0.2490004031886399,0.4663634394628547,5,0.5810110304425222,0.3181222145504347,-0.3870231230222067,-0.6453351185672234,-0.07321693,0.0006875380499999,0.002158856,14.631361,0.0002814188941176,16.57459237898057,16.538552713111095,0.0397219891539476,16.03185194219736,0.0002531111,0.10855274,-0.0005408687408836,-0.0228994356030524,0.0223585668621688,-0.0754006265246524,0.0011459140790976,-0.0742547124455547,0.0467488203797026,11.123474798244205,0.899442257073789,0.8601813925216826,-0.2003564428635323,0.2746962169762164,23,1.417286307956968,0.3217246048650524,0.2944795360426834,0.2749757844853498,15.3515108342496,-0.2847113597717193,0.2906557875152857
Sash1,163851.0,0.0902029999967928,0.0902029999967928,1.0,0.1404193920477712,-0.0348549752128808,0.0895422020892958,0.3315328773733847,8,-0.2929940742074364,-0.1413781616255927,-0.4405725912955868,-0.607682577103162,-0.071378898,0.0006538442499999,0.0028649599999999,7.079416,0.0002099558282894,15.281387624939502,16.45412254493864,0.0378885206407552,15.391914487115692,0.0001596355,0.116132751,-0.0075005850938458,-0.003778961525263,-0.0037216235685828,-0.0168561016735769,-0.040926048670123,-0.0577821503436999,-0.0073681141133977,10.920352855415157,0.4140625761790193,0.1692457594996597,-0.6326320316235224,0.1844546813830622,48,1.311882717558668,-0.1373485164348455,0.1606151546576187,-0.1299804023214478,15.03947072122489,-0.3757178956802258,0.1500057840599349
Msmo1,15653.0,0.0,0.0,0.0,0.0,0.055717419735024,0.1093962222664107,0.8532030733221391,1,-0.3135516288892686,-0.2036134393487709,0.0,0.0,0.0361063199999999,0.0013830639999999,0.0032763424999999,12.04601,0.0001798336869565,17.037832687818394,13.978263569086092,0.0365343840421111,16.98815209769054,0.0002917444,0.15830626,0.0160515826502137,0.0384748604317245,-0.0224232777815107,0.0639241053027192,-0.0740694619741725,-0.0101453566714532,0.051224553945967,11.179287104646066,-0.1595366995120795,-0.0301223018997989,-0.3135516288892686,0.1395915177315788,3,1.1127849357546795,-0.1345580878853556,0.1557311464494461,-0.1857826418313226,11.972817494930718,-0.2036134393487709,0.0232120818795778
Dbi,7798.0,-0.2320319242081058,-0.0753905111940996,3.0,-0.0712707574118929,-0.1121830107656061,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04355565,0.0008897892999999,0.0008897892999999,4.403648,0.0003877858999999,16.747143998186747,13.461479447286155,0.0,16.747143998186747,0.0003877858999999,0.04355565,0.00796365499683,0.0503211693542633,-0.0423575143574332,0.0305989325787776,-0.2347758936316561,-0.2041769610528784,-0.0242922566980468,10.699572453287356,0.152225621031727,0.0010742881073499,-0.1397672070619506,0.0841186268217597,5,0.664290812078433,-0.0638100948712037,0.0547645641300808,-0.0395178381731569,11.537762164587498,-0.1768737928185473,0.1209266249586274
Slc7a10,14729.0,-0.018489450540017,-0.018489450540017,1.0,-0.1989524627275856,0.0222172929286053,0.0,0.7861235730466841,1,0.3866242231743424,-0.0050429349457772,0.0,0.0,-0.04060247,-3.684019999999986e-05,0.0012293128,10.061563,0.0005259629272727,17.7391215189389,14.044564882812626,0.0272313609231391,18.4971657451784,0.0003760394,0.07551075,0.0679247980818927,-0.0220324008790582,0.089957198960951,-0.0591400323263032,0.1449766424498675,0.0858366101235642,0.0360177941775397,9.344295907916038,0.1172622301894659,0.3866242231743424,-0.2298857264924851,0.1836145152288415,9,1.2665808202354965,-0.0198133872746126,0.1744527290937665,-0.0558311814521523,11.259229870296991,-0.2234888192727409,0.1056237891503106
Shroom4,237594.0,0.0,0.0,0.0,0.0,0.0391481580803336,0.0935515004974864,0.0,0,0.0,0.0,-0.0902211399877302,-0.3579761653974243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0272272575585125,-0.0048245098675337,-0.0224027476909788,-0.0203526490844798,-0.0528773457028114,-0.0732299947872913,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mfge8,15292.0,0.0,0.0,0.0,0.0,0.057418710091567,0.061152326845763,0.8072676377585403,1,-0.0518319779621929,-0.3993818639198303,0.0,0.0,-0.0468458099999999,3.609099999999721e-06,0.003625185,14.884518,0.0007251047117647,16.920705694343752,14.154106077266215,0.0460915955479172,17.322528135618768,0.0006155217999999,0.11507242,0.0948340909085115,0.0132588175347917,0.0815752733737198,-0.1526528078963082,0.2086624830059575,0.0560096751096493,0.1669484169705501,7.954196310387457,0.1677067777506113,0.1920331786340559,-0.0518319779621929,0.1175763217952921,5,2.154452354810782,0.0973302001299211,0.109703500721961,-0.0696182168406289,11.456595365992047,-0.3993818639198303,0.2133172945778491
