gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,18mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.max.loops,18mo.2mo.T.mean.loops,min_distance.log.median.loops,18mo.2mo.Q.std.loops,18mo.9mo.Q.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,loop_size.log.mean.loops,loop_size.log.median.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,9mo.2mo.T.std.loops,18mo.9mo.T.min.loops,min_distance.log.mean.loops,18mo.9mo.Q.std.loops,9mo.2mo.Q.mean.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Tmem134,0.19088187583722174,-0.03288059029728174,-0.003246270827949047,0.00687148243188858,0.013929731659591198,0.0,0.02188092203810811,0.0,0.0,-0.050146118188276884,-0.0006860043108463288,-0.0003001842275261879,-0.05149822942912578,-0.015359976310282946,0.0,0.0,-0.005904127806425095,0.006317523568868637,0.0,0.0,-0.01770009780302644,0.0,-0.05016740472987294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029212359013035894,0.0,-0.0020623508282005786,-0.0009014374762773514,0.0,-0.16319067606702448,0.0,0.0,0.011202827170491219,0.023750646514818074,0.0,-0.000448053739964962,0.004962108181789517,0.0,0.0,-0.0020063614286482336,0.013688916862010956,0.0,-0.005130102187395096,0.0,0.0,0.004753163214772939,-0.0015351692400872707,0.0017810101807117463,0.0,0.03491676766425371,0.03306540438905358,0.0,0.0,0.0,0.001991032585501671,0.0,0.0,0.0002808116190135479,0.0,-0.002373275179415941,0.0,0.0042379803862422705,0.006411587633192539,0.0,-0.0714195711677894,0.009886856330558658,-0.06618284313939511,-0.024799998947419227,-0.0014799947943538428,0.0031875042570754884,0.11878281419165432,-0.038262772001326086,0.11342386056669057,-0.0408729398297146,0.0,0.06386500669643283,-0.006545294634997844,-0.016692811623215675,-0.016235000183805824,0.0021486667916178702,0.0008617570623755455,0.01155341519974172,-0.1151818894315511,1.0,0.0
Pdha1,0.20745735574513674,0.01561082424595952,-0.0023860269412398338,0.00687148243188858,0.0009728826954960823,0.0,0.015520572867244483,0.0,0.0,0.03792516176588833,-0.0006860043108463288,-0.050044625997543335,0.008429618552327156,0.006077668592333794,0.0,0.0,0.020126307224854825,0.028839760292321444,0.0,0.0,0.0013386628590524197,0.0,0.021300288569182157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003958519864827394,0.0,0.008100033942610026,0.0030799113772809507,0.0,-0.1129876615293324,0.0,0.0,0.03561965893954039,0.01961966880597174,0.0,0.0013441612198948861,-0.014980139061808586,0.0,0.0,-0.0020063614286482336,0.010102282352745533,0.0,-0.005130102187395096,0.0,0.0,0.004753163214772939,-0.00027091221883893016,0.0030258557014167307,0.0,0.02620499650016427,0.03306540438905358,0.0,0.0,0.0,0.002986548878252506,0.0,0.0,0.0002808116190135479,0.0,-0.0025295001734048127,0.0,0.006198449051007629,0.010969731295481323,0.0,0.04096834196243435,0.009886856330558658,0.023469492718577387,-0.024799998947419227,0.0063753622490912674,0.005389656312763691,0.10991458341479302,-0.025063643669709562,0.12952428023330867,-0.023389064837247134,0.0,0.06395308690145612,-0.006545294634997844,0.09020003587007523,0.007517196517437696,-0.04447813997976482,0.05183322992175818,0.014195325095206499,-0.1149119223933667,1.0,1.0
D030068K23Rik,-0.3768847319763154,0.02858016710728407,-0.010532439649105073,0.0019521256908774376,0.004570586355403066,0.0,0.021984673971310258,0.0,0.0,0.014838459957391024,-0.0010290064848959446,0.1581980581022799,0.008429618552327156,0.04189692929387093,0.0,0.0,0.08461505041457712,0.025400897320359946,0.0,0.0,0.0013386628590524197,0.0,0.011950011420994998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014011062178760768,0.0,-0.002200667001307011,0.0030799113772809507,0.0,-0.09030734585598112,0.0,0.0,0.006624106615781784,0.03125240914523601,0.0,-0.0006720805913209916,0.004962108181789517,0.0,0.0,0.007430968224070966,0.007093071257695555,0.0,0.0009160896763205529,0.0,0.0,0.0015278024692088365,-0.00018060814589262008,-0.022472169864922762,0.0,0.02620499650016427,-0.03384267259389162,0.0,0.0,0.0,-0.0024334842711687087,0.0,0.0,0.000842434847727418,0.0,-0.0025295001734048127,0.0,0.025402626628056167,0.015868222629651426,0.0,0.10621761810034513,0.001965762758627534,0.04458331692498177,0.007625229842960835,-0.0017076863069087267,-0.0005177372507750988,-0.07191949517000466,0.04538043163716793,-0.12378311214968563,0.009909446304664015,0.0,-0.015196459461003542,0.0020029923040419816,0.11582061219960452,-0.0013796051125973463,-0.0966006926819682,-0.023422477878630162,0.013122632987797261,0.06035558405332267,1.0,2.0
Tnip1,-0.08086821540957317,0.017560534970834853,-0.008600723817944527,0.0019521256908774376,0.0257278960570693,0.0,0.02611626226454973,0.0,0.0,0.01388040707912296,-0.0026296832039952277,-0.033548999102786185,0.014028685800731182,-0.11907454554922879,0.0,0.0,0.03956830404698849,0.016715159993618726,0.0,0.0,0.0013386628590524197,0.0,0.008570673931390048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006655722344294191,0.0,-0.0020623508282005786,-0.0009014374762773514,0.0,0.0824308676412329,0.0,0.0,0.006624106615781784,0.03568900570273399,0.0,-0.0006720805913209916,0.004962108181789517,0.0,0.0,-0.0018577420618385077,0.007093071257695555,0.0,0.0009160896763205529,0.0,0.0,-0.006450721519067884,-0.00018060814589262008,0.00405179126188159,0.0,0.036755593009293076,-0.006593301184475422,0.0,0.0,0.0,-0.0024334842711687087,0.0,0.0,0.004212174210697413,0.0,-0.007614409299567342,0.0014381580799818039,-0.004572144020348787,-0.01501196013763547,0.0,0.046101746633648875,0.002356404773890972,0.026174577516503632,0.023942812643945217,-0.0017076863069087267,0.0019118298403918742,-0.017050434187985956,0.05726998074911535,-0.08477602440863848,0.028466210858896376,0.0,-0.015196459461003542,-0.006167269675061106,-0.016692811623215675,0.007132189804688096,0.10759860447607934,-0.08302478983998299,-0.052743355613201856,0.05673374022357166,1.0,0.0
Mrps28,-0.3644844621885568,-0.0021134690754115583,-0.004432528354227543,-0.004450846575200558,-0.006049872562289238,0.0,-0.097037164112553,0.0,0.0,0.016358336568810045,-0.0010290064848959446,-0.04849707631394267,0.008429618552327156,0.008771808526944369,0.0,0.0,0.01771337534300983,0.030553925074636935,0.0,0.0,0.0013386628590524197,0.0,0.007937048189342022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017905133720487357,0.003787049353122711,0.012249519135802984,0.02201009837910533,0.0,0.1534521329589188,0.0,0.0,0.006624106615781784,0.019814472384750842,0.0,-0.0006720805913209916,0.0021291320864111184,0.0,0.0,-0.0018577420618385077,0.004972180128097534,0.0,-0.0031147048994898795,0.0,0.0,-0.006450721519067884,-0.00018060814589262008,-0.00890702247619629,0.0,0.02620499650016427,0.05190049396827817,0.0,0.0,0.0,0.002986548878252506,0.0,0.0,0.000842434847727418,0.0,-0.005358623983338476,0.0014381580799818039,0.006198449051007629,0.01049902685917914,0.0,0.14464089520275591,0.0023482643719762563,0.07174913376569748,-0.04217795718461275,-0.0017076863069087267,-0.0005177372507750988,-0.03475479486398399,0.046838793521746996,-0.09747961586341262,0.010268985768780112,0.0,-0.017285248171538113,0.01922118054702878,0.09020003587007523,0.0009432874899357557,-0.0587462966539897,0.012327368706464767,-0.010013608131557702,0.06718307927250862,1.0,2.0
Ttpal,0.15471889501903205,0.026687519438564778,0.0043528185784816745,-0.007964672818779946,0.013929731659591198,0.0,0.01427176820114255,0.0,0.0,-0.0147250048071146,-0.0006860043108463288,-0.03294247557874769,-0.03063718863762915,0.00046138012781739236,0.0,0.0,0.011855846066027879,0.03444731505587697,0.0,0.0,0.0013386628590524197,0.0,0.008752525579184293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005093867909163236,0.0,-0.0020623508282005786,-0.0009014374762773514,0.0,0.11524856408126652,0.0,0.0,-0.061037427298724654,-0.039095693342387675,0.0,-0.000448053739964962,-0.01973466098308563,0.0,0.0,-0.0020063614286482336,0.010102282352745533,0.0,-0.005130102187395096,0.0,0.0,0.004753163214772939,-0.00018060814589262008,0.0017810101807117463,0.0,0.028841201663017273,0.020174185922369362,0.0,0.0,0.0,0.002986548878252506,0.0,0.0,0.000842434847727418,0.0,-0.0032449738867580892,0.0,-0.003232980351895094,0.012656980995088815,0.0,0.009767565918155014,-0.042049152255058286,-0.07340289744548499,0.009874496911652385,-0.0014799947943538428,0.002606520811095834,0.057824273277074095,-0.02887470350600779,0.10630740435328334,-0.05188928922638297,0.0,0.02383553095627576,-0.008506157509982586,-0.016692811623215675,-0.03054417360574007,0.0768343804194592,0.029155686125159265,-0.13090470170602203,-0.1080855385120958,1.0,1.0
Abcc4,-0.4067725015059114,0.02858016710728407,-0.004768728371709585,0.0019521256908774376,0.0009592974279075861,0.0,0.014320162180811167,0.0,0.0,0.010704448227770627,-0.0010290064848959446,0.160476628318429,0.008429618552327156,0.046868803789839146,0.0,0.0,0.030404861913993955,-0.0247053112834692,0.0,0.0,0.0013386628590524197,0.0,0.009222237151116133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017905133720487357,0.0,0.039774436559528115,0.0030799113772809507,0.0,0.03710511580109596,0.0,0.0,-0.027099588252604008,-0.020170855009928344,0.0,-0.0006720805913209916,-0.007939813043922186,0.0,0.0,0.020658091576769948,-0.0168162695877254,0.0,0.011817556824535131,0.0,0.0,0.0015278024692088365,-0.00018060814589262008,0.03753092408180237,0.0,0.02620499650016427,-0.010125627107918263,0.0,0.0,0.0,-0.0024334842711687087,0.0,0.0,0.004212174210697413,0.0,-0.0036917651165276765,0.0014381580799818039,0.025402626628056167,0.014503695033490659,0.0,0.09795922741293907,0.0006636226456612349,0.08007599109783768,-0.030232025319710375,-0.0017076863069087267,0.0012171389069408178,-0.06670919145923108,-0.024692095201462507,-0.09747961586341262,0.028466210858896376,0.0,-0.018695010263472797,0.021775026293471455,0.11582061219960452,-0.00024016558192670344,0.169712543413043,0.013172435574233532,0.010792312752455473,0.06718307927250862,1.0,1.0
Tmem25,0.24303254750557243,0.02929039077833295,0.0005857248604297638,-0.004450846575200558,0.015408840142190456,0.0,0.0255666084587574,0.0,0.0,-0.050146118188276884,-0.0006860043108463288,-2.245817333459854e-05,-0.05149822942912578,-0.0070117419678717855,0.0,0.0,0.0032963585015386345,0.006970880329608917,0.0,0.0,-0.01770009780302644,0.0,-0.05016740472987294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004788853921927512,0.0,-0.001370770037174225,-0.0009014374762773514,0.0,-0.12261131098493934,0.0,0.0,0.011202827170491219,0.02354816856794059,0.0,-0.0006720805913209916,0.004962108181789517,0.0,0.0,-0.0007430968340486288,0.013688916862010956,0.0,-0.005130102187395096,0.0,0.0,0.004753163214772939,-0.00018060814589262008,-0.0037561032734811308,0.0,0.028841201663017273,0.026505370531231164,0.0,0.0,0.0,0.002986548878252506,0.0,0.0,0.000842434847727418,0.0,-0.0020827089436352255,0.000719079077243805,0.00505059452727437,0.000715182339772582,0.0,0.017575649861246347,0.006529200142249465,-0.0475789992371574,0.022623008098453284,-0.0009107660502195358,0.003928284859284759,0.11437280147802084,0.07084824718534946,-0.1603060021623969,0.011707143923267722,0.0,-0.008246892015449703,-0.008015941791236401,-0.016692811623215675,0.004133115122094751,-0.06264666165225208,0.0176823415979743,-0.06237523486837745,0.054115114929154516,1.0,0.0
4732471J01Rik,-0.4278576649259776,0.010595020037144423,-0.011392683535814286,0.00687148243188858,-0.003917692117393017,0.0,0.022430575843900444,0.0,0.0,0.016358336568810045,-0.0010290064848959446,0.016854753214865924,0.014028685800731182,0.015187877025455236,0.0,0.0,0.016622738111764193,0.020472565051168203,0.0,0.0,0.004313469212502241,0.0,0.007937048189342022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009218389727175235,0.0,-0.002200667001307011,-0.0009014374762773514,0.0,-0.06602157681714743,0.0,0.0,0.006624106615781784,0.023750646514818074,0.0,-0.000448053739964962,0.004962108181789517,0.0,0.0,-0.0020063614286482336,0.007093071257695555,0.0,0.0009160896763205529,0.0,0.0,0.0015278024692088365,-0.00027091221883893016,0.007552601005882025,0.0,0.04387268468737602,0.07368715250864626,0.0,0.0,0.0,-0.001548580899834633,0.0,0.0,0.0002808116190135479,0.0,-0.0028200664091855288,0.0,-0.003624094258993864,-0.03942299412563443,0.0,0.023341917656362055,0.009886856330558658,0.028601778438314795,0.007954781376756728,-0.004326138626784087,-0.008273714398965239,0.09114940397441387,-0.038262772001326086,0.041716479053720834,-0.020176305659115313,0.0,0.04334953477606177,-0.006545294634997844,-0.016692811623215675,-0.016235000183805824,-0.03325132524594664,0.033141663298010826,0.0005294621922075748,-0.16397841047495604,1.0,1.0
Ak2,0.1857198499329388,0.013485393524169921,0.020228228308260442,0.0019521256908774376,0.0022812463343143464,0.0,0.01127537746913731,0.0,0.0,0.02925240877084434,-0.00045733623206615446,0.0012717662565410138,0.01010152862407267,-0.08741154873743653,0.0,0.0,0.02576815750449896,0.01502976200543344,0.0,0.0,0.004313469212502241,0.0,0.021300288569182157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023146959254518153,0.0,-0.0020623508282005786,-0.0006009583175182342,0.0,0.09654173818416893,0.0,0.0,0.03561965893954039,0.023750646514818074,0.0,-0.0006720805913209916,0.004962108181789517,0.0,0.0,-0.0020063614286482336,0.007093071257695555,0.0,0.0009160896763205529,0.0,0.0,0.004753163214772939,-0.00027091221883893016,0.00405179126188159,0.0,-0.07336352012120187,-0.03251443447545171,0.0,0.0,0.0,-0.0024334842711687087,0.0,0.0,0.000842434847727418,0.0,0.03397073501721024,0.000719079077243805,0.005385834965854883,0.019882733970880508,0.0,0.05692284759599715,0.003517775796353817,0.05839107069652528,-0.03773861512541771,-0.004326138626784087,0.006779038216918707,0.05306662836112082,-0.038262772001326086,-0.05824821387417614,-0.020265324446372687,0.0,-0.02867627166211605,-0.03219685329124331,-0.021534141451120377,-0.003679195223376155,0.05667410733178258,0.043506381027400495,0.00170931541826576,-0.13102028610184788,1.0,1.0
