gene_name,gene_length.meta,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,18mo.2mo.Q.min.loops,9mo.2mo.T.mean.loops,18mo.9mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.T.max.loops,18mo.2mo.T.min.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,9mo.2mo.T.std.loops,18mo.9mo.Q.max.loops,Tanova.std.loops,Qanova.max.loops,loop_size.log.std.loops,Tanova.min.loops,18mo.9mo.T.std.loops,9mo.2mo.Q.max.loops,18mo.9mo.T.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Xylt2,0.0,-0.01341268613934517,-0.06819251112639904,0.0,0.0,-0.05257600739598274,0.0,0.0,0.0,0.0,0.0,0.004570704437792301,-0.021272208020091058,0.0,0.0,0.044683151803910734,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.08974157368764281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008899380776565522,0.0,0.06883256115019322,-0.11299711786210537,0.0,-0.029343119859695434,0.08621555084362625,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.008001078628003597,-0.20341732116416097,0.0,-0.14283768616616727,-0.0456196653842926,-0.09970907088369131,0.0,0.0,0.0,0.0,0.045459987744688984,0.0,-0.024782720394432543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Zfp790,0.0,-0.028166640996932984,-0.0934969885647297,0.0,0.0,-0.03510130308568478,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,-0.07197567284107208,0.0,0.0,0.2590576304122806,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.05526633456349373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1368745866790414,0.0,-0.02912590801715851,-0.11299711786210537,0.0,-0.01414757564663887,0.12362761452794074,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.07286469059064984,0.0,0.13068693539127707,0.009072092548012733,0.031148504316806793,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,0.034016744159162046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Abcc1,0.0,-0.01341268613934517,-0.06612289667129517,0.0,0.0,-0.05257600739598274,0.0,0.0,0.0,0.0,0.0,0.002539280243217945,0.011801437698304653,0.0,0.0,-0.1910199933871627,0.0,0.0,0.0,0.001351124346256256,0.0,-0.10011767046526074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025589957693591715,0.0,-0.050369848981499675,-0.0664725260809064,0.0,-0.029343119859695434,-0.09457599868997932,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.031867321431636814,-0.16380882129073143,0.0,-0.1759742821007967,0.0038880396634340285,0.005924987234175205,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,-0.024782720394432543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Katnbl1,0.0,-0.028166640996932984,-0.05802371319383383,0.0,0.0,-0.04527376964688301,0.0,0.0,0.0,0.0,0.0,0.002539280243217945,-0.07197567284107208,0.0,0.0,-0.2576879552192986,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.07390855249017476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03367851949296892,0.0,-0.013879056982696057,-0.1310975192114711,0.0,-0.029343119859695434,0.07065943209454417,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.031867321431636814,0.04818940805271268,0.0,0.10373860025778413,-0.04717488124966621,-0.038089203648269176,0.0,0.0,0.0,0.0,-0.0973867727816105,0.0,-0.0874304773658514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ndufb7,0.0,0.1126665636152029,-0.04788927257061005,0.0,0.0,0.09252111509442329,0.0,0.0,0.0,0.0,0.0,-0.03978205714374781,0.047270806431770326,0.0,0.0,-0.2534083082154393,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.046102158278226855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04242051599547267,0.0,-0.02912590801715851,-0.1310975192114711,0.0,-0.029343119859695434,0.07065943209454417,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.031867321431636814,0.09382296746596694,0.0,0.15280993666499854,0.005184052884578705,0.005924987234175205,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,-0.02040237857028842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Stau1,0.0,-0.01341268613934517,-0.09607023842632771,0.0,0.0,-0.04991285189986229,0.0,0.0,0.0,0.0,0.0,0.004570704437792301,-0.03430448966100812,0.0,0.0,0.05990023117512464,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.08254547491669655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10993797983974218,0.0,-0.050369848981499675,-0.11299711786210537,0.0,-0.029343119859695434,0.08621555084362625,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.0321775680873543,0.0,-0.17124668303877116,0.009072092548012733,-0.09970907088369131,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,-0.04657662406563759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Hlf,0.0,-0.01341268613934517,-0.06228794798254967,0.0,0.0,-0.05063058502972126,0.0,0.0,0.0,0.0,0.0,0.002539280243217945,0.011801437698304653,0.0,0.0,-0.08069704456254839,0.0,0.0,0.0,0.0030400297790765763,0.0,-0.10011767046526074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02100565447937697,0.0,-0.019386745542287826,0.235553059540689,0.0,0.0691659253835678,-0.17595182539895177,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.00418435662984848,-0.1757406695559621,0.0,-0.15177979160100222,-0.024624251201748847,0.005924987234175205,0.0,0.0,0.0,0.0,-0.06040657930076122,0.0,-0.03480912394821644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Sin3a,0.0,-0.0080476114153862,-0.06645219057798385,0.0,0.0,-0.03510130308568478,0.0,0.0,0.0,0.0,0.0,-0.03504206735640764,0.06183021858334541,0.0,0.0,0.05137096684426069,0.0,0.0,0.0,0.0030400297790765763,0.0,0.18557186856865882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1368745866790414,0.0,-0.050369848981499675,0.06785816490650178,0.0,-0.029343119859695434,-0.1833157431706786,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223859518766403,0.0,-0.008001078628003597,0.09644050573930145,0.0,-0.13307871276512742,0.009072092548012733,0.005924987234175205,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,0.034016744159162046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm4221,0.0,-0.028166640996932984,-0.06284877959638834,0.0,0.0,-0.04527376964688301,0.0,0.0,0.0,0.0,0.0,0.004739989787340164,0.01893513457849622,0.0,0.0,0.09273137181997299,0.0,0.0,0.0,0.001351124346256256,0.0,-0.10801882736384869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11745213086716831,0.0,0.026587023735046386,-0.04837212473154068,0.0,-0.029343119859695434,-0.14984767228364945,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.09731773832812905,0.0,0.01948278058320284,0.039398801922798155,0.010495691671967506,0.0,0.0,0.0,0.0,-0.11287155359983445,0.0,-0.0874304773658514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Prkar1b,0.0,-0.012071417570114136,-0.06645219057798385,0.0,0.0,-0.03510130308568478,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,0.06183021858334541,0.0,0.0,0.046646181847900155,0.0,0.0,0.0,0.01520014889538288,0.0,0.23198327459394932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1368745866790414,0.0,-0.050369848981499675,0.18463201478123664,0.0,0.0691659253835678,0.1858527310565114,0.0,0.0,0.0,0.03141499109566212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.0037421610578894614,0.12365760317072272,0.0,-0.013181568440049887,0.009072092548012733,0.031148504316806793,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,0.034016744159162046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mrpl24,0.0,0.1126665636152029,-0.07511740826070308,0.0,0.0,-0.04991285189986229,0.0,0.0,0.0,0.0,0.0,0.004570704437792301,0.047270806431770326,0.0,0.0,0.05445697631686926,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.046102158278226855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049543764949776234,0.0,-0.02912590801715851,-0.11299711786210537,0.0,-0.029343119859695434,0.08621555084362625,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.10684561324305833,0.0,0.15280993666499854,-0.03836199134588242,-0.09970907088369131,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,-0.04657662406563759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hrh3,0.0,-0.0080476114153862,-0.06816390741616488,0.0,0.0,-0.04604612201452255,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,0.022262531574815513,0.0,0.0,0.0652698265761137,0.0,0.0,0.0,0.0040533730387687684,0.0,0.2291753039881587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045329395532608036,0.0,-0.050369848981499675,-0.11299711786210537,0.0,-0.029343119859695434,0.12362761452794074,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.008001078628003597,-0.2946080989949405,0.0,-0.12787236975505947,0.005702458173036575,0.031148504316806793,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,0.0174860312230885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Tysnd1,0.0,0.1126665636152029,0.17441793534904718,0.0,0.0,0.09252111509442329,0.0,0.0,0.0,0.0,0.0,-0.03504206735640764,0.017987692411988974,0.0,0.0,0.040781779289245604,0.0,0.0,0.0,0.001351124346256256,0.0,-0.023408863469958307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005207088775932789,0.0,-0.050369848981499675,-0.04730739522725344,0.0,-0.029343119859695434,-0.10193991646170616,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,0.022733016721904278,0.10140613293275237,0.0,0.04030301220715046,-0.03836199134588242,0.005924987234175205,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,-0.02040237857028842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Mipol1,0.0,-0.01341268613934517,-0.07643765080720186,0.0,0.0,-0.05257600739598274,0.0,0.0,0.0,0.0,0.0,0.004739989787340164,-0.021272208020091058,0.0,0.0,0.03778060249984264,0.0,0.0,0.0,0.0030400297790765763,0.0,-0.07109935576096177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03949313041754067,0.0,-0.050369848981499675,0.06785816490650178,0.0,-0.029343119859695434,-0.2312234989926219,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,-0.1961735195480287,0.0,-0.1666387702897191,0.005702458173036575,0.010495691671967506,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,-0.024782720394432543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
