gene_name,gene_length.meta,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,18mo.2mo.Q.min.loops,9mo.2mo.T.mean.loops,18mo.9mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.T.max.loops,18mo.2mo.T.min.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,9mo.2mo.T.std.loops,18mo.9mo.Q.max.loops,Tanova.std.loops,Qanova.max.loops,loop_size.log.std.loops,Tanova.min.loops,18mo.9mo.T.std.loops,9mo.2mo.Q.max.loops,18mo.9mo.T.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Rars2,0.0,-0.028166640996932984,-0.06626885287463664,0.0,0.0,-0.04991285189986229,0.0,0.0,0.0,0.0,0.0,0.002539280243217945,-0.07197567284107208,0.0,0.0,-0.23668170331045985,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.04888732630759478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03277408566325903,0.0,-0.02912590801715851,-0.1310975192114711,0.0,-0.029343119859695434,0.07065943209454417,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.031867321431636814,0.07726250694133341,0.0,0.08730968756601215,-0.02177302211523056,-0.038089203648269176,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,-0.04657662406563759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rnps1,0.0,0.041244009733200075,0.19045165825635194,0.0,0.0,0.08622914165258408,0.0,0.0,0.0,0.0,0.0,0.004739989787340164,-0.022539053559303284,0.0,0.0,0.22132595788687467,0.0,0.0,0.0,0.001351124346256256,0.0,0.12140369905158878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029587711263448,0.0,-0.02912590801715851,-0.04837212473154068,0.0,-0.01414757564663887,-0.14984767228364945,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,-0.22464033043943346,0.0,0.10261862333863973,0.005702458173036575,0.010495691671967506,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,0.009044520817697048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dis3l,0.0,-0.01341268613934517,-0.07643765080720186,0.0,0.0,-0.04604612201452255,0.0,0.0,0.0,0.0,0.0,-0.10766548231244087,-0.021272208020091058,0.0,0.0,0.04393987260758877,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.07109935576096177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045329395532608036,0.0,-0.050369848981499675,-0.11299711786210537,0.0,-0.029343119859695434,0.08672340689226984,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,-0.22264832884073257,0.0,-0.1666387702897191,0.005702458173036575,0.010834262371063233,0.0,0.0,0.0,0.0,0.024696319885551928,0.0,0.0174860312230885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Aplp1,0.0,0.041244009733200075,-0.06281923558562993,0.0,0.0,0.0611103730648756,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,-0.10555052191019058,0.0,0.0,0.20869560681283475,0.0,0.0,0.0,0.01520014889538288,0.0,0.1308691607043147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08363172481767833,0.0,-0.02912590801715851,0.18463201478123664,0.0,0.03196304127573967,0.1858527310565114,0.0,0.0,0.0,0.03141499109566212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.0037421610578894614,0.09938327737152576,0.0,0.10588006826117635,0.039398801922798155,0.031148504316806793,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,0.013968701474368572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cstf1,0.0,-0.028166640996932984,0.17441793534904718,0.0,0.0,0.09252111509442329,0.0,0.0,0.0,0.0,0.0,0.004570704437792301,0.017987692411988974,0.0,0.0,0.08110987156629562,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.055942609310150146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005207088775932789,0.0,-0.02912590801715851,-0.11299711786210537,0.0,-0.029343119859695434,0.08621555084362625,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.06440788952633739,0.0,0.13209324650466442,-0.03836199134588242,-0.09970907088369131,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,-0.02040237857028842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mtfp1,0.0,-0.028166640996932984,0.163440924808383,0.0,0.0,0.0611103730648756,0.0,0.0,0.0,0.0,0.0,0.005247845835983753,-0.0300043211504817,0.0,0.0,-0.30093420155346395,0.0,0.0,0.0,0.0040533730387687684,0.0,-0.048809955343604085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038332611257210374,0.0,-0.02912590801715851,-0.11725603573024274,0.0,-0.029343119859695434,0.07946227038279176,0.0,0.0,0.0,0.03141499109566212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,0.10580099835991859,0.03947139516472817,0.0,0.1245829470269382,0.005184052884578705,0.010326406322419643,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,0.013968701474368572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Cops7a,0.0,-0.028166640996932984,-0.06307105965912342,0.0,0.0,-0.03510130308568478,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,0.06865232408046723,0.0,0.0,0.08241518270224332,0.0,0.0,0.0,0.01520014889538288,0.0,0.010079117324203253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1368745866790414,0.0,-0.02912590801715851,0.1468341179192066,0.0,-0.029343119859695434,0.1858527310565114,0.0,0.0,0.0,0.03141499109566212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,-0.008001078628003597,0.10460207199677825,0.0,0.12931054579094053,0.009072092548012733,0.031148504316806793,0.0,0.0,0.0,0.0,0.038858946859836575,0.0,0.034016744159162046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4933421O10Rik,0.0,-0.028166640996932984,-0.06626885287463664,0.0,0.0,0.0611103730648756,0.0,0.0,0.0,0.0,0.0,-0.02099138334393501,-0.07197567284107208,0.0,0.0,-0.10019651617854834,0.0,0.0,0.0,0.0030400297790765763,0.0,-0.04888732630759478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03442021154798567,0.0,-0.013879056982696057,0.12748301584273578,0.0,0.0691659253835678,-0.16325542397797108,0.0,0.0,0.0,0.03141499109566212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011651386320590974,0.0,0.011572444923222064,0.07843628302216529,0.0,0.060361352432519194,-0.02177302211523056,0.004062848389148712,0.0,0.0,0.0,0.0,-0.0973867727816105,0.0,0.013968701474368572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bcor,0.0,-0.0080476114153862,-0.06645098142325878,0.0,0.0,-0.03991056244820356,0.0,0.0,0.0,0.0,0.0,0.0169285349547863,-0.036321072205901146,0.0,0.0,0.07497418329119682,0.0,0.0,0.0,0.0040533730387687684,0.0,0.11284251380711793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059346043327823284,0.0,0.06883256115019322,-0.11299711786210537,0.0,-0.029343119859695434,0.12362761452794074,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223859518766403,0.0,-0.008001078628003597,-0.36321434454992413,0.0,-0.10072007603943348,0.014515348076820374,0.031148504316806793,0.0,0.0,0.0,0.0,0.045459987744688984,0.0,0.02541736528277397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm15328,0.0,-0.028166640996932984,-0.04788927257061005,0.0,0.0,-0.04991285189986229,0.0,0.0,0.0,0.0,0.0,0.0015235681459307671,0.047270806431770326,0.0,0.0,-0.21111809520050884,0.0,0.0,0.0,-0.012835681289434433,0.0,-0.09727812204509974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03277408566325903,0.0,-0.013879056982696057,-0.05937912318855524,0.0,-0.029343119859695434,-0.07393976839259267,0.0,0.0,0.0,-0.049136268123984334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990831792354584,0.0,-0.031867321431636814,0.05661362369544804,0.0,0.13503650173544884,-0.02177302211523056,-0.0201449565961957,0.0,0.0,0.0,0.0,-0.0973867727816105,0.0,-0.04657662406563759,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
