gene_name,gene_length.meta,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,min_distance.log.min.loops,9mo.2mo.T.median.loops,18mo.9mo.Q.mean.loops,18mo.2mo.Q.mean.loops,Qanova.mean.loops,18mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.max.loops,Tanova.max.loops,18mo.2mo.T.mean.loops,min_distance.log.median.loops,9mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,count.loops,9mo.2mo.T.min.loops,18mo.2mo.Q.median.loops,18mo.9mo.Q.min.loops,loop_size.log.min.loops,Qanova.min.loops,Qanova.std.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,loop_size.log.mean.loops,min_distance.log.max.loops,loop_size.log.median.loops,9mo.2mo.Q.median.loops,9mo.2mo.T.max.loops,18mo.2mo.T.min.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,9mo.2mo.T.std.loops,18mo.9mo.Q.max.loops,Tanova.std.loops,Qanova.max.loops,loop_size.log.std.loops,Tanova.min.loops,18mo.9mo.T.std.loops,9mo.2mo.Q.max.loops,18mo.9mo.T.min.loops,min_distance.log.mean.loops,18mo.9mo.Q.std.loops,18mo.2mo.T.median.loops,Qanova.median.loops,9mo.2mo.Q.mean.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Polq,-0.18741342961788177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02381397731602192,0.0,0.0,0.0,0.0,-0.023411290347576143,-0.027648543864488603,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027800261452794076,0.0,0.0,0.0,0.0,0.0,0.09210746318101883,0.0,0.0,0.0,0.0,0.0,-0.028987797498703,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.03363235961645841,0.0,0.007217521145939827,0.11813358705490827,1.0,1.0
Arhgap42,-0.3005575093626976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020655268467962742,0.0,0.0,0.0,0.0,-0.037570451498031614,-0.027648543864488603,0.0,0.0,0.0,0.01179758906364441,0.0,0.0,0.0,0.04941878259181976,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834807813167572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015126311630010604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027800261452794076,0.0,0.0,0.0,0.0,0.0,-0.046972769498825076,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,0.006140919253230095,0.0,-0.0015347904711961746,0.0,0.009817060381174088,-0.20809930428862572,1.0,2.0
Gm26618,-0.2008553143031895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016941641196608542,0.0,0.0,0.0,0.0,-0.023411290347576143,-0.03609838619828224,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12128215938806534,0.0,0.0,0.0,0.0,0.0,0.09210746318101883,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.06775522992014885,0.0,-0.022332891523838043,0.11813358705490827,1.0,1.0
Tmod2,-0.23671889264136553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020655268467962742,0.0,0.0,0.0,0.0,-0.023411290347576143,-0.0401895423233509,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06860852461308241,0.0,0.0,0.0,0.0,0.0,0.09210746318101883,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.01917274858802557,0.0,0.009817060381174088,0.11813358705490827,1.0,1.0
Ostm1,-0.21414137637242675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016941641196608542,0.0,0.0,0.0,0.0,-0.037570451498031614,-0.027648543864488603,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027800261452794076,0.0,0.0,0.0,0.0,0.0,-0.046972769498825076,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.03363235961645841,0.0,-0.022332891523838043,0.11813358705490827,1.0,2.0
Hdac6,-0.2008553143031895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016941641196608542,0.0,0.0,0.0,0.0,-0.023411290347576143,-0.011795313209295272,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04595476657152176,0.0,0.0,0.0,0.0,0.0,0.09210746318101883,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.15304298609495162,0.0,-0.022332891523838043,0.11813358705490827,1.0,1.0
Scarb2,-0.25132854929193854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016941641196608542,0.0,0.0,0.0,0.0,-0.037570451498031614,-0.011795313209295272,0.0,0.0,0.0,0.01179758906364441,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04595476657152176,0.0,0.0,0.0,0.0,0.0,-0.046972769498825076,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,0.006140919253230095,0.0,0.15304298609495162,0.0,-0.022332891523838043,0.11813358705490827,1.0,1.0
Pphln1,-0.1819185995683074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018986261859536172,0.0,0.0,0.0,0.0,-0.037570451498031614,-0.007020044326782227,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0389896660298109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013196816183626652,0.0,0.0,0.0,0.0,0.0,-0.046972769498825076,0.0,0.0,0.0,0.0,0.0,-0.028987797498703,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,-0.08294178392738104,0.0,-0.016391087546944617,0.11813358705490827,1.0,2.0
Timm17a,-0.1515463365800679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016941641196608542,0.0,0.0,0.0,0.0,-0.023411290347576143,-0.027648543864488603,0.0,0.0,0.0,0.007507556676864624,0.0,0.0,0.0,-0.028563149571418762,0.18289551109075547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016819071620702744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015126311630010604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027800261452794076,0.0,0.0,0.0,0.0,0.0,0.09210746318101883,0.0,0.0,0.0,0.0,0.0,-0.019301199913024904,-0.03426823019981384,0.0,0.0,-0.02675622306764126,0.0,0.03363235961645841,0.0,-0.022332891523838043,0.11813358705490827,1.0,1.0
Serpine2,-0.31820481926202776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020655268467962742,0.0,0.0,0.0,0.0,0.17435362800955773,0.04783819682896137,0.0,0.0,0.0,0.01179758906364441,0.0,0.0,0.0,-0.004080449938774109,-0.0044699513912200926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0389896660298109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500476956367493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0160207312554121,0.0,0.0,0.0,0.0,0.0,-0.019823724031448366,0.0,0.0,0.0,0.0,0.0,-0.026751118898391723,-0.03426823019981384,0.0,0.0,0.006140919253230095,0.0,-0.10858247920870781,0.0,0.009817060381174088,-0.1446256387978792,1.0,1.0
