gene_name,gene_length.meta,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,rel_pos.DAR,count.DAR,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.2mo.T.min.loops,18mo.9mo.Q.median.loops,18mo.9mo.Q.max.loops,Qanova.max.loops,9mo.2mo.Q.mean.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.2mo.T.std.loops,loop_size.log.median.loops,9mo.2mo.Q.median.loops,18mo.2mo.T.max.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,DEG,pred
Parp12,0.32028665103949605,-0.0020118862763047218,-0.003916797190904617,0.010160174369812012,0.01263658694922924,0.006929909810423851,-0.04142817701009335,0.29931394051760435,0.1356736709177494,0.10645913317799569,0.0,0.0,-0.004763368964195252,-0.007282781628891826,0.0,-0.018635342270135878,0.013315674364566803,-0.002253841906785965,0.0,0.05759799227118492,0.027289682377595454,0.0,-0.003218647688627243,0.0,-0.013988060858100653,0.034751589493826035,0.012895950539386832,-0.01962861556559801,0.008552865767851471,0.019349890127778054,0.0,0.10076277777552604,0.018976033702492713,0.0272860312089324,-0.08223512478172779,0.0,0.23860678710043431,0.006701969392597675,-0.0023172112554311754,-0.041481245085597036,-0.027343722470104696,0.0,0.0,0.0,1.0,1.0
Mecr,0.4254857426509261,-0.0020118862763047218,-0.003916797190904617,0.005144166015088558,0.01383838102221489,0.006929909810423851,0.00026341237127780915,0.3596213401854038,0.15047561705112458,0.09140784278512001,0.0,0.0,-0.004763368964195252,0.0062286947667598725,0.0,0.03375764044001699,0.013315674364566803,-0.002253841906785965,0.0,0.05759799227118492,0.04030916277319193,0.0,-0.003218647688627243,0.0,0.007377086542546749,-0.04624715578742325,0.021630101567134262,0.003182556200772524,0.0015221018157899379,-0.019871697425842286,0.0,0.08747576013207435,0.018976033702492713,0.0272860312089324,-0.0277144206315279,0.0,0.1696570172160864,0.006701969392597675,-0.018509787395596503,-0.041481245085597036,0.0694912787899375,0.0,0.0,0.0,1.0,1.0
Nasp,0.32015026664710605,-0.06895512469112873,-0.003916797190904617,-0.026091886647045613,0.01383838102221489,0.0029319391772150995,0.030821580067276956,0.2602523938566446,0.11448572233319282,0.08912783965468407,0.0,0.0,-0.004763368964195252,0.0062286947667598725,0.0,0.04173276577144861,0.013315674364566803,0.03509553797543049,0.0,0.05759799227118492,0.044262400195002556,0.0,0.05900854095816612,0.0,0.007377086542546749,-0.013952658982016147,0.06443417698144913,0.008301472682505846,-0.004075427260249853,0.019912421833723784,0.0,0.048759167175740005,0.018976033702492713,0.0272860312089324,-0.06173901353031397,0.0,0.1696570172160864,0.006701969392597675,-0.02429361443966627,-0.041481245085597036,-0.018746171612292528,0.0,0.0,0.0,1.0,1.0
Fbxo32,0.3762511391798034,-0.0020118862763047218,0.023500783145427705,0.010160174369812012,0.011172543168067933,0.006929909810423851,-0.034972070776857433,0.30945666939020156,0.13030736163258552,0.13302577689290046,0.0,0.0,-0.004763368964195252,0.021800431311130523,0.0,0.006791888847947121,0.013315674364566803,-0.002253841906785965,0.0,0.05759799227118492,0.04203234944492579,0.0,-0.003218647688627243,0.0,0.05412833854556084,0.033784666024148466,-0.012399013247340917,-0.0012676703976467253,-0.006945654307492078,-0.020838620848953725,0.0,0.09993591889739037,0.006733431331813335,0.0437278239428997,0.07936941348016262,0.0,0.09373287163674832,0.024058351665735243,0.07041167864575983,0.10011538997292518,-0.007042624922469258,0.0,0.0,0.0,1.0,1.0
Snapc3,0.11878758752718568,-0.0022372370585799217,-0.01893118642270565,0.009314734749495982,0.004568197503685951,0.0019403747469186783,0.002454082611948252,-0.40247692715376615,-0.13320993445813656,0.10645913317799569,0.0,0.0,-0.003175579607486725,0.0034976516384631396,0.0,-0.0021200118493288757,0.002747678849846125,0.10850638814270497,0.0,-0.05923599451780319,0.008780645187944174,0.0,0.18560868337750436,0.0,0.013520702049136161,0.03516598530113697,-0.008158078654669226,-0.008790385606698693,0.004635425400920212,0.0003075388073921204,0.0,0.04656684599816799,0.0031830766703933476,0.0272860312089324,0.019704550504684448,0.0,0.07737224096432328,0.006701969392597675,-0.00503901232033968,-0.041481245085597036,0.01573636993765831,0.0,0.0,0.0,1.0,1.0
Flnb,0.2143548483029008,-0.02941461818292737,-0.003916797190904617,0.002474723383784294,0.011172543168067933,0.0027719639241695405,0.0008043981099035591,0.25015927277505395,0.1312742854654789,0.1041369605436921,0.0,0.0,-0.004763368964195252,0.021800431311130523,0.0,0.024633928686380386,0.0035931185074150563,-0.002253841906785965,0.0,-0.011777906790375709,0.025201896131038667,0.0,-0.003218647688627243,0.0,0.05412833854556084,-0.013896342618390917,-0.044364118129014966,0.002457301840186119,-0.009171504462137818,-0.018424694351851942,0.0,-0.293306364454329,0.006733431331813335,0.0437278239428997,0.06033741287887096,0.0,-0.12067671857774258,0.024058351665735243,0.01430370593443513,0.10011538997292518,-0.005042336573824286,0.0,0.0,0.0,1.0,2.0
Aftph,0.37267990499734877,-0.0020118862763047218,-0.003916797190904617,0.010160174369812012,0.01383838102221489,0.006929909810423851,0.0008043981099035591,0.3484476274996996,0.14950869351625443,0.10645913317799569,0.0,0.0,-0.004763368964195252,0.0062286947667598725,0.0,0.008331818860024215,0.013315674364566803,-0.002253841906785965,0.0,0.05759799227118492,0.04476262975484133,0.0,-0.003218647688627243,0.0,0.007377086542546749,0.033784666024148466,-0.044364118129014966,0.015932922046631576,0.001730619170702994,-0.020838620848953725,0.0,0.10187166087329387,0.018976033702492713,0.0272860312089324,0.07441803343594074,0.0,0.1696570172160864,0.006701969392597675,-0.003848224338144064,-0.041481245085597036,-0.00631581655703485,0.0,0.0,0.0,1.0,1.0
Scp2,0.33178025418892504,-0.0020118862763047218,-0.003916797190904617,0.010160174369812012,0.011172543168067933,0.006929909810423851,0.030821580067276956,0.37221318043768403,0.13030736163258552,0.10381889205425977,0.0,0.0,-0.004763368964195252,0.021800431311130523,0.0,0.006791888847947121,0.013315674364566803,-0.002253841906785965,0.0,0.025774386078119278,0.05172295302152634,0.0,-0.003218647688627243,0.0,0.05412833854556084,0.033784666024148466,0.06443417698144913,0.005546887144446373,-0.006945654307492078,-0.020838620848953725,0.0,0.09993591889739037,0.006733431331813335,0.0272860312089324,0.07936941348016262,0.0,-0.16044758394360542,0.006701969392597675,0.01430370593443513,-0.041481245085597036,-0.007042624922469258,0.0,0.0,0.0,1.0,1.0
Osgepl1,0.22276223140768706,-0.0020118862763047218,-0.003916797190904617,0.005144166015088558,0.005574624314904213,0.006929909810423851,-0.08918931778520346,0.23478430992923677,0.06566712588071823,0.09437762685120106,0.0,0.0,-0.004763368964195252,0.0062286947667598725,0.0,0.029979867599904536,0.013315674364566803,-0.001287909746170044,0.0,-0.05923599451780319,0.013922744635492564,0.0,-0.002145765125751495,0.0,0.007377086542546749,-0.04997671769931913,0.021630101567134262,0.0001219055987894535,-0.004075427260249853,0.11970345435664058,0.0,0.08830261901021004,-0.15897019170224666,0.0272860312089324,-0.06173901353031397,0.0,0.07034107733517886,0.006701969392597675,-0.0023172112554311754,-0.041481245085597036,-0.018746171612292528,0.0,0.0,0.0,1.0,0.0
Fbxl3,0.2991966263204813,0.010675369687378406,0.023500783145427705,0.005144166015088558,0.01383838102221489,0.006929909810423851,0.030821580067276956,0.34035728231072426,0.15735539376735688,0.09437762685120106,0.0,0.0,0.03334358386695385,0.0062286947667598725,0.0,0.07099647395312786,0.013315674364566803,-0.002253841906785965,0.0,-0.05923599451780319,0.0514456314407289,0.0,-0.003218647688627243,0.0,0.007377086542546749,-0.04624715578742325,0.06443417698144913,0.021851669251918792,0.03800289260223508,-0.019871697425842286,0.0,0.07448531843721867,0.018976033702492713,0.0272860312089324,-0.039616787545382975,0.0,0.1301461886614561,0.006701969392597675,-0.0023172112554311754,-0.041481245085597036,-0.00877527091652155,0.0,0.0,0.0,1.0,1.0
