gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,rel_pos.DMR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,distance.log2.DMR,min_distance.log.mean.loops,Tanova.median.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.2mo.T.std.loops,loop_size.log.median.loops,Tanova.mean.loops,loop_size.log.max.loops,9mo.2mo.Q.median.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.std.atac
Gm14295,12611.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0258132460745641,-0.0056023970368924,-0.0202108490376717,0.0324469311171792,0.1298691541222708,0.16231608523945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3110040N11Rik,7296.0,0.2028278393511543,0.6061103472147218,0.0,0.6061103472147218,0.6061103472147218,6,-0.9999999999639329,0.1420502613369713,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0119416022928159,-0.052225072604458,0.040283470311642,0.1120792394161432,-0.0656236727215678,0.0464555666945754,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Bahcc1,59349.0,-0.0266598752734941,-0.1291512903890277,0.0,-0.1291512903890277,-0.1291512903890277,3,-0.9999999999639329,0.22333354669778,0.5478324674891386,0.3612665990357011,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013839233919389,0.0434130715716977,-0.0447969949636367,-0.0269201532726817,-0.0090531429979755,-0.0359732962706572,0.2018366372527595,8.826548487291232,0.5478324674891386,0.9090990665248396,0.3612665990357011,4,14.893301530860567,2.680370472267323,0.4463796314375404,0.3250284941269858
Nle1,7643.0,0.0,0.0,0.0,0.0,0.0,4,-0.5849625007091332,0.0817691879142848,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.81883089942221,1.2771903,18.841275884324848,14.19598729802851,0.1110115396977447,18.568547288439365,1.6817485751309522,20.284932515116967,-0.0001810575,0.2515304,0.0032549195999999,0.0640092700062369,0.0085187638382814,0.0554905061679554,0.1146358339286115,-0.0449823134410837,0.0696535204875278,-0.166770513801235,11.151650829973484,0.3799144754379996,0.1859946806354488,0.1177399646125696,2,11.48934624071915,0.2387867149138375,0.0573140819292044,0.1819818479046607
Mpp4,42454.0,0.3314590158057097,0.3059621159561486,-0.025496899849561,0.3059621159561486,0.3059621159561486,6,-0.9999999999278651,-0.0773684369458997,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.346123670460036,1.1878127,17.533986077478428,14.92300243382903,0.0863434532502319,18.347526214543752,1.645111148596491,18.83991113176492,0.0004231594999999,0.10456226,0.0037800383,0.0028814526301187,0.0157587911782813,-0.0128773385481625,-0.0990658016069513,0.0700394004778376,-0.0290264011291136,0.0349296607531723,9.34207466799936,0.2026734970958852,0.1850528199592451,0.0874799986429848,2,10.214319120800887,0.6167699674283081,0.0664473414926827,0.1677334762191626
Tbc1d2,45819.0,0.0,0.0,0.0,0.0,0.0,1,-0.4150374992668215,-0.0056726899688339,0.0,0.0,0.7238704108874124,2,6.219006043828296,-0.9848131752109328,-0.4010966083434704,-0.5837165668674624,13.653531023948396,14.01028383190898,0.5832369,17.35844759435308,14.975176249291088,0.0587007967871211,17.79727180895647,0.7775284541499999,18.82811478508014,0.00022161015,0.13900297,0.0047643364999999,0.0364080817987438,0.0071444108130069,0.0292636709857368,-0.0472738603972348,0.0019730363415391,-0.0453008240556957,-0.0348071320126551,8.682994583682033,0.7695964004198984,0.5951556135474932,0.4339406012117961,7,14.0902778568574,2.034022210254167,0.0732261900072139,0.3763595590768152
Ube2n,30512.0,0.0,0.0,0.0,0.0,0.0,4,-0.9999999999759548,-0.144533778298478,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.221391348596311,1.56222115,18.294190244862143,14.711989543725757,0.0875637660440547,18.33237790195198,1.7221632551785715,21.012010664965636,-0.0006502678499999,0.183463,0.0024365595,0.0368322392296846,-0.0123494299753019,0.0491816692049866,0.0121516182346809,0.3645635570940866,0.3767151753287675,0.0311096516337457,10.023754353299555,0.3949363408723898,0.4821231386106666,0.0871867977382767,3,11.23421867823853,0.6055629225756712,0.0415573344533706,0.3914239113541403
Nrbp1,10702.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0933906467610464,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.965527890226223,0.40265466,15.747769899048684,14.203348002979762,0.1030080189244993,15.874845432998193,0.80253296675,16.044095234669214,0.002772021,0.1741177599999999,0.006630368,0.0787625207205103,0.0445603861742823,0.034202134546228,0.0486225529793753,-0.0629422092817743,-0.0143196563023989,-0.1262520694010696,10.761551232444562,0.5146026455434018,0.2094347449356579,0.0526637618056047,2,11.1401907031919,0.2677385373903279,0.1932481504004402,0.0228913015203391
Ube2i,12706.0,-0.0800057552634184,0.0,0.0,0.0,0.0,2,0.0,-0.0005604763696736,0.2710264202082175,0.3173384027839585,0.0,0,0.0,0.0,0.0,0.0,0.0,13.812556318352083,1.5819993,17.75582409867359,14.28164030006605,0.0992299928698374,18.423406229587,1.8811669265,19.103528579040464,-0.0003753797999999,0.162524114,0.0032220404999999,0.0779053779503516,0.0168570654954906,0.0610483124548609,0.0985250509074856,0.0671033433007345,0.1656283942082201,0.0727615426563801,11.506307581100357,0.4444032019044766,0.5883648229921761,0.3173384027839585,2,11.760304125286424,0.1796026787919163,0.4304763537127272,0.2232880145973244
Agps,99173.0,0.0,0.0,0.0,0.0,0.0,5,-1.5849625006249766,-0.0458321388383865,0.0,0.0,0.840946759326568,1,2.584962500745201,0.8524428114073466,1.498805856566136,-0.6463630451587894,14.002287618401084,14.871933172516473,2.075372,16.68264612842198,15.868412640000004,0.0891842633181441,16.952502385683164,2.425866133882927,20.145693374677023,9.12707500000001e-05,0.263978382,0.0069331144999999,0.0207262789245832,0.0167786501310298,0.0039476287935534,0.1003212267431249,-0.0394647254095037,0.0608565013336211,-0.081653196418761,10.784634845557605,-0.1793496492350375,-0.1029876324310219,0.0917920573781048,2,11.239001757765642,0.3212859247690965,-0.2687178659408431,0.2343779439248491
Fgd4,183632.0,0.0,0.0,0.0,0.0,0.0,3,-0.5849625006971113,-0.0425355142661125,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.128938023875364,0.9424592,16.28732462191036,14.990325599831218,0.0554349312787636,15.676397887044764,0.95622256,17.901845030201912,0.0010870912999999,0.11993437,0.0022112189,0.0302426767579105,-0.0114972896902756,0.0417399664481861,-0.0179388863798053,0.098097578063686,0.0801586916838806,-0.0543401722766068,11.419960177847942,0.901435625417974,0.6252413397452592,0.076717773224602,3,15.39927792450897,2.290922337471881,0.3385225906368097,0.2558206516759204
Scmh1,124905.0,0.0,0.0,0.0,0.0,0.0,3,-0.8930847960739761,0.0571315779985803,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.266615722462078,0.89246565,16.259559765267653,15.364476679864657,0.0732028205456091,15.974145672775784,1.335521865138182,18.04259988171292,-0.0001014190999999,0.11029971,0.0039862586,0.0318626235861723,0.0014314669259502,0.030431156660222,0.0674884288563931,0.0272115952506231,0.0947000241070162,-0.2933104655913189,10.195987298028632,0.783081332912305,0.2567138050701228,0.1803791895602513,3,11.213711798105733,0.5091882171429735,0.1225236124137386,0.1162121777807947
Prmt2,30643.0,0.0,0.0,0.0,0.0,0.0,3,-1.3219280948440812,0.1211890130766569,0.0,0.0,0.4068643015905089,1,2.321928094916216,-0.2515387669593245,-0.5462820324849119,0.2947432655255874,13.782895857457794,13.973162478026335,0.744331275,18.04760345584723,14.596772122051034,0.0745058477545022,17.990613675702992,1.1781904704074075,19.779565475879124,0.00013766285,0.09630388,0.0036137473999999,-0.0178217118745174,0.0238742028513127,-0.0416959147258302,-0.0076433175211296,0.0492310112383166,0.0415876937171869,0.5004638391509628,11.12476753582254,-0.0761351933109537,0.424328645840009,0.5004638391509628,1,11.12476753582254,0.0,0.424328645840009,0.0
