gene_name,gene_length.meta,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,18mo.2mo.Q.min.loops,9mo.2mo.T.mean.loops,18mo.9mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.T.max.loops,18mo.2mo.T.min.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,9mo.2mo.T.std.loops,18mo.9mo.Q.max.loops,Tanova.std.loops,Qanova.max.loops,loop_size.log.std.loops,Tanova.min.loops,18mo.9mo.T.std.loops,9mo.2mo.Q.max.loops,18mo.9mo.T.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Rars2,-0.1140686955768615,0.0,0.0,0.0,0.0,0.0,0.010295936800539494,0.0,0.0,0.014661943037062884,-0.01884917140007019,-0.019895550291985274,0.030067029222846032,0.0,0.0,0.08948086142539978,0.0,0.0,0.0,0.0,-0.07290070090442896,0.0,0.0,0.024979867115616797,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016351785976439714,0.0,0.0,0.0,0.0022596743330359458,0.0,0.0,-0.17686452299356462,0.06505043584853411,0.0013102667033672332,0.0011708654463291168,0.04895261436700821,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rnps1,0.11992992676794528,0.0,0.0,0.0,0.0,0.0,-0.13199475839734076,0.0,0.0,-0.003593613626435399,0.04712292850017548,-0.04611606076359749,0.030067029222846032,0.0,0.0,-0.009307316020131112,0.0,0.0,0.0,0.0,0.026130117513239383,0.0,0.0,-0.021179215349256993,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202065790072082,0.0,0.0,0.0,0.00150644950568676,0.0,0.0,0.14821811262983828,-0.021493981131352483,0.0019654001295566557,0.0007805769890546799,-0.06749909605830907,0.0,0.0,0.08680804744362831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dis3l,-0.029106512926518918,0.0,0.0,0.0,0.0,0.0,0.007113335691392422,0.0,0.0,-0.0028748909011483193,-0.01884917140007019,0.1551192208752036,0.030067029222846032,0.0,0.0,-0.008327598497271538,0.0,0.0,0.0,0.0,-0.03734373155981302,0.0,0.0,0.09629505947232246,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008711488114204257,0.0,0.0,0.0,0.02234566807746887,0.0,0.0,0.38302680987864735,0.015611020247451961,0.003930800184607505,0.005464038774371147,0.05330361470580101,0.0,0.0,-0.06067510411143303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Aplp1,0.1983966687321663,0.0,0.0,0.0,0.0,0.0,0.03344161182641983,0.0,0.0,-0.007474716119468212,-0.05183522135019302,0.0011064262688159942,0.030067029222846032,0.0,0.0,-0.009307316020131112,0.0,0.0,0.0,0.0,0.026137727387249468,0.0,0.0,-0.012119850739836693,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059685349315404895,0.0,0.0,0.0,0.0007532247900962829,0.0,0.0,-0.09788910813629627,-0.0020824164012447,-0.022929668053984643,0.0007805769890546799,-0.06749909605830907,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cstf1,0.20550616305321456,0.0,0.0,0.0,0.0,0.0,0.03344161182641983,0.0,0.0,-0.0025874018110334874,-0.05183522135019302,-0.04059321463108063,0.030067029222846032,0.0,0.0,-0.025472653955221178,0.0,0.0,0.0,0.0,-0.014512086883187295,0.0,0.0,0.01506535653024912,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059685349315404895,0.0,0.0,0.0,0.0012553745880723,0.0,0.0,-0.10405689600855111,0.021425458770245313,0.0019654001295566557,0.0011708654463291168,0.02511282343417406,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mtfp1,0.24118495121598243,0.0,0.0,0.0,0.0,0.0,0.03344161182641983,0.0,0.0,-0.0025874018110334874,0.04712292850017548,-0.04265253499150276,0.030067029222846032,0.0,0.0,0.025635940209031104,0.0,0.0,0.0,0.0,-0.014512086883187295,0.0,0.0,0.01506535653024912,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059685349315404895,0.0,0.0,0.0,0.0012553745880723,0.0,0.0,-0.10405689600855111,-0.060413318648934365,0.0019654001295566557,0.0011708654463291168,0.020227922350168227,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Cops7a,0.25177029266953466,0.0,0.0,0.0,0.0,0.0,0.03344161182641983,0.0,0.0,-0.0025874018110334874,0.04712292850017548,-0.04059321463108063,0.030067029222846032,0.0,0.0,-0.025472653955221178,0.0,0.0,0.0,0.0,-0.010216011479496957,0.0,0.0,-0.007465769462287426,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059685349315404895,0.0,0.0,0.0,0.0007532247900962829,0.0,0.0,-0.09590503420680761,0.021425458770245313,0.0019654001295566557,0.0011708654463291168,0.02511282343417406,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4933421O10Rik,0.2087595248967409,0.0,0.0,0.0,0.0,0.0,0.008367269989103079,0.0,0.0,-0.007474716119468212,0.04712292850017548,0.226765029579401,0.030067029222846032,0.0,0.0,0.03314710788428783,0.0,0.0,0.0,0.0,0.036358426176011566,0.0,0.0,0.02127079889178276,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007670310949906707,0.0,0.0,0.0,0.0012553745880723,0.0,0.0,-0.15255786472000182,0.021414517369121314,0.011137267351150512,0.005464038774371147,0.05950848951935768,0.0,0.0,0.05516531988978386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bcor,-0.06146946949884295,0.0,0.0,0.0,0.0,0.0,0.010295936800539494,0.0,0.0,-0.0028748909011483193,0.012790509164333344,-0.02073583384975791,0.030067029222846032,0.0,0.0,-0.009307316020131112,0.0,0.0,0.0,0.0,-0.031018953882157804,0.0,0.0,-0.03555716140195728,0.0,0.0,-0.09832593262195587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016351785976439714,0.0,0.0,0.0,-0.019081694036722184,0.0,0.0,0.23914015563204885,0.013953224397264421,0.0013102667033672332,0.0007805769890546799,-0.06749909605830907,0.0,0.0,-0.21255582496523856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gm15328,0.1824966587871313,0.0,0.0,0.0,0.0,0.0,-0.13199475839734076,0.0,0.0,0.006324759982526303,0.04712292850017548,-0.025371064655482767,0.030067029222846032,0.0,0.0,0.08948086142539978,0.0,0.0,0.0,0.0,-0.013415364064276219,0.0,0.0,-0.007465769462287426,0.0,0.0,0.021583741307258607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202065790072082,0.0,0.0,0.0,0.0007532247900962829,0.0,0.0,0.07756149029359222,0.0591425684094429,0.0019654001295566557,-0.017562981732189654,0.0477817490696907,0.0,0.0,0.08680804744362831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
