gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,18mo.9mo.Q.median.loops,18mo.9mo.Q.mean.loops,18mo.2mo.T.mean.loops,18mo.9mo.Q.std.loops,18mo.2mo.T.median.loops,loop_size.log.mean.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.mean.atac,DEG,pred
Smad7,-0.010297436739783734,-0.018242588890716435,0.020878049405291678,0.0,0.010655600940808654,-0.13053585260175168,-0.052982999109663066,0.0,-0.0016808581724762916,0.004274248369038105,0.009747268836945296,-0.0026131776999682188,-0.008310165191069245,0.027296615726081653,-0.00553082057274878,-0.01385747293010354,0.07760904664173722,-0.0050320967705920336,-0.0070740557368844745,0.07846870733657851,-0.03822579555620905,0.09896002270281315,-0.004976422879844904,0.012299523334950208,-0.07517392752692104,-0.0286155445035547,-0.07876283365709241,0.029369882941246032,-0.222903392855078,1.0,1.0
Akt1s1,-0.08888477196451276,-0.0044583557336591185,0.013473255345597863,-0.0015061947354115545,0.015422641998156905,0.09722790199331939,-0.08788110242225229,0.0,-0.10269724898040294,0.0023126162169501184,-0.01936406328342855,0.00314112882129848,0.14878030240535736,0.030690332350786775,0.027067172592505812,-0.09300863209413364,-0.0913517130794935,-0.021135463562241056,-0.0019204723788425325,0.021473931645741687,-0.0010731515241786838,0.023440724974498152,0.04510670110583306,0.0004707937501370907,-0.04915677212178707,0.031934871585690416,0.050679775334428995,0.03296072555705905,0.0168680488364771,1.0,2.0
Usp35,0.15812312140595167,-0.005154962306842208,0.01618375638499856,-0.005921615054830909,0.04922779987566173,-0.0130236931417312,0.08560726347379387,0.0,-0.0011659501725807787,0.0035703597543761136,-0.01540009532123804,0.0014748556399717927,-0.004120574342086911,0.029276872100308538,0.05427037092857063,-0.1273351674899459,-0.057828309955257284,-0.016190746939446398,-0.004850027079228312,0.038813155572861434,-0.0010226094495737925,0.044084061426110564,-0.005805532117374241,-0.017166406624019147,0.05769105469807982,0.027721594958566128,0.03889923290349543,0.022937949923798443,0.04240420013666153,1.0,2.0
Abcc1,-0.008329413094324991,-0.02408580793766305,-0.06240014732349664,0.014917517993599177,0.0063607808202505115,-0.025519952252507208,-0.1394537322060205,0.0,-0.0009013320971280336,0.004830939333187416,-0.02568230385892093,0.0035336346738040446,-0.02288934340700507,0.032344107707613146,-0.0032333896472118793,-0.012944840516429395,0.12346842427272349,-0.03360915088560432,0.004129865436116233,0.004910984463058412,0.023473835266777314,-0.24338923660572617,0.0071700867637991906,0.12381045510992408,0.0809309895709157,0.02637614352919627,0.11580836722627282,0.017017456963658334,0.12560366740450263,1.0,2.0
Gt(ROSA)26Sor,0.0033347548474557697,-0.0012724372069351376,-0.02679511165712029,0.0,-0.013347692657262086,0.08618771445006132,-0.0045076410099864,0.0,-0.0029305180674418807,0.0032565252156928183,0.03925950151868165,0.000903634843416512,-0.07812271371483803,0.08761143898591399,-0.005442764488980174,0.05551116343587637,-0.023901424505747854,-0.019960484388284384,-0.0027549421694129704,0.14579757506377064,0.007582011073827744,0.05945981758646667,0.013760099317878485,-0.05516246938146651,-0.028057013619691134,0.01229554577730596,-0.18039773647207766,0.006536211357451975,-0.021008460707962515,1.0,2.0
Galc,-0.09635711887618527,-0.01533736560959369,-0.0486897998675704,-0.004291623430326581,0.022970121456310152,-0.11027934361249209,-0.17189440201269462,0.0,-0.009061529655009509,0.005087970793247223,-0.005812516994774341,-0.003104782374575734,-0.005816711420193315,-0.08837068118155003,-0.00553082057274878,-0.12450078879483044,-0.11614639220671961,-0.00010987789370119572,0.00297128988429904,0.11089334525167942,0.06483267239658744,0.02413923220708966,-0.015014307117089629,0.00011575173586606979,0.0816060342732817,-0.000621373811736703,-0.12625099991448224,-0.0002162017859518528,-0.14200633102096616,1.0,1.0
Slc35b1,-0.05018643144867383,-0.0037854656856507064,0.029362357824575157,-0.0007427809573709965,0.00716349205118604,0.11211265340447425,-0.13716119355987758,0.0,-0.0063770284410566095,0.002893872004933655,-0.0022944126557558776,0.0017706745117902756,0.0011157961934804917,-0.023883735835552214,-0.005074584176763892,0.022387218438088895,-0.3262234901427291,-0.024644586620852352,-0.00838504177518189,0.035934372363844884,-0.03870950995013118,-0.047360824320930986,0.04521940026432276,-0.007023199838586152,-0.05946028516627848,0.03342495694756508,-0.1710092731937766,0.02957625923678279,0.0848284984845668,1.0,1.0
Oprl1,-0.24720989689230918,-0.011557655832730234,0.0048881326895207165,-0.0024140382232144477,0.03299227276816964,-0.039891286666097585,0.007269161809235811,0.0,0.0017423014901578426,0.0027747313026338814,-0.034765647584572436,0.001605593333952129,-0.004120574342086911,-0.15126940406335052,-0.004788401909172535,-0.008208008476067334,0.03923823580218595,-0.03120765987288905,-0.047930116560310126,0.023068446607212537,0.008165170952343032,0.07284474415704607,-0.004656697902828455,0.007551236827857792,0.05827156646177173,0.026040170477353967,0.06027587105520069,0.03602409176528454,0.08580973860807717,1.0,1.0
Fads6,0.022820988065795973,-9.644181933254004e-05,-0.09604434836655855,-0.004766177963465452,0.010648561855778099,-0.08982307234924519,-0.13673271149396896,0.0,-0.002362606646493077,0.004112832695245743,0.0052000943757593635,-0.005087804617360235,-0.02064828047528863,-0.03608843467605766,-0.004959626384079457,0.025445856675505637,-0.07538480111201352,-0.058969632294029,-0.006794294201536104,0.03011715558823198,0.027157777827233075,0.044535229355096816,-0.011674876734614372,0.003396236840635538,-0.07589313233271242,0.021397578225150937,0.14944764777086675,0.0027285668812692164,0.12596088958904147,1.0,1.0
Wdsub1,-0.034871353964554146,-0.021428463184274733,-0.037590122544206676,0.0,-0.018404152635484936,-0.10008424176368863,-0.0995831188489683,0.0,-0.002421892383135855,0.004274248369038105,-0.01649242435581982,-0.003906274745240808,-0.008310165191069245,-0.06394777339883148,0.12400252927094697,-0.09163911917246878,0.022010645089903847,0.0298739574290812,-0.0050977387605234984,-0.14787932793493383,-0.007034726999700069,-0.00918198357336223,-0.012550867148675024,-0.11483521601185202,-0.03685125141404569,-0.20535835997550747,-0.12596282670274378,0.005569983297027648,-0.15008587426971645,1.0,1.0
