gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,18mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.max.loops,18mo.2mo.T.mean.loops,min_distance.log.median.loops,18mo.2mo.Q.std.loops,18mo.9mo.Q.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,loop_size.log.mean.loops,loop_size.log.median.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,9mo.2mo.T.std.loops,18mo.9mo.T.min.loops,min_distance.log.mean.loops,18mo.9mo.Q.std.loops,9mo.2mo.Q.mean.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac
Tmem134,6373.0,0.0416243237932657,-0.1443899093348131,-0.2115041051926764,0.5161017334859526,0.1834461410956391,-0.0472487524274518,2.0,0.1017378941010183,14,-0.3410369178346624,0.514009133407999,3.0,0.1370934478577998,0.2363538505279322,0.4417945881249032,0.5124129539713645,0.3485676037692045,2.0,2.0,3.0,2.0,2.0,0.0677035598738847,0.2703010166997268,0.3105934203799567,0.440572591383269,0.2363538505279322,0.5722202783641612,2.0,0.4541941567527563,0.2150507427665542,0.2945984423830436,0.1633220455428627,0.162633760724959,1,0.1312763968401809,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439566784045764,0.0154522898069733,0.0594089682115498,0.1025000541374477,0.0562237653748574,0.1587238195123052,0.2151953069145054,0.368438017733153,0.1532427108186476,2,0.0155325295718466,10.929258029229969,0.0366799348781506,0.1892586762286841,11.138271800172284,0.2955901095893679,0.3315182300580983,0.1633220455428627,0.1422595538294142,10.720244258287652,0.2945984423830436,0.0522124644499973
Klhl10,15105.0,0.0,0.0,0.0,0.1227130346681186,0.0,0.0,3.0,0.0090981338898288,6,0.6040713236668864,0.1731841225678545,0.0,-0.0478093332046691,0.2002779080866807,0.2055212789746452,0.4136309509941031,0.0851305743989687,1.0,3.0,0.0,1.0,3.0,0.0,0.0626873946815926,0.2002779080866807,0.1520030934434468,0.2002779080866807,0.3259119835503217,1.0,0.2055212789746452,0.0626873946815926,0.4455230004725439,0.3511523245836949,0.0479979063072494,1,0.0943706758888489,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007003099999999,0.0007644977780532,0.14217858,0.06470975,14.215381320721084,0.0010936288976197,0.0013677829999999,0.4351063862782434,0.10776422,16.238197244753742,16.286214028367006,0.102770380875,-0.0012565375,1.742062,0.0459243217082184,1.58881346,16.471913315623375,0.12146621,0.0042830784999999,0.035894635059865,0.0493236,14.003028176678663,0.0009504589330551,-0.000179480125,-0.0084509826995835,0.0077425731086736,-0.0007084095909098,0.0617633459333223,0.0323130847755077,0.0940764307088301,0.8578043083301621,0.4455230004725439,0.5184078995264718,3,0.5171930930248668,9.457038557507644,0.5072785380743619,0.3507347076492029,10.469641817239618,1.2494786895713237,0.3847658954742193,-0.1567525099662483,0.0340311878250164,8.060695931688095,0.3471192963898907,0.053116794490982
Fap,73132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0256940943826601,1,0.0,0.129689119564663,2.0,-0.2192580429655199,-0.0841983727619615,-0.1287701553597704,0.3238047238039637,-0.2891324329986044,1.0,2.0,1.0,1.0,2.0,0.2619807043953039,-0.1112932548220668,-0.0841983727619615,0.9999999999879776,-0.0841983727619615,0.0101460908260158,1.0,-0.130959015705331,-0.1268109974734772,-0.2158196501240141,-0.2431624838840009,0.4220362495462324,2,0.0273428337599868,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015685601999999,0.000969271967757,0.2558116099999999,-0.0116530921643678,14.362012289159988,0.0014757962507401,-0.0013833644,0.6158351791357406,0.05309904,17.368740058652005,17.221926912051277,0.0571542281229885,-0.0026435276,1.2864846,0.0879322257415873,2.146365769329885,19.74367408172268,0.232542736,0.005408735,0.0875404305838795,-0.0674784599999999,14.487660427195667,0.0013956924575332,-0.000428554867816,0.0130987946417984,0.0530920460218025,0.0661908406636009,0.0645655699752452,0.0224461417140121,0.0870117116892573,-0.0385749770960222,0.1029038702256142,0.3519674228735261,12,0.1847748344289828,12.964509032545315,0.1707614570245167,-0.2856367268091105,14.912468364049111,1.573145040555112,-0.1633628200540848,-0.6243363094908099,0.1222739067550257,10.825753832883192,-0.369977192007568,0.1544108736591575
Pdha1,16204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0146366214107165,1.0,-0.4012209139335221,0.2748565530023943,-0.0063561534307798,0.2802613093338454,-0.1717668692791041,1.0,1.0,1.0,1.0,1.0,0.1322830921849314,-0.1682664550921679,0.2748565530023943,0.8073549220421463,0.2748565530023943,0.1747988201336148,1.0,-0.0024200890017622,-0.1251074460830765,-0.3155525153989447,-0.4478356075838761,0.8893783409225896,1,0.1322830921849314,1,2.000000000036068,0.5443205160348858,1.5443205154337631,10.94836723158475,-0.9999999993988772,0.9021975846367056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263398698413929,-0.031678572648376,-0.0053387028069831,0.0607402329187923,-0.0042660938658704,0.0564741390529219,-0.4478356075838761,-0.3155525153989447,0.1322830921849314,1,0.0,11.126059116070744,0.0,-0.4478356075838761,11.126059116070744,0.0,-0.3155525153989447,-0.4478356075838761,0.1322830921849314,11.126059116070744,-0.3155525153989447,0.0
Lnx2,59931.0,0.0,0.0,0.0,0.0178567741226431,0.0,0.0,3.0,0.0730075642141047,5,0.0,-0.1535326335666869,1.0,-0.1535326335666869,-0.288162170183696,0.0875865171200981,0.0,-0.0242209925941929,2.0,2.0,1.0,2.0,2.0,0.0201736610892213,-0.1535326335666869,-0.0856718317492646,0.0,-0.288162170183696,0.1993940268343892,2.0,0.0875865171200981,-0.1535326335666869,-0.918519667597471,-0.2593893816149779,0.3069090112777838,1,-0.659130285982493,2,4.867354810119947,-0.4755451996663477,-0.4273303183393345,13.756675063853988,-0.0482148813270131,0.7581298587539691,-0.0001613253,0.0009643214245941,0.05152211,-0.0111155187142857,13.839105347576904,0.0007240279960745,-0.0004110535999999,0.2987084207781916,0.019766505,17.62581835710264,18.28771237954945,0.0096186267142857,-0.0013450229999999,0.44625312,0.041134174516262,0.4494036085714286,19.56710752681888,0.040613998,0.0017696116,0.0278163524360949,-0.05019788,13.952006518419752,0.0010593030540374,0.0003560540142857,0.0180862714352327,0.0026454611624444,0.0207317325976772,-0.004426411225133,0.0246437456603752,0.0202173344352422,0.3765438809480972,0.6062702677039191,0.4656253775305465,14,0.3026461127492451,13.242809104214244,0.1914498155599177,0.0588931830480227,14.825604786440412,1.4377592847273064,0.0790907202797716,-0.2593893816149779,0.0201975372317489,10.373952655370305,-0.918519667597471,0.3482636471763788
Nol8,25938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.1176155103811229,3.0,-0.0746539032978477,0.0,-0.0127938852715674,1.028308664043833,-0.1316827453898712,0.0,0.0,2.0,0.0,0.0,0.1700753765980013,0.016514315343676,0.0,1.9999999999458988,0.0,0.0882847754963398,0.0,-0.0187306183883662,-0.0053569258449472,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001743247999999,0.0008571092210766,0.11190597,0.0386912,13.47040467706564,0.0011362174586629,-0.0009957609999999,0.3689377957808995,0.06345281,17.283676793327576,17.654508182784916,0.0576574341666666,-0.0017151136,0.49910737,0.0286546679339636,0.671429855,17.872674880270605,0.07112219,0.0034412193999999,0.042130376825306,-0.0088386999999999,13.768939399134108,0.0011793531973658,-0.0003440850416666,-0.0086902775380788,0.0634278631411469,0.0547375856030681,0.1820974035605065,0.1055970945055613,0.2876944980660678,0.054335597470275,0.2604138279677386,0.2060782304974635,2,0.0359725758129576,10.644883378293326,0.091394998146554,-0.0102904254856852,10.93221475196846,0.4063479255466649,0.1703513527176887,-0.0749164484416455,0.180641778203374,10.357552004618194,0.0802888774676389,0.1273675739595117
Frg1,19615.0,0.0650065517966449,-0.8624964762441629,-0.8624964762441629,0.0298638393325423,-0.8624964762441629,-0.064172805797328,1.0,0.0768953363163373,6,1.3785116232478116,-0.1357319386993181,1.0,-0.5610301318085962,0.0,-0.4003861568052722,0.3793359277808354,-0.5973391400935237,0.0,0.0,0.0,0.0,0.0,-0.0036187406112579,-0.3429155276200203,0.0,0.6780719051018176,0.0,-0.2034331735170207,0.0,-0.4003861568052722,-0.3319845123521467,0.2798841147676039,0.2835028553788619,0.9068931997802292,1,-0.0036187406112579,1,5.614709844118153,0.2660748601230878,0.3604022426589018,11.846665681899776,-0.094327382535814,0.8443430117070284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0174423136132823,0.0242054346022657,0.0067631209889834,0.1410873452667025,0.0585532889345379,0.1996406342012404,0.2835028553788619,0.2798841147676039,-0.0036187406112579,2,0.1259861194204478,11.257322357919351,0.0368180536126705,0.2574685599992526,11.409390936137754,0.215057445727259,0.1647641800104178,0.2314342646196434,-0.0927043799888348,11.105253779700949,0.0496442452532317,0.1628041730331184
D030068K23Rik,198589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,-0.2570641082361198,0.0,-0.2570641082361198,0.0,-0.1960723102363029,1.4036927838260571,-0.1960723102363029,0.0,0.0,0.0,0.0,0.0,0.0,-0.2570641082361198,0.0,1.2223924213272874,0.0,-0.1960723102363029,0.0,-0.1960723102363029,-0.2570641082361198,0.0235387095546979,-0.1197177724923945,0.8737394429115105,1,0.1432564820470925,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014854554,0.0006443176180897,0.185320855,0.0072178071223828,15.48340643507716,0.0008976948879568,-0.0012339195999999,1.0077638377324192,0.036969185,18.156878981253204,18.057786178463804,0.0304283076755078,-0.0015891899999999,1.62623305,0.0921053202226751,2.0306639147609373,20.61630742917088,0.27400114,0.0027313692999999,0.0778501651424821,-0.166948894,15.401921225161685,0.000760316101512,-6.48016321875e-05,0.008298801407347,-0.0137540632422628,-0.0054552618349157,-0.0128816835048308,0.0128224580164718,-5.922548835893271e-05,0.3141382240101605,0.4994198220627844,0.5589450027127487,9,0.3884547833099738,16.051242980845345,0.344065168951207,-0.172066718343549,16.61152916811594,0.8061042276803864,-0.0979592440246339,-0.6078592638812548,0.0741074743189151,14.642672243329548,-0.4893819712408414,0.3448085997675502
Zfp580,2185.0,0.0526674583183082,0.1315172029160953,0.0,0.0904505625851837,0.2630344058321907,-0.0599570334510041,2.0,0.0181957068999883,7,0.4995710094890562,0.3288050530258086,0.0,0.2744891473837834,0.4617779225150296,0.4466549699662616,0.2356461553602832,0.4178887310251475,4.0,4.0,0.0,4.0,4.0,0.0,0.2914665929395317,0.4936579632316129,0.3923174227766131,0.4259667489514227,0.4532738431165386,4.0,0.4392725147026493,0.2812860856742674,0.174231798608804,0.1648085294001759,0.5082390953150243,3,0.009423269208628,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009205687,0.0003953215192812,0.0552050699999999,-0.0928483432499999,13.80362513584275,0.0002208640241081,-0.0008128509,0.4809921168999834,0.027240543,20.40082831987555,20.395747408532515,0.0139680612499999,-0.0012384263599999,1.7632750499999998,0.0165458691163478,2.0583448575,20.43650822595342,-0.07009436,-0.0002318939,0.0493540046699731,-0.061698756,13.80362513584275,0.0005746141226443,-0.00073367230125,0.0151626707743448,0.0801591867561948,0.0953218575305396,0.0149921743980248,0.1327957468711813,0.1477879212692061,0.483169518479134,0.3364916605771917,0.2375739323846888,6,0.3013566010282383,11.017071689081034,0.2599125416582794,0.1896907318880374,11.40087943628224,0.4183484568192599,0.1594137923219895,-0.0876616584711089,-0.0302769395660479,10.267957084402957,0.078797094840735,0.1072735586881812
Tnip1,52132.0,0.0,0.1302637751113793,-0.0614005446638818,0.0111304187820613,0.3219280948866405,0.0,1.0,0.2157717470044977,4,0.408464845354711,0.1802661866154586,0.0,-0.0371834281151448,0.2164936467514291,0.1222498299918775,0.3058151785577161,-0.0257451174189426,1.0,1.0,0.0,1.0,1.0,0.0,0.0851729668020407,0.2164936467514291,0.1926450779398196,0.2164936467514291,0.2458231650001958,1.0,0.116144426891252,0.1086422276455048,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012438442,0.0010501084774774,0.122392935,-0.0102815774285714,14.197293495529133,0.0012405613810091,-0.0016188135,0.4747807529853394,-0.0508464599999999,15.679002597206852,16.28759522590427,-0.0349697172380952,-0.0015904120999999,1.203189,0.0732851764779821,1.5747327221428573,17.70636110983856,0.12239247,0.004184104,0.0624430917669354,-0.13344513,14.231611886637966,0.0013623567923198,0.0006061489190476,-0.0085247137856699,0.0106205139972914,0.0020958002116215,0.017715751274863,0.0186236277651917,0.0363393790400548,0.4933627861945606,0.5321511902248872,0.1789910773746004,5,0.3392773911222307,14.25069440032559,0.213648530132623,0.3122469204590058,14.667388786160076,0.6462777297458278,0.22342821441219,-0.039016428600781,-0.0888187060468158,13.144658242831898,-0.2669895499335201,0.322823930951381
