gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,rel_pos.DMR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,distance.log2.DMR,min_distance.log.mean.loops,Tanova.median.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.2mo.T.std.loops,loop_size.log.median.loops,Tanova.mean.loops,loop_size.log.max.loops,9mo.2mo.Q.median.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Adat1,0.06118986306712031,0.04988522384315729,-0.09731805294752122,0.0,0.0,-0.04687741158530116,0.0016279971972107887,-0.04261907967738807,-0.18831941574811936,0.0,-0.004982690513134003,0.0,0.0,0.0,-0.1058464565500617,0.0,0.004397408962249756,0.002545515298843384,0.0,0.0,0.007171838264912367,0.0,0.002813750263303518,0.0,0.020991419553756715,0.0,0.0,0.0,-0.053064893931150436,-0.03945811092853546,-0.05666311392560601,-0.053403761200606824,0.29784380666911603,0.011186854988336563,0.06314033655449748,0.0,-0.024627135246992112,0.10443560194224119,0.0,0.15023883637040852,0.0,0.0,0.10302257899194955,-0.05092700127512217,0.0,1.0,0.0
Acaa2,0.037397829508408906,-0.00041117310523986817,0.005969323106110096,0.0,0.0,0.0316633011912927,0.0016279971972107887,0.005997404046356678,-0.329564021024853,0.0,-0.006059235027059913,0.0,0.0,0.0,-0.04228864002972841,0.0,0.001099352240562439,0.002545515298843384,0.0,0.0,0.006657329597510397,0.0,0.0021644232235848906,0.0,0.020991419553756715,0.0,0.0,0.0,-0.053064893931150436,-0.03696215093135834,0.0718183920532465,0.054942408548668026,-0.31542241722345354,0.011097740912809968,-0.16406330950558184,0.0,-0.005127516277134418,-0.02551959127187729,0.0,0.02099769312888384,0.0,0.0,0.09150256961584091,0.026381796523928643,0.0,1.0,1.0
Mrps18c,0.03460542226675898,-0.06538808070123196,-0.024419957883656026,0.0,0.0,-0.05411532643251121,0.0007235543429851533,-0.0822648490499705,0.11599833672866225,0.0,-0.0033471322059631346,0.0,0.0,0.0,-0.07193716503679752,0.0,0.001099352240562439,0.0015850808657705785,0.0,0.0,0.013801116538234055,0.0,0.003160057980567217,0.0,0.00937914490699768,0.0,0.0,0.0,-0.011155388252809643,-0.04168252021074295,-0.181059275213629,-0.05254353334195912,0.0347287829965353,-0.01087862472049892,7.936181267723441e-05,0.0,-0.0065381088107824325,-0.16589657381176948,0.0,-0.13336557573638858,0.0,0.0,-0.10471819220110774,-0.05092700127512217,0.0,1.0,1.0
Chchd1,0.05089108081534505,-0.03127428986132145,0.005969323106110096,0.0,0.0,0.015661969250068068,0.0010853314399719238,0.11138138389214873,-0.10198189476504922,0.0,-0.004982690513134003,0.0,0.0,0.0,-0.15048122745007275,0.0,0.001099352240562439,0.0015850808657705785,0.0,0.0,0.02712621448561549,0.0,0.023981809504330157,0.0,0.020991419553756715,0.0,0.0,0.0,-0.02228619996458292,-0.023114905580878257,-0.07899692362174392,-0.057137542702257633,0.2697764599323273,0.01515427377074957,0.13981088045984508,0.0,-0.024627135246992112,-0.05899255231022835,0.0,-0.1087823069281876,0.0,0.0,-0.18043721225112677,0.07293166395276784,0.0,1.0,0.0
Oxsr1,-0.08578447427600622,-0.00041117310523986817,0.005969323106110096,0.0,0.0,0.0031090210471302272,0.0010853314399719238,-0.002807331383228302,-0.0038937735557556153,0.0,-0.013010358586907387,0.0,0.0,0.0,-0.04228864002972841,0.0,0.001099352240562439,0.002545515298843384,0.0,0.0,0.008195539666339756,0.0,-0.028916694577783345,0.0,-0.056721495389938356,0.0,0.0,0.0,0.04458962675184011,-0.043907806426286694,0.004593249429017305,-0.04541105139069259,-0.20610008200630545,0.09461938198655843,0.04960630038753152,0.0,-0.005127516277134418,-0.03713186591863632,0.0,-0.17906310994178057,0.0,0.0,0.09113741576671601,-0.05092700127512217,0.0,1.0,1.0
Nle1,-0.03546211762353778,-0.009541011191904545,0.005969323106110096,0.0,0.0,0.015661969250068068,0.0010853314399719238,0.030972644491121172,-0.09295734768733382,0.0,-0.004982690513134003,0.0,0.0,0.0,-0.06555830277502536,0.0,0.0019238664209842683,0.002545515298843384,0.0,0.0,-0.0953988507669419,0.0,-0.03168715638108552,0.0,0.020991419553756715,0.0,0.0,0.0,-0.02228619996458292,-0.03313065461814404,-0.017447776291519404,0.01310407898388803,0.26800753846764563,-0.00493157378397882,0.10648876635357737,0.0,0.038706479975953695,0.09896694138646125,0.0,-0.2022890715673566,0.0,0.0,-0.1593076543137431,-0.05092700127512217,0.0,1.0,1.0
Tbc1d2,0.051129463985562326,0.006659991815686226,0.005969323106110096,0.0,0.0,0.014626929182559251,0.0016279971972107887,0.021067222487181424,-0.26766929019242525,0.0,-0.013010358586907387,0.0,0.0,0.0,0.05620249913074076,0.0,0.0016490283608436584,0.002545515298843384,0.0,0.0,0.00594871249049902,0.0,0.003203346449881792,0.0,0.020991419553756715,0.0,0.0,0.0,0.04458962675184011,-0.044018386006355284,-0.04603058386594057,-0.029149963781237603,-0.7080797345004975,0.027893665554001926,-0.19973600359633564,0.0,-0.0022402615007013084,0.07026267156004906,0.0,0.019393882965669035,0.0,0.0,0.09116907116025687,-0.01809647822752595,0.0,1.0,1.0
Ube2i,0.08342250564135612,0.03965108659118414,0.005969323106110096,0.0,0.0,0.025091875223442913,0.0010853314399719238,0.029532897751778364,-0.0741174658574164,0.0,-0.004982690513134003,0.0,0.0,0.0,-0.06270105112344027,0.0,0.004397408962249756,0.0015850808657705785,0.0,0.0,-0.055993267716839906,0.0,-0.009133866028860212,0.0,-0.056721495389938356,0.0,0.0,0.0,-0.02228619996458292,-0.029857885539531708,-0.017447776291519404,0.02509607291780412,0.36672719944268467,-0.00141008828766644,0.034081035738345235,0.0,0.038706479975953695,0.09282332729548216,0.0,0.04014544414356351,0.0,0.0,-0.18043721225112677,0.07293166395276784,0.0,1.0,1.0
Prmt2,0.05149816550314426,-0.010645310357213021,0.02441995769739151,0.0,0.0,0.007843468580394983,0.004703103005886078,-0.022884987695142626,0.07432556726038456,0.0,-0.013010358586907387,0.0,0.0,0.0,0.023725215829908847,0.0,0.001099352240562439,0.0015850808657705785,0.0,0.0,-0.051294437646865844,0.0,0.0016449617128819227,0.0,0.00937914490699768,0.0,0.0,0.0,0.04458962675184011,-0.021823091730475426,-0.02692789500579238,-0.021140001583844423,-0.3142652583681047,0.09245495873503387,0.12216081254184247,0.0,-0.001451428709551692,-0.13242361277341844,0.0,0.1405355948768556,0.0,0.0,-0.12215247433632612,0.07293166395276784,0.0,1.0,0.0
Gm13830,0.15169504027813674,-0.10164824645966292,-0.024419957883656026,0.0,0.0,-0.05665438150987029,0.0007235543429851533,0.11138138389214873,0.15312436688691378,0.0,-0.004982690513134003,0.0,0.0,0.0,-0.03218784566968679,0.0,0.004397408962249756,0.002545515298843384,0.0,0.0,0.05015851881355047,0.0,0.023981809504330157,0.0,0.020991419553756715,0.0,0.0,0.0,-0.01825816385447979,-0.024923791363835334,-0.047765901181846857,0.011664672214537859,0.1955202549882233,0.039898744486272335,0.15510586351156236,0.0,-0.0037635935842990874,0.1635538859665394,0.0,-0.09035325821489096,0.0,0.0,0.06890878520905971,0.07293166395276784,0.0,1.0,0.0
