gene_name,gene_length.meta,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,9mo.2mo.log_ratio.DMR,rel_pos.DMR,min_distance.log.min.loops,9mo.2mo.T.median.loops,18mo.9mo.Q.mean.loops,18mo.2mo.Q.mean.loops,Qanova.mean.loops,18mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.max.loops,Tanova.max.loops,18mo.2mo.T.mean.loops,min_distance.log.median.loops,9mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,count.loops,9mo.2mo.T.min.loops,18mo.2mo.Q.median.loops,18mo.9mo.Q.min.loops,loop_size.log.min.loops,Qanova.min.loops,Qanova.std.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,loop_size.log.mean.loops,min_distance.log.max.loops,loop_size.log.median.loops,9mo.2mo.Q.median.loops,9mo.2mo.T.max.loops,18mo.2mo.T.min.loops,18mo.9mo.T.mean.loops,9mo.2mo.Q.min.loops,Tanova.median.loops,18mo.2mo.T.std.loops,Tanova.mean.loops,loop_size.log.max.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,9mo.2mo.T.std.loops,18mo.9mo.Q.max.loops,Tanova.std.loops,Qanova.max.loops,loop_size.log.std.loops,Tanova.min.loops,18mo.9mo.T.std.loops,9mo.2mo.Q.max.loops,18mo.9mo.T.min.loops,min_distance.log.mean.loops,18mo.9mo.Q.std.loops,18mo.2mo.T.median.loops,Qanova.median.loops,9mo.2mo.Q.mean.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,18mo.9mo.log_ratio.std.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Ccnj,0.0013818738237023353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041948919929564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010265465825796,0.0,0.0,0.0,0.0,-0.00208785280585289,0.0022603026404976845,0.0,0.0040466212853789325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984021594747901,0.0,0.013012434840202331,0.0,-0.034457359053194525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0069384675286710265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010967630892992,0.0024795323610305787,0.00132032155059278,0.0,0.0,0.0,0.00854918321594596,0.0,0.0005745621770620346,0.0,0.0,0.0,0.0,0.0007019204646348953,0.0,0.0,0.0,0.0009417927637696266,0.0,0.0,0.0,0.0,0.0,0.0,0.016184148937463762,0.008643676601350308,0.0,0.0,0.0,0.03665999174118042,0.007675822749733925,-0.0135135134216398,0.03686907765455544,0.0,0.0,0.0,0.002143446784466505,0.11116004157811403,0.010748196709901094,-0.0560345571115613,0.0,0.0,0.012322672130540013,0.0045195953547954556,0.015259023718535901,0.0038918182626366616,0.0843046628125012,0.05725342966616154,0.0,0.008146367967128754,0.0,0.0,0.04134283117949963,1.0,0.0
Rbm7,0.04598359081894159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002760963328182697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039967873226851226,0.0,0.0,0.0,0.0,0.03726014163345098,0.0009417927823960782,0.0,0.0032652064878493548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044420423358678815,0.0,0.013012434840202331,0.0,-0.0259669117256999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0029116783617064356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128663308918476,0.0008265107870101928,-0.005577684896998107,0.0,0.0,0.0,-0.04008204014971852,0.0,0.00019152073189616204,0.0,0.0,0.0,0.0,-0.001684609092772007,0.0,0.0,0.0,0.0005650756694376469,0.0,0.0,0.0,0.0,0.0,0.0,0.005621862262487411,0.008643676601350308,0.0,0.0,0.0,-0.02044718336313963,0.0031534288544207813,-0.009498658110387623,0.07614183546043933,0.0,0.0,0.0,0.001954829413443804,0.11369219483342022,0.010748196709901094,-0.048594200164079664,0.0,0.0,0.012322672130540013,0.0045195953547954556,0.012194692101329565,0.0038918182626366616,0.0796104315854609,0.06864567548036575,0.0,0.008146367967128754,0.0,0.0,0.008689309852197766,1.0,0.0
Galnt14,-0.09620470345951616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006394392997026443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01038022169843316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002793762795627117,0.0,0.0,0.0,0.0,-0.0003212081268429756,-0.05857950940728188,0.0,-0.007564714718610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01511780807748437,0.0,0.007737430371344089,0.0,0.03301675461698324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002084192857146263,0.0,0.0,0.0,0.0,0.0002320553781464696,0.0,0.0,0.0,0.000929259043186903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018577510435134174,0.0005510072037577629,0.0008353054686449468,0.0,0.0,0.0,-0.007743825553916395,0.0,0.0,0.0,0.0,0.0,0.0,0.0005849337205290795,0.0,0.0,0.0,0.000753434207290411,0.0,0.0,0.0,0.0,0.0,0.0,-0.012396311983466149,-0.051180415339767936,0.0,0.0,0.0,-0.011747914757579565,-0.00915150403045118,-0.005606392396148294,-0.030558805093169213,0.0,0.0,0.0,0.0018833650648593903,-0.09687849005684257,-0.0741280242986977,0.042093959255144,0.0,0.0,0.04027003195136786,0.009482037220150232,-0.021526478724554182,-0.004245619792491198,0.0326523519679904,0.030718845073133706,0.0,0.06102271370589733,0.0,0.0,0.041900607151910664,1.0,1.0
Fbxo33,0.02339196179062128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023698606388643383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010265465825796,0.0,0.0,0.0,0.0,-0.00208785280585289,0.001506868414580822,0.0,-0.007620543162338436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007112742587924004,0.0,0.013012434840202331,0.0,-0.034457359053194525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004168385863304138,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0069384675286710265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010967630892992,0.0008265107870101928,0.0008083601295948028,0.0,0.0,0.0,0.00854918321594596,0.0,0.0005745621770620346,0.0,0.0,0.0,0.0,0.00035096023231744766,0.0,0.0,0.0,0.0009417927637696266,0.0,0.0,0.0,0.0,0.0,0.0,0.005621862262487411,0.008643676601350308,0.0,0.0,0.0,-0.030211952291429044,0.007675822749733925,0.0022208498138934375,-0.019687584517523646,0.0,0.0,0.0,0.0013542294502258301,0.09696358364075422,0.010748196709901094,-0.050419193394482135,0.0,0.0,0.00971743126399815,0.0045195953547954556,0.011360420510172844,0.0038918182626366616,0.041289610341191295,0.057329872846603395,0.0,0.008146367967128754,0.0,0.0,-0.06228990666568279,1.0,0.0
Zc3hc1,0.027486722357571124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034946345956996085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004325928762555122,0.0,0.0,0.0,0.0,-0.0003212081268429756,0.001506868414580822,0.0,-0.005380769344046712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01740099834278226,0.0,0.013012434840202331,0.0,-0.034457359053194525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.001982419295236468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004213455989956856,0.0008265107870101928,0.0006466881185770034,0.0,0.0,0.0,0.002725826529785991,0.0,0.0,0.0,0.0,0.0,0.0,0.0005849337205290795,0.0,0.0,0.0,0.0009417927637696266,0.0,0.0,0.0,0.0,0.0,0.0,0.005621862262487411,0.008643676601350308,0.0,0.0,0.0,-0.030211952291429044,0.0019357137382030487,-0.0041544112842530016,-0.024513242915272713,0.0,0.0,0.0,0.001171841248869896,-0.070978215765208,0.01768724337220192,-0.05346084874123335,0.0,0.0,0.014485619924962521,0.009482037220150232,0.008679130356758833,0.006191528849303723,0.043529384173452854,0.057329872846603395,0.0,-0.0028874392062425615,0.0,0.0,-0.060050132647156716,1.0,1.0
Dnajc18,-0.00663316557649523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01038022169843316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015784414615482092,0.0,0.0,0.0,0.0,-0.0014454365521669387,0.005933294333517552,0.0,-0.007564714718610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01511780807748437,0.0,0.017430666983127594,0.0,-0.034457359053194525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,0.0007735179178416729,0.0,0.0,0.0,0.001982419295236468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011682764645665884,0.0024795323610305787,0.0008353054686449468,0.0,0.0,0.0,0.002725826529785991,0.0,0.0,0.0,0.0,0.0,0.0,0.0005849337205290795,0.0,0.0,0.0,0.0022603026032447814,0.0,0.0,0.0,0.0,0.0,0.0,0.016184148937463762,0.008643676601350308,0.0,0.0,0.0,0.05263870440423488,0.0019357137382030487,-0.005759278775658458,-0.029317219033837317,0.0,0.0,0.0,0.0018833650648593903,-0.0202952095028013,0.014977741576731205,0.05024551840499043,0.0,0.0,0.019891350958496333,0.009482037220150232,0.0075300059840083125,0.006191528849303723,0.05987275866791606,0.057329872846603395,0.0,0.008146367967128754,0.0,0.0,0.048134717904031274,1.0,1.0
Mospd1,0.0024502472952008247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023698606388643383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06935841761529446,0.0,0.0,0.0,0.0,-0.009957451596856117,0.001506868414580822,0.0,-0.007564714718610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007112742587924004,0.0,0.013012434840202331,0.0,-0.034457359053194525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004168385863304138,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0027258265484124424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128663308918476,0.0008265107870101928,0.0008353054686449468,0.0,0.0,0.0,0.0033453325740993023,0.0,0.00019152073189616204,0.0,0.0,0.0,0.0,0.00035096023231744766,0.0,0.0,0.0,0.0009417927637696266,0.0,0.0,0.0,0.0,0.0,0.0,0.005621862262487411,0.014608559533953666,0.0,0.0,0.0,-0.02044718336313963,-0.04498653095215559,-0.005759278775658458,0.06143277996219695,0.0,0.0,0.0,0.0018833650648593903,0.06651643507182597,0.01768724337220192,-0.050419193394482135,0.0,0.0,0.012257251422852278,0.006551451347768307,0.008296088892966508,0.0038918182626366616,0.06220291037112474,0.07323622822761536,0.0,-0.0028874392062425615,0.0,0.0,-0.03503823261708021,1.0,0.0
Smim8,0.05007835168391466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023698606388643383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06935841761529446,0.0,0.0,0.0,0.0,-0.009957451596856117,0.0009417927823960782,0.0,-0.007564714718610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007112742587924004,0.0,0.013012434840202331,0.0,-0.0259669117256999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004168385863304138,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0069384675286710265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128663308918476,0.0008265107870101928,0.0008353054686449468,0.0,0.0,0.0,0.00854918321594596,0.0,0.00019152073189616204,0.0,0.0,0.0,0.0,0.00035096023231744766,0.0,0.0,0.0,0.0005650756694376469,0.0,0.0,0.0,0.0,0.0,0.0,0.005621862262487411,0.008643676601350308,0.0,0.0,0.0,-0.02044718336313963,0.007675822749733925,-0.005759278775658458,0.07614183546043933,0.0,0.0,0.0,0.0018833650648593903,0.10681603165343403,0.01768724337220192,-0.050419193394482135,0.0,0.0,0.00971743126399815,0.0045195953547954556,0.008296088892966508,0.0038918182626366616,0.08350589143112302,0.06872211866080762,0.0,-0.0028874392062425615,0.0,0.0,0.008371264236047863,1.0,0.0
Nub1,-0.0044952377676963804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591589123010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003252307563088834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010265465825796,0.0,0.0,0.0,0.0,-0.00208785280585289,0.005933294333517552,0.0,-0.007564714718610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004933386789634824,0.0,0.013012434840202331,0.0,-0.012929181726649404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,7.735179271548986e-05,0.0,0.0,0.0,0.0069384675286710265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02010967630892992,0.0005510072037577629,0.0008353054686449468,0.0,0.0,0.0,0.00854918321594596,0.0,0.0005745621770620346,0.0,0.0,0.0,0.0,0.0002807681821286678,0.0,0.0,0.0,0.0022603026032447814,0.0,0.0,0.0,0.0,0.0,0.0,-0.012396311983466149,0.008643676601350308,0.0,0.0,0.0,-0.001983146108686924,0.007675822749733925,-0.005912165155168622,-0.02449156063608825,0.0,0.0,0.0,0.0018833650648593903,0.13380702875554562,0.010748196709901094,-0.04908554451074451,0.0,0.0,0.015506886830553412,0.0045195953547954556,0.007786816991865635,-0.0024766116216778755,0.07472145261242985,-0.055649600140750405,0.0,0.008146367967128754,0.0,0.0,0.048134717904031274,1.0,1.0
Prr13,0.3323746771737933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007673271372914315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023698606388643383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006657899511046708,0.0,0.0,0.0,0.0,-0.00208785280585289,0.002071944084018469,0.0,-0.013837857395410538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007112742587924004,0.0,0.017251099273562432,0.0,-0.00868169337976724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010420964658260346,0.0,0.0,0.0,0.0,3.094071755185723e-05,0.0,0.0,0.0,-0.040949348583817484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004175151963718236,0.0011020143888890743,0.0012664308724924921,0.0,0.0,0.0,0.003655085596255958,0.0,-0.024742922740988434,0.0,0.0,0.0,0.0,0.00035096023231744766,0.0,0.0,0.0,0.000753434207290411,0.0,0.0,0.0,0.0,0.0,0.0,-0.05068726234138012,0.006240918673574925,0.0,0.0,0.0,0.022249504895880817,0.003277330053970218,-0.009737124992534518,-0.009871301911771298,0.0,0.0,0.0,0.0035793980956077575,0.09226614064536989,0.014907253384590148,-0.03293612356297672,0.0,0.0,0.009244486151728779,-0.009306208565831184,-0.023615411589853464,0.0038918182626366616,-0.07621712689753622,-0.07906026415526866,0.0,0.008146367967128754,0.0,0.0,0.016586874928325415,1.0,0.0
