gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,18mo.9mo.Q.median.loops,18mo.9mo.Q.mean.loops,18mo.2mo.T.mean.loops,18mo.9mo.Q.std.loops,18mo.2mo.T.median.loops,loop_size.log.mean.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.min.atac,18mo.2mo.log_ratio.mean.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.mean.atac
Cdc123,50870.0,0.0,-0.1991413181479351,0.0,-0.1016456987304907,-0.1429266941586919,-0.1285647195505568,0.0,0.0,0.0,0.0007118069,0.0006536463843434,0.0540466962222222,0.0008210154084958,0.0566763,18.62495532833953,0.0160096390588923,-0.0140566281356382,0.0300662671945306,-0.1320759014858666,0.0529585012531077,-0.0791174002327589,-0.0377130779623503,0.8167211754420635,0.7708877032985157,-0.2950316130469277,0.1578588662447679,-0.0651927545228834,0.1955719442071183
Bag1,11896.0,-0.0079383981059157,-0.1413276287473359,1.0,-0.2937617449778819,-0.1312963190896736,0.0054476069678424,1.0,0.0,0.0,0.00152907175,0.0016498684428571,0.0236724251785714,0.0012896103537661,0.03050812,17.033874413965833,0.0278416466251135,0.0136692143006301,0.0141724323244834,-0.0795738328992307,0.0874902460156636,0.0079164131164329,-0.1067184910037186,0.1583960306222107,0.0692523265081377,-0.3686874328150091,-0.1736447395990707,-0.3419857825292824,-0.0669262485953521
Gabpa,28854.0,-0.1953360313423585,0.0,2.0,-0.3520254989306197,0.0,0.0,2.0,0.0,0.0,0.0008832166,0.0013880386,0.1480128118,0.0013579638636579,0.14073382,18.27419519550005,-0.0097534468671637,0.0086327145569926,-0.0183861614241564,-0.1391433666467603,0.0352003118794898,-0.1039430547672705,0.0704006359007779,0.2146851614373787,0.4047598045326041,-0.4202134361867022,-0.085034625468322,-0.4477520570961237,-0.1554352613690999
Pik3c3,75379.0,0.0,-0.6750993396746883,0.0,-0.6377335903065458,-0.0373657493681425,-0.0373657493681425,0.0,0.0,0.0,0.0005541991,0.000627578653988,0.0497062891372619,0.0011972945152637,0.05635969,19.562939805910595,0.0044017693084099,-0.0077740679725207,0.0121758372809306,-0.0579632659453475,0.030974482322234,-0.0269887836231134,0.1083654778055594,0.2653112345310835,0.571765061260922,-0.5578136200607532,-0.1727585203075145,-0.8168510825419628,-0.2811239981130739
Bloc1s5,42267.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3179700812795876,0.1360615495617599,0.0,0.0,0.0,0.0,0.0,0.0,0.0122798450333698,0.0071236351973519,0.0051562098360179,-0.0174433447968692,-0.0175240413568938,-0.0349673861537631,-0.1446308257291212,0.544771188254003,0.3395007159120874,-0.445480930304168,-0.2090967484800067,-0.5587399763723875,-0.0644659227508855
Hspa4,40643.0,0.0,0.1474956161759304,0.0,0.1371133542649265,-0.1361649282415249,-0.0798054139502746,0.0,0.0,0.9740047912141154,0.0005297063999999,0.000431926202967,0.0475579997912087,0.0009751950519942,0.04563585,18.749434924316848,0.0607844835612194,0.0572655880311935,0.0035188955300259,0.0095800857352177,-0.0073116254063636,0.002268460328854,-0.0335054831890826,0.797532273094792,0.6493442875075537,-0.3247899072076237,0.2075700422512581,-0.3322043165118971,0.2410755254403407
Dlat,25147.0,-0.2031128473448215,-0.090732487024963,0.0,-0.1671947020509685,-0.2454865593349791,-0.1190126133526616,0.0,0.0,0.0,0.0033505177,0.0030647372333333,0.0068335399999999,0.001827509116058,0.0538211999999999,16.19172644170193,0.0436521399660324,0.0541314114913548,-0.0104792715253224,0.0824829107153519,-0.0404410878482677,0.0420418228670842,0.0418333801604704,0.5040980940421804,0.4761444377866671,-0.320532536868976,0.1170160931665405,-0.7119034455271493,0.07518271300607
Galc,57165.0,0.0,-0.3298752735383488,1.0,0.0,0.0224973965364601,0.0224973965364601,1.0,0.0,0.0,0.0005010372999999,0.0004501685549999,0.03963990345,0.000976590232763,0.0378667299999999,18.21970446329819,-0.0058214588674773,-0.0103174120007337,0.0044959531332563,-0.0044465021799199,0.0009727533021396,-0.0034737488777802,0.1195793932246592,0.5037159738507648,0.5529411870441402,-0.3632169770022906,-0.0158659083125381,-0.5185553345599253,-0.1354453015371973
Pigu,79187.0,0.0030206248552073,-0.0687008856143736,2.0,0.1511124354958704,-0.219813321110244,-0.219813321110244,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000364434918198,0.0022845681538366,-0.0019201332356385,-0.059886397254629,0.0451609718252842,-0.0147254254293447,-0.1172234737726551,1.123292229502716,1.0999052227932655,-0.1019964927547452,0.3598451433012201,0.0243031350381031,0.4770686170738752
Picalm,83252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000145684,0.0003972367,-0.0109295205999999,0.0014622602930035,-0.0076059399999999,16.102429807485542,0.0186187812156032,0.031735443179191,-0.0131166619635878,0.0701278114406029,-0.047906998121481,0.0222208133191219,-0.1574426658374371,0.5718242770199655,0.3401667682980445,-0.3549967370115378,0.0413924255707166,-0.1320242629893683,0.1988350914081538
Sar1a,12998.0,0.1630684650647342,-0.0668858107780487,0.0,-0.0820040501663759,-0.0100123288300038,-0.0100123288300038,0.0,0.0,0.0,0.0007705447,0.0010213330387096,0.045365861,0.0010816120903103,0.037738365,17.789560195315108,0.0286092528908121,0.0409188999917424,-0.0123096471009302,-0.1013690801842015,0.1128822169919565,0.011513136807755,0.0019258860317347,0.1538899518642216,0.3706282594629133,-0.3784042270170689,-0.0801958097844987,-0.3601047314150527,-0.0821216958162335
Ireb2,48741.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196323560920698,0.0085976436132648,0.011034712478805,-0.0024704291304005,-0.0453420267322317,-0.0478124558626322,-0.0555909755556857,0.2854891164428232,0.244238213463866,-0.1568704243714522,0.0672660144698629,0.0281092838328844,0.1228569900255486
Slc35b1,7084.0,-0.0965572640992362,0.3941021362169017,2.0,0.0999331188703897,-0.1139432539050759,0.044270915051402,2.0,0.0,0.0,0.0005227489999999,0.0008001328755555,0.0831774028888888,0.0010832749844005,0.08688462,17.21202885110495,0.0849049507068271,0.1133733759836639,-0.0284684252768367,0.007567508759953,0.0528698022873391,0.0604373110472922,-0.2085809493069696,0.258913463333847,0.1497633552606951,-0.1437658121740712,-0.037330270564352,0.0851731432932192,0.1712506787426176
Pkig,67772.0,0.0,0.1514435282493291,0.0,0.0,-0.0595662522390805,-0.0595662522390805,0.0,1.1115659347273592,1.4556680588758175,0.0,0.0,0.0,0.0,0.0,0.0,0.01867823337122,0.0742901223261753,-0.0556118889549552,0.4317180477653985,-0.1426415028196298,0.2890765449457687,-0.0185491434936542,0.9252357928043292,0.8510580519446415,-0.4564709707794615,0.1341739467487256,-0.3630905274312119,0.1527230902423798
Tagln3,13378.0,0.0477237346349462,-0.1182613098263312,0.0,-0.4857811779182328,0.1186122805640721,0.2145772218465631,0.0,0.0,0.0,-0.0005022797999999,-0.0001143415399999,0.0267301221999999,0.0008650249603938,0.02724852,18.79287368650567,-0.0153013500147342,-0.0031681412957717,-0.0121332087189624,-0.1733467144092887,0.1752772791338235,0.0019305647245347,0.0786850784256858,-0.1301734673064136,0.2251603659426208,-0.366192680580681,-0.1210884145540007,-0.3049147229178515,-0.1997734929796865
Phtf2,123461.0,0.0,-0.2983506910152389,1.0,-0.3979932255892837,-0.1964685952088838,-0.1964685952088838,1.0,0.0,0.0,0.0002473642,0.0001469532784946,0.0557688933010752,0.0006268532505611,0.057545706,19.962964251954244,0.02473709838216,0.029859071875242,-0.0051219734930819,0.208423821516862,-0.0463935008459308,0.1620303206709312,-0.0617625234830162,0.2653112344884835,0.1923514718242773,-0.6742216685536124,-0.2788055086273538,-0.5373616815015154,-0.2170429851443376
Pi4k2a,31617.0,-0.0591567474482447,-0.2266421200431789,1.0,-0.156208723454589,-0.0704333965885899,-0.0704333965885899,1.0,0.0,0.0,0.0027075761499999,0.0018426068333333,0.0539967039166666,0.0034310985833938,0.071399047,16.593284669565396,0.0363604600722828,0.034411632505543,0.0019488275667397,-0.0414819002929238,-0.0124136346853838,-0.0538955349783076,0.0321481160882128,0.2963381301334056,0.3981610089499534,-0.2247510139803941,0.0927321120431725,-0.2007738703230188,0.0605839959549596
Slc16a14,29236.0,0.0,-0.3350097261981926,3.0,-0.1895089647759062,-0.083855728572634,-0.083855728572634,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020755950309934,0.0099970815107235,-0.0307530318206576,0.0301653474403542,-0.0062935014549102,0.0238718459854439,0.016435194863112,0.1456679875383777,0.2904442837278767,-0.3030333154655631,-0.0849440060121484,-0.2684336169138701,-0.1013792008752605
Sema4b,39686.0,-0.0466855581502262,0.0520119629171085,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0029236595,0.0027384091733333,0.09029038453,0.0024344924116642,0.1066296199999999,16.08273727067481,-0.0240330853829044,-0.0025430087002213,-0.0214900766826831,-0.2449918426368869,0.0753580242030747,-0.1696338184338121,-0.0289115419415449,0.6608525581591622,0.7736514878002885,-0.1854771677955029,0.3077809715111247,-0.0265943772448404,0.3366925134526697
Oprl1,5969.0,0.0,0.3735306313813162,4.0,0.1438400160143895,-0.3247617712020147,-0.0799955203384471,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123809227030255,-0.074003733552415,0.0863846562554405,-9.239023265550372e-06,-0.0183586714070541,-0.0183679104303197,-0.0371525104731749,0.729258334251719,0.7673298839271635,-0.216198977786766,0.257637979307191,-0.113200388702427,0.294790489780366
Thnsl1,9285.0,0.0,-0.0171018937966189,3.0,-0.2369345358806101,-0.1241355386024802,0.0649065668135155,3.0,0.0,0.0,0.00078298955,0.0009728761681818,0.1614282101818182,0.0008566063753623,0.16921394,18.877950595711027,-0.0312268163697861,-0.0165720077169228,-0.0146548086528633,-0.054276911570668,0.0185725756620385,-0.0357043359086294,-0.0313196335982655,0.066002426317022,0.1450882198553187,-0.2070553757279263,-0.0761518019568968,-0.1630230873413219,-0.0448321683586312
Gm12258,14798.0,0.1886037874354009,-0.0358215730766531,1.0,0.0661937588400092,-0.1305292708163903,-0.1162723013665263,1.0,0.0,0.0,0.0002212992,0.0005859435578947,-0.0036442178421052,0.0013446676081802,0.00488558,18.753736941967244,-0.0199627295662601,-0.0280700114872743,0.0081072819210141,-0.0663703912702431,0.0860852794824327,0.0197148882121895,-0.1642269158048946,0.138305957799854,-0.0507212023415993,-0.0635467527200108,-0.0571339775308051,0.075879918748325,0.1070929382740895
Timm10b,3581.0,-0.3136226551857599,0.0976841459906388,0.0,0.0876324820963874,-0.379418107817584,-0.2048961197706344,0.0,0.0,0.0,0.0025003305,0.00227626014,0.05282445,0.0016086517316508,0.0576784199999999,16.246350653610556,-0.030567543905581,0.0393681087587867,-0.0699356526643678,0.027254227009455,-0.0765115132295554,-0.0492572862201003,-0.0624997433497357,0.5854895474501375,0.3788718157782829,-0.0104677895589668,0.24436822810686,0.0285083702819992,0.3068679714565958
Nfatc3,71697.0,0.1789164025787271,-0.173835664931286,0.0,-0.1982906230130501,-0.1545549558598629,-0.1545549558598629,0.0,0.0,0.0,0.001219809,0.0015009338571428,-0.0202825204514285,0.0019608147273584,-0.04628119,15.958892989692536,0.0380640625658961,-0.0139910001481657,0.0520550627140619,-0.010834919470452,0.0065526876399313,-0.0042822318305206,-0.0150424056066374,0.145471464526476,0.1769364194324008,-0.2433585464461498,-0.1219653006406136,-0.3487858394908469,-0.1069228950339761
Hspa8,9103.0,-0.1596103816290904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031242165,0.00066875414375,0.031283574375,0.0014008274322928,-0.0008209049999999,18.159402479469843,0.089497213345117,0.1498351475711457,-0.0603379342260286,-0.0197856267587047,0.0748961278620718,0.0551105011033671,0.0961516369853915,-3.33319781831154e-05,0.1964994422888966,-0.2510094951078452,-0.0543710062195579,-0.2797051339603742,-0.1505226432049495
Fads6,18041.0,-0.0889254205858622,-0.2772201771196925,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0017928068,0.0017025651714285,0.1171716914928571,0.0008729398962145,0.1329008749999999,16.515921029654926,0.0066543369773773,-0.0046407208230896,0.0112950578004669,0.0154618572607304,0.0082664434272432,0.0237283006879737,0.045727657002527,0.8557907401932794,0.3894118402416948,0.0650708077922427,0.2335652291268557,-0.2068999731162291,0.1878375721243287
Adcy3,80422.0,0.0,0.0,1.0,0.0,0.0392901551468201,0.0392901551468201,1.0,-0.042435266314155,-0.7509724520172948,0.0,0.0,0.0,0.0,0.0,0.0,0.0025015250462186,-0.0073664219502702,0.0098679469964888,-0.001944728109959,0.0316529431929679,0.0297082150830088,-0.1444761149126964,1.101361589569856,0.9043707087437808,-0.2133864667064142,0.205940053950953,-0.0854776133583388,0.3504161688636494
Wdsub1,30227.0,-0.0223969874329917,-0.1061382517717226,0.0,-0.2535030830568008,0.0,0.0,0.0,0.0,0.0,0.0005533439999999,0.0004591319123404,-0.0310510105829787,0.0011244377612821,-0.05271901,19.10579519714196,0.0194753083411453,0.0425182469533882,-0.0230429386122428,0.0837292578045788,-0.0277037145881541,0.0560255432164246,0.042850555046933,-0.0266447805913789,0.3659507940560602,-0.4960702703534269,-0.1474592320697021,-0.3255761001045764,-0.1903097871166351
Lzts2,12697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7131188521196006,-0.7369655940700265,0.0,0.0,0.0,0.0,0.0,0.0,0.0086861374196657,0.000851814239992,0.0078343231796736,-0.0845199154954146,0.0989068629548678,0.0143869474594532,-0.0673681325555528,0.3917595697747491,0.4707639788032138,-0.0040457409718439,0.2052134932943582,0.1270751923443247,0.2725816258499111
Cyp46a1,27853.0,-0.1239994770827479,0.3313115277978062,1.0,0.2179554253147708,0.1133561024830354,0.1133561024830354,1.0,0.4806258408113592,0.8025539356506317,0.0017218642999999,0.0022121295195121,0.0608126224878048,0.001806275861204,0.03876603,16.9333212373927,0.0512616325703206,0.1074340283229306,-0.0561723957526099,-0.0593002683402048,-0.0011547207623298,-0.0604549891025346,-0.0737222189637984,0.5784691197527986,0.5629948517033704,-0.2249844109768761,0.1215703831456338,-0.1640815576953599,0.1952926021094322
Fam3c,49723.0,0.0,-0.8571136370550918,0.0,-0.5031766817594763,0.0937062486478828,0.0937062486478828,0.0,-0.114171019906397,-0.4574727655407274,0.0005502603,0.0006750128567567,0.1716296348297297,0.0007415651572414,0.168499055,19.125075791543285,0.0249701648360012,0.005523148230011,0.0194470166059901,-0.017678791228511,0.0089371013355561,-0.0087416898929548,0.0244694112128594,0.2355638911030203,0.7215599908574752,-0.5666936557884306,-0.1509330038407318,-0.6781052369122842,-0.1754024150535913
Inip,31952.0,0.283288326069776,0.162189501317866,0.0,-0.2109374204869879,-0.0759130800985803,0.0911349158553311,0.0,15.837480216573944,15.9382971471518,0.0004802746999999,0.0005599690717647,0.0469731501529411,0.0008921264256835,0.03345647,17.515736774555656,0.025372486076036,0.0314849032010655,-0.0061124171250294,0.1708110702979429,-0.0697112978273328,0.10109977247061,0.1365580972094133,0.2548946185801409,0.6177309152945558,-0.2102038340554561,0.0928052194348793,-0.269524073015952,-0.043752877774534
Terf2ip,9130.0,0.0331836233533283,-0.2241743737870787,0.0,-0.4612550711614345,-0.0612412268368558,-0.0153748204678321,0.0,0.0,0.0,0.0001387512999999,0.0001423897227272,0.1751485846818181,0.0004341893653676,0.1698630035,19.86980197267615,0.016994723981325,0.1179140929649928,-0.1009193689836678,0.1037713217304451,-0.0978543695600073,0.0059169521704377,0.0154826282150007,0.2484374159510508,0.1231894473212551,-0.3069728739219903,-0.1128769614170881,-0.5088937598869003,-0.1283595896320888
Amdhd2,7933.0,0.0563916961921947,0.2622178757081101,1.0,0.1989443442148633,-0.204154267235622,-0.1367494769070031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0130541666149286,0.0411681269908829,-0.0542222936058116,-0.1942119996819832,0.0425662559791609,-0.1516457437028222,-0.0818896199034635,0.3509964313252083,0.3733336322428826,-0.2318813858253618,0.0707261232087603,-0.0457649451007604,0.1526157431122239
Polr1b,25599.0,0.0,-0.133280591817865,0.0,-0.276315423775398,-0.0711021582445567,0.0224859517164923,0.0,0.4447848425665748,0.8961641888300391,0.00056254,0.0009354783114285,-0.0047978174571428,0.0011667916857893,0.0045907099999999,17.275980918074552,0.0118568773746019,0.0150869603781503,-0.0032300830035483,-0.1766670847679529,0.0447093229660162,-0.1319577618019366,0.0115103455792964,0.3022108173397724,0.3654291809091763,-0.1931734785903986,0.0249809761456546,-0.1342056793953749,0.0134706305663581
Ky,40489.0,0.0,-0.2569675806573057,0.0,-0.1733963094560322,-0.1478479111902091,-0.0353657772279989,0.0,-0.0188590272488505,0.3181759599891725,0.0003004325499999,0.0007267231770833,0.0606420971114583,0.0014684153045682,0.071557895,18.292552914697147,0.0446772031212497,0.0460053176422487,-0.0013281145209989,0.1299744130591978,-0.0129161703426162,0.1170582427165816,0.1088999685778851,0.2506644585664227,0.3579733759905246,-0.2901637599044614,0.1453777230848348,-0.2899039227689655,0.0364777545069497
Gm21781,4837.0,-0.1080183437731205,-0.1132889680503757,3.0,-0.5005536857497894,0.0,0.0,3.0,0.0,0.0,0.0007775821999999,0.0009522341222222,0.16720363,0.0006335247197717,0.18320365,18.60745086495966,-0.0195735195407256,0.0189061050794372,-0.0384796246201629,-0.1177323348779895,0.0748349634799532,-0.0428973713980362,0.1960647109847266,-0.1101979005458788,0.0326948058420535,-0.1718874279083582,-0.0695963110331523,-0.4211241434898791,-0.265661022017879
Dhx33,20346.0,0.0,-0.0085172368189327,1.0,0.2691329454918629,-0.2776501823107957,-0.2776501823107957,1.0,0.1158210622409145,1.1148709825523049,-3.369359999999999e-05,9.244030370370372e-05,-0.0107545103333333,0.000831562527471,0.0046535699999999,19.54235612385168,0.0196191260697558,0.0814356059490201,-0.0618164798792643,-0.0727491637878923,-0.0023855388718929,-0.0751347026597852,0.0990217857669383,0.275695716687943,0.345247598443815,-0.107429886403159,0.1274219036490845,-0.2055794994663449,0.0284001178821462
Ttc8,62664.0,0.0,-0.3081074150628109,0.0,0.0,0.0,0.0,0.0,0.4796790076397718,-0.454161275390014,0.0005717443499999,0.00063334032,0.0662742167133333,0.0015271119309692,0.062192162,16.783615959781145,-0.021648070095189,-0.0332105747898949,0.0115625046947058,-0.1427733641026026,0.0452506437750929,-0.0975227203275096,-0.2608381158457304,0.6959455887901598,0.3667609782764585,-0.5364468014388227,-0.0388967730595814,-0.3328749613204138,0.221941342786149
Drg1,79055.0,0.0,0.0667755962165688,0.0,-0.1244788263886473,-0.2521680049844841,-0.0537660000778752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0091022619658029,-0.008687334600067,-0.0004149273657358,0.0434824883252031,0.0368808550185066,0.0803633433437098,-0.0991354261821897,1.161806658662372,0.935518405056843,-0.4025951174495454,0.1395757554259993,-0.3044247919444187,0.238711181608189
Slc7a5,26544.0,0.0,0.2460097254997939,0.0,0.2751945935244471,-0.3148603429322048,-0.2580681653832632,0.0,0.0,0.0,-0.0002019030999999,6.384100800000001e-05,-0.0153032822747999,0.0010739862541199,-0.0136405,17.353319235907403,-0.004179483418155,-0.0091524676050682,0.0049729841869131,-0.1135219008644023,0.0788601386436501,-0.0346617622207522,-0.1255824490655074,0.9362469583270978,0.505242084075098,-0.051574111053485,0.2097251227852842,-0.258897235088763,0.3353075718507917
Stx4a,24725.0,0.2244523917649026,0.2200378012232375,1.0,0.2206649161326755,-0.2190738028794547,-0.1017074026217497,1.0,0.0,0.0,0.001580511,0.0011409195692307,-0.0534297671538461,0.0012293349084475,-0.0808209699999999,15.74918999187793,0.026183941211852,0.0633401652789888,-0.0371562240671367,-0.0286360199699953,0.0463006516320645,0.0176646316620692,-0.0937010556213167,0.6803487337819832,0.5034615284112123,-0.0699271346092103,0.2234705433237966,0.0853388621069748,0.3171715989451134
Aco1,55257.0,0.0,-0.1422369719113794,1.0,-0.0395433469853712,-0.1700727739941947,-0.0983872121399607,1.0,0.0,0.0,0.0010969102,0.0012616774236111,0.0628550271944444,0.001435190669177,0.0424456599999999,17.340864762763275,-0.0070103980729864,-0.0196974229423821,0.0126870248693957,0.0123076819499096,-0.0732712845980407,-0.0609636026481311,-0.0891659833666459,0.3181631167865741,0.1764181169211602,-0.6232710662073266,-0.2400465195135147,-0.5800802391112754,-0.1508805361468688
Adhfe1,32725.0,-0.027179747276619,-0.1397293394146022,0.0,-0.4896240807263484,-0.027307903769639,0.0510954060452213,0.0,0.0,0.0,0.0006229176,0.0010335737854901,0.0916598730745098,0.0015461401153752,0.0697477,19.29670418542276,0.0211679006931758,0.0303597918300902,-0.0091918911369143,-0.138732670295788,0.0908884057520832,-0.0478442645437047,-0.0580061334239242,0.4104428512746194,0.3756586850845707,-0.1358356135227498,0.1484801317328352,-0.0738261503736883,0.2064862651567594
Rabif,14126.0,0.0,0.1036896319315237,2.0,0.0817818845253769,-0.1374502302338331,-0.0509763474512294,2.0,0.0,0.0,-0.0004102182,8.808677192982447e-05,-0.0092997480561403,0.0021086231999476,-0.0353828499999999,17.296902502510562,0.0221528217247154,0.0623064496369499,-0.0401536279122344,0.0341268016603962,-0.0125562075777817,0.0215705940826145,0.060891390704616,0.174086474492128,0.3810385361815875,-0.2310160070738933,0.1185050335408159,-0.0767322216411243,0.0576136428361998
Ranbp1,8948.0,0.0,-0.0427197505554657,2.0,-0.1561359396856485,-0.097671115413938,0.0057061273428999,2.0,0.0,0.0,-0.0004171424999999,0.0001048259038461,-0.0027710999615384,0.0023650846898288,-0.008004265,16.959904754048033,0.0100612367785939,0.0416699114216009,-0.0316086746430069,-0.0013364949695331,0.0458885413651204,0.0445520463955873,-0.1739045136701553,0.3530273801544361,0.20578262101138,-0.2819075644820943,0.0121170438525918,-0.0397516182491024,0.1860215575227472
Kctd8,232394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001923348,0.0002608799648148,0.0123634166203703,0.0007730125158783,0.023487548,18.67134859221566,0.0012632238381964,-0.0197612500651218,0.0210244739033182,-0.1205336318352741,-0.0157345320008711,-0.1362681638361452,0.03144797152356,0.2548946185801409,0.1090343088309513,-0.8365296479976287,-0.5127126868186735,-1.48050527708347,-0.5441606583422336
Ccdc28a,21322.0,0.0,-0.4226783667456062,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.296419999999989e-05,0.0002170924179999,0.11016613994,0.0009459418365002,0.108392,18.5338881255744,-0.0023552571491543,0.0057392051446013,-0.0080944622937557,0.0824554004436688,-0.0446766651969993,0.0377787352466695,0.1523510574218524,-0.2201155926004832,0.203930990704868,-0.6838785710536592,-0.2961916533430759,-0.7873861885313547,-0.4485427107649283
Gm10076,0.0,-0.1380638473488539,-0.1212563068448888,0.0,-0.5907092402323144,-0.0359262827249757,0.0572327928981805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spats2,87299.0,0.0,0.0098264336095281,0.0,0.011209953478958,-0.0013835198694298,-0.0013835198694298,0.0,-0.9493739266901752,-0.0794344674798225,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028193470430872,-0.0001387647519723,-0.0026805822911148,0.0381661892800657,-0.0170146294232733,0.0211515598567924,-0.0698630854836654,1.482541950524648,0.9248711608988422,-0.1856106579628647,0.3976098498970873,-0.2941161740591944,0.4674729353807529
Grcc10,2191.0,-0.1908424906578802,-0.0494857704614513,0.0,-0.1010892694087071,-0.1803833456907089,-0.0205498864504559,0.0,0.0,0.0,0.00107370745,0.0012930233124999,0.0547444675,0.0007388706055313,0.0468454249999999,16.309833100590993,0.0870888648039426,0.0980234345473592,-0.0109345697434166,-0.0684773652683734,0.0994892882628166,0.0310119229944432,0.0575909426122658,-0.0658946739316221,0.0047965763673603,-0.3658441193241648,-0.1453430635793607,-0.2902347781995451,-0.2029340061916265
Irf3,5200.0,-0.152017930975429,-0.2515356640397774,1.0,-0.1759209794711953,-0.1702003102513245,-0.086589335208395,1.0,0.0,0.0,0.00151622275,0.00220283437,-0.0212122027999999,0.0014225513891039,-0.0152488849999999,16.344306004380307,0.0194031618397937,0.1065535187468416,-0.0871503569070478,-0.0316969013055341,0.0080185478922274,-0.0236783534133067,-0.0738904479015545,0.8567577687891554,0.8835987656293909,0.2254134925504916,0.5381640299484067,0.3345468678141432,0.6120544778499611
Rars,26125.0,0.0,0.0271488806313162,0.0,-0.240818407928065,-0.0491870082794116,0.0877165733687621,0.0,0.0,0.0,0.001036478,0.0009159066085714,0.0952005005142857,0.0011042295023427,0.09946763,18.51930936086072,0.0139425510591749,-0.0081676073563986,0.0221101584155736,-0.0483204222846629,0.1298168138508975,0.0814963915662345,0.0445619478567945,0.0704950575550521,0.2313051061645052,-0.0758158861394568,0.0613258143999761,-0.0284199685123476,0.0167638665431816
Sirt5,29707.0,0.0,-0.0261733993016304,1.0,-0.1517415115475208,-0.0494962205717115,0.0014232127193363,1.0,0.0,0.0,0.001749669,0.0020049825767441,0.078533055744186,0.0024201361403022,0.0809268199999999,16.86613356626931,-0.0070507641929671,-0.0066929849408393,-0.0003577792521277,0.0471999568045863,-0.0877916183827958,-0.0405916615782094,-0.7828135111514883,0.9504378970486425,0.167624385897154,0.167624385897154,0.167624385897154,0.9504378970486425,0.9504378970486425
Gipc1,12017.0,0.0122002990869161,-0.190854517728785,1.0,-0.2640401599274637,-0.2957432112963767,-0.1254798702924004,1.0,0.0,0.0,0.0001329224999999,0.0001323252999999,0.0152973897692307,0.0012826414542584,0.05333942,18.00690838599541,0.0065865112740293,0.0472684663775722,-0.0406819551035428,-0.0655025639548109,0.039289176433028,-0.0262133875217828,-0.0418483209276061,0.2054779850194565,0.3460024181467322,-0.1600419037776703,0.0022913283301601,-0.2065219697383806,0.0441396492577663
Ndufv3,11216.0,0.0,-0.0075326758446152,0.0,-0.1062123263281233,-0.1710481580508305,-0.1227272952830964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380328998970704,0.0172690906665663,0.0207638092305041,-0.0218565532652417,0.0477148779118828,0.0258583246466411,0.0838984628518863,0.3097053538713271,0.4419653618621106,-0.0378340544267628,0.1618850328983321,-0.0469306953731456,0.0779865700464457
Rbck1,16319.0,-0.0373479649723049,0.0244463447698928,0.0,-0.1092800029379466,-0.0742291820982736,-0.0470236349758347,0.0,-0.4043902549756122,0.55254102292677,0.0,0.0,0.0,0.0,0.0,0.0,0.0028191619549582,0.046235931622394,-0.0434167696674358,0.0122478100917899,-0.0282250003670855,-0.0159771902752955,0.0774464172935702,0.4267746572118654,0.5689148232638455,-0.1654347080147786,0.1479864354851869,-0.3299562745564797,0.0705400181916167
