gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,rel_pos.DMR,count.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,9mo.2mo.log_ratio.DMR,distance.log2.DMR,min_distance.log.mean.loops,Tanova.median.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.2mo.T.std.loops,loop_size.log.median.loops,Tanova.mean.loops,loop_size.log.max.loops,9mo.2mo.Q.median.loops,18mo.2mo.T.max.loops,18mo.2mo.Q.max.loops,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mean.atac,log2_distance.min.atac,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.max.atac,18mo.9mo.log_ratio.max.atac,count.atac,log2_distance.max.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.std.atac,DEG,pred
Myo9b,0.040017296224832535,-0.015837434306740762,0.0,-0.051571126580238345,-0.021379537135362624,0.0,-0.00021738186478614807,-0.03718310944736004,0.3799145542178303,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.02140099748969078,0.0,-0.0028008264303207397,0.10205130122601985,0.0,0.0,0.022418029978871344,0.0,-0.0009451828896999359,0.004572060480713844,-0.004570963382720947,0.04472176648676395,0.0,0.004695209041237831,0.3539509497582912,-0.05712317250669002,-0.04385406136512757,-0.08877526942640543,0.0,0.0,0.0,0.0,0.0,0.0,-0.018007159903645514,-0.08619512744247913,-0.028315249569714068,0.0,1.0,1.0
Nsf,-0.07152567889541388,-0.006091320887207985,0.0,0.07280629634857178,0.04351360365748405,0.0,-0.00021738186478614807,-0.03718310944736004,0.4711235245503485,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,-0.07065726161003112,0.0,-0.0028008264303207397,-0.016028555408120156,0.0,0.0,-0.03748404279351234,0.0,-0.0009451828896999359,0.029094930291175842,-0.004570963382720947,-0.058667256087064745,0.0,-0.018628145698457957,0.29937354222871365,-0.05712317250669002,-0.007466544061899185,0.11804651103913784,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196015954017639,-0.04779995381832123,-0.0799085944890976,0.0,1.0,0.0
Ggt7,-0.28757631063461303,-0.006091320887207985,0.0,0.07280629634857178,0.0005328591167926788,0.0,0.0,-0.005039777960628271,-0.06149024691432715,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.0020381902903318407,0.0,-0.0028008264303207397,-0.01723510041832924,0.0,0.0,0.014542377404868603,0.0,-0.0001890365779399872,-0.00498770222067833,-0.004570963382720947,-0.01078363597393036,0.0,-0.004793237093836069,-0.17016621869057416,-0.01666361402720213,-0.010149422138929366,0.1593287680670619,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196015954017639,-0.04779995381832123,-0.016726978719234467,0.0,1.0,0.0
Zfp407,1.190519851986319,-0.006091320887207985,0.0,0.07280629634857178,-0.0015019530802965165,0.0,-0.0006521455943584442,-0.023162114564329386,0.10758080267347396,0.0,0.0,-0.0014050783216953279,0.0,0.0,0.0,0.0,0.0,-0.00431416945066303,0.0,-0.0009336088597774506,-0.011253324002027512,0.0,0.0,0.04342226941138506,0.0,-0.0007561463117599488,0.029094930291175842,-0.0011427408456802367,-0.040998053178191184,0.0,0.028236845480278133,0.16346721472218634,-0.05189911153167486,-0.28777948021888733,0.22889653529040516,0.0,0.0,0.0,0.0,0.0,0.0,-0.014962673410773277,0.1417296852171421,0.021760574728250503,0.0,1.0,2.0
9330159M07Rik,-0.2860191857814789,-0.006091320887207985,0.0,0.07280629634857178,0.03715948186814785,0.0,0.0,0.01381360923871398,0.22668694231659173,0.0,0.0,-0.0014050783216953279,0.0,0.0,0.0,0.0,0.0,0.0067939675226807595,0.0,-0.0014004132151603699,-0.009832888394594192,0.0,0.0,-0.00975256621837616,0.0,-0.0001890365779399872,0.007897195294499398,-0.001904568076133728,0.035993707329034806,0.0,0.00959065705537796,-0.6361267364770175,-0.005910719484090805,-0.004403991550207138,0.15966846641153098,0.0,0.0,0.0,0.0,0.0,0.0,0.15440672382712364,0.17732289105653762,0.047118224166333676,0.0,1.0,1.0
Tmem259,-0.31074976198375226,-0.015837434306740762,0.0,-0.051571126580238345,-0.021379537135362624,0.0,0.0,0.01381360923871398,-0.05824880374595523,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.0020381902903318407,0.0,-0.0028008264303207397,0.02730379320681095,0.0,0.0,0.008615828007459641,0.0,-0.0001890365779399872,0.002493851110339165,-0.004570963382720947,0.02793307840824127,0.0,0.0018380359560251237,-0.253669184660539,-0.005910719484090805,-0.010149422138929366,-0.09522953856736421,0.0,0.0,0.0,0.0,0.0,0.0,-0.018007159903645514,-0.05157823652029037,-0.016726978719234467,0.0,1.0,0.0
Far2,-0.018774982392787933,-0.006091320887207985,0.0,0.07280629634857178,0.0005328591167926788,0.0,-0.00021738186478614807,-0.023162114564329386,0.5411013842374086,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.02140099748969078,0.0,-0.0028008264303207397,-0.016028555408120156,0.0,0.0,-0.01523709187284112,0.0,-0.0009451828896999359,0.029094930291175842,-0.004570963382720947,0.1079136835038662,0.0,-0.004793237093836069,0.34291882240213456,-0.05189911153167486,-0.007466544061899185,0.16578303720802068,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196015954017639,-0.04779995381832123,-0.0799085944890976,0.0,1.0,1.0
Lrrc8b,-0.06244462199509144,-0.006091320887207985,0.0,0.07280629634857178,0.04351360365748405,0.0,-0.00021738186478614807,-0.03718310944736004,-0.16277641299180687,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.003057285323739052,0.0,-0.0028008264303207397,-0.0358467848598957,0.0,0.0,0.07192539244890213,0.0,-0.0009451828896999359,0.004572060480713844,-0.004570963382720947,-0.023139250203967093,0.0,0.004695209041237831,0.1927459876984358,-0.05712317250669002,-0.010149422138929366,0.11702741589397192,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196015954017639,-0.08619512744247913,-0.028315249569714068,0.0,1.0,0.0
Plekhg5,-0.302305299192667,-0.006091320887207985,0.0,-0.14864618837833404,-0.013420139998197555,0.0,-0.00021738186478614807,0.04540052933618426,-0.1653347139339894,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.003057285323739052,0.0,-0.0028008264303207397,-0.0358467848598957,0.0,0.0,-0.010845447629690171,0.0,-0.0009451828896999359,0.004572060480713844,-0.004570963382720947,0.034101383835077284,0.0,-0.02418468937277794,0.18521593917161228,-0.0056675409711897376,-0.010149422138929366,0.07810108337551355,0.0,0.0,0.0,0.0,0.0,0.0,-0.018007159903645514,-0.063576839864254,-0.028315249569714068,0.0,0.0,0.0
Gm15810,-0.23110890984535218,-0.015837434306740762,0.0,0.018201574087142944,-0.06847090929746628,0.0,0.02039041891694069,0.01381360923871398,0.0343188055511564,0.0,0.0,-0.0014050783216953279,0.0,0.0,0.0,0.0,0.0,0.0020381902903318407,0.0,-0.0014004132151603699,-0.01128632590174675,0.0,0.0,-0.015039935018867254,0.0,-0.0009451828896999359,0.007897195294499398,-0.001904568076133728,-0.013936925530433655,0.0,0.005049672736786306,-0.4094903191644698,-0.005910719484090805,-0.004403991550207138,-0.1650022381916642,0.0,0.0,0.0,0.0,0.0,0.0,0.08464172534644604,0.15871125295758248,0.030083335787057876,0.0,2.0,1.0
Sdk2,1.5478460251167416,-0.006091320887207985,0.0,0.07280629634857178,-0.0015019530802965165,0.0,-0.0003043346107006073,0.018883797843009233,-0.10590444995556027,0.0,0.0,-0.0014050783216953279,0.0,0.0,0.0,0.0,0.0,0.0020381902903318407,0.0,-0.0009336088597774506,-0.030288859158754348,0.0,0.0,-0.03748404279351234,0.0,-0.0001890365779399872,0.004572060480713844,-0.0011427408456802367,-0.058667256087064745,0.0,0.024897898882627487,0.20115221158601343,0.1345650515705347,0.11158891744911671,0.22913432417437435,0.0,0.0,0.0,0.0,0.0,0.0,-0.014962673410773277,0.1351388121396303,0.023726307898759843,0.0,0.0,2.0
Ttbk1,-0.27374140202999114,0.026801811903715132,0.0,-0.14864618837833404,0.04351360365748405,0.0,0.0,0.01381360923871398,-0.06149024691432715,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,0.0020381902903318407,0.0,-0.0028008264303207397,-0.01723510041832924,0.0,0.0,0.014542377404868603,0.0,-0.0001890365779399872,-0.00498770222067833,-0.004570963382720947,-0.01078363597393036,0.0,-0.018628145698457957,-0.19977249953895806,-0.005910719484090805,-0.010149422138929366,0.0015478094667196274,0.0,0.0,0.0,0.0,0.0,0.0,-0.03196015954017639,-0.04779995381832123,-0.016726978719234467,0.0,0.0,0.0
Dlg1,-0.03335553340613842,-0.006091320887207985,0.0,0.07280629634857178,-0.013420139998197555,0.0,-0.0006521455943584442,0.04540052933618426,0.2856574759632349,0.0,0.0,-0.0028101566433906557,0.0,0.0,0.0,0.0,0.0,-0.07065726161003112,0.0,-0.0014004132151603699,-0.03467274338006973,0.0,0.0,0.07192539244890213,0.0,-0.0009451828896999359,-0.00976758373901248,-0.004570963382720947,-0.023139250203967093,0.0,0.004695209041237831,0.3604360467940569,-0.0056675409711897376,-0.007466544061899185,0.16102725993841888,0.0,0.0,0.0,0.0,0.0,0.0,-0.018007159903645514,-0.08619512744247913,0.0519645494222641,0.0,2.0,0.0
Nav2,1.5439911153167487,-0.006091320887207985,0.0,0.07280629634857178,-0.0015019530802965165,0.0,-0.00013042911887168885,0.08242800606414676,-0.08072346951812506,0.0,0.0,-0.0014050783216953279,0.0,0.0,0.0,0.0,0.0,-0.00431416945066303,0.0,-0.0014004132151603699,-0.029907945543527603,0.0,0.0,0.07192539244890213,0.0,-0.0001890365779399872,-0.00976758373901248,0.08875287234783173,-0.023139250203967093,0.0,0.024897898882627487,0.2241572842746973,0.08481901243329049,0.11158891744911671,0.22889653529040516,0.0,0.0,0.0,0.0,0.0,0.0,-0.008868055567145348,-0.048699198812246325,-0.012904713116586208,0.0,0.0,2.0
