start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
6846251,6846299,0.81,0.68,0.56,6485231,6862940,St18,16689
9169723,9169728,0.76,0.6,0.51,8359475,9301878,Sntg1,132155
10148905,10148983,0.73,0.58,0.53,10135571,10234670,Arfgef1,13334
10164948,10165945,0.53,0.35,0.2,10164539,10168778,Gm26348,409
10164948,10165945,0.53,0.35,0.2,10135571,10234670,Arfgef1,29377
12806641,12806697,0.26,0.41,0.48,12690277,12863192,Sulf1,56551
13192043,13192080,0.75,0.61,0.54,13137105,13376083,Ncoa2,54938
13259663,13259747,0.85,0.74,0.63,13137105,13376083,Ncoa2,116420
15424402,15424639,0.59,0.5,0.36,15285254,15725750,Kcnb2,139148
16997243,16997421,0.6,0.52,0.39,16896185,17093631,Gm28376,96388
16997243,16997421,0.6,0.52,0.39,16962560,17099889,Jph1,34683
21462161,21462164,0.73,0.61,0.49,21396403,21963942,Kcnq5,65758
21491869,21492056,0.9,0.78,0.7,21396403,21963942,Kcnq5,95466
22579520,22579700,0.77,0.62,0.51,22284251,22807724,Rims1,228204
22737688,22737701,0.62,0.49,0.32,22284251,22807724,Rims1,70036
22797217,22797261,0.68,0.48,0.44,22284251,22807724,Rims1,10507
23119708,23119722,0.41,0.34,0.21,23046295,23237673,Gm29506,73413
23923616,23923741,0.85,0.68,0.63,23842846,23924317,Smap1,701
24066817,24066861,0.61,0.45,0.41,24009093,24102341,Fam135a,35524
24615186,24615241,0.29,0.0,0.11,24611189,24615971,Gm28437,785
24615186,24615241,0.29,0.0,0.11,24611974,24616651,Gm10925,1465
24615186,24615241,0.29,0.0,0.11,24612885,24617565,Gm28661,2301
24615186,24615241,0.29,0.0,0.11,24613706,24618197,Gm29216,1480
25543451,25543461,0.55,0.4,0.32,25065476,25831707,Bai3,288256
25579208,25579470,0.59,0.42,0.3,25065476,25831707,Bai3,252499
30842014,30842018,0.7,0.58,0.47,30800339,30875921,Phf3,33907
32443890,32443920,0.65,0.55,0.42,32170714,32660568,Khdrbs2,216678
32639051,32639135,0.52,0.37,0.31,32170714,32660568,Khdrbs2,21517
33454432,33454438,0.71,0.64,0.43,33451810,33671795,Prim2,2622
33512975,33513149,0.6,0.46,0.31,33451810,33671795,Prim2,61165
33529921,33530593,0.68,0.54,0.47,33451810,33671795,Prim2,78111
33989800,33989973,0.67,0.48,0.37,33906225,34310661,Dst,83575
33989800,33989973,0.67,0.48,0.37,33906272,34309592,AC123072.1,83528
34132852,34132924,0.84,0.74,0.54,33906225,34310661,Dst,177809
34132852,34132924,0.84,0.74,0.54,33906272,34309592,AC123072.1,176740
34132985,34133088,0.66,0.52,0.38,33906225,34310661,Dst,177676
34132985,34133088,0.66,0.52,0.38,33906272,34309592,AC123072.1,176607
34136783,34136904,0.63,0.43,0.25,33906225,34310661,Dst,173878
34136783,34136904,0.63,0.43,0.25,33906272,34309592,AC123072.1,172809
34148131,34148308,0.75,0.6,0.47,33906225,34310661,Dst,162530
34148131,34148308,0.75,0.6,0.47,33906272,34309592,AC123072.1,161461
34186289,34186332,0.6,0.46,0.39,33906225,34310661,Dst,124372
34186289,34186332,0.6,0.46,0.39,33906272,34309592,AC123072.1,123303
34215852,34215866,0.56,0.5,0.36,33906225,34310661,Dst,94809
34215852,34215866,0.56,0.5,0.36,33906272,34309592,AC123072.1,93740
34297795,34297807,0.71,0.6,0.47,33906225,34310661,Dst,12866
34297795,34297807,0.71,0.6,0.47,33906272,34309592,AC123072.1,11797
34812990,34812993,0.42,0.28,0.19,34807361,34813908,RP23-348C6.3,918
