,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DEG
Cldn10,1.0723631873165601e-14,0.600942350939525,0.27,0.186,2.78535614273605e-10,-1
Rbms1,1.10103074090566e-14,-0.701618274725622,0.15,0.226,2.85981724642837e-10,1
Kcnn2,1.16478477086354e-14,0.377268575945841,0.536,0.454,3.02541196384096e-10,-1
Qk,1.66448412934936e-14,-0.248234559860193,0.989,0.993,4.32333107757203e-10,0
Trps1,1.88172512126503e-14,-0.23607215642036,0.846,0.876,4.8875928299738e-10,0
Bmpr1b,3.92108092542767e-14,-0.371448560532883,0.555,0.613,1.01846155957058e-09,1
Eda,5.0548307123520704e-14,-0.631316281243982,0.24,0.297,1.3129417292263302e-09,1
Cd9,7.52433273654688e-14,1.47468294715805,0.062,0.023,1.95437018499069e-09,-1
Htra1,8.756331143621299e-14,0.432967324077536,0.479,0.391,2.2743694512442e-09,-1
Lamp1,1.02969932995883e-13,0.947425120000617,0.13,0.07,2.67454103963506e-09,-1
Cntn1,1.106728569951e-13,-0.292261087340476,0.706,0.725,2.8746167875907303e-09,0
Sat1,1.2253788315704e-13,0.644919947875136,0.257,0.188,3.18279897712095e-09,-1
Sntb2,1.54526906700884e-13,-1.25229115750805,0.036,0.08,4.01368187464877e-09,1
Kcnd2,1.71684874075117e-13,0.285095126694827,0.922,0.882,4.45934291922709e-09,0
Me3,1.74265890991266e-13,-1.04953442071596,0.065,0.12,4.526382252607151e-09,1
Scel,2.2794606897336997e-13,3.0718141212109,0.024,0.003,5.9206711955143e-09,-1
Ckb,2.41709712041351e-13,0.450944286217032,0.386,0.299,6.278168060562051e-09,-1
Snrnp70,2.43024285043554e-13,0.504992799714863,0.395,0.314,6.31231277972127e-09,-1
Scg3,2.85501471013145e-13,0.512382267743234,0.358,0.271,7.41561520809542e-09,-1
Bcl2,2.97960780007648e-13,-0.447445064569785,0.343,0.412,7.73923329991866e-09,1
Robo1,3.83542970184609e-13,-0.293278852801086,0.804,0.852,9.96214510757504e-09,0
Gm12239,4.47791873757597e-13,-0.592209777733992,0.264,0.331,1.16309461289798e-08,1
Scd2,4.90932203957777e-13,0.56319673332023,0.292,0.209,1.27514730655993e-08,-1
Phlpp1,5.15244275358169e-13,-0.237915999766673,0.786,0.804,1.33829548081531e-08,0
Ntrk3,6.24203533907721e-13,0.261082549234397,0.573,0.529,1.62130625897191e-08,0
Tsix,9.2911712483364e-13,-0.493258533626496,0.142,0.16,2.4132888200429e-08,1
Rfx3,1.07593078028852e-12,-0.23777581928399,0.783,0.816,2.79462260872139e-08,0
Pcdh7,1.48243335729952e-12,-0.250553857255348,0.951,0.965,3.85047240224976e-08,0
Gfra1,1.5821118096675499e-12,-0.73465489658743,0.143,0.192,4.10937721443049e-08,1
Ctsd,1.6968573235490299e-12,1.24605641776799,0.071,0.03,4.40741721218626e-08,-1
Rps29,2.2079146658603198e-12,1.11149141490608,0.08,0.037,5.73483755310559e-08,-1
Kcnh5,2.64214638670403e-12,1.91981102776585,0.036,0.009,6.86271102482505e-08,-1
Cpeb1,2.66628406626623e-12,-0.682383464897705,0.141,0.203,6.92540623371992e-08,1
Kcnq3,2.98893694638622e-12,0.272869366892451,0.761,0.698,7.76346482454356e-08,0
Gpc5,3.95573822873567e-12,-0.215011005600412,0.988,0.985,1.0274634475318e-07,0
Aldh1a1,4.38286181500694e-12,0.803681154808485,0.164,0.103,1.1384045278299e-07,-1
Adamts20,4.58090424499831e-12,1.04675010424252,0.097,0.048,1.18984406859586e-07,-1
Robo2,5.50881619019105e-12,-0.322548699659472,0.71,0.751,1.43085991724022e-07,1
Rpl41,5.680370026453799e-12,0.9328671805913,0.122,0.07,1.47541931067111e-07,-1
Slc25a3,6.20327891510963e-12,0.62360975799686,0.273,0.198,1.61123966541058e-07,-1
Tenm3,7.508404771633329e-12,-0.241617255555089,0.8,0.84,1.95023305538404e-07,0
Cpe,8.20477328958211e-12,0.207021873923412,0.814,0.764,2.13110781423606e-07,0
Thsd7a,9.44418934529606e-12,-0.856168226750925,0.075,0.13,2.4530337405472e-07,1
Scn8a,1.16209577746294e-11,0.63912335742614,0.212,0.152,3.01842757238225e-07,-1
Unc5c,1.4907856313806e-11,-0.387344078484822,0.627,0.663,3.87216659894797e-07,1
Rasa2,1.56578317394314e-11,-0.411316106065918,0.3,0.377,4.06696521599992e-07,1
Pcdhb14,1.63368755998554e-11,-1.84996071148359,0.011,0.039,4.24334006830645e-07,1
Cmss1,1.6934537273775397e-11,0.424454557663843,0.307,0.259,4.39857671149041e-07,-1
Btg1,2.2130964994050798e-11,1.00962800884922,0.103,0.056,5.74829684755475e-07,-1
Ndrg2,2.3079242254713197e-11,0.4215097774842,0.467,0.404,5.99460238323921e-07,-1
Dennd1a,2.9366987589515296e-11,-0.220195003187252,0.872,0.897,7.62778135650069e-07,0
Psap,3.21203531410997e-11,0.676220245626227,0.22,0.152,8.34294052486925e-07,-1
Laptm4a,3.73383002737931e-11,0.901696233206248,0.133,0.08,9.69825011311503e-07,-1
Lars2,5.96716267969101e-11,0.657818805782111,0.173,0.121,1.54991083442294e-06,-1
Dock10,6.579782407817549e-11,0.485524306827584,0.227,0.172,1.70903268260653e-06,-1
Msi2,6.63367873275551e-11,-0.221446884156626,0.877,0.899,1.72303171404592e-06,0
Akt3,6.72946373642829e-11,-0.249992266141287,0.878,0.902,1.74791091089988e-06,0
Atp1b1,6.914084629360059e-11,0.706632114147043,0.141,0.085,1.79586434162998e-06,-1
Ndufc2,8.02676194103596e-11,0.957625764228449,0.103,0.053,2.08487114656468e-06,-1
Sox5,9.750485770564739e-11,-0.336180271496084,0.473,0.521,2.53259117404648e-06,1
Nkain4,1.0155720966519001e-10,0.743833356201282,0.122,0.072,2.63784696384365e-06,-1
Dnm3,1.3236748142131e-10,-0.269156188667325,0.445,0.461,3.4381129624371e-06,0
Cox7c,1.47728690766995e-10,0.859844104486938,0.113,0.063,3.83710501398193e-06,-1
Phactr2,1.81328675593783e-10,-0.79404186640053,0.08,0.128,4.70983101987291e-06,1
Esrrg,1.85515135366446e-10,-0.819036138288694,0.084,0.138,4.81857012600806e-06,1
Ndufaf4,2.66733683918469e-10,0.976249386576766,0.104,0.056,6.92814070609832e-06,-1
Id2,2.95705068767664e-10,0.641131441055224,0.186,0.126,7.6806434561713e-06,-1
Itm2c,2.9653843093414e-10,0.868525462074951,0.12,0.07,7.70228920508335e-06,-1
Camk2a,4.28317763470399e-10,0.426163693790643,0.188,0.135,1.11251255883801e-05,-1
Ddx5,4.97948881381267e-10,0.354439255402578,0.565,0.498,1.2933724244997e-05,-1
Rpe65,6.27993986004968e-10,-2.03398054281169,0.007,0.026,1.6311515792493e-05,1
Aldoc,6.40398347237532e-10,0.470178548653954,0.298,0.226,1.66337066711477e-05,-1
Frmd4a,6.64898948486317e-10,-0.206290320368702,0.99,0.996,1.72700852879836e-05,0
Trim9,7.3936109368987e-10,-0.214672329938787,0.69,0.71,1.92041650475007e-05,0
Nav3,7.632512636079601e-10,0.217927130167847,0.813,0.785,1.98246883209532e-05,0
Dmxl1,7.740822387519401e-10,-0.194631474223143,0.499,0.5,2.01060120693429e-05,0
Gphn,7.88585725676137e-10,-0.134755169642748,0.985,0.988,2.0482725638712e-05,0
Fgfr2,8.47925652518044e-10,0.346475874572668,0.482,0.423,2.20240208985037e-05,-1
Gjb6,8.988570282631e-10,0.556398621665704,0.22,0.151,2.33469124521058e-05,-1
Nol4,9.91383327128823e-10,-0.296551601641296,0.492,0.531,2.5750190538844e-05,0
Sparcl1,1.00870219595724e-09,0.238314594526659,0.754,0.699,2.62000308377933e-05,0
Grm3,1.2791920145513302e-09,-0.22375926967083,0.831,0.84,3.32257333859562e-05,0
Atp6v0c,1.3168218729088802e-09,0.766187838652641,0.122,0.072,3.42031313269352e-05,-1
Gli3,1.31753851318471e-09,-0.292521425198404,0.572,0.609,3.42217453414595e-05,0
Cadm2,1.36316251667777e-09,-0.140352636168657,1.0,1.0,3.54067832081884e-05,0
Nkx2-2os,1.40255858957708e-09,-0.750253298745418,0.069,0.112,3.64300568056751e-05,1
Phip,1.6148591772e-09,-0.251193112076791,0.388,0.4,4.19443522685929e-05,0
Enho,1.69520797124055e-09,1.1175939817583,0.064,0.03,4.40313318450022e-05,-1
Gabbr2,1.7042942326823802e-09,-0.525037534295667,0.189,0.228,4.42673383996921e-05,1
2210408F21Rik,1.7090260330759802e-09,-0.532972214862079,0.148,0.21,4.43902421831155e-05,1
Tox,2.0851546579556104e-09,-0.220824149004537,0.457,0.529,5.41598070857391e-05,0
Aplp1,2.2839818918160504e-09,0.590142764030644,0.124,0.076,5.93241456580302e-05,-1
Aff3,2.9227296356686904e-09,0.412150446563639,0.279,0.226,7.59149795568584e-05,-1
Inpp4b,2.9425145918437e-09,-0.807028128398328,0.081,0.115,7.64288740085482e-05,1
Gpm6b,3.3540545192709903e-09,-0.199552462816576,0.881,0.894,8.71182120835448e-05,0
Gm2a,3.3935904988586804e-09,1.54560724599559,0.038,0.013,8.81451196173553e-05,-1
Pde3a,3.5331475859412404e-09,3.01934670131677,0.016,0.002,9.17699753972378e-05,-1
Lman1,3.6920206986138104e-09,-0.834133228178406,0.065,0.104,9.5896545625795e-05,1
Gstm5,3.6984484485823205e-09,0.681378595165137,0.153,0.102,9.60635000034771e-05,-1
Plcb1,3.734531684775711e-09,-0.188836787047004,0.971,0.977,9.70007259803644e-05,0
Tmem59,4.29918111027554e-09,0.662817224089359,0.157,0.104,0.0001116669301582,-1
Zfpm2,4.68657104249722e-09,-0.262953452633297,0.52,0.573,0.0001217289962578,0
A830019P07Rik,4.79485504744685e-09,-0.544934390767912,0.13,0.18,0.0001245415650023,1
Plcl2,5.694629071492241e-09,1.23775927174067,0.052,0.022,0.0001479122955029,-1
Grm5,6.23548999299355e-09,0.144149179451602,0.838,0.809,0.000161960617078,0
Myo16,6.67961124017938e-09,1.31012609763347,0.047,0.018,0.0001734962223524,-1
Spon1,6.909232310109511e-09,-0.546233413943097,0.093,0.141,0.0001794604000227,1
Cdk14,7.663570954336631e-09,-0.245753847574805,0.476,0.489,0.0001990535919679,0
Ttyh1,7.6916999712083e-09,0.357874907104273,0.475,0.401,0.0001997842150521,-1
Paqr8,8.14384531631603e-09,0.35248754148916,0.5,0.427,0.0002115282382459,-1
Rgs7bp,9.12115898594865e-09,0.477557174757723,0.248,0.189,0.000236912983501,-1
Prnp,9.9111873662362e-09,0.493302519315865,0.295,0.228,0.0002574331806506,-1
Cep85l,1.02428882356724e-08,-0.298998660326496,0.392,0.459,0.0002660487790333,0
Galnt18,1.27816636378055e-08,-0.5549413901552,0.18,0.237,0.0003319909313283,1
Slc1a3,1.29119965151509e-08,0.199796060524293,0.843,0.828,0.0003353761974845,0
Rasgrf1,1.29737014852807e-08,-0.246051051137798,0.209,0.212,0.0003369789223786,0
Grin3a,1.35662552115104e-08,0.367955859297597,0.131,0.089,0.0003523699128637,-1
Dbi,1.39899299957591e-08,0.674573052467574,0.125,0.081,0.0003633744417098,-1
Gm4924,1.62554601518336e-08,-0.921774728336505,0.039,0.071,0.0004222193219837,1
Wdr17,1.72039928043175e-08,0.253208089356771,0.652,0.574,0.0004468565090993,0
Rplp1,1.90990186706404e-08,0.659862601805802,0.127,0.09,0.0004960779109512,-1
Ftx,1.9631949350528e-08,-0.106898157157121,0.216,0.199,0.0005099202524306,0
Kcnj3,2.16562519192826e-08,-0.260256651629622,0.415,0.41,0.0005624994873514,0
Utrn,2.23186928087597e-08,-0.323891899816007,0.35,0.411,0.0005797057270147,1
Slc22a17,2.28777215800669e-08,0.816254835939256,0.098,0.055,0.0005942259403206,-1
Sash1,2.30134017221994e-08,-0.306175098493281,0.419,0.485,0.0005977500963324,1
Gnaq,2.38565030677799e-08,-0.204483014393228,0.674,0.701,0.0006196488106825,0
Arhgap6,2.60997223858037e-08,-1.66276882164431,0.012,0.034,0.0006779141892488,1
Kcnk1,2.61627775580974e-08,0.684939667147714,0.15,0.1,0.000679551984294,-1
Rps27,2.61833358535985e-08,1.13845131424119,0.053,0.025,0.0006800859654613,-1
Ppib,2.9477148346389e-08,0.82982096521855,0.081,0.044,0.0007656394511491,-1
Phf21a,3.12823269675888e-08,-0.163769278750585,0.625,0.637,0.0008125271606561,0
Zbtb16,3.14821905324556e-08,0.636565870567158,0.144,0.098,0.00081771841689,-1
Dgkb,3.2996669132264e-08,-0.15668680237602,0.978,0.982,0.0008570554840414,0
Slc3a2,3.53229598547387e-08,0.713841837294252,0.114,0.07,0.0009174785592669,-1
Epha7,3.56884524584099e-08,-0.232446262674109,0.166,0.161,0.0009269718641547,0
Zbtb20,3.72682205023081e-08,-0.125895613248953,1.0,0.999,0.0009680047593269,0
Pdzd2,3.76800920597001e-08,-1.21229923721386,0.022,0.049,0.0009787027111586,1
Prpf4b,3.92320318453159e-08,0.432707417670847,0.29,0.236,0.0010190127951502,-1
Nf1,4.23401673219259e-08,-0.19098970244461,0.639,0.658,0.0010997435060197,0
Cmtm5,5.14971138774697e-08,0.830670525577317,0.099,0.058,0.0013375860358534,-1
Gpc6,5.34588414059107e-08,-0.191875297590613,0.736,0.761,0.0013885399466771,0
Brd9,5.62462489155819e-08,1.02931989212537,0.069,0.037,0.0014609400693333,-1
Zcchc7,5.844779143246e-08,-0.206077515545218,0.743,0.767,0.0015181229346667,0
Pla2g7,6.37858639515395e-08,0.394338247935245,0.387,0.311,0.0016567740302772,-1
Tspan3,6.87319993547268e-08,0.661509360044781,0.142,0.098,0.0017852449512396,-1
Camk2d,7.00298519361522e-08,-0.396382862942776,0.235,0.289,0.0018189553741896,1
Vwa8,9.07958091610478e-08,-0.321306336810343,0.219,0.276,0.002358330347149,1
Marc2,9.24890578948505e-08,0.8279793624012,0.096,0.054,0.0024023107897608,-1
Phactr1,9.482907167996e-08,-0.216752476377026,0.891,0.913,0.0024630903078152,0
Cxcl14,1.1346135127352e-07,0.93006112445961,0.068,0.035,0.0029470451379784,-1
Emc3,1.19733742732968e-07,0.821407323704858,0.07,0.039,0.0031099642337461,-1
Fam184b,1.28986314731807e-07,-0.638915795209219,0.108,0.152,0.0033502905388439,1
Otud7a,1.29440372272571e-07,-0.238127020877484,0.619,0.636,0.0033620842294077,0
Adk,1.32736439406929e-07,-0.186116375464469,0.639,0.678,0.0034476962771555,0
Rps21,1.35448945291643e-07,0.911255361233303,0.073,0.04,0.0035181509050051,-1
Sorbs2,1.51939696710527e-07,-0.196091457476674,0.611,0.613,0.0039464816823592,0
Phkg1,1.66889051099642e-07,0.392037909886017,0.345,0.294,0.004334776213262,-1
Fmn2,1.67936949257163e-07,-0.149553036973126,0.767,0.778,0.0043619943200055,0
Cdh13,1.70080052533249e-07,1.2801374130111,0.039,0.015,0.0044176592844986,-1
Gm29514,1.72647564035874e-07,-0.646790740456023,0.078,0.116,0.0044843478282677,1
Shroom4,1.76677738908431e-07,-0.527445876925342,0.161,0.198,0.0045890275904075,1
Egfem1,1.83465095592876e-07,0.253539542747375,0.574,0.531,0.0047653223929293,0
Gm973,1.92835948585934e-07,-0.34029879762006,0.235,0.291,0.005008720928571,1
Ilk,1.94974877430683e-07,1.17779220587336,0.051,0.022,0.0050642774663845,-1
Ncor1,1.96106346439863e-07,-0.175083146713346,0.51,0.522,0.005093666242429,0
Car10,2.00056087850117e-07,0.391723048461613,0.207,0.16,0.0051962568258189,-1
Pkp4,2.16892000843807e-07,-0.120953880519825,0.228,0.206,0.005633552829917,0
Pvt1,2.29691791898757e-07,-1.1341691404218,0.03,0.058,0.0059660146027783,1
Arhgef28,2.39486808005447e-07,-0.577639492753653,0.054,0.088,0.0062204303511334,1
Nrxn2,2.39872278450994e-07,0.431030594162569,0.23,0.173,0.0062304425604861,-1
Cacnb2,2.67298547291088e-07,-0.195891094177102,0.631,0.64,0.0069428124673387,0
Mdk,2.8424645104687e-07,1.18729133863084,0.042,0.018,0.0073830173194914,-1
Nat8l,2.93719389924226e-07,1.7457816279908,0.023,0.006,0.0076290674338918,-1
Tmed3,3.2254999464585e-07,1.84120119306949,0.022,0.006,0.0083779135609313,-1
Gabrb2,3.73309199947529e-07,0.338177093216748,0.225,0.179,0.0096963331594371,-1
Lef1,4.05131870522598e-07,1.26384041508167,0.042,0.018,0.010522895204954,0
Mbnl1,4.13022482178957e-07,-0.353865500070152,0.285,0.333,0.0107278459521162,0
Sntb1,4.15193772451699e-07,-0.712794384192105,0.072,0.108,0.0107842430456604,0
Jkamp,4.30044738604875e-07,0.900570385635738,0.077,0.042,0.011169982040523,0
Pdlim5,4.40478204261877e-07,-0.279810085911937,0.361,0.412,0.011440980877498,0
Dock9,4.57718077721668e-07,-0.696246446012859,0.08,0.12,0.0118887693507426,0
Setbp1,4.61420483804375e-07,-0.245778634816332,0.582,0.627,0.0119849356463348,0
Nell2,4.81336858214634e-07,0.270131941444942,0.286,0.241,0.0125022435552669,0
Neto1,4.89668558764996e-07,0.110808252826767,0.155,0.129,0.012718651145362,0
Arhgef12,5.2418174357075e-07,-0.234683747468717,0.525,0.564,0.0136150966075067,0
Smpd1,5.54769948643263e-07,1.08064877858566,0.053,0.025,0.0144095946460601,0
Lama2,5.56918748206576e-07,-0.186200212181554,0.644,0.699,0.0144654075659176,0
Klf9,6.05861566886771e-07,0.468284607213902,0.222,0.174,0.015736648338317,0
Arxes2,6.06009589947498e-07,1.42120881184788,0.032,0.012,0.0157404930892963,0
Dlg1,6.16319428793927e-07,-0.199694569942392,0.661,0.688,0.0160082808434935,0
Plxnc1,6.18610994333481e-07,-0.775687949104969,0.035,0.063,0.0160678019668178,0
Saraf,6.21623822186375e-07,0.751056570031478,0.075,0.043,0.0161460571574689,0
Prickle1,6.37674501344973e-07,0.240714117252451,0.309,0.26,0.0165629574979343,0
Hook1,6.3989697555481e-07,-1.43181730133693,0.014,0.034,0.0166206840430606,0
Cpeb2,6.43444278109541e-07,-0.584647670054513,0.078,0.117,0.0167128216796172,0
Bmyc,6.90125657674668e-07,0.769670678337993,0.089,0.052,0.0179253238324418,0
Cox6a1,7.3740100507782e-07,0.542044405840782,0.104,0.068,0.0191532537058913,0
Pax6,7.46585696058374e-07,0.616990057289987,0.133,0.088,0.0193918168694202,0
Gapdh,8.08594191407056e-07,0.456792100920801,0.182,0.13,0.0210024255276069,0
Spock1,8.0983426822685e-07,0.337150016360739,0.201,0.158,0.0210346352829242,0
Ank1,8.62958821485788e-07,-1.80265499670524,0.005,0.02,0.0224144924292719,0
Ahcyl2,8.97989253800827e-07,-0.101005436346843,0.452,0.437,0.0233243728782227,0
Myo5a,9.02677202940765e-07,0.111583806848076,0.254,0.214,0.0234461376691834,0
Pak7,9.28192677598135e-07,0.184342338097124,0.236,0.199,0.0241088766079339,0
Kcnc3,9.33933252544247e-07,2.45690721722175,0.016,0.003,0.0242579823015843,0
Grid2,9.44444077143858e-07,-0.208616104919427,0.984,0.981,0.0245309904597346,0
Vegfc,9.46242767652642e-07,1.67539230009941,0.024,0.008,0.0245777096470097,0
Slc25a21,1.00269727138707e-06,-0.965820196437588,0.026,0.051,0.0260440589270077,0
Sesn3,1.12658853234284e-06,-0.370673356352962,0.204,0.259,0.0292620105390729,0
Kcnq1ot1,1.14338459199111e-06,0.106671176875399,0.552,0.498,0.029698271392377,0
Ctsl,1.15744167205604e-06,0.875017877830692,0.067,0.038,0.0300633899899836,0
Hecw1,1.20360201264671e-06,0.314201376201936,0.227,0.184,0.0312623586764857,0
Tnik,1.2077868223826e-06,-0.144166850713937,0.957,0.968,0.0313710549245656,0
Khdrbs2,1.20976343311323e-06,0.10293723819688,0.238,0.209,0.0314223954116831,0
Gabra2,1.23810324192333e-06,0.144693742044419,0.594,0.535,0.0321584936057166,0
Baz2b,1.28917454741753e-06,-0.153308712842747,0.546,0.559,0.0334850196946228,0
Arf5,1.3047941898577e-06,1.1791976565845,0.043,0.02,0.0338907242873639,0
