,acc,bal_acc,igr,micro_roc_auc,micro_AP,num_features
0,0.5946286803066734,0.6053447891307828,0.12322317053663234,0.8007863129998174,0.6577536511977021,205.0
1,0.5916463276323549,0.6051455156816853,0.1264997057281418,0.7976358718877299,0.6490003764712464,163.0
2,0.5856779930136552,0.6009801195686107,0.1197007088945431,0.7898550879083056,0.6306149750294263,126.0
3,0.6146649730073039,0.6247831401454756,0.1408939991839348,0.8110175697758215,0.6720661034344488,99.0
4,0.617660028126843,0.6159880688970099,0.13891711742312246,0.8167561447912053,0.6834877389685862,82.0
5,0.5656435149480561,0.5987388300045822,0.1129631477370058,0.7789592869470551,0.6117502656628053,68.0
6,0.5882447942657534,0.6141539686623485,0.13103608973246322,0.7898927965107869,0.6319613977873607,54.0
7,0.5861035249285488,0.6179826166912313,0.13086408438976363,0.7893668859718369,0.6277406828829971,46.0
8,0.5579603502245611,0.6017721816123748,0.11478334463064946,0.7633196392737214,0.5799633586842285,38.0
9,0.5298389511409518,0.5885957817877372,0.10076304999376454,0.7472037836087116,0.564144947446428,29.0
